,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_ARRUK_13_NAME,OBS_VALUE
0,2021,E01001340,2021 super output areas - lower layer,151,Arrived 2017 to 2019,93
1,2021,E01001340,2021 super output areas - lower layer,151,Arrived 2020 to 2021,28
2,2021,E01001251,2021 super output areas - lower layer,151,Total: All usual residents,1805
3,2021,E01001251,2021 super output areas - lower layer,151,Born in the UK,1118
4,2021,E01001251,2021 super output areas - lower layer,151,Arrived before 1951,1
5,2021,E01001251,2021 super output areas - lower layer,151,Arrived 1951 to 1960,18
6,2021,E01001251,2021 super output areas - lower layer,151,Arrived 1961 to 1970,41
7,2021,E01001251,2021 super output areas - lower layer,151,Arrived 1971 to 1980,44
8,2021,E01001251,2021 super output areas - lower layer,151,Arrived 1981 to 1990,29
9,2021,E01001251,2021 super output areas - lower layer,151,Arrived 1991 to 2000,83
10,2021,E01001251,2021 super output areas - lower layer,151,Arrived 2001 to 2010,205
11,2021,E01001251,2021 super output areas - lower layer,151,Arrived 2011 to 2013,53
12,2021,E01001251,2021 super output areas - lower layer,151,Arrived 2014 to 2016,88
13,2021,E01001251,2021 super output areas - lower layer,151,Arrived 2017 to 2019,110
14,2021,E01001251,2021 super output areas - lower layer,151,Arrived 2020 to 2021,15
15,2021,E01001252,2021 super output areas - lower layer,151,Total: All usual residents,2470
16,2021,E01001252,2021 super output areas - lower layer,151,Born in the UK,1264
17,2021,E01001252,2021 super output areas - lower layer,151,Arrived before 1951,1
18,2021,E01001252,2021 super output areas - lower layer,151,Arrived 1951 to 1960,16
19,2021,E01001252,2021 super output areas - lower layer,151,Arrived 1961 to 1970,48
20,2021,E01001252,2021 super output areas - lower layer,151,Arrived 1971 to 1980,41
21,2021,E01001252,2021 super output areas - lower layer,151,Arrived 1981 to 1990,47
22,2021,E01001252,2021 super output areas - lower layer,151,Arrived 1991 to 2000,154
23,2021,E01001252,2021 super output areas - lower layer,151,Arrived 2001 to 2010,381
24,2021,E01001252,2021 super output areas - lower layer,151,Arrived 2011 to 2013,109
25,2021,E01001252,2021 super output areas - lower layer,151,Arrived 2014 to 2016,174
26,2021,E01001252,2021 super output areas - lower layer,151,Arrived 2017 to 2019,189
27,2021,E01001252,2021 super output areas - lower layer,151,Arrived 2020 to 2021,46
28,2021,E01001253,2021 super output areas - lower layer,151,Total: All usual residents,2127
29,2021,E01001253,2021 super output areas - lower layer,151,Born in the UK,1385
30,2021,E01001253,2021 super output areas - lower layer,151,Arrived before 1951,3
31,2021,E01001253,2021 super output areas - lower layer,151,Arrived 1951 to 1960,18
32,2021,E01001253,2021 super output areas - lower layer,151,Arrived 1961 to 1970,39
33,2021,E01001253,2021 super output areas - lower layer,151,Arrived 1971 to 1980,28
34,2021,E01001253,2021 super output areas - lower layer,151,Arrived 1981 to 1990,37
35,2021,E01001253,2021 super output areas - lower layer,151,Arrived 1991 to 2000,96
36,2021,E01001253,2021 super output areas - lower layer,151,Arrived 2001 to 2010,247
37,2021,E01001253,2021 super output areas - lower layer,151,Arrived 2011 to 2013,79
38,2021,E01001253,2021 super output areas - lower layer,151,Arrived 2014 to 2016,92
39,2021,E01001253,2021 super output areas - lower layer,151,Arrived 2017 to 2019,88
40,2021,E01001253,2021 super output areas - lower layer,151,Arrived 2020 to 2021,15
41,2021,E01001254,2021 super output areas - lower layer,151,Total: All usual residents,1747
42,2021,E01001254,2021 super output areas - lower layer,151,Born in the UK,1205
43,2021,E01001254,2021 super output areas - lower layer,151,Arrived before 1951,1
44,2021,E01001254,2021 super output areas - lower layer,151,Arrived 1951 to 1960,13
45,2021,E01001254,2021 super output areas - lower layer,151,Arrived 1961 to 1970,41
46,2021,E01001254,2021 super output areas - lower layer,151,Arrived 1971 to 1980,35
47,2021,E01001254,2021 super output areas - lower layer,151,Arrived 1981 to 1990,43
48,2021,E01001254,2021 super output areas - lower layer,151,Arrived 1991 to 2000,76
49,2021,E01001254,2021 super output areas - lower layer,151,Arrived 2001 to 2010,165
50,2021,E01001254,2021 super output areas - lower layer,151,Arrived 2011 to 2013,49
51,2021,E01001254,2021 super output areas - lower layer,151,Arrived 2014 to 2016,43
52,2021,E01001254,2021 super output areas - lower layer,151,Arrived 2017 to 2019,61
53,2021,E01001254,2021 super output areas - lower layer,151,Arrived 2020 to 2021,15
54,2021,E01001229,2021 super output areas - lower layer,151,Total: All usual residents,1518
55,2021,E01001229,2021 super output areas - lower layer,151,Born in the UK,940
56,2021,E01001229,2021 super output areas - lower layer,151,Arrived before 1951,2
57,2021,E01001229,2021 super output areas - lower layer,151,Arrived 1951 to 1960,17
58,2021,E01001229,2021 super output areas - lower layer,151,Arrived 1961 to 1970,38
59,2021,E01001229,2021 super output areas - lower layer,151,Arrived 1971 to 1980,37
60,2021,E01001229,2021 super output areas - lower layer,151,Arrived 1981 to 1990,55
61,2021,E01001229,2021 super output areas - lower layer,151,Arrived 1991 to 2000,109
62,2021,E01001229,2021 super output areas - lower layer,151,Arrived 2001 to 2010,162
63,2021,E01001229,2021 super output areas - lower layer,151,Arrived 2011 to 2013,39
64,2021,E01001229,2021 super output areas - lower layer,151,Arrived 2014 to 2016,56
65,2021,E01001229,2021 super output areas - lower layer,151,Arrived 2017 to 2019,52
66,2021,E01001229,2021 super output areas - lower layer,151,Arrived 2020 to 2021,11
67,2021,E01001230,2021 super output areas - lower layer,151,Total: All usual residents,1370
68,2021,E01001230,2021 super output areas - lower layer,151,Born in the UK,835
69,2021,E01001230,2021 super output areas - lower layer,151,Arrived before 1951,2
70,2021,E01001230,2021 super output areas - lower layer,151,Arrived 1951 to 1960,11
71,2021,E01001230,2021 super output areas - lower layer,151,Arrived 1961 to 1970,24
72,2021,E01001230,2021 super output areas - lower layer,151,Arrived 1971 to 1980,32
73,2021,E01001230,2021 super output areas - lower layer,151,Arrived 1981 to 1990,38
74,2021,E01001230,2021 super output areas - lower layer,151,Arrived 1991 to 2000,69
75,2021,E01001230,2021 super output areas - lower layer,151,Arrived 2001 to 2010,111
76,2021,E01001230,2021 super output areas - lower layer,151,Arrived 2011 to 2013,49
