,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_AGEARRUK_18_NAME,OBS_VALUE
35,2021,E01023164,2021 super output areas - lower layer,151,Arrived in the UK: Aged 16 to 17 years,3
36,2021,E01023164,2021 super output areas - lower layer,151,Arrived in the UK: Aged 18 to 19 years,5
37,2021,E01023164,2021 super output areas - lower layer,151,Arrived in the UK: Aged 20 to 24 years,9
38,2021,E01023164,2021 super output areas - lower layer,151,Arrived in the UK: Aged 25 to 29 years,10
39,2021,E01023164,2021 super output areas - lower layer,151,Arrived in the UK: Aged 30 to 44 years,11
40,2021,E01023164,2021 super output areas - lower layer,151,Arrived in the UK: Aged 45 to 59 years,1
41,2021,E01023164,2021 super output areas - lower layer,151,Arrived in the UK: Aged 60 to 64 years,1
42,2021,E01023164,2021 super output areas - lower layer,151,Arrived in the UK: Aged 65 to 74 years,0
43,2021,E01023164,2021 super output areas - lower layer,151,Arrived in the UK: Aged 75 to 84 years,0
44,2021,E01023164,2021 super output areas - lower layer,151,Arrived in the UK: Aged 85 to 89 years,0
45,2021,E01023164,2021 super output areas - lower layer,151,Arrived in the UK: Aged 90 years and over,0
46,2021,E01035450,2021 super output areas - lower layer,151,Total: All usual residents,1607
47,2021,E01035450,2021 super output areas - lower layer,151,Born in the UK,1505
48,2021,E01035450,2021 super output areas - lower layer,151,Arrived in the UK,102
49,2021,E01035450,2021 super output areas - lower layer,151,Arrived in the UK: Aged 0 to 4 years,22
50,2021,E01035450,2021 super output areas - lower layer,151,Arrived in the UK: Aged 5 to 7 years,8
51,2021,E01035450,2021 super output areas - lower layer,151,Arrived in the UK: Aged 8 to 9 years,3
52,2021,E01035450,2021 super output areas - lower layer,151,Arrived in the UK: Aged 10 to 14 years,3
53,2021,E01035450,2021 super output areas - lower layer,151,Arrived in the UK: Aged 15 years,0
54,2021,E01035450,2021 super output areas - lower layer,151,Arrived in the UK: Aged 16 to 17 years,7
55,2021,E01035450,2021 super output areas - lower layer,151,Arrived in the UK: Aged 18 to 19 years,8
56,2021,E01035450,2021 super output areas - lower layer,151,Arrived in the UK: Aged 20 to 24 years,17
57,2021,E01035450,2021 super output areas - lower layer,151,Arrived in the UK: Aged 25 to 29 years,16
58,2021,E01035450,2021 super output areas - lower layer,151,Arrived in the UK: Aged 30 to 44 years,15
59,2021,E01035450,2021 super output areas - lower layer,151,Arrived in the UK: Aged 45 to 59 years,1
60,2021,E01035450,2021 super output areas - lower layer,151,Arrived in the UK: Aged 60 to 64 years,0
61,2021,E01035450,2021 super output areas - lower layer,151,Arrived in the UK: Aged 65 to 74 years,2
62,2021,E01035450,2021 super output areas - lower layer,151,Arrived in the UK: Aged 75 to 84 years,0
63,2021,E01035450,2021 super output areas - lower layer,151,Arrived in the UK: Aged 85 to 89 years,0
64,2021,E01035450,2021 super output areas - lower layer,151,Arrived in the UK: Aged 90 years and over,0
65,2021,E01035451,2021 super output areas - lower layer,151,Total: All usual residents,1589
66,2021,E01035451,2021 super output areas - lower layer,151,Born in the UK,1434
67,2021,E01035451,2021 super output areas - lower layer,151,Arrived in the UK,155
68,2021,E01035451,2021 super output areas - lower layer,151,Arrived in the UK: Aged 0 to 4 years,30
69,2021,E01035451,2021 super output areas - lower layer,151,Arrived in the UK: Aged 5 to 7 years,5
70,2021,E01035451,2021 super output areas - lower layer,151,Arrived in the UK: Aged 8 to 9 years,4
71,2021,E01035451,2021 super output areas - lower layer,151,Arrived in the UK: Aged 10 to 14 years,11
72,2021,E01035451,2021 super output areas - lower layer,151,Arrived in the UK: Aged 15 years,2
73,2021,E01035451,2021 super output areas - lower layer,151,Arrived in the UK: Aged 16 to 17 years,2
74,2021,E01035451,2021 super output areas - lower layer,151,Arrived in the UK: Aged 18 to 19 years,8
75,2021,E01035451,2021 super output areas - lower layer,151,Arrived in the UK: Aged 20 to 24 years,23
76,2021,E01035451,2021 super output areas - lower layer,151,Arrived in the UK: Aged 25 to 29 years,35
77,2021,E01035451,2021 super output areas - lower layer,151,Arrived in the UK: Aged 30 to 44 years,28
78,2021,E01035451,2021 super output areas - lower layer,151,Arrived in the UK: Aged 45 to 59 years,7
79,2021,E01035451,2021 super output areas - lower layer,151,Arrived in the UK: Aged 60 to 64 years,0
80,2021,E01035451,2021 super output areas - lower layer,151,Arrived in the UK: Aged 65 to 74 years,0
81,2021,E01035451,2021 super output areas - lower layer,151,Arrived in the UK: Aged 75 to 84 years,0
82,2021,E01035451,2021 super output areas - lower layer,151,Arrived in the UK: Aged 85 to 89 years,0
83,2021,E01035451,2021 super output areas - lower layer,151,Arrived in the UK: Aged 90 years and over,0
84,2021,E01035452,2021 super output areas - lower layer,151,Total: All usual residents,1533
85,2021,E01035452,2021 super output areas - lower layer,151,Born in the UK,1401
86,2021,E01035452,2021 super output areas - lower layer,151,Arrived in the UK,132
87,2021,E01035452,2021 super output areas - lower layer,151,Arrived in the UK: Aged 0 to 4 years,34
88,2021,E01035452,2021 super output areas - lower layer,151,Arrived in the UK: Aged 5 to 7 years,7
89,2021,E01035452,2021 super output areas - lower layer,151,Arrived in the UK: Aged 8 to 9 years,4
90,2021,E01035452,2021 super output areas - lower layer,151,Arrived in the UK: Aged 10 to 14 years,6
91,2021,E01035452,2021 super output areas - lower layer,151,Arrived in the UK: Aged 15 years,1
92,2021,E01035452,2021 super output areas - lower layer,151,Arrived in the UK: Aged 16 to 17 years,2
93,2021,E01035452,2021 super output areas - lower layer,151,Arrived in the UK: Aged 18 to 19 years,9
94,2021,E01035452,2021 super output areas - lower layer,151,Arrived in the UK: Aged 20 to 24 years,21
95,2021,E01035452,2021 super output areas - lower layer,151,Arrived in the UK: Aged 25 to 29 years,11
96,2021,E01035452,2021 super output areas - lower layer,151,Arrived in the UK: Aged 30 to 44 years,28
97,2021,E01035452,2021 super output areas - lower layer,151,Arrived in the UK: Aged 45 to 59 years,3
98,2021,E01035452,2021 super output areas - lower layer,151,Arrived in the UK: Aged 60 to 64 years,1
99,2021,E01035452,2021 super output areas - lower layer,151,Arrived in the UK: Aged 65 to 74 years,2
100,2021,E01035452,2021 super output areas - lower layer,151,Arrived in the UK: Aged 75 to 84 years,2
101,2021,E01035452,2021 super output areas - lower layer,151,Arrived in the UK: Aged 85 to 89 years,0
102,2021,E01035452,2021 super output areas - lower layer,151,Arrived in the UK: Aged 90 years and over,1
103,2021,E01023210,2021 super output areas - lower layer,151,Total: All usual residents,1488
104,2021,E01023210,2021 super output areas - lower layer,151,Born in the UK,1254
105,2021,E01023210,2021 super output areas - lower layer,151,Arrived in the UK,234
106,2021,E01023210,2021 super output areas - lower layer,151,Arrived in the UK: Aged 0 to 4 years,44
107,2021,E01023210,2021 super output areas - lower layer,151,Arrived in the UK: Aged 5 to 7 years,16
108,2021,E01023210,2021 super output areas - lower layer,151,Arrived in the UK: Aged 8 to 9 years,4
109,2021,E01023210,2021 super output areas - lower layer,151,Arrived in the UK: Aged 10 to 14 years,15
110,2021,E01023210,2021 super output areas - lower layer,151,Arrived in the UK: Aged 15 years,3
111,2021,E01023210,2021 super output areas - lower layer,151,Arrived in the UK: Aged 16 to 17 years,6
112,2021,E01023210,2021 super output areas - lower layer,151,Arrived in the UK: Aged 18 to 19 years,11
113,2021,E01023210,2021 super output areas - lower layer,151,Arrived in the UK: Aged 20 to 24 years,29
114,2021,E01023210,2021 super output areas - lower layer,151,Arrived in the UK: Aged 25 to 29 years,46
115,2021,E01023210,2021 super output areas - lower layer,151,Arrived in the UK: Aged 30 to 44 years,50
116,2021,E01023210,2021 super output areas - lower layer,151,Arrived in the UK: Aged 45 to 59 years,5
117,2021,E01023210,2021 super output areas - lower layer,151,Arrived in the UK: Aged 60 to 64 years,0
118,2021,E01023210,2021 super output areas - lower layer,151,Arrived in the UK: Aged 65 to 74 years,2
119,2021,E01023210,2021 super output areas - lower layer,151,Arrived in the UK: Aged 75 to 84 years,3
120,2021,E01023210,2021 super output areas - lower layer,151,Arrived in the UK: Aged 85 to 89 years,0
121,2021,E01023210,2021 super output areas - lower layer,151,Arrived in the UK: Aged 90 years and over,0
122,2021,E01023211,2021 super output areas - lower layer,151,Total: All usual residents,1901
123,2021,E01023211,2021 super output areas - lower layer,151,Born in the UK,1551
124,2021,E01023211,2021 super output areas - lower layer,151,Arrived in the UK,350
125,2021,E01023211,2021 super output areas - lower layer,151,Arrived in the UK: Aged 0 to 4 years,52
126,2021,E01023211,2021 super output areas - lower layer,151,Arrived in the UK: Aged 5 to 7 years,18
127,2021,E01023211,2021 super output areas - lower layer,151,Arrived in the UK: Aged 8 to 9 years,11
128,2021,E01023211,2021 super output areas - lower layer,151,Arrived in the UK: Aged 10 to 14 years,16
129,2021,E01023211,2021 super output areas - lower layer,151,Arrived in the UK: Aged 15 years,3
130,2021,E01023211,2021 super output areas - lower layer,151,Arrived in the UK: Aged 16 to 17 years,6
131,2021,E01023211,2021 super output areas - lower layer,151,Arrived in the UK: Aged 18 to 19 years,10
132,2021,E01023211,2021 super output areas - lower layer,151,Arrived in the UK: Aged 20 to 24 years,54
133,2021,E01023211,2021 super output areas - lower layer,151,Arrived in the UK: Aged 25 to 29 years,70
134,2021,E01023211,2021 super output areas - lower layer,151,Arrived in the UK: Aged 30 to 44 years,96
135,2021,E01023211,2021 super output areas - lower layer,151,Arrived in the UK: Aged 45 to 59 years,11
136,2021,E01023211,2021 super output areas - lower layer,151,Arrived in the UK: Aged 60 to 64 years,2
137,2021,E01023211,2021 super output areas - lower layer,151,Arrived in the UK: Aged 65 to 74 years,1
138,2021,E01023211,2021 super output areas - lower layer,151,Arrived in the UK: Aged 75 to 84 years,0
139,2021,E01023211,2021 super output areas - lower layer,151,Arrived in the UK: Aged 85 to 89 years,0
140,2021,E01023211,2021 super output areas - lower layer,151,Arrived in the UK: Aged 90 years and over,0
141,2021,E01023212,2021 super output areas - lower layer,151,Total: All usual residents,1403
142,2021,E01023212,2021 super output areas - lower layer,151,Born in the UK,1279
143,2021,E01023212,2021 super output areas - lower layer,151,Arrived in the UK,124
144,2021,E01023212,2021 super output areas - lower layer,151,Arrived in the UK: Aged 0 to 4 years,24
145,2021,E01023212,2021 super output areas - lower layer,151,Arrived in the UK: Aged 5 to 7 years,7
146,2021,E01023212,2021 super output areas - lower layer,151,Arrived in the UK: Aged 8 to 9 years,5
147,2021,E01023212,2021 super output areas - lower layer,151,Arrived in the UK: Aged 10 to 14 years,10
148,2021,E01023212,2021 super output areas - lower layer,151,Arrived in the UK: Aged 15 years,0
149,2021,E01023212,2021 super output areas - lower layer,151,Arrived in the UK: Aged 16 to 17 years,1
150,2021,E01023212,2021 super output areas - lower layer,151,Arrived in the UK: Aged 18 to 19 years,7
151,2021,E01023212,2021 super output areas - lower layer,151,Arrived in the UK: Aged 20 to 24 years,22
152,2021,E01023212,2021 super output areas - lower layer,151,Arrived in the UK: Aged 25 to 29 years,20
153,2021,E01023212,2021 super output areas - lower layer,151,Arrived in the UK: Aged 30 to 44 years,26
154,2021,E01023212,2021 super output areas - lower layer,151,Arrived in the UK: Aged 45 to 59 years,1
155,2021,E01023212,2021 super output areas - lower layer,151,Arrived in the UK: Aged 60 to 64 years,0
156,2021,E01023212,2021 super output areas - lower layer,151,Arrived in the UK: Aged 65 to 74 years,0
157,2021,E01023212,2021 super output areas - lower layer,151,Arrived in the UK: Aged 75 to 84 years,1
158,2021,E01023212,2021 super output areas - lower layer,151,Arrived in the UK: Aged 85 to 89 years,0
159,2021,E01023212,2021 super output areas - lower layer,151,Arrived in the UK: Aged 90 years and over,0
160,2021,E01023213,2021 super output areas - lower layer,151,Total: All usual residents,1284
161,2021,E01023213,2021 super output areas - lower layer,151,Born in the UK,1096
162,2021,E01023213,2021 super output areas - lower layer,151,Arrived in the UK,188
163,2021,E01023213,2021 super output areas - lower layer,151,Arrived in the UK: Aged 0 to 4 years,37
164,2021,E01023213,2021 super output areas - lower layer,151,Arrived in the UK: Aged 5 to 7 years,14
165,2021,E01023213,2021 super output areas - lower layer,151,Arrived in the UK: Aged 8 to 9 years,4
166,2021,E01023213,2021 super output areas - lower layer,151,Arrived in the UK: Aged 10 to 14 years,14
167,2021,E01023213,2021 super output areas - lower layer,151,Arrived in the UK: Aged 15 years,3
168,2021,E01023213,2021 super output areas - lower layer,151,Arrived in the UK: Aged 16 to 17 years,4
169,2021,E01023213,2021 super output areas - lower layer,151,Arrived in the UK: Aged 18 to 19 years,11
170,2021,E01023213,2021 super output areas - lower layer,151,Arrived in the UK: Aged 20 to 24 years,26
171,2021,E01023213,2021 super output areas - lower layer,151,Arrived in the UK: Aged 25 to 29 years,28
172,2021,E01023213,2021 super output areas - lower layer,151,Arrived in the UK: Aged 30 to 44 years,35
173,2021,E01023213,2021 super output areas - lower layer,151,Arrived in the UK: Aged 45 to 59 years,7
174,2021,E01023213,2021 super output areas - lower layer,151,Arrived in the UK: Aged 60 to 64 years,2
175,2021,E01023213,2021 super output areas - lower layer,151,Arrived in the UK: Aged 65 to 74 years,3
176,2021,E01023213,2021 super output areas - lower layer,151,Arrived in the UK: Aged 75 to 84 years,0
177,2021,E01023213,2021 super output areas - lower layer,151,Arrived in the UK: Aged 85 to 89 years,0
178,2021,E01023213,2021 super output areas - lower layer,151,Arrived in the UK: Aged 90 years and over,0
179,2021,E01023214,2021 super output areas - lower layer,151,Total: All usual residents,1283
180,2021,E01023214,2021 super output areas - lower layer,151,Born in the UK,1147
181,2021,E01023214,2021 super output areas - lower layer,151,Arrived in the UK,136
182,2021,E01023214,2021 super output areas - lower layer,151,Arrived in the UK: Aged 0 to 4 years,23
183,2021,E01023214,2021 super output areas - lower layer,151,Arrived in the UK: Aged 5 to 7 years,8
184,2021,E01023214,2021 super output areas - lower layer,151,Arrived in the UK: Aged 8 to 9 years,9
185,2021,E01023214,2021 super output areas - lower layer,151,Arrived in the UK: Aged 10 to 14 years,9
186,2021,E01023214,2021 super output areas - lower layer,151,Arrived in the UK: Aged 15 years,2
187,2021,E01023214,2021 super output areas - lower layer,151,Arrived in the UK: Aged 16 to 17 years,3
188,2021,E01023214,2021 super output areas - lower layer,151,Arrived in the UK: Aged 18 to 19 years,5
189,2021,E01023214,2021 super output areas - lower layer,151,Arrived in the UK: Aged 20 to 24 years,14
190,2021,E01023214,2021 super output areas - lower layer,151,Arrived in the UK: Aged 25 to 29 years,22
191,2021,E01023214,2021 super output areas - lower layer,151,Arrived in the UK: Aged 30 to 44 years,33
192,2021,E01023214,2021 super output areas - lower layer,151,Arrived in the UK: Aged 45 to 59 years,7
193,2021,E01023214,2021 super output areas - lower layer,151,Arrived in the UK: Aged 60 to 64 years,1
194,2021,E01023214,2021 super output areas - lower layer,151,Arrived in the UK: Aged 65 to 74 years,0
195,2021,E01023214,2021 super output areas - lower layer,151,Arrived in the UK: Aged 75 to 84 years,0
196,2021,E01023214,2021 super output areas - lower layer,151,Arrived in the UK: Aged 85 to 89 years,0
197,2021,E01023214,2021 super output areas - lower layer,151,Arrived in the UK: Aged 90 years and over,0
198,2021,E01023170,2021 super output areas - lower layer,151,Total: All usual residents,2538
199,2021,E01023170,2021 super output areas - lower layer,151,Born in the UK,2297
200,2021,E01023170,2021 super output areas - lower layer,151,Arrived in the UK,241
201,2021,E01023170,2021 super output areas - lower layer,151,Arrived in the UK: Aged 0 to 4 years,41
202,2021,E01023170,2021 super output areas - lower layer,151,Arrived in the UK: Aged 5 to 7 years,11
203,2021,E01023170,2021 super output areas - lower layer,151,Arrived in the UK: Aged 8 to 9 years,1
204,2021,E01023170,2021 super output areas - lower layer,151,Arrived in the UK: Aged 10 to 14 years,9
205,2021,E01023170,2021 super output areas - lower layer,151,Arrived in the UK: Aged 15 years,1
206,2021,E01023170,2021 super output areas - lower layer,151,Arrived in the UK: Aged 16 to 17 years,4
207,2021,E01023170,2021 super output areas - lower layer,151,Arrived in the UK: Aged 18 to 19 years,16
208,2021,E01023170,2021 super output areas - lower layer,151,Arrived in the UK: Aged 20 to 24 years,44
209,2021,E01023170,2021 super output areas - lower layer,151,Arrived in the UK: Aged 25 to 29 years,57
210,2021,E01023170,2021 super output areas - lower layer,151,Arrived in the UK: Aged 30 to 44 years,49
211,2021,E01023170,2021 super output areas - lower layer,151,Arrived in the UK: Aged 45 to 59 years,5
212,2021,E01023170,2021 super output areas - lower layer,151,Arrived in the UK: Aged 60 to 64 years,0
213,2021,E01023170,2021 super output areas - lower layer,151,Arrived in the UK: Aged 65 to 74 years,2
214,2021,E01023170,2021 super output areas - lower layer,151,Arrived in the UK: Aged 75 to 84 years,1
215,2021,E01023170,2021 super output areas - lower layer,151,Arrived in the UK: Aged 85 to 89 years,0
216,2021,E01023170,2021 super output areas - lower layer,151,Arrived in the UK: Aged 90 years and over,0
217,2021,E01023171,2021 super output areas - lower layer,151,Total: All usual residents,1819
218,2021,E01023171,2021 super output areas - lower layer,151,Born in the UK,1452
219,2021,E01023171,2021 super output areas - lower layer,151,Arrived in the UK,367
220,2021,E01023171,2021 super output areas - lower layer,151,Arrived in the UK: Aged 0 to 4 years,54
221,2021,E01023171,2021 super output areas - lower layer,151,Arrived in the UK: Aged 5 to 7 years,17
222,2021,E01023171,2021 super output areas - lower layer,151,Arrived in the UK: Aged 8 to 9 years,7
223,2021,E01023171,2021 super output areas - lower layer,151,Arrived in the UK: Aged 10 to 14 years,27
224,2021,E01023171,2021 super output areas - lower layer,151,Arrived in the UK: Aged 15 years,10
225,2021,E01023171,2021 super output areas - lower layer,151,Arrived in the UK: Aged 16 to 17 years,13
226,2021,E01023171,2021 super output areas - lower layer,151,Arrived in the UK: Aged 18 to 19 years,21
227,2021,E01023171,2021 super output areas - lower layer,151,Arrived in the UK: Aged 20 to 24 years,66
228,2021,E01023171,2021 super output areas - lower layer,151,Arrived in the UK: Aged 25 to 29 years,58
229,2021,E01023171,2021 super output areas - lower layer,151,Arrived in the UK: Aged 30 to 44 years,62
230,2021,E01023171,2021 super output areas - lower layer,151,Arrived in the UK: Aged 45 to 59 years,22
231,2021,E01023171,2021 super output areas - lower layer,151,Arrived in the UK: Aged 60 to 64 years,4
232,2021,E01023171,2021 super output areas - lower layer,151,Arrived in the UK: Aged 65 to 74 years,5
233,2021,E01023171,2021 super output areas - lower layer,151,Arrived in the UK: Aged 75 to 84 years,1
234,2021,E01023171,2021 super output areas - lower layer,151,Arrived in the UK: Aged 85 to 89 years,0
235,2021,E01023171,2021 super output areas - lower layer,151,Arrived in the UK: Aged 90 years and over,0
236,2021,E01023172,2021 super output areas - lower layer,151,Total: All usual residents,1476
237,2021,E01023172,2021 super output areas - lower layer,151,Born in the UK,1371
238,2021,E01023172,2021 super output areas - lower layer,151,Arrived in the UK,105
239,2021,E01023172,2021 super output areas - lower layer,151,Arrived in the UK: Aged 0 to 4 years,23
240,2021,E01023172,2021 super output areas - lower layer,151,Arrived in the UK: Aged 5 to 7 years,10
241,2021,E01023172,2021 super output areas - lower layer,151,Arrived in the UK: Aged 8 to 9 years,0
242,2021,E01023172,2021 super output areas - lower layer,151,Arrived in the UK: Aged 10 to 14 years,7
243,2021,E01023172,2021 super output areas - lower layer,151,Arrived in the UK: Aged 15 years,1
244,2021,E01023172,2021 super output areas - lower layer,151,Arrived in the UK: Aged 16 to 17 years,3
245,2021,E01023172,2021 super output areas - lower layer,151,Arrived in the UK: Aged 18 to 19 years,3
246,2021,E01023172,2021 super output areas - lower layer,151,Arrived in the UK: Aged 20 to 24 years,15
247,2021,E01023172,2021 super output areas - lower layer,151,Arrived in the UK: Aged 25 to 29 years,15
248,2021,E01023172,2021 super output areas - lower layer,151,Arrived in the UK: Aged 30 to 44 years,18
249,2021,E01023172,2021 super output areas - lower layer,151,Arrived in the UK: Aged 45 to 59 years,8
250,2021,E01023172,2021 super output areas - lower layer,151,Arrived in the UK: Aged 60 to 64 years,2
251,2021,E01023172,2021 super output areas - lower layer,151,Arrived in the UK: Aged 65 to 74 years,0
252,2021,E01023172,2021 super output areas - lower layer,151,Arrived in the UK: Aged 75 to 84 years,0
253,2021,E01023172,2021 super output areas - lower layer,151,Arrived in the UK: Aged 85 to 89 years,0
254,2021,E01023172,2021 super output areas - lower layer,151,Arrived in the UK: Aged 90 years and over,0
255,2021,E01023173,2021 super output areas - lower layer,151,Total: All usual residents,1418
256,2021,E01023173,2021 super output areas - lower layer,151,Born in the UK,1292
257,2021,E01023173,2021 super output areas - lower layer,151,Arrived in the UK,126
258,2021,E01023173,2021 super output areas - lower layer,151,Arrived in the UK: Aged 0 to 4 years,19
259,2021,E01023173,2021 super output areas - lower layer,151,Arrived in the UK: Aged 5 to 7 years,6
260,2021,E01023173,2021 super output areas - lower layer,151,Arrived in the UK: Aged 8 to 9 years,6
261,2021,E01023173,2021 super output areas - lower layer,151,Arrived in the UK: Aged 10 to 14 years,11
262,2021,E01023173,2021 super output areas - lower layer,151,Arrived in the UK: Aged 15 years,2
263,2021,E01023173,2021 super output areas - lower layer,151,Arrived in the UK: Aged 16 to 17 years,1
264,2021,E01023173,2021 super output areas - lower layer,151,Arrived in the UK: Aged 18 to 19 years,8
265,2021,E01023173,2021 super output areas - lower layer,151,Arrived in the UK: Aged 20 to 24 years,21
266,2021,E01023173,2021 super output areas - lower layer,151,Arrived in the UK: Aged 25 to 29 years,25
267,2021,E01023173,2021 super output areas - lower layer,151,Arrived in the UK: Aged 30 to 44 years,19
268,2021,E01023173,2021 super output areas - lower layer,151,Arrived in the UK: Aged 45 to 59 years,6
269,2021,E01023173,2021 super output areas - lower layer,151,Arrived in the UK: Aged 60 to 64 years,2
270,2021,E01023173,2021 super output areas - lower layer,151,Arrived in the UK: Aged 65 to 74 years,0
271,2021,E01023173,2021 super output areas - lower layer,151,Arrived in the UK: Aged 75 to 84 years,0
272,2021,E01023173,2021 super output areas - lower layer,151,Arrived in the UK: Aged 85 to 89 years,0
273,2021,E01023173,2021 super output areas - lower layer,151,Arrived in the UK: Aged 90 years and over,0
274,2021,E01035453,2021 super output areas - lower layer,151,Total: All usual residents,1420
275,2021,E01035453,2021 super output areas - lower layer,151,Born in the UK,1154
276,2021,E01035453,2021 super output areas - lower layer,151,Arrived in the UK,266
277,2021,E01035453,2021 super output areas - lower layer,151,Arrived in the UK: Aged 0 to 4 years,32
278,2021,E01035453,2021 super output areas - lower layer,151,Arrived in the UK: Aged 5 to 7 years,7
279,2021,E01035453,2021 super output areas - lower layer,151,Arrived in the UK: Aged 8 to 9 years,7
280,2021,E01035453,2021 super output areas - lower layer,151,Arrived in the UK: Aged 10 to 14 years,17
281,2021,E01035453,2021 super output areas - lower layer,151,Arrived in the UK: Aged 15 years,7
282,2021,E01035453,2021 super output areas - lower layer,151,Arrived in the UK: Aged 16 to 17 years,10
283,2021,E01035453,2021 super output areas - lower layer,151,Arrived in the UK: Aged 18 to 19 years,16
284,2021,E01035453,2021 super output areas - lower layer,151,Arrived in the UK: Aged 20 to 24 years,52
285,2021,E01035453,2021 super output areas - lower layer,151,Arrived in the UK: Aged 25 to 29 years,63
286,2021,E01035453,2021 super output areas - lower layer,151,Arrived in the UK: Aged 30 to 44 years,40
287,2021,E01035453,2021 super output areas - lower layer,151,Arrived in the UK: Aged 45 to 59 years,11
288,2021,E01035453,2021 super output areas - lower layer,151,Arrived in the UK: Aged 60 to 64 years,1
289,2021,E01035453,2021 super output areas - lower layer,151,Arrived in the UK: Aged 65 to 74 years,1
290,2021,E01035453,2021 super output areas - lower layer,151,Arrived in the UK: Aged 75 to 84 years,2
291,2021,E01035453,2021 super output areas - lower layer,151,Arrived in the UK: Aged 85 to 89 years,0
292,2021,E01035453,2021 super output areas - lower layer,151,Arrived in the UK: Aged 90 years and over,0
293,2021,E01035454,2021 super output areas - lower layer,151,Total: All usual residents,1411
294,2021,E01035454,2021 super output areas - lower layer,151,Born in the UK,1283
295,2021,E01035454,2021 super output areas - lower layer,151,Arrived in the UK,128
296,2021,E01035454,2021 super output areas - lower layer,151,Arrived in the UK: Aged 0 to 4 years,30
297,2021,E01035454,2021 super output areas - lower layer,151,Arrived in the UK: Aged 5 to 7 years,10
298,2021,E01035454,2021 super output areas - lower layer,151,Arrived in the UK: Aged 8 to 9 years,3
299,2021,E01035454,2021 super output areas - lower layer,151,Arrived in the UK: Aged 10 to 14 years,6
300,2021,E01035454,2021 super output areas - lower layer,151,Arrived in the UK: Aged 15 years,0
301,2021,E01035454,2021 super output areas - lower layer,151,Arrived in the UK: Aged 16 to 17 years,0
