,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_ARRUK_13_NAME,OBS_VALUE
0,2021,E01022502,2021 super output areas - lower layer,151,Born in the UK,1176
1,2021,E01022502,2021 super output areas - lower layer,151,Arrived before 1951,3
2,2021,E01022502,2021 super output areas - lower layer,151,Arrived 1951 to 1960,9
3,2021,E01022502,2021 super output areas - lower layer,151,Arrived 1961 to 1970,15
4,2021,E01022502,2021 super output areas - lower layer,151,Arrived 1971 to 1980,6
5,2021,E01022502,2021 super output areas - lower layer,151,Arrived 1981 to 1990,8
6,2021,E01022502,2021 super output areas - lower layer,151,Arrived 1991 to 2000,31
7,2021,E01022502,2021 super output areas - lower layer,151,Arrived 2001 to 2010,141
8,2021,E01022502,2021 super output areas - lower layer,151,Arrived 2011 to 2013,58
9,2021,E01022502,2021 super output areas - lower layer,151,Arrived 2014 to 2016,54
10,2021,E01022502,2021 super output areas - lower layer,151,Arrived 2017 to 2019,50
11,2021,E01022502,2021 super output areas - lower layer,151,Arrived 2020 to 2021,36
12,2021,E01022506,2021 super output areas - lower layer,151,Total: All usual residents,1320
13,2021,E01022506,2021 super output areas - lower layer,151,Born in the UK,1130
14,2021,E01022506,2021 super output areas - lower layer,151,Arrived before 1951,2
15,2021,E01022506,2021 super output areas - lower layer,151,Arrived 1951 to 1960,7
16,2021,E01022506,2021 super output areas - lower layer,151,Arrived 1961 to 1970,12
17,2021,E01022506,2021 super output areas - lower layer,151,Arrived 1971 to 1980,16
18,2021,E01022506,2021 super output areas - lower layer,151,Arrived 1981 to 1990,13
19,2021,E01022506,2021 super output areas - lower layer,151,Arrived 1991 to 2000,19
20,2021,E01022506,2021 super output areas - lower layer,151,Arrived 2001 to 2010,58
21,2021,E01022506,2021 super output areas - lower layer,151,Arrived 2011 to 2013,13
22,2021,E01022506,2021 super output areas - lower layer,151,Arrived 2014 to 2016,20
23,2021,E01022506,2021 super output areas - lower layer,151,Arrived 2017 to 2019,24
24,2021,E01022506,2021 super output areas - lower layer,151,Arrived 2020 to 2021,6
25,2021,E01022507,2021 super output areas - lower layer,151,Total: All usual residents,1544
26,2021,E01022507,2021 super output areas - lower layer,151,Born in the UK,1285
27,2021,E01022507,2021 super output areas - lower layer,151,Arrived before 1951,3
28,2021,E01022507,2021 super output areas - lower layer,151,Arrived 1951 to 1960,6
29,2021,E01022507,2021 super output areas - lower layer,151,Arrived 1961 to 1970,13
30,2021,E01022507,2021 super output areas - lower layer,151,Arrived 1971 to 1980,10
31,2021,E01022507,2021 super output areas - lower layer,151,Arrived 1981 to 1990,12
32,2021,E01022507,2021 super output areas - lower layer,151,Arrived 1991 to 2000,22
33,2021,E01022507,2021 super output areas - lower layer,151,Arrived 2001 to 2010,84
34,2021,E01022507,2021 super output areas - lower layer,151,Arrived 2011 to 2013,22
35,2021,E01022507,2021 super output areas - lower layer,151,Arrived 2014 to 2016,46
36,2021,E01022507,2021 super output areas - lower layer,151,Arrived 2017 to 2019,23
37,2021,E01022507,2021 super output areas - lower layer,151,Arrived 2020 to 2021,18
38,2021,E01032842,2021 super output areas - lower layer,151,Total: All usual residents,1383
39,2021,E01032842,2021 super output areas - lower layer,151,Born in the UK,598
