,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_STUDENT_3_NAME,OBS_VALUE
300,2021,E01033697,2021 super output areas - lower layer,151,Student,813
301,2021,E01033697,2021 super output areas - lower layer,151,Not a student,1775
302,2021,E01010663,2021 super output areas - lower layer,151,Total,1626
303,2021,E01010663,2021 super output areas - lower layer,151,Student,425
304,2021,E01010663,2021 super output areas - lower layer,151,Not a student,1201
305,2021,E01010665,2021 super output areas - lower layer,151,Total,1747
306,2021,E01010665,2021 super output areas - lower layer,151,Student,474
307,2021,E01010665,2021 super output areas - lower layer,151,Not a student,1273
308,2021,E01010666,2021 super output areas - lower layer,151,Total,1573
309,2021,E01010666,2021 super output areas - lower layer,151,Student,452
310,2021,E01010666,2021 super output areas - lower layer,151,Not a student,1121
311,2021,E01010667,2021 super output areas - lower layer,151,Total,1678
312,2021,E01010667,2021 super output areas - lower layer,151,Student,553
313,2021,E01010667,2021 super output areas - lower layer,151,Not a student,1125
314,2021,E01010735,2021 super output areas - lower layer,151,Total,1712
315,2021,E01010735,2021 super output areas - lower layer,151,Student,633
316,2021,E01010735,2021 super output areas - lower layer,151,Not a student,1079
317,2021,E01010738,2021 super output areas - lower layer,151,Total,1932
318,2021,E01010738,2021 super output areas - lower layer,151,Student,720
319,2021,E01010738,2021 super output areas - lower layer,151,Not a student,1212
320,2021,E01010739,2021 super output areas - lower layer,151,Total,1875
321,2021,E01010739,2021 super output areas - lower layer,151,Student,742
322,2021,E01010739,2021 super output areas - lower layer,151,Not a student,1133
323,2021,E01010740,2021 super output areas - lower layer,151,Total,1792
324,2021,E01010740,2021 super output areas - lower layer,151,Student,590
325,2021,E01010740,2021 super output areas - lower layer,151,Not a student,1202
326,2021,E01010744,2021 super output areas - lower layer,151,Total,1700
327,2021,E01010744,2021 super output areas - lower layer,151,Student,569
328,2021,E01010744,2021 super output areas - lower layer,151,Not a student,1131
329,2021,E01010612,2021 super output areas - lower layer,151,Total,1325
330,2021,E01010612,2021 super output areas - lower layer,151,Student,438
331,2021,E01010612,2021 super output areas - lower layer,151,Not a student,887
332,2021,E01010819,2021 super output areas - lower layer,151,Total,1385
333,2021,E01010819,2021 super output areas - lower layer,151,Student,358
334,2021,E01010819,2021 super output areas - lower layer,151,Not a student,1027
335,2021,E01010820,2021 super output areas - lower layer,151,Total,1356
336,2021,E01010820,2021 super output areas - lower layer,151,Student,393
337,2021,E01010820,2021 super output areas - lower layer,151,Not a student,963
338,2021,E01010821,2021 super output areas - lower layer,151,Total,1749
339,2021,E01010821,2021 super output areas - lower layer,151,Student,520
340,2021,E01010821,2021 super output areas - lower layer,151,Not a student,1229
341,2021,E01010822,2021 super output areas - lower layer,151,Total,1174
342,2021,E01010822,2021 super output areas - lower layer,151,Student,325
343,2021,E01010822,2021 super output areas - lower layer,151,Not a student,849
344,2021,E01010615,2021 super output areas - lower layer,151,Total,1274
345,2021,E01010615,2021 super output areas - lower layer,151,Student,282
346,2021,E01010615,2021 super output areas - lower layer,151,Not a student,992
347,2021,E01010616,2021 super output areas - lower layer,151,Total,1793
348,2021,E01010616,2021 super output areas - lower layer,151,Student,602
349,2021,E01010616,2021 super output areas - lower layer,151,Not a student,1191
350,2021,E01010742,2021 super output areas - lower layer,151,Total,1913
351,2021,E01010742,2021 super output areas - lower layer,151,Student,709
352,2021,E01010742,2021 super output areas - lower layer,151,Not a student,1204
353,2021,E01010743,2021 super output areas - lower layer,151,Total,1564
354,2021,E01010743,2021 super output areas - lower layer,151,Student,439
355,2021,E01010743,2021 super output areas - lower layer,151,Not a student,1125
356,2021,E01010847,2021 super output areas - lower layer,151,Total,1509
357,2021,E01010847,2021 super output areas - lower layer,151,Student,319
358,2021,E01010847,2021 super output areas - lower layer,151,Not a student,1190
359,2021,E01010848,2021 super output areas - lower layer,151,Total,1484
360,2021,E01010848,2021 super output areas - lower layer,151,Student,300
361,2021,E01010848,2021 super output areas - lower layer,151,Not a student,1184
362,2021,E01010852,2021 super output areas - lower layer,151,Total,1746
363,2021,E01010852,2021 super output areas - lower layer,151,Student,457
364,2021,E01010852,2021 super output areas - lower layer,151,Not a student,1289
365,2021,E01010853,2021 super output areas - lower layer,151,Total,1297
366,2021,E01010853,2021 super output areas - lower layer,151,Student,335
367,2021,E01010853,2021 super output areas - lower layer,151,Not a student,962
368,2021,E01010668,2021 super output areas - lower layer,151,Total,1368
369,2021,E01010668,2021 super output areas - lower layer,151,Student,374
370,2021,E01010668,2021 super output areas - lower layer,151,Not a student,994
371,2021,E01010755,2021 super output areas - lower layer,151,Total,1797
372,2021,E01010755,2021 super output areas - lower layer,151,Student,501
373,2021,E01010755,2021 super output areas - lower layer,151,Not a student,1296
374,2021,E01010762,2021 super output areas - lower layer,151,Total,1466
375,2021,E01010762,2021 super output areas - lower layer,151,Student,361
376,2021,E01010762,2021 super output areas - lower layer,151,Not a student,1105
377,2021,E01010763,2021 super output areas - lower layer,151,Total,1538
378,2021,E01010763,2021 super output areas - lower layer,151,Student,348
379,2021,E01010763,2021 super output areas - lower layer,151,Not a student,1190
380,2021,E01010846,2021 super output areas - lower layer,151,Total,1993
381,2021,E01010846,2021 super output areas - lower layer,151,Student,443
382,2021,E01010846,2021 super output areas - lower layer,151,Not a student,1550
383,2021,E01010745,2021 super output areas - lower layer,151,Total,1745
384,2021,E01010745,2021 super output areas - lower layer,151,Student,569
385,2021,E01010745,2021 super output areas - lower layer,151,Not a student,1176
386,2021,E01010747,2021 super output areas - lower layer,151,Total,1518
387,2021,E01010747,2021 super output areas - lower layer,151,Student,357
388,2021,E01010747,2021 super output areas - lower layer,151,Not a student,1161
389,2021,E01010748,2021 super output areas - lower layer,151,Total,1487
390,2021,E01010748,2021 super output areas - lower layer,151,Student,359
391,2021,E01010748,2021 super output areas - lower layer,151,Not a student,1128
392,2021,E01010749,2021 super output areas - lower layer,151,Total,1256
393,2021,E01010749,2021 super output areas - lower layer,151,Student,269
394,2021,E01010749,2021 super output areas - lower layer,151,Not a student,987
395,2021,E01010814,2021 super output areas - lower layer,151,Total,1516
