,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_ETH_20_NAME,OBS_VALUE
0,2021,E01022050,2021 super output areas - lower layer,151,Total: All usual residents,1811
1,2021,E01022050,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh",19
2,2021,E01022050,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Bangladeshi",0
3,2021,E01022050,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Chinese",6
4,2021,E01022050,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Indian",5
5,2021,E01022050,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Pakistani",0
6,2021,E01022050,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Other Asian",8
7,2021,E01022050,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African",10
8,2021,E01022050,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African: African",5
9,2021,E01022050,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",3
10,2021,E01022050,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African: Other Black",2
11,2021,E01022050,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups,27
12,2021,E01022050,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: White and Asian,5
13,2021,E01022050,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: White and Black African,4
14,2021,E01022050,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: White and Black Caribbean,10
15,2021,E01022050,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,8
16,2021,E01022050,2021 super output areas - lower layer,151,White,1753
17,2021,E01022050,2021 super output areas - lower layer,151,"White: English, Welsh, Scottish, Northern Irish or British",1698
18,2021,E01022050,2021 super output areas - lower layer,151,White: Irish,26
19,2021,E01022050,2021 super output areas - lower layer,151,White: Gypsy or Irish Traveller,0
20,2021,E01022050,2021 super output areas - lower layer,151,White: Roma,0
21,2021,E01022050,2021 super output areas - lower layer,151,White: Other White,29
22,2021,E01022050,2021 super output areas - lower layer,151,Other ethnic group,2
23,2021,E01022050,2021 super output areas - lower layer,151,Other ethnic group: Arab,0
24,2021,E01022050,2021 super output areas - lower layer,151,Other ethnic group: Any other ethnic group,2
25,2021,E01022023,2021 super output areas - lower layer,151,Total: All usual residents,1461
26,2021,E01022023,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh",14
27,2021,E01022023,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Bangladeshi",0
