,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_NATIDUK_17_NAME,OBS_VALUE
0,2021,E01014089,2021 super output areas - lower layer,151,Total: All usual residents,1401
1,2021,E01014089,2021 super output areas - lower layer,151,British only identity,766
2,2021,E01014089,2021 super output areas - lower layer,151,English only identity,227
3,2021,E01014089,2021 super output areas - lower layer,151,English and British only identity,260
4,2021,E01014089,2021 super output areas - lower layer,151,Welsh only identity,21
5,2021,E01014089,2021 super output areas - lower layer,151,Welsh and British only identity,5
6,2021,E01014089,2021 super output areas - lower layer,151,Any other combination of only UK identities,21
7,2021,E01014089,2021 super output areas - lower layer,151,Scottish only identity,8
8,2021,E01014089,2021 super output areas - lower layer,151,Scottish and British only identity,7
9,2021,E01014089,2021 super output areas - lower layer,151,Northern Irish only identity,2
10,2021,E01014089,2021 super output areas - lower layer,151,Northern Irish and British only identity,1
11,2021,E01014089,2021 super output areas - lower layer,151,Cornish only identity,0
12,2021,E01014089,2021 super output areas - lower layer,151,Cornish and British only identity,0
13,2021,E01014089,2021 super output areas - lower layer,151,Any other combination of only UK identities ,3
14,2021,E01014089,2021 super output areas - lower layer,151,Irish only identity,1
15,2021,E01014089,2021 super output areas - lower layer,151,Irish and at least one UK identity,0
16,2021,E01014089,2021 super output areas - lower layer,151,Other identity only,83
17,2021,E01014089,2021 super output areas - lower layer,151,Other identity and at least one UK identity,17
18,2021,E01014089,2021 super output areas - lower layer,151,Non-UK identity only,84
19,2021,E01014089,2021 super output areas - lower layer,151,UK identity and non-UK identity,17
20,2021,E01013987,2021 super output areas - lower layer,151,Total: All usual residents,1593
21,2021,E01013987,2021 super output areas - lower layer,151,British only identity,946
22,2021,E01013987,2021 super output areas - lower layer,151,English only identity,275
23,2021,E01013987,2021 super output areas - lower layer,151,English and British only identity,198
24,2021,E01013987,2021 super output areas - lower layer,151,Welsh only identity,39
25,2021,E01013987,2021 super output areas - lower layer,151,Welsh and British only identity,15
26,2021,E01013987,2021 super output areas - lower layer,151,Any other combination of only UK identities,19
27,2021,E01013987,2021 super output areas - lower layer,151,Scottish only identity,8
28,2021,E01013987,2021 super output areas - lower layer,151,Scottish and British only identity,8
29,2021,E01013987,2021 super output areas - lower layer,151,Northern Irish only identity,1
30,2021,E01013987,2021 super output areas - lower layer,151,Northern Irish and British only identity,2
31,2021,E01013987,2021 super output areas - lower layer,151,Cornish only identity,0
32,2021,E01013987,2021 super output areas - lower layer,151,Cornish and British only identity,0
33,2021,E01013987,2021 super output areas - lower layer,151,Any other combination of only UK identities ,0
34,2021,E01013987,2021 super output areas - lower layer,151,Irish only identity,1
35,2021,E01013987,2021 super output areas - lower layer,151,Irish and at least one UK identity,1
36,2021,E01013987,2021 super output areas - lower layer,151,Other identity only,81
37,2021,E01013987,2021 super output areas - lower layer,151,Other identity and at least one UK identity,18
38,2021,E01013987,2021 super output areas - lower layer,151,Non-UK identity only,82
39,2021,E01013987,2021 super output areas - lower layer,151,UK identity and non-UK identity,19
40,2021,E01013988,2021 super output areas - lower layer,151,Total: All usual residents,1814
41,2021,E01013988,2021 super output areas - lower layer,151,British only identity,992
42,2021,E01013988,2021 super output areas - lower layer,151,English only identity,324
43,2021,E01013988,2021 super output areas - lower layer,151,English and British only identity,265
44,2021,E01013988,2021 super output areas - lower layer,151,Welsh only identity,40
45,2021,E01013988,2021 super output areas - lower layer,151,Welsh and British only identity,30
46,2021,E01013988,2021 super output areas - lower layer,151,Any other combination of only UK identities,22
47,2021,E01013988,2021 super output areas - lower layer,151,Scottish only identity,12
48,2021,E01013988,2021 super output areas - lower layer,151,Scottish and British only identity,0
49,2021,E01013988,2021 super output areas - lower layer,151,Northern Irish only identity,2
50,2021,E01013988,2021 super output areas - lower layer,151,Northern Irish and British only identity,0
51,2021,E01013988,2021 super output areas - lower layer,151,Cornish only identity,0
52,2021,E01013988,2021 super output areas - lower layer,151,Cornish and British only identity,0
53,2021,E01013988,2021 super output areas - lower layer,151,Any other combination of only UK identities ,8
54,2021,E01013988,2021 super output areas - lower layer,151,Irish only identity,5
55,2021,E01013988,2021 super output areas - lower layer,151,Irish and at least one UK identity,2
56,2021,E01013988,2021 super output areas - lower layer,151,Other identity only,111
57,2021,E01013988,2021 super output areas - lower layer,151,Other identity and at least one UK identity,23
58,2021,E01013988,2021 super output areas - lower layer,151,Non-UK identity only,116
59,2021,E01013988,2021 super output areas - lower layer,151,UK identity and non-UK identity,25
60,2021,E01014095,2021 super output areas - lower layer,151,Total: All usual residents,1398
61,2021,E01014095,2021 super output areas - lower layer,151,British only identity,655
62,2021,E01014095,2021 super output areas - lower layer,151,English only identity,242
63,2021,E01014095,2021 super output areas - lower layer,151,English and British only identity,277
64,2021,E01014095,2021 super output areas - lower layer,151,Welsh only identity,34
65,2021,E01014095,2021 super output areas - lower layer,151,Welsh and British only identity,12
66,2021,E01014095,2021 super output areas - lower layer,151,Any other combination of only UK identities,18
67,2021,E01014095,2021 super output areas - lower layer,151,Scottish only identity,5
68,2021,E01014095,2021 super output areas - lower layer,151,Scottish and British only identity,0
69,2021,E01014095,2021 super output areas - lower layer,151,Northern Irish only identity,3
70,2021,E01014095,2021 super output areas - lower layer,151,Northern Irish and British only identity,1
71,2021,E01014095,2021 super output areas - lower layer,151,Cornish only identity,0
72,2021,E01014095,2021 super output areas - lower layer,151,Cornish and British only identity,0
73,2021,E01014095,2021 super output areas - lower layer,151,Any other combination of only UK identities ,9
74,2021,E01014095,2021 super output areas - lower layer,151,Irish only identity,3
75,2021,E01014095,2021 super output areas - lower layer,151,Irish and at least one UK identity,0
76,2021,E01014095,2021 super output areas - lower layer,151,Other identity only,142
77,2021,E01014095,2021 super output areas - lower layer,151,Other identity and at least one UK identity,15
78,2021,E01014095,2021 super output areas - lower layer,151,Non-UK identity only,145
79,2021,E01014095,2021 super output areas - lower layer,151,UK identity and non-UK identity,15
80,2021,E01035055,2021 super output areas - lower layer,151,Total: All usual residents,1598
81,2021,E01035055,2021 super output areas - lower layer,151,British only identity,937
82,2021,E01035055,2021 super output areas - lower layer,151,English only identity,239
83,2021,E01035055,2021 super output areas - lower layer,151,English and British only identity,281
84,2021,E01035055,2021 super output areas - lower layer,151,Welsh only identity,34
