,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HEALTH_6_NAME,OBS_VALUE
0,2021,E01010599,2021 super output areas - lower layer,151,Good health,498
1,2021,E01010599,2021 super output areas - lower layer,151,Fair health,182
2,2021,E01010599,2021 super output areas - lower layer,151,Bad health,59
3,2021,E01010599,2021 super output areas - lower layer,151,Very bad health,6
4,2021,E01010600,2021 super output areas - lower layer,151,Total: All usual residents,1449
5,2021,E01010600,2021 super output areas - lower layer,151,Very good health,655
6,2021,E01010600,2021 super output areas - lower layer,151,Good health,514
7,2021,E01010600,2021 super output areas - lower layer,151,Fair health,187
8,2021,E01010600,2021 super output areas - lower layer,151,Bad health,73
9,2021,E01010600,2021 super output areas - lower layer,151,Very bad health,20
10,2021,E01010602,2021 super output areas - lower layer,151,Total: All usual residents,1653
11,2021,E01010602,2021 super output areas - lower layer,151,Very good health,751
12,2021,E01010602,2021 super output areas - lower layer,151,Good health,604
13,2021,E01010602,2021 super output areas - lower layer,151,Fair health,218
14,2021,E01010602,2021 super output areas - lower layer,151,Bad health,57
15,2021,E01010602,2021 super output areas - lower layer,151,Very bad health,23
16,2021,E01010670,2021 super output areas - lower layer,151,Total: All usual residents,1842
17,2021,E01010670,2021 super output areas - lower layer,151,Very good health,833
18,2021,E01010670,2021 super output areas - lower layer,151,Good health,660
19,2021,E01010670,2021 super output areas - lower layer,151,Fair health,267
20,2021,E01010670,2021 super output areas - lower layer,151,Bad health,59
21,2021,E01010670,2021 super output areas - lower layer,151,Very bad health,23
22,2021,E01010671,2021 super output areas - lower layer,151,Total: All usual residents,1734
23,2021,E01010671,2021 super output areas - lower layer,151,Very good health,838
24,2021,E01010671,2021 super output areas - lower layer,151,Good health,591
25,2021,E01010671,2021 super output areas - lower layer,151,Fair health,209
26,2021,E01010671,2021 super output areas - lower layer,151,Bad health,68
27,2021,E01010671,2021 super output areas - lower layer,151,Very bad health,28
28,2021,E01010673,2021 super output areas - lower layer,151,Total: All usual residents,1976
29,2021,E01010673,2021 super output areas - lower layer,151,Very good health,824
30,2021,E01010673,2021 super output areas - lower layer,151,Good health,741
31,2021,E01010673,2021 super output areas - lower layer,151,Fair health,272
32,2021,E01010673,2021 super output areas - lower layer,151,Bad health,102
33,2021,E01010673,2021 super output areas - lower layer,151,Very bad health,37
34,2021,E01010675,2021 super output areas - lower layer,151,Total: All usual residents,2154
35,2021,E01010675,2021 super output areas - lower layer,151,Very good health,959
36,2021,E01010675,2021 super output areas - lower layer,151,Good health,747
37,2021,E01010675,2021 super output areas - lower layer,151,Fair health,335
38,2021,E01010675,2021 super output areas - lower layer,151,Bad health,86
39,2021,E01010675,2021 super output areas - lower layer,151,Very bad health,27
40,2021,E01010669,2021 super output areas - lower layer,151,Total: All usual residents,2231
41,2021,E01010669,2021 super output areas - lower layer,151,Very good health,1027
42,2021,E01010669,2021 super output areas - lower layer,151,Good health,813
43,2021,E01010669,2021 super output areas - lower layer,151,Fair health,272
44,2021,E01010669,2021 super output areas - lower layer,151,Bad health,84
45,2021,E01010669,2021 super output areas - lower layer,151,Very bad health,35
46,2021,E01010674,2021 super output areas - lower layer,151,Total: All usual residents,2272
47,2021,E01010674,2021 super output areas - lower layer,151,Very good health,1117
48,2021,E01010674,2021 super output areas - lower layer,151,Good health,823
49,2021,E01010674,2021 super output areas - lower layer,151,Fair health,215
50,2021,E01010674,2021 super output areas - lower layer,151,Bad health,89
51,2021,E01010674,2021 super output areas - lower layer,151,Very bad health,28
52,2021,E01010805,2021 super output areas - lower layer,151,Total: All usual residents,1840
53,2021,E01010805,2021 super output areas - lower layer,151,Very good health,834
54,2021,E01010805,2021 super output areas - lower layer,151,Good health,641
55,2021,E01010805,2021 super output areas - lower layer,151,Fair health,252
56,2021,E01010805,2021 super output areas - lower layer,151,Bad health,89
57,2021,E01010805,2021 super output areas - lower layer,151,Very bad health,24
58,2021,E01033898,2021 super output areas - lower layer,151,Total: All usual residents,1594
59,2021,E01033898,2021 super output areas - lower layer,151,Very good health,856
60,2021,E01033898,2021 super output areas - lower layer,151,Good health,475
61,2021,E01033898,2021 super output areas - lower layer,151,Fair health,183
62,2021,E01033898,2021 super output areas - lower layer,151,Bad health,62
