,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HEALTH_6_NAME,OBS_VALUE
0,2021,E01011954,2021 super output areas - lower layer,151,Total: All usual residents,2283
1,2021,E01011954,2021 super output areas - lower layer,151,Very good health,970
2,2021,E01011954,2021 super output areas - lower layer,151,Good health,767
3,2021,E01011954,2021 super output areas - lower layer,151,Fair health,381
4,2021,E01011954,2021 super output areas - lower layer,151,Bad health,130
5,2021,E01011954,2021 super output areas - lower layer,151,Very bad health,35
6,2021,E01011969,2021 super output areas - lower layer,151,Total: All usual residents,1345
7,2021,E01011969,2021 super output areas - lower layer,151,Very good health,574
8,2021,E01011969,2021 super output areas - lower layer,151,Good health,460
9,2021,E01011969,2021 super output areas - lower layer,151,Fair health,228
10,2021,E01011969,2021 super output areas - lower layer,151,Bad health,60
11,2021,E01011969,2021 super output areas - lower layer,151,Very bad health,23
12,2021,E01011970,2021 super output areas - lower layer,151,Total: All usual residents,1070
13,2021,E01011970,2021 super output areas - lower layer,151,Very good health,485
14,2021,E01011970,2021 super output areas - lower layer,151,Good health,393
15,2021,E01011970,2021 super output areas - lower layer,151,Fair health,142
16,2021,E01011970,2021 super output areas - lower layer,151,Bad health,38
17,2021,E01011970,2021 super output areas - lower layer,151,Very bad health,12
18,2021,E01011971,2021 super output areas - lower layer,151,Total: All usual residents,1323
19,2021,E01011971,2021 super output areas - lower layer,151,Very good health,743
20,2021,E01011971,2021 super output areas - lower layer,151,Good health,410
21,2021,E01011971,2021 super output areas - lower layer,151,Fair health,136
22,2021,E01011971,2021 super output areas - lower layer,151,Bad health,27
23,2021,E01011971,2021 super output areas - lower layer,151,Very bad health,7
24,2021,E01033465,2021 super output areas - lower layer,151,Total: All usual residents,1955
25,2021,E01033465,2021 super output areas - lower layer,151,Very good health,1098
26,2021,E01033465,2021 super output areas - lower layer,151,Good health,613
27,2021,E01033465,2021 super output areas - lower layer,151,Fair health,181
28,2021,E01033465,2021 super output areas - lower layer,151,Bad health,48
29,2021,E01033465,2021 super output areas - lower layer,151,Very bad health,15
30,2021,E01033467,2021 super output areas - lower layer,151,Total: All usual residents,2266
31,2021,E01033467,2021 super output areas - lower layer,151,Very good health,1128
32,2021,E01033467,2021 super output areas - lower layer,151,Good health,701
33,2021,E01033467,2021 super output areas - lower layer,151,Fair health,293
34,2021,E01033467,2021 super output areas - lower layer,151,Bad health,114
35,2021,E01033467,2021 super output areas - lower layer,151,Very bad health,30
36,2021,E01011952,2021 super output areas - lower layer,151,Total: All usual residents,1607
37,2021,E01011952,2021 super output areas - lower layer,151,Very good health,605
38,2021,E01011952,2021 super output areas - lower layer,151,Good health,520
39,2021,E01011952,2021 super output areas - lower layer,151,Fair health,307
40,2021,E01011952,2021 super output areas - lower layer,151,Bad health,129
41,2021,E01011952,2021 super output areas - lower layer,151,Very bad health,46
42,2021,E01011953,2021 super output areas - lower layer,151,Total: All usual residents,1966
43,2021,E01011953,2021 super output areas - lower layer,151,Very good health,757
44,2021,E01011953,2021 super output areas - lower layer,151,Good health,624
45,2021,E01011953,2021 super output areas - lower layer,151,Fair health,367
46,2021,E01011953,2021 super output areas - lower layer,151,Bad health,157
47,2021,E01011953,2021 super output areas - lower layer,151,Very bad health,61
48,2021,E01011991,2021 super output areas - lower layer,151,Total: All usual residents,1620
