,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_ARRUK_13_NAME,OBS_VALUE
0,2021,E01034247,2021 super output areas - lower layer,151,Arrived 1961 to 1970,0
1,2021,E01034247,2021 super output areas - lower layer,151,Arrived 1971 to 1980,5
2,2021,E01034247,2021 super output areas - lower layer,151,Arrived 1981 to 1990,8
3,2021,E01034247,2021 super output areas - lower layer,151,Arrived 1991 to 2000,7
4,2021,E01034247,2021 super output areas - lower layer,151,Arrived 2001 to 2010,71
5,2021,E01034247,2021 super output areas - lower layer,151,Arrived 2011 to 2013,11
6,2021,E01034247,2021 super output areas - lower layer,151,Arrived 2014 to 2016,19
7,2021,E01034247,2021 super output areas - lower layer,151,Arrived 2017 to 2019,11
8,2021,E01034247,2021 super output areas - lower layer,151,Arrived 2020 to 2021,3
9,2021,E01007816,2021 super output areas - lower layer,151,Total: All usual residents,1691
10,2021,E01007816,2021 super output areas - lower layer,151,Born in the UK,1642
11,2021,E01007816,2021 super output areas - lower layer,151,Arrived before 1951,0
12,2021,E01007816,2021 super output areas - lower layer,151,Arrived 1951 to 1960,1
13,2021,E01007816,2021 super output areas - lower layer,151,Arrived 1961 to 1970,4
14,2021,E01007816,2021 super output areas - lower layer,151,Arrived 1971 to 1980,2
15,2021,E01007816,2021 super output areas - lower layer,151,Arrived 1981 to 1990,1
16,2021,E01007816,2021 super output areas - lower layer,151,Arrived 1991 to 2000,4
17,2021,E01007816,2021 super output areas - lower layer,151,Arrived 2001 to 2010,16
18,2021,E01007816,2021 super output areas - lower layer,151,Arrived 2011 to 2013,4
19,2021,E01007816,2021 super output areas - lower layer,151,Arrived 2014 to 2016,6
20,2021,E01007816,2021 super output areas - lower layer,151,Arrived 2017 to 2019,8
21,2021,E01007816,2021 super output areas - lower layer,151,Arrived 2020 to 2021,3
22,2021,E01007817,2021 super output areas - lower layer,151,Total: All usual residents,1453
23,2021,E01007817,2021 super output areas - lower layer,151,Born in the UK,1415
