,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_TTWDIST_11_NAME,OBS_VALUE
0,2021,E01002831,2021 super output areas - lower layer,151,5km to less than 10km,83
1,2021,E01002831,2021 super output areas - lower layer,151,10km to less than 20km,16
2,2021,E01002831,2021 super output areas - lower layer,151,20km to less than 30km,2
3,2021,E01002831,2021 super output areas - lower layer,151,30km to less than 40km,1
4,2021,E01002831,2021 super output areas - lower layer,151,40km to less than 60km,0
5,2021,E01002831,2021 super output areas - lower layer,151,60km and over,7
6,2021,E01002831,2021 super output areas - lower layer,151,Works mainly from home,379
7,2021,E01002831,2021 super output areas - lower layer,151,"Works mainly at an offshore installation, in no fixed place, or outside the UK",148
8,2021,E01002832,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,874
9,2021,E01002832,2021 super output areas - lower layer,151,Less than 2km,78
10,2021,E01002832,2021 super output areas - lower layer,151,2km to less than 5km,134
11,2021,E01002832,2021 super output areas - lower layer,151,5km to less than 10km,56
12,2021,E01002832,2021 super output areas - lower layer,151,10km to less than 20km,17
13,2021,E01002832,2021 super output areas - lower layer,151,20km to less than 30km,0
14,2021,E01002832,2021 super output areas - lower layer,151,30km to less than 40km,0
15,2021,E01002832,2021 super output areas - lower layer,151,40km to less than 60km,2
16,2021,E01002832,2021 super output areas - lower layer,151,60km and over,5
17,2021,E01002832,2021 super output areas - lower layer,151,Works mainly from home,486
18,2021,E01002832,2021 super output areas - lower layer,151,"Works mainly at an offshore installation, in no fixed place, or outside the UK",96
19,2021,E01002856,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,699
20,2021,E01002856,2021 super output areas - lower layer,151,Less than 2km,88
21,2021,E01002856,2021 super output areas - lower layer,151,2km to less than 5km,85
22,2021,E01002856,2021 super output areas - lower layer,151,5km to less than 10km,78
23,2021,E01002856,2021 super output areas - lower layer,151,10km to less than 20km,20
24,2021,E01002856,2021 super output areas - lower layer,151,20km to less than 30km,8
25,2021,E01002856,2021 super output areas - lower layer,151,30km to less than 40km,3
26,2021,E01002856,2021 super output areas - lower layer,151,40km to less than 60km,1
27,2021,E01002856,2021 super output areas - lower layer,151,60km and over,4
28,2021,E01002856,2021 super output areas - lower layer,151,Works mainly from home,335
29,2021,E01002856,2021 super output areas - lower layer,151,"Works mainly at an offshore installation, in no fixed place, or outside the UK",77
30,2021,E01002870,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,677
31,2021,E01002870,2021 super output areas - lower layer,151,Less than 2km,96
32,2021,E01002870,2021 super output areas - lower layer,151,2km to less than 5km,78
33,2021,E01002870,2021 super output areas - lower layer,151,5km to less than 10km,87
34,2021,E01002870,2021 super output areas - lower layer,151,10km to less than 20km,38
35,2021,E01002870,2021 super output areas - lower layer,151,20km to less than 30km,3
36,2021,E01002870,2021 super output areas - lower layer,151,30km to less than 40km,0
37,2021,E01002870,2021 super output areas - lower layer,151,40km to less than 60km,0
38,2021,E01002870,2021 super output areas - lower layer,151,60km and over,4
39,2021,E01002870,2021 super output areas - lower layer,151,Works mainly from home,269
40,2021,E01002870,2021 super output areas - lower layer,151,"Works mainly at an offshore installation, in no fixed place, or outside the UK",102
41,2021,E01002872,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,539
42,2021,E01002872,2021 super output areas - lower layer,151,Less than 2km,65
43,2021,E01002872,2021 super output areas - lower layer,151,2km to less than 5km,76
44,2021,E01002872,2021 super output areas - lower layer,151,5km to less than 10km,102
45,2021,E01002872,2021 super output areas - lower layer,151,10km to less than 20km,15
46,2021,E01002872,2021 super output areas - lower layer,151,20km to less than 30km,6
47,2021,E01002872,2021 super output areas - lower layer,151,30km to less than 40km,3
48,2021,E01002872,2021 super output areas - lower layer,151,40km to less than 60km,2
49,2021,E01002872,2021 super output areas - lower layer,151,60km and over,5
50,2021,E01002872,2021 super output areas - lower layer,151,Works mainly from home,205
51,2021,E01002872,2021 super output areas - lower layer,151,"Works mainly at an offshore installation, in no fixed place, or outside the UK",60
52,2021,E01002879,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,737
53,2021,E01002879,2021 super output areas - lower layer,151,Less than 2km,95
54,2021,E01002879,2021 super output areas - lower layer,151,2km to less than 5km,112
55,2021,E01002879,2021 super output areas - lower layer,151,5km to less than 10km,115
