,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_TTWDIST_11_NAME,OBS_VALUE
0,2021,W01000376,2021 super output areas - lower layer,151,"Works mainly at an offshore installation, in no fixed place, or outside the UK",82
1,2021,W01000391,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,641
2,2021,W01000391,2021 super output areas - lower layer,151,Less than 2km,60
3,2021,W01000391,2021 super output areas - lower layer,151,2km to less than 5km,95
4,2021,W01000391,2021 super output areas - lower layer,151,5km to less than 10km,192
5,2021,W01000391,2021 super output areas - lower layer,151,10km to less than 20km,81
6,2021,W01000391,2021 super output areas - lower layer,151,20km to less than 30km,27
7,2021,W01000391,2021 super output areas - lower layer,151,30km to less than 40km,24
8,2021,W01000391,2021 super output areas - lower layer,151,40km to less than 60km,8
9,2021,W01000391,2021 super output areas - lower layer,151,60km and over,12
10,2021,W01000391,2021 super output areas - lower layer,151,Works mainly from home,73
11,2021,W01000391,2021 super output areas - lower layer,151,"Works mainly at an offshore installation, in no fixed place, or outside the UK",69
12,2021,W01000392,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,684
13,2021,W01000392,2021 super output areas - lower layer,151,Less than 2km,88
14,2021,W01000392,2021 super output areas - lower layer,151,2km to less than 5km,98
15,2021,W01000392,2021 super output areas - lower layer,151,5km to less than 10km,190
16,2021,W01000392,2021 super output areas - lower layer,151,10km to less than 20km,75
17,2021,W01000392,2021 super output areas - lower layer,151,20km to less than 30km,26
18,2021,W01000392,2021 super output areas - lower layer,151,30km to less than 40km,15
19,2021,W01000392,2021 super output areas - lower layer,151,40km to less than 60km,6
20,2021,W01000392,2021 super output areas - lower layer,151,60km and over,10
21,2021,W01000392,2021 super output areas - lower layer,151,Works mainly from home,67
22,2021,W01000392,2021 super output areas - lower layer,151,"Works mainly at an offshore installation, in no fixed place, or outside the UK",109
23,2021,W01000377,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,761
24,2021,W01000377,2021 super output areas - lower layer,151,Less than 2km,39
25,2021,W01000377,2021 super output areas - lower layer,151,2km to less than 5km,198
26,2021,W01000377,2021 super output areas - lower layer,151,5km to less than 10km,122
27,2021,W01000377,2021 super output areas - lower layer,151,10km to less than 20km,100
28,2021,W01000377,2021 super output areas - lower layer,151,20km to less than 30km,21
29,2021,W01000377,2021 super output areas - lower layer,151,30km to less than 40km,10
30,2021,W01000377,2021 super output areas - lower layer,151,40km to less than 60km,8
31,2021,W01000377,2021 super output areas - lower layer,151,60km and over,10
32,2021,W01000377,2021 super output areas - lower layer,151,Works mainly from home,157
33,2021,W01000377,2021 super output areas - lower layer,151,"Works mainly at an offshore installation, in no fixed place, or outside the UK",96
34,2021,W01000378,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,513
35,2021,W01000378,2021 super output areas - lower layer,151,Less than 2km,42
36,2021,W01000378,2021 super output areas - lower layer,151,2km to less than 5km,146
37,2021,W01000378,2021 super output areas - lower layer,151,5km to less than 10km,90
38,2021,W01000378,2021 super output areas - lower layer,151,10km to less than 20km,74
39,2021,W01000378,2021 super output areas - lower layer,151,20km to less than 30km,17
40,2021,W01000378,2021 super output areas - lower layer,151,30km to less than 40km,11
41,2021,W01000378,2021 super output areas - lower layer,151,40km to less than 60km,6
42,2021,W01000378,2021 super output areas - lower layer,151,60km and over,4
43,2021,W01000378,2021 super output areas - lower layer,151,Works mainly from home,50
44,2021,W01000378,2021 super output areas - lower layer,151,"Works mainly at an offshore installation, in no fixed place, or outside the UK",73
45,2021,W01000379,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,644
46,2021,W01000379,2021 super output areas - lower layer,151,Less than 2km,87
47,2021,W01000379,2021 super output areas - lower layer,151,2km to less than 5km,203
48,2021,W01000379,2021 super output areas - lower layer,151,5km to less than 10km,86
49,2021,W01000379,2021 super output areas - lower layer,151,10km to less than 20km,69
50,2021,W01000379,2021 super output areas - lower layer,151,20km to less than 30km,29
51,2021,W01000379,2021 super output areas - lower layer,151,30km to less than 40km,6
52,2021,W01000379,2021 super output areas - lower layer,151,40km to less than 60km,6
53,2021,W01000379,2021 super output areas - lower layer,151,60km and over,12
54,2021,W01000379,2021 super output areas - lower layer,151,Works mainly from home,80
55,2021,W01000379,2021 super output areas - lower layer,151,"Works mainly at an offshore installation, in no fixed place, or outside the UK",66
56,2021,W01000380,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,703
57,2021,W01000380,2021 super output areas - lower layer,151,Less than 2km,51
58,2021,W01000380,2021 super output areas - lower layer,151,2km to less than 5km,194
59,2021,W01000380,2021 super output areas - lower layer,151,5km to less than 10km,79
60,2021,W01000380,2021 super output areas - lower layer,151,10km to less than 20km,92
61,2021,W01000380,2021 super output areas - lower layer,151,20km to less than 30km,18
62,2021,W01000380,2021 super output areas - lower layer,151,30km to less than 40km,21
63,2021,W01000380,2021 super output areas - lower layer,151,40km to less than 60km,5
64,2021,W01000380,2021 super output areas - lower layer,151,60km and over,8
