,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_NATIDUK_17_NAME,OBS_VALUE
0,2021,E01026699,2021 super output areas - lower layer,151,Total: All usual residents,1620
1,2021,E01026699,2021 super output areas - lower layer,151,British only identity,665
2,2021,E01026699,2021 super output areas - lower layer,151,English only identity,212
3,2021,E01026699,2021 super output areas - lower layer,151,English and British only identity,225
4,2021,E01026699,2021 super output areas - lower layer,151,Welsh only identity,2
5,2021,E01026699,2021 super output areas - lower layer,151,Welsh and British only identity,1
6,2021,E01026699,2021 super output areas - lower layer,151,Any other combination of only UK identities,14
7,2021,E01026699,2021 super output areas - lower layer,151,Scottish only identity,6
8,2021,E01026699,2021 super output areas - lower layer,151,Scottish and British only identity,3
9,2021,E01026699,2021 super output areas - lower layer,151,Northern Irish only identity,0
10,2021,E01026699,2021 super output areas - lower layer,151,Northern Irish and British only identity,1
11,2021,E01026699,2021 super output areas - lower layer,151,Cornish only identity,0
12,2021,E01026699,2021 super output areas - lower layer,151,Cornish and British only identity,0
13,2021,E01026699,2021 super output areas - lower layer,151,Any other combination of only UK identities ,4
14,2021,E01026699,2021 super output areas - lower layer,151,Irish only identity,5
15,2021,E01026699,2021 super output areas - lower layer,151,Irish and at least one UK identity,0
16,2021,E01026699,2021 super output areas - lower layer,151,Other identity only,459
17,2021,E01026699,2021 super output areas - lower layer,151,Other identity and at least one UK identity,37
18,2021,E01026699,2021 super output areas - lower layer,151,Non-UK identity only,464
19,2021,E01026699,2021 super output areas - lower layer,151,UK identity and non-UK identity,37
20,2021,E01026700,2021 super output areas - lower layer,151,Total: All usual residents,1399
21,2021,E01026700,2021 super output areas - lower layer,151,British only identity,593
22,2021,E01026700,2021 super output areas - lower layer,151,English only identity,263
23,2021,E01026700,2021 super output areas - lower layer,151,English and British only identity,206
24,2021,E01026700,2021 super output areas - lower layer,151,Welsh only identity,4
25,2021,E01026700,2021 super output areas - lower layer,151,Welsh and British only identity,1
26,2021,E01026700,2021 super output areas - lower layer,151,Any other combination of only UK identities,11
27,2021,E01026700,2021 super output areas - lower layer,151,Scottish only identity,6
28,2021,E01026700,2021 super output areas - lower layer,151,Scottish and British only identity,2
29,2021,E01026700,2021 super output areas - lower layer,151,Northern Irish only identity,0
30,2021,E01026700,2021 super output areas - lower layer,151,Northern Irish and British only identity,0
31,2021,E01026700,2021 super output areas - lower layer,151,Cornish only identity,1
32,2021,E01026700,2021 super output areas - lower layer,151,Cornish and British only identity,0
33,2021,E01026700,2021 super output areas - lower layer,151,Any other combination of only UK identities ,2
34,2021,E01026700,2021 super output areas - lower layer,151,Irish only identity,5
35,2021,E01026700,2021 super output areas - lower layer,151,Irish and at least one UK identity,2
36,2021,E01026700,2021 super output areas - lower layer,151,Other identity only,299
37,2021,E01026700,2021 super output areas - lower layer,151,Other identity and at least one UK identity,15
38,2021,E01026700,2021 super output areas - lower layer,151,Non-UK identity only,304
39,2021,E01026700,2021 super output areas - lower layer,151,UK identity and non-UK identity,17
40,2021,E01026704,2021 super output areas - lower layer,151,Total: All usual residents,1872
41,2021,E01026704,2021 super output areas - lower layer,151,British only identity,817
42,2021,E01026704,2021 super output areas - lower layer,151,English only identity,251
43,2021,E01026704,2021 super output areas - lower layer,151,English and British only identity,342
44,2021,E01026704,2021 super output areas - lower layer,151,Welsh only identity,5
45,2021,E01026704,2021 super output areas - lower layer,151,Welsh and British only identity,0
46,2021,E01026704,2021 super output areas - lower layer,151,Any other combination of only UK identities,4
47,2021,E01026704,2021 super output areas - lower layer,151,Scottish only identity,0
48,2021,E01026704,2021 super output areas - lower layer,151,Scottish and British only identity,0
49,2021,E01026704,2021 super output areas - lower layer,151,Northern Irish only identity,3
50,2021,E01026704,2021 super output areas - lower layer,151,Northern Irish and British only identity,0
51,2021,E01026704,2021 super output areas - lower layer,151,Cornish only identity,0
52,2021,E01026704,2021 super output areas - lower layer,151,Cornish and British only identity,0
53,2021,E01026704,2021 super output areas - lower layer,151,Any other combination of only UK identities ,1
54,2021,E01026704,2021 super output areas - lower layer,151,Irish only identity,1
55,2021,E01026704,2021 super output areas - lower layer,151,Irish and at least one UK identity,0
56,2021,E01026704,2021 super output areas - lower layer,151,Other identity only,424
57,2021,E01026704,2021 super output areas - lower layer,151,Other identity and at least one UK identity,28
58,2021,E01026704,2021 super output areas - lower layer,151,Non-UK identity only,425
59,2021,E01026704,2021 super output areas - lower layer,151,UK identity and non-UK identity,28
60,2021,E01026705,2021 super output areas - lower layer,151,Total: All usual residents,1793
61,2021,E01026705,2021 super output areas - lower layer,151,British only identity,853
62,2021,E01026705,2021 super output areas - lower layer,151,English only identity,371
63,2021,E01026705,2021 super output areas - lower layer,151,English and British only identity,435
64,2021,E01026705,2021 super output areas - lower layer,151,Welsh only identity,3
65,2021,E01026705,2021 super output areas - lower layer,151,Welsh and British only identity,1
66,2021,E01026705,2021 super output areas - lower layer,151,Any other combination of only UK identities,19
67,2021,E01026705,2021 super output areas - lower layer,151,Scottish only identity,10
68,2021,E01026705,2021 super output areas - lower layer,151,Scottish and British only identity,2
69,2021,E01026705,2021 super output areas - lower layer,151,Northern Irish only identity,1
70,2021,E01026705,2021 super output areas - lower layer,151,Northern Irish and British only identity,1
71,2021,E01026705,2021 super output areas - lower layer,151,Cornish only identity,0
72,2021,E01026705,2021 super output areas - lower layer,151,Cornish and British only identity,0
73,2021,E01026705,2021 super output areas - lower layer,151,Any other combination of only UK identities ,5
74,2021,E01026705,2021 super output areas - lower layer,151,Irish only identity,10
75,2021,E01026705,2021 super output areas - lower layer,151,Irish and at least one UK identity,1
76,2021,E01026705,2021 super output areas - lower layer,151,Other identity only,81
77,2021,E01026705,2021 super output areas - lower layer,151,Other identity and at least one UK identity,19
78,2021,E01026705,2021 super output areas - lower layer,151,Non-UK identity only,91
79,2021,E01026705,2021 super output areas - lower layer,151,UK identity and non-UK identity,20
80,2021,E01026706,2021 super output areas - lower layer,151,Total: All usual residents,2043
81,2021,E01026706,2021 super output areas - lower layer,151,British only identity,915
82,2021,E01026706,2021 super output areas - lower layer,151,English only identity,303
83,2021,E01026706,2021 super output areas - lower layer,151,English and British only identity,362
84,2021,E01026706,2021 super output areas - lower layer,151,Welsh only identity,2
85,2021,E01026706,2021 super output areas - lower layer,151,Welsh and British only identity,0
86,2021,E01026706,2021 super output areas - lower layer,151,Any other combination of only UK identities,9
87,2021,E01026706,2021 super output areas - lower layer,151,Scottish only identity,4
