,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_RESUK_6_NAME,OBS_VALUE
0,2021,E01010599,2021 super output areas - lower layer,151,10 years or more,263
1,2021,E01010599,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",36
2,2021,E01010599,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",11
3,2021,E01010599,2021 super output areas - lower layer,151,Less than 2 years,13
4,2021,E01010600,2021 super output areas - lower layer,151,Total: All usual residents,1448
5,2021,E01010600,2021 super output areas - lower layer,151,Born in the UK,1060
6,2021,E01010600,2021 super output areas - lower layer,151,10 years or more,331
7,2021,E01010600,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",30
8,2021,E01010600,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",13
9,2021,E01010600,2021 super output areas - lower layer,151,Less than 2 years,14
10,2021,E01010602,2021 super output areas - lower layer,151,Total: All usual residents,1655
11,2021,E01010602,2021 super output areas - lower layer,151,Born in the UK,1314
12,2021,E01010602,2021 super output areas - lower layer,151,10 years or more,251
13,2021,E01010602,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",41
14,2021,E01010602,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",22
15,2021,E01010602,2021 super output areas - lower layer,151,Less than 2 years,27
16,2021,E01010670,2021 super output areas - lower layer,151,Total: All usual residents,1844
17,2021,E01010670,2021 super output areas - lower layer,151,Born in the UK,1354
18,2021,E01010670,2021 super output areas - lower layer,151,10 years or more,359
19,2021,E01010670,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",37
20,2021,E01010670,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",59
21,2021,E01010670,2021 super output areas - lower layer,151,Less than 2 years,35
22,2021,E01010671,2021 super output areas - lower layer,151,Total: All usual residents,1733
23,2021,E01010671,2021 super output areas - lower layer,151,Born in the UK,1238
24,2021,E01010671,2021 super output areas - lower layer,151,10 years or more,406
25,2021,E01010671,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",41
26,2021,E01010671,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",37
27,2021,E01010671,2021 super output areas - lower layer,151,Less than 2 years,11
28,2021,E01010673,2021 super output areas - lower layer,151,Total: All usual residents,1978
29,2021,E01010673,2021 super output areas - lower layer,151,Born in the UK,1313
30,2021,E01010673,2021 super output areas - lower layer,151,10 years or more,464
31,2021,E01010673,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",56
32,2021,E01010673,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",78
33,2021,E01010673,2021 super output areas - lower layer,151,Less than 2 years,67
34,2021,E01010675,2021 super output areas - lower layer,151,Total: All usual residents,2153
35,2021,E01010675,2021 super output areas - lower layer,151,Born in the UK,1616
36,2021,E01010675,2021 super output areas - lower layer,151,10 years or more,434
37,2021,E01010675,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",52
38,2021,E01010675,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",22
39,2021,E01010675,2021 super output areas - lower layer,151,Less than 2 years,29
40,2021,E01010669,2021 super output areas - lower layer,151,Total: All usual residents,2231
41,2021,E01010669,2021 super output areas - lower layer,151,Born in the UK,1531
42,2021,E01010669,2021 super output areas - lower layer,151,10 years or more,480
43,2021,E01010669,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",72
44,2021,E01010669,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",110
45,2021,E01010669,2021 super output areas - lower layer,151,Less than 2 years,38
46,2021,E01010674,2021 super output areas - lower layer,151,Total: All usual residents,2273
47,2021,E01010674,2021 super output areas - lower layer,151,Born in the UK,1559
48,2021,E01010674,2021 super output areas - lower layer,151,10 years or more,538
49,2021,E01010674,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",100
50,2021,E01010674,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",42
51,2021,E01010674,2021 super output areas - lower layer,151,Less than 2 years,34
52,2021,E01010805,2021 super output areas - lower layer,151,Total: All usual residents,1836
53,2021,E01010805,2021 super output areas - lower layer,151,Born in the UK,1350
54,2021,E01010805,2021 super output areas - lower layer,151,10 years or more,367
55,2021,E01010805,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",44
56,2021,E01010805,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",53
57,2021,E01010805,2021 super output areas - lower layer,151,Less than 2 years,22
58,2021,E01033898,2021 super output areas - lower layer,151,Total: All usual residents,1594
59,2021,E01033898,2021 super output areas - lower layer,151,Born in the UK,1134
60,2021,E01033898,2021 super output areas - lower layer,151,10 years or more,342
61,2021,E01033898,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",56
62,2021,E01033898,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",39
63,2021,E01033898,2021 super output areas - lower layer,151,Less than 2 years,23
64,2021,E01033899,2021 super output areas - lower layer,151,Total: All usual residents,1651
65,2021,E01033899,2021 super output areas - lower layer,151,Born in the UK,1150
66,2021,E01033899,2021 super output areas - lower layer,151,10 years or more,317
67,2021,E01033899,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",83
68,2021,E01033899,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",66
69,2021,E01033899,2021 super output areas - lower layer,151,Less than 2 years,35
70,2021,E01010590,2021 super output areas - lower layer,151,Total: All usual residents,2198
71,2021,E01010590,2021 super output areas - lower layer,151,Born in the UK,2115
72,2021,E01010590,2021 super output areas - lower layer,151,10 years or more,63
73,2021,E01010590,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",10
74,2021,E01010590,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",8
75,2021,E01010590,2021 super output areas - lower layer,151,Less than 2 years,2
76,2021,E01010592,2021 super output areas - lower layer,151,Total: All usual residents,1668
77,2021,E01010592,2021 super output areas - lower layer,151,Born in the UK,1630
78,2021,E01010592,2021 super output areas - lower layer,151,10 years or more,30
79,2021,E01010592,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",3
80,2021,E01010592,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",4
81,2021,E01010592,2021 super output areas - lower layer,151,Less than 2 years,1
82,2021,E01010594,2021 super output areas - lower layer,151,Total: All usual residents,1669
83,2021,E01010594,2021 super output areas - lower layer,151,Born in the UK,1599
84,2021,E01010594,2021 super output areas - lower layer,151,10 years or more,40
85,2021,E01010594,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",16
86,2021,E01010594,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",8
87,2021,E01010594,2021 super output areas - lower layer,151,Less than 2 years,6
88,2021,E01010595,2021 super output areas - lower layer,151,Total: All usual residents,2136
89,2021,E01010595,2021 super output areas - lower layer,151,Born in the UK,2041
90,2021,E01010595,2021 super output areas - lower layer,151,10 years or more,73
91,2021,E01010595,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",14
92,2021,E01010595,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",7
93,2021,E01010595,2021 super output areas - lower layer,151,Less than 2 years,1
94,2021,E01010601,2021 super output areas - lower layer,151,Total: All usual residents,1830
95,2021,E01010601,2021 super output areas - lower layer,151,Born in the UK,1652
96,2021,E01010601,2021 super output areas - lower layer,151,10 years or more,134
97,2021,E01010601,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",29
98,2021,E01010601,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",9
99,2021,E01010601,2021 super output areas - lower layer,151,Less than 2 years,6
100,2021,E01010651,2021 super output areas - lower layer,151,Total: All usual residents,1670
101,2021,E01010651,2021 super output areas - lower layer,151,Born in the UK,1506
102,2021,E01010651,2021 super output areas - lower layer,151,10 years or more,126
103,2021,E01010651,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",19
104,2021,E01010651,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",15
105,2021,E01010651,2021 super output areas - lower layer,151,Less than 2 years,4
106,2021,E01010825,2021 super output areas - lower layer,151,Total: All usual residents,1536
107,2021,E01010825,2021 super output areas - lower layer,151,Born in the UK,1307
108,2021,E01010825,2021 super output areas - lower layer,151,10 years or more,169
109,2021,E01010825,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",25
110,2021,E01010825,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",16
111,2021,E01010825,2021 super output areas - lower layer,151,Less than 2 years,19
112,2021,E01010827,2021 super output areas - lower layer,151,Total: All usual residents,1557
113,2021,E01010827,2021 super output areas - lower layer,151,Born in the UK,1287
114,2021,E01010827,2021 super output areas - lower layer,151,10 years or more,195
115,2021,E01010827,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",35
116,2021,E01010827,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",19
117,2021,E01010827,2021 super output areas - lower layer,151,Less than 2 years,21
118,2021,E01010804,2021 super output areas - lower layer,151,Total: All usual residents,2295
119,2021,E01010804,2021 super output areas - lower layer,151,Born in the UK,1487
120,2021,E01010804,2021 super output areas - lower layer,151,10 years or more,657
121,2021,E01010804,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",63
122,2021,E01010804,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",47
123,2021,E01010804,2021 super output areas - lower layer,151,Less than 2 years,41
124,2021,E01010806,2021 super output areas - lower layer,151,Total: All usual residents,1682
125,2021,E01010806,2021 super output areas - lower layer,151,Born in the UK,1169
126,2021,E01010806,2021 super output areas - lower layer,151,10 years or more,380
127,2021,E01010806,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",38
128,2021,E01010806,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",31
129,2021,E01010806,2021 super output areas - lower layer,151,Less than 2 years,64
130,2021,E01010807,2021 super output areas - lower layer,151,Total: All usual residents,2326
131,2021,E01010807,2021 super output areas - lower layer,151,Born in the UK,1490
132,2021,E01010807,2021 super output areas - lower layer,151,10 years or more,606
