,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_STUDENT_3_NAME,OBS_VALUE
0,2021,E01011954,2021 super output areas - lower layer,151,Total,2117
1,2021,E01011954,2021 super output areas - lower layer,151,Student,480
2,2021,E01011954,2021 super output areas - lower layer,151,Not a student,1637
3,2021,E01011969,2021 super output areas - lower layer,151,Total,1283
4,2021,E01011969,2021 super output areas - lower layer,151,Student,173
5,2021,E01011969,2021 super output areas - lower layer,151,Not a student,1110
6,2021,E01011970,2021 super output areas - lower layer,151,Total,1027
7,2021,E01011970,2021 super output areas - lower layer,151,Student,123
8,2021,E01011970,2021 super output areas - lower layer,151,Not a student,904
9,2021,E01011971,2021 super output areas - lower layer,151,Total,1275
10,2021,E01011971,2021 super output areas - lower layer,151,Student,281
11,2021,E01011971,2021 super output areas - lower layer,151,Not a student,994
12,2021,E01033465,2021 super output areas - lower layer,151,Total,1853
13,2021,E01033465,2021 super output areas - lower layer,151,Student,489
14,2021,E01033465,2021 super output areas - lower layer,151,Not a student,1364
15,2021,E01033467,2021 super output areas - lower layer,151,Total,2116
16,2021,E01033467,2021 super output areas - lower layer,151,Student,441
17,2021,E01033467,2021 super output areas - lower layer,151,Not a student,1675
18,2021,E01011952,2021 super output areas - lower layer,151,Total,1500
19,2021,E01011952,2021 super output areas - lower layer,151,Student,328
20,2021,E01011952,2021 super output areas - lower layer,151,Not a student,1172
21,2021,E01011953,2021 super output areas - lower layer,151,Total,1800
22,2021,E01011953,2021 super output areas - lower layer,151,Student,427
23,2021,E01011953,2021 super output areas - lower layer,151,Not a student,1373
24,2021,E01011991,2021 super output areas - lower layer,151,Total,1561
25,2021,E01011991,2021 super output areas - lower layer,151,Student,259
26,2021,E01011991,2021 super output areas - lower layer,151,Not a student,1302
27,2021,E01011992,2021 super output areas - lower layer,151,Total,1737
28,2021,E01011992,2021 super output areas - lower layer,151,Student,371
29,2021,E01011992,2021 super output areas - lower layer,151,Not a student,1366
30,2021,E01011993,2021 super output areas - lower layer,151,Total,1669
31,2021,E01011993,2021 super output areas - lower layer,151,Student,308
32,2021,E01011993,2021 super output areas - lower layer,151,Not a student,1361
33,2021,E01011994,2021 super output areas - lower layer,151,Total,1350
34,2021,E01011994,2021 super output areas - lower layer,151,Student,274
35,2021,E01011994,2021 super output areas - lower layer,151,Not a student,1076
36,2021,E01011955,2021 super output areas - lower layer,151,Total,1223
37,2021,E01011955,2021 super output areas - lower layer,151,Student,285
38,2021,E01011955,2021 super output areas - lower layer,151,Not a student,938
39,2021,E01011957,2021 super output areas - lower layer,151,Total,1167
40,2021,E01011957,2021 super output areas - lower layer,151,Student,250
41,2021,E01011957,2021 super output areas - lower layer,151,Not a student,917
42,2021,E01032540,2021 super output areas - lower layer,151,Total,941
43,2021,E01032540,2021 super output areas - lower layer,151,Student,191
44,2021,E01032540,2021 super output areas - lower layer,151,Not a student,750
45,2021,E01032541,2021 super output areas - lower layer,151,Total,2064
46,2021,E01032541,2021 super output areas - lower layer,151,Student,408
47,2021,E01032541,2021 super output areas - lower layer,151,Not a student,1656
48,2021,E01033466,2021 super output areas - lower layer,151,Total,2120
49,2021,E01033466,2021 super output areas - lower layer,151,Student,545
50,2021,E01033466,2021 super output areas - lower layer,151,Not a student,1575
51,2021,E01011951,2021 super output areas - lower layer,151,Total,1146
52,2021,E01011951,2021 super output areas - lower layer,151,Student,213
53,2021,E01011951,2021 super output areas - lower layer,151,Not a student,933
54,2021,E01011964,2021 super output areas - lower layer,151,Total,1262
55,2021,E01011964,2021 super output areas - lower layer,151,Student,328
56,2021,E01011964,2021 super output areas - lower layer,151,Not a student,934
57,2021,E01011967,2021 super output areas - lower layer,151,Total,1408
58,2021,E01011967,2021 super output areas - lower layer,151,Student,350
59,2021,E01011967,2021 super output areas - lower layer,151,Not a student,1058
60,2021,E01011999,2021 super output areas - lower layer,151,Total,1739
61,2021,E01011999,2021 super output areas - lower layer,151,Student,414
62,2021,E01011999,2021 super output areas - lower layer,151,Not a student,1325
63,2021,E01012000,2021 super output areas - lower layer,151,Total,1209
64,2021,E01012000,2021 super output areas - lower layer,151,Student,260
65,2021,E01012000,2021 super output areas - lower layer,151,Not a student,949
66,2021,E01011950,2021 super output areas - lower layer,151,Total,978
67,2021,E01011950,2021 super output areas - lower layer,151,Student,160
68,2021,E01011950,2021 super output areas - lower layer,151,Not a student,818
69,2021,E01011986,2021 super output areas - lower layer,151,Total,1197
70,2021,E01011986,2021 super output areas - lower layer,151,Student,200
71,2021,E01011986,2021 super output areas - lower layer,151,Not a student,997
72,2021,E01011987,2021 super output areas - lower layer,151,Total,1260
