,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_LPSTAT_12_NAME,OBS_VALUE
0,2021,E01013414,2021 super output areas - lower layer,151,Married or in a registered civil partnership: In a registered civil partnership: Same sex,1
1,2021,E01013414,2021 super output areas - lower layer,151,"Separated, but still legally married or still legally in a civil partnership",25
2,2021,E01013414,2021 super output areas - lower layer,151,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married",25
3,2021,E01013414,2021 super output areas - lower layer,151,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership",0
4,2021,E01013414,2021 super output areas - lower layer,151,Divorced or civil partnership dissolved,159
5,2021,E01013414,2021 super output areas - lower layer,151,Divorced or civil partnership dissolved: Divorced,159
6,2021,E01013414,2021 super output areas - lower layer,151,Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved,0
7,2021,E01013414,2021 super output areas - lower layer,151,Widowed or surviving civil partnership partner,111
8,2021,E01013414,2021 super output areas - lower layer,151,Widowed or surviving civil partnership partner: Widowed,111
9,2021,E01013414,2021 super output areas - lower layer,151,Widowed or surviving civil partnership partner: Surviving partner from civil partnership,0
10,2021,E01013353,2021 super output areas - lower layer,151,Total: All usual residents aged 16 and over,1278
11,2021,E01013353,2021 super output areas - lower layer,151,Never married and never registered a civil partnership,523
12,2021,E01013353,2021 super output areas - lower layer,151,Married or in a registered civil partnership,515
13,2021,E01013353,2021 super output areas - lower layer,151,Married or in a registered civil partnership: Married,515
14,2021,E01013353,2021 super output areas - lower layer,151,Married or in a registered civil partnership: Married: Opposite sex,503
15,2021,E01013353,2021 super output areas - lower layer,151,Married or in a registered civil partnership: Married: Same sex,12
16,2021,E01013353,2021 super output areas - lower layer,151,Married or in a registered civil partnership: In a registered civil partnership,0
17,2021,E01013353,2021 super output areas - lower layer,151,Married or in a registered civil partnership: In a registered civil partnership: Opposite sex,0
18,2021,E01013353,2021 super output areas - lower layer,151,Married or in a registered civil partnership: In a registered civil partnership: Same sex,0
19,2021,E01013353,2021 super output areas - lower layer,151,"Separated, but still legally married or still legally in a civil partnership",23
20,2021,E01013353,2021 super output areas - lower layer,151,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married",23
21,2021,E01013353,2021 super output areas - lower layer,151,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership",0
22,2021,E01013353,2021 super output areas - lower layer,151,Divorced or civil partnership dissolved,139
23,2021,E01013353,2021 super output areas - lower layer,151,Divorced or civil partnership dissolved: Divorced,139
24,2021,E01013353,2021 super output areas - lower layer,151,Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved,0
25,2021,E01013353,2021 super output areas - lower layer,151,Widowed or surviving civil partnership partner,78
26,2021,E01013353,2021 super output areas - lower layer,151,Widowed or surviving civil partnership partner: Widowed,78
27,2021,E01013353,2021 super output areas - lower layer,151,Widowed or surviving civil partnership partner: Surviving partner from civil partnership,0
28,2021,E01013354,2021 super output areas - lower layer,151,Total: All usual residents aged 16 and over,1151
29,2021,E01013354,2021 super output areas - lower layer,151,Never married and never registered a civil partnership,316
30,2021,E01013354,2021 super output areas - lower layer,151,Married or in a registered civil partnership,643
31,2021,E01013354,2021 super output areas - lower layer,151,Married or in a registered civil partnership: Married,643
32,2021,E01013354,2021 super output areas - lower layer,151,Married or in a registered civil partnership: Married: Opposite sex,639
33,2021,E01013354,2021 super output areas - lower layer,151,Married or in a registered civil partnership: Married: Same sex,4
34,2021,E01013354,2021 super output areas - lower layer,151,Married or in a registered civil partnership: In a registered civil partnership,0
35,2021,E01013354,2021 super output areas - lower layer,151,Married or in a registered civil partnership: In a registered civil partnership: Opposite sex,0
36,2021,E01013354,2021 super output areas - lower layer,151,Married or in a registered civil partnership: In a registered civil partnership: Same sex,0
37,2021,E01013354,2021 super output areas - lower layer,151,"Separated, but still legally married or still legally in a civil partnership",12
38,2021,E01013354,2021 super output areas - lower layer,151,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married",12
39,2021,E01013354,2021 super output areas - lower layer,151,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership",0
40,2021,E01013354,2021 super output areas - lower layer,151,Divorced or civil partnership dissolved,105
41,2021,E01013354,2021 super output areas - lower layer,151,Divorced or civil partnership dissolved: Divorced,105
42,2021,E01013354,2021 super output areas - lower layer,151,Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved,0
43,2021,E01013354,2021 super output areas - lower layer,151,Widowed or surviving civil partnership partner,75
44,2021,E01013354,2021 super output areas - lower layer,151,Widowed or surviving civil partnership partner: Widowed,75
45,2021,E01013354,2021 super output areas - lower layer,151,Widowed or surviving civil partnership partner: Surviving partner from civil partnership,0
46,2021,E01013355,2021 super output areas - lower layer,151,Total: All usual residents aged 16 and over,1590
47,2021,E01013355,2021 super output areas - lower layer,151,Never married and never registered a civil partnership,481
48,2021,E01013355,2021 super output areas - lower layer,151,Married or in a registered civil partnership,787
49,2021,E01013355,2021 super output areas - lower layer,151,Married or in a registered civil partnership: Married,786
50,2021,E01013355,2021 super output areas - lower layer,151,Married or in a registered civil partnership: Married: Opposite sex,784
51,2021,E01013355,2021 super output areas - lower layer,151,Married or in a registered civil partnership: Married: Same sex,2
52,2021,E01013355,2021 super output areas - lower layer,151,Married or in a registered civil partnership: In a registered civil partnership,1
53,2021,E01013355,2021 super output areas - lower layer,151,Married or in a registered civil partnership: In a registered civil partnership: Opposite sex,0
54,2021,E01013355,2021 super output areas - lower layer,151,Married or in a registered civil partnership: In a registered civil partnership: Same sex,1
55,2021,E01013355,2021 super output areas - lower layer,151,"Separated, but still legally married or still legally in a civil partnership",31
56,2021,E01013355,2021 super output areas - lower layer,151,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married",31
57,2021,E01013355,2021 super output areas - lower layer,151,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership",0
58,2021,E01013355,2021 super output areas - lower layer,151,Divorced or civil partnership dissolved,161
59,2021,E01013355,2021 super output areas - lower layer,151,Divorced or civil partnership dissolved: Divorced,161
60,2021,E01013355,2021 super output areas - lower layer,151,Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved,0
61,2021,E01013355,2021 super output areas - lower layer,151,Widowed or surviving civil partnership partner,130
62,2021,E01013355,2021 super output areas - lower layer,151,Widowed or surviving civil partnership partner: Widowed,130
63,2021,E01013355,2021 super output areas - lower layer,151,Widowed or surviving civil partnership partner: Surviving partner from civil partnership,0
64,2021,E01013356,2021 super output areas - lower layer,151,Total: All usual residents aged 16 and over,1193
65,2021,E01013356,2021 super output areas - lower layer,151,Never married and never registered a civil partnership,306
66,2021,E01013356,2021 super output areas - lower layer,151,Married or in a registered civil partnership,667
67,2021,E01013356,2021 super output areas - lower layer,151,Married or in a registered civil partnership: Married,665
68,2021,E01013356,2021 super output areas - lower layer,151,Married or in a registered civil partnership: Married: Opposite sex,665
69,2021,E01013356,2021 super output areas - lower layer,151,Married or in a registered civil partnership: Married: Same sex,0
70,2021,E01013356,2021 super output areas - lower layer,151,Married or in a registered civil partnership: In a registered civil partnership,2
71,2021,E01013356,2021 super output areas - lower layer,151,Married or in a registered civil partnership: In a registered civil partnership: Opposite sex,0
72,2021,E01013356,2021 super output areas - lower layer,151,Married or in a registered civil partnership: In a registered civil partnership: Same sex,2
73,2021,E01013356,2021 super output areas - lower layer,151,"Separated, but still legally married or still legally in a civil partnership",13
74,2021,E01013356,2021 super output areas - lower layer,151,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married",13
75,2021,E01013356,2021 super output areas - lower layer,151,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership",0
76,2021,E01013356,2021 super output areas - lower layer,151,Divorced or civil partnership dissolved,112
77,2021,E01013356,2021 super output areas - lower layer,151,Divorced or civil partnership dissolved: Divorced,112
78,2021,E01013356,2021 super output areas - lower layer,151,Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved,0
79,2021,E01013356,2021 super output areas - lower layer,151,Widowed or surviving civil partnership partner,95
80,2021,E01013356,2021 super output areas - lower layer,151,Widowed or surviving civil partnership partner: Widowed,95
81,2021,E01013356,2021 super output areas - lower layer,151,Widowed or surviving civil partnership partner: Surviving partner from civil partnership,0
82,2021,E01013359,2021 super output areas - lower layer,151,Total: All usual residents aged 16 and over,1250
83,2021,E01013359,2021 super output areas - lower layer,151,Never married and never registered a civil partnership,520
84,2021,E01013359,2021 super output areas - lower layer,151,Married or in a registered civil partnership,510
85,2021,E01013359,2021 super output areas - lower layer,151,Married or in a registered civil partnership: Married,505
86,2021,E01013359,2021 super output areas - lower layer,151,Married or in a registered civil partnership: Married: Opposite sex,503
87,2021,E01013359,2021 super output areas - lower layer,151,Married or in a registered civil partnership: Married: Same sex,2
88,2021,E01013359,2021 super output areas - lower layer,151,Married or in a registered civil partnership: In a registered civil partnership,5
89,2021,E01013359,2021 super output areas - lower layer,151,Married or in a registered civil partnership: In a registered civil partnership: Opposite sex,2
90,2021,E01013359,2021 super output areas - lower layer,151,Married or in a registered civil partnership: In a registered civil partnership: Same sex,3
91,2021,E01013359,2021 super output areas - lower layer,151,"Separated, but still legally married or still legally in a civil partnership",32
92,2021,E01013359,2021 super output areas - lower layer,151,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married",32
93,2021,E01013359,2021 super output areas - lower layer,151,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership",0
94,2021,E01013359,2021 super output areas - lower layer,151,Divorced or civil partnership dissolved,119
95,2021,E01013359,2021 super output areas - lower layer,151,Divorced or civil partnership dissolved: Divorced,119
96,2021,E01013359,2021 super output areas - lower layer,151,Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved,0
97,2021,E01013359,2021 super output areas - lower layer,151,Widowed or surviving civil partnership partner,69
98,2021,E01013359,2021 super output areas - lower layer,151,Widowed or surviving civil partnership partner: Widowed,69
99,2021,E01013359,2021 super output areas - lower layer,151,Widowed or surviving civil partnership partner: Surviving partner from civil partnership,0
100,2021,E01013449,2021 super output areas - lower layer,151,Total: All usual residents aged 16 and over,1316
101,2021,E01013449,2021 super output areas - lower layer,151,Never married and never registered a civil partnership,445
102,2021,E01013449,2021 super output areas - lower layer,151,Married or in a registered civil partnership,624
103,2021,E01013449,2021 super output areas - lower layer,151,Married or in a registered civil partnership: Married,622
104,2021,E01013449,2021 super output areas - lower layer,151,Married or in a registered civil partnership: Married: Opposite sex,620
105,2021,E01013449,2021 super output areas - lower layer,151,Married or in a registered civil partnership: Married: Same sex,2
106,2021,E01013449,2021 super output areas - lower layer,151,Married or in a registered civil partnership: In a registered civil partnership,2
107,2021,E01013449,2021 super output areas - lower layer,151,Married or in a registered civil partnership: In a registered civil partnership: Opposite sex,0
