,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_LPSTAT_12_NAME,OBS_VALUE
0,2021,E01022350,2021 super output areas - lower layer,151,Married or in a registered civil partnership: In a registered civil partnership,6
1,2021,E01022350,2021 super output areas - lower layer,151,Married or in a registered civil partnership: In a registered civil partnership: Opposite sex,2
2,2021,E01022350,2021 super output areas - lower layer,151,Married or in a registered civil partnership: In a registered civil partnership: Same sex,4
3,2021,E01022350,2021 super output areas - lower layer,151,"Separated, but still legally married or still legally in a civil partnership",22
4,2021,E01022350,2021 super output areas - lower layer,151,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married",22
5,2021,E01022350,2021 super output areas - lower layer,151,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership",0
6,2021,E01022350,2021 super output areas - lower layer,151,Divorced or civil partnership dissolved,143
7,2021,E01022350,2021 super output areas - lower layer,151,Divorced or civil partnership dissolved: Divorced,143
8,2021,E01022350,2021 super output areas - lower layer,151,Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved,0
9,2021,E01022350,2021 super output areas - lower layer,151,Widowed or surviving civil partnership partner,151
10,2021,E01022350,2021 super output areas - lower layer,151,Widowed or surviving civil partnership partner: Widowed,150
11,2021,E01022350,2021 super output areas - lower layer,151,Widowed or surviving civil partnership partner: Surviving partner from civil partnership,1
12,2021,E01022382,2021 super output areas - lower layer,151,Total: All usual residents aged 16 and over,1367
13,2021,E01022382,2021 super output areas - lower layer,151,Never married and never registered a civil partnership,267
14,2021,E01022382,2021 super output areas - lower layer,151,Married or in a registered civil partnership,870
15,2021,E01022382,2021 super output areas - lower layer,151,Married or in a registered civil partnership: Married,864
16,2021,E01022382,2021 super output areas - lower layer,151,Married or in a registered civil partnership: Married: Opposite sex,860
17,2021,E01022382,2021 super output areas - lower layer,151,Married or in a registered civil partnership: Married: Same sex,4
18,2021,E01022382,2021 super output areas - lower layer,151,Married or in a registered civil partnership: In a registered civil partnership,6
19,2021,E01022382,2021 super output areas - lower layer,151,Married or in a registered civil partnership: In a registered civil partnership: Opposite sex,0
20,2021,E01022382,2021 super output areas - lower layer,151,Married or in a registered civil partnership: In a registered civil partnership: Same sex,6
21,2021,E01022382,2021 super output areas - lower layer,151,"Separated, but still legally married or still legally in a civil partnership",16
22,2021,E01022382,2021 super output areas - lower layer,151,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married",16
23,2021,E01022382,2021 super output areas - lower layer,151,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership",0
24,2021,E01022382,2021 super output areas - lower layer,151,Divorced or civil partnership dissolved,91
25,2021,E01022382,2021 super output areas - lower layer,151,Divorced or civil partnership dissolved: Divorced,91
26,2021,E01022382,2021 super output areas - lower layer,151,Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved,0
27,2021,E01022382,2021 super output areas - lower layer,151,Widowed or surviving civil partnership partner,123
28,2021,E01022382,2021 super output areas - lower layer,151,Widowed or surviving civil partnership partner: Widowed,122
29,2021,E01022382,2021 super output areas - lower layer,151,Widowed or surviving civil partnership partner: Surviving partner from civil partnership,1
30,2021,E01022383,2021 super output areas - lower layer,151,Total: All usual residents aged 16 and over,1219
31,2021,E01022383,2021 super output areas - lower layer,151,Never married and never registered a civil partnership,357
32,2021,E01022383,2021 super output areas - lower layer,151,Married or in a registered civil partnership,578
33,2021,E01022383,2021 super output areas - lower layer,151,Married or in a registered civil partnership: Married,576
34,2021,E01022383,2021 super output areas - lower layer,151,Married or in a registered civil partnership: Married: Opposite sex,573
35,2021,E01022383,2021 super output areas - lower layer,151,Married or in a registered civil partnership: Married: Same sex,3
36,2021,E01022383,2021 super output areas - lower layer,151,Married or in a registered civil partnership: In a registered civil partnership,2
37,2021,E01022383,2021 super output areas - lower layer,151,Married or in a registered civil partnership: In a registered civil partnership: Opposite sex,0
38,2021,E01022383,2021 super output areas - lower layer,151,Married or in a registered civil partnership: In a registered civil partnership: Same sex,2
39,2021,E01022383,2021 super output areas - lower layer,151,"Separated, but still legally married or still legally in a civil partnership",29
40,2021,E01022383,2021 super output areas - lower layer,151,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married",29
41,2021,E01022383,2021 super output areas - lower layer,151,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership",0
42,2021,E01022383,2021 super output areas - lower layer,151,Divorced or civil partnership dissolved,132
43,2021,E01022383,2021 super output areas - lower layer,151,Divorced or civil partnership dissolved: Divorced,129
44,2021,E01022383,2021 super output areas - lower layer,151,Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved,3
45,2021,E01022383,2021 super output areas - lower layer,151,Widowed or surviving civil partnership partner,123
46,2021,E01022383,2021 super output areas - lower layer,151,Widowed or surviving civil partnership partner: Widowed,123
47,2021,E01022383,2021 super output areas - lower layer,151,Widowed or surviving civil partnership partner: Surviving partner from civil partnership,0
48,2021,E01022384,2021 super output areas - lower layer,151,Total: All usual residents aged 16 and over,1215
49,2021,E01022384,2021 super output areas - lower layer,151,Never married and never registered a civil partnership,315
50,2021,E01022384,2021 super output areas - lower layer,151,Married or in a registered civil partnership,646
51,2021,E01022384,2021 super output areas - lower layer,151,Married or in a registered civil partnership: Married,646
52,2021,E01022384,2021 super output areas - lower layer,151,Married or in a registered civil partnership: Married: Opposite sex,646
53,2021,E01022384,2021 super output areas - lower layer,151,Married or in a registered civil partnership: Married: Same sex,0
