,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_AGEARRUK_18_NAME,OBS_VALUE
83,2021,E01001264,2021 super output areas - lower layer,151,Total: All usual residents,1819
84,2021,E01001264,2021 super output areas - lower layer,151,Born in the UK,1005
85,2021,E01001264,2021 super output areas - lower layer,151,Arrived in the UK,814
86,2021,E01001264,2021 super output areas - lower layer,151,Arrived in the UK: Aged 0 to 4 years,64
87,2021,E01001264,2021 super output areas - lower layer,151,Arrived in the UK: Aged 5 to 7 years,34
88,2021,E01001264,2021 super output areas - lower layer,151,Arrived in the UK: Aged 8 to 9 years,19
89,2021,E01001264,2021 super output areas - lower layer,151,Arrived in the UK: Aged 10 to 14 years,57
90,2021,E01001264,2021 super output areas - lower layer,151,Arrived in the UK: Aged 15 years,12
91,2021,E01001264,2021 super output areas - lower layer,151,Arrived in the UK: Aged 16 to 17 years,34
92,2021,E01001264,2021 super output areas - lower layer,151,Arrived in the UK: Aged 18 to 19 years,77
93,2021,E01001264,2021 super output areas - lower layer,151,Arrived in the UK: Aged 20 to 24 years,167
94,2021,E01001264,2021 super output areas - lower layer,151,Arrived in the UK: Aged 25 to 29 years,146
95,2021,E01001264,2021 super output areas - lower layer,151,Arrived in the UK: Aged 30 to 44 years,164
96,2021,E01001264,2021 super output areas - lower layer,151,Arrived in the UK: Aged 45 to 59 years,34
97,2021,E01001264,2021 super output areas - lower layer,151,Arrived in the UK: Aged 60 to 64 years,3
98,2021,E01001264,2021 super output areas - lower layer,151,Arrived in the UK: Aged 65 to 74 years,1
99,2021,E01001264,2021 super output areas - lower layer,151,Arrived in the UK: Aged 75 to 84 years,2
100,2021,E01001264,2021 super output areas - lower layer,151,Arrived in the UK: Aged 85 to 89 years,0
101,2021,E01001264,2021 super output areas - lower layer,151,Arrived in the UK: Aged 90 years and over,0
102,2021,E01032743,2021 super output areas - lower layer,151,Total: All usual residents,2282
103,2021,E01032743,2021 super output areas - lower layer,151,Born in the UK,1171
104,2021,E01032743,2021 super output areas - lower layer,151,Arrived in the UK,1111
105,2021,E01032743,2021 super output areas - lower layer,151,Arrived in the UK: Aged 0 to 4 years,104
106,2021,E01032743,2021 super output areas - lower layer,151,Arrived in the UK: Aged 5 to 7 years,50
107,2021,E01032743,2021 super output areas - lower layer,151,Arrived in the UK: Aged 8 to 9 years,24
108,2021,E01032743,2021 super output areas - lower layer,151,Arrived in the UK: Aged 10 to 14 years,67
109,2021,E01032743,2021 super output areas - lower layer,151,Arrived in the UK: Aged 15 years,11
110,2021,E01032743,2021 super output areas - lower layer,151,Arrived in the UK: Aged 16 to 17 years,41
111,2021,E01032743,2021 super output areas - lower layer,151,Arrived in the UK: Aged 18 to 19 years,52
112,2021,E01032743,2021 super output areas - lower layer,151,Arrived in the UK: Aged 20 to 24 years,215
113,2021,E01032743,2021 super output areas - lower layer,151,Arrived in the UK: Aged 25 to 29 years,241
114,2021,E01032743,2021 super output areas - lower layer,151,Arrived in the UK: Aged 30 to 44 years,236
115,2021,E01032743,2021 super output areas - lower layer,151,Arrived in the UK: Aged 45 to 59 years,54
116,2021,E01032743,2021 super output areas - lower layer,151,Arrived in the UK: Aged 60 to 64 years,5
117,2021,E01032743,2021 super output areas - lower layer,151,Arrived in the UK: Aged 65 to 74 years,10
118,2021,E01032743,2021 super output areas - lower layer,151,Arrived in the UK: Aged 75 to 84 years,1
119,2021,E01032743,2021 super output areas - lower layer,151,Arrived in the UK: Aged 85 to 89 years,0
120,2021,E01032743,2021 super output areas - lower layer,151,Arrived in the UK: Aged 90 years and over,0
121,2021,E01032744,2021 super output areas - lower layer,151,Total: All usual residents,1611
122,2021,E01032744,2021 super output areas - lower layer,151,Born in the UK,717
123,2021,E01032744,2021 super output areas - lower layer,151,Arrived in the UK,894
124,2021,E01032744,2021 super output areas - lower layer,151,Arrived in the UK: Aged 0 to 4 years,54
125,2021,E01032744,2021 super output areas - lower layer,151,Arrived in the UK: Aged 5 to 7 years,35
126,2021,E01032744,2021 super output areas - lower layer,151,Arrived in the UK: Aged 8 to 9 years,32
127,2021,E01032744,2021 super output areas - lower layer,151,Arrived in the UK: Aged 10 to 14 years,60
128,2021,E01032744,2021 super output areas - lower layer,151,Arrived in the UK: Aged 15 years,14
129,2021,E01032744,2021 super output areas - lower layer,151,Arrived in the UK: Aged 16 to 17 years,38
130,2021,E01032744,2021 super output areas - lower layer,151,Arrived in the UK: Aged 18 to 19 years,52
131,2021,E01032744,2021 super output areas - lower layer,151,Arrived in the UK: Aged 20 to 24 years,175
132,2021,E01032744,2021 super output areas - lower layer,151,Arrived in the UK: Aged 25 to 29 years,156
133,2021,E01032744,2021 super output areas - lower layer,151,Arrived in the UK: Aged 30 to 44 years,214
134,2021,E01032744,2021 super output areas - lower layer,151,Arrived in the UK: Aged 45 to 59 years,50
135,2021,E01032744,2021 super output areas - lower layer,151,Arrived in the UK: Aged 60 to 64 years,4
136,2021,E01032744,2021 super output areas - lower layer,151,Arrived in the UK: Aged 65 to 74 years,8
137,2021,E01032744,2021 super output areas - lower layer,151,Arrived in the UK: Aged 75 to 84 years,2
138,2021,E01032744,2021 super output areas - lower layer,151,Arrived in the UK: Aged 85 to 89 years,0
139,2021,E01032744,2021 super output areas - lower layer,151,Arrived in the UK: Aged 90 years and over,0
140,2021,E01001276,2021 super output areas - lower layer,151,Total: All usual residents,1777
141,2021,E01001276,2021 super output areas - lower layer,151,Born in the UK,645
142,2021,E01001276,2021 super output areas - lower layer,151,Arrived in the UK,1132
143,2021,E01001276,2021 super output areas - lower layer,151,Arrived in the UK: Aged 0 to 4 years,74
144,2021,E01001276,2021 super output areas - lower layer,151,Arrived in the UK: Aged 5 to 7 years,44
145,2021,E01001276,2021 super output areas - lower layer,151,Arrived in the UK: Aged 8 to 9 years,24
146,2021,E01001276,2021 super output areas - lower layer,151,Arrived in the UK: Aged 10 to 14 years,70
147,2021,E01001276,2021 super output areas - lower layer,151,Arrived in the UK: Aged 15 years,12
148,2021,E01001276,2021 super output areas - lower layer,151,Arrived in the UK: Aged 16 to 17 years,31
149,2021,E01001276,2021 super output areas - lower layer,151,Arrived in the UK: Aged 18 to 19 years,71
150,2021,E01001276,2021 super output areas - lower layer,151,Arrived in the UK: Aged 20 to 24 years,228
151,2021,E01001276,2021 super output areas - lower layer,151,Arrived in the UK: Aged 25 to 29 years,231
152,2021,E01001276,2021 super output areas - lower layer,151,Arrived in the UK: Aged 30 to 44 years,266
153,2021,E01001276,2021 super output areas - lower layer,151,Arrived in the UK: Aged 45 to 59 years,68
154,2021,E01001276,2021 super output areas - lower layer,151,Arrived in the UK: Aged 60 to 64 years,5
155,2021,E01001276,2021 super output areas - lower layer,151,Arrived in the UK: Aged 65 to 74 years,7
156,2021,E01001276,2021 super output areas - lower layer,151,Arrived in the UK: Aged 75 to 84 years,1
157,2021,E01001276,2021 super output areas - lower layer,151,Arrived in the UK: Aged 85 to 89 years,0
158,2021,E01001276,2021 super output areas - lower layer,151,Arrived in the UK: Aged 90 years and over,0
159,2021,E01001277,2021 super output areas - lower layer,151,Total: All usual residents,2045
160,2021,E01001277,2021 super output areas - lower layer,151,Born in the UK,832
161,2021,E01001277,2021 super output areas - lower layer,151,Arrived in the UK,1213
162,2021,E01001277,2021 super output areas - lower layer,151,Arrived in the UK: Aged 0 to 4 years,68
163,2021,E01001277,2021 super output areas - lower layer,151,Arrived in the UK: Aged 5 to 7 years,29
164,2021,E01001277,2021 super output areas - lower layer,151,Arrived in the UK: Aged 8 to 9 years,24
165,2021,E01001277,2021 super output areas - lower layer,151,Arrived in the UK: Aged 10 to 14 years,70
166,2021,E01001277,2021 super output areas - lower layer,151,Arrived in the UK: Aged 15 years,13
167,2021,E01001277,2021 super output areas - lower layer,151,Arrived in the UK: Aged 16 to 17 years,39
168,2021,E01001277,2021 super output areas - lower layer,151,Arrived in the UK: Aged 18 to 19 years,94
169,2021,E01001277,2021 super output areas - lower layer,151,Arrived in the UK: Aged 20 to 24 years,236
170,2021,E01001277,2021 super output areas - lower layer,151,Arrived in the UK: Aged 25 to 29 years,273
171,2021,E01001277,2021 super output areas - lower layer,151,Arrived in the UK: Aged 30 to 44 years,282
172,2021,E01001277,2021 super output areas - lower layer,151,Arrived in the UK: Aged 45 to 59 years,69
173,2021,E01001277,2021 super output areas - lower layer,151,Arrived in the UK: Aged 60 to 64 years,8
174,2021,E01001277,2021 super output areas - lower layer,151,Arrived in the UK: Aged 65 to 74 years,5
175,2021,E01001277,2021 super output areas - lower layer,151,Arrived in the UK: Aged 75 to 84 years,3
176,2021,E01001277,2021 super output areas - lower layer,151,Arrived in the UK: Aged 85 to 89 years,0
177,2021,E01001277,2021 super output areas - lower layer,151,Arrived in the UK: Aged 90 years and over,0
178,2021,E01001278,2021 super output areas - lower layer,151,Total: All usual residents,2082
179,2021,E01001278,2021 super output areas - lower layer,151,Born in the UK,802
180,2021,E01001278,2021 super output areas - lower layer,151,Arrived in the UK,1280
181,2021,E01001278,2021 super output areas - lower layer,151,Arrived in the UK: Aged 0 to 4 years,65
182,2021,E01001278,2021 super output areas - lower layer,151,Arrived in the UK: Aged 5 to 7 years,55
183,2021,E01001278,2021 super output areas - lower layer,151,Arrived in the UK: Aged 8 to 9 years,42
184,2021,E01001278,2021 super output areas - lower layer,151,Arrived in the UK: Aged 10 to 14 years,93
185,2021,E01001278,2021 super output areas - lower layer,151,Arrived in the UK: Aged 15 years,27
186,2021,E01001278,2021 super output areas - lower layer,151,Arrived in the UK: Aged 16 to 17 years,64
187,2021,E01001278,2021 super output areas - lower layer,151,Arrived in the UK: Aged 18 to 19 years,76
188,2021,E01001278,2021 super output areas - lower layer,151,Arrived in the UK: Aged 20 to 24 years,220
189,2021,E01001278,2021 super output areas - lower layer,151,Arrived in the UK: Aged 25 to 29 years,194
190,2021,E01001278,2021 super output areas - lower layer,151,Arrived in the UK: Aged 30 to 44 years,320
191,2021,E01001278,2021 super output areas - lower layer,151,Arrived in the UK: Aged 45 to 59 years,94
192,2021,E01001278,2021 super output areas - lower layer,151,Arrived in the UK: Aged 60 to 64 years,14
193,2021,E01001278,2021 super output areas - lower layer,151,Arrived in the UK: Aged 65 to 74 years,14
194,2021,E01001278,2021 super output areas - lower layer,151,Arrived in the UK: Aged 75 to 84 years,1
195,2021,E01001278,2021 super output areas - lower layer,151,Arrived in the UK: Aged 85 to 89 years,0
196,2021,E01001278,2021 super output areas - lower layer,151,Arrived in the UK: Aged 90 years and over,1
197,2021,E01001280,2021 super output areas - lower layer,151,Total: All usual residents,1816
198,2021,E01001280,2021 super output areas - lower layer,151,Born in the UK,821
199,2021,E01001280,2021 super output areas - lower layer,151,Arrived in the UK,995
200,2021,E01001280,2021 super output areas - lower layer,151,Arrived in the UK: Aged 0 to 4 years,100
201,2021,E01001280,2021 super output areas - lower layer,151,Arrived in the UK: Aged 5 to 7 years,40
202,2021,E01001280,2021 super output areas - lower layer,151,Arrived in the UK: Aged 8 to 9 years,25
203,2021,E01001280,2021 super output areas - lower layer,151,Arrived in the UK: Aged 10 to 14 years,57
204,2021,E01001280,2021 super output areas - lower layer,151,Arrived in the UK: Aged 15 years,18
205,2021,E01001280,2021 super output areas - lower layer,151,Arrived in the UK: Aged 16 to 17 years,31
206,2021,E01001280,2021 super output areas - lower layer,151,Arrived in the UK: Aged 18 to 19 years,60
207,2021,E01001280,2021 super output areas - lower layer,151,Arrived in the UK: Aged 20 to 24 years,165
208,2021,E01001280,2021 super output areas - lower layer,151,Arrived in the UK: Aged 25 to 29 years,183
209,2021,E01001280,2021 super output areas - lower layer,151,Arrived in the UK: Aged 30 to 44 years,240
210,2021,E01001280,2021 super output areas - lower layer,151,Arrived in the UK: Aged 45 to 59 years,53
211,2021,E01001280,2021 super output areas - lower layer,151,Arrived in the UK: Aged 60 to 64 years,10
212,2021,E01001280,2021 super output areas - lower layer,151,Arrived in the UK: Aged 65 to 74 years,9
213,2021,E01001280,2021 super output areas - lower layer,151,Arrived in the UK: Aged 75 to 84 years,4
214,2021,E01001280,2021 super output areas - lower layer,151,Arrived in the UK: Aged 85 to 89 years,0
215,2021,E01001280,2021 super output areas - lower layer,151,Arrived in the UK: Aged 90 years and over,0
216,2021,E01001218,2021 super output areas - lower layer,151,Total: All usual residents,2057
217,2021,E01001218,2021 super output areas - lower layer,151,Born in the UK,925
218,2021,E01001218,2021 super output areas - lower layer,151,Arrived in the UK,1132
219,2021,E01001218,2021 super output areas - lower layer,151,Arrived in the UK: Aged 0 to 4 years,96
220,2021,E01001218,2021 super output areas - lower layer,151,Arrived in the UK: Aged 5 to 7 years,47
221,2021,E01001218,2021 super output areas - lower layer,151,Arrived in the UK: Aged 8 to 9 years,35
222,2021,E01001218,2021 super output areas - lower layer,151,Arrived in the UK: Aged 10 to 14 years,73
223,2021,E01001218,2021 super output areas - lower layer,151,Arrived in the UK: Aged 15 years,24
224,2021,E01001218,2021 super output areas - lower layer,151,Arrived in the UK: Aged 16 to 17 years,69
225,2021,E01001218,2021 super output areas - lower layer,151,Arrived in the UK: Aged 18 to 19 years,53
226,2021,E01001218,2021 super output areas - lower layer,151,Arrived in the UK: Aged 20 to 24 years,230
227,2021,E01001218,2021 super output areas - lower layer,151,Arrived in the UK: Aged 25 to 29 years,187
228,2021,E01001218,2021 super output areas - lower layer,151,Arrived in the UK: Aged 30 to 44 years,212
229,2021,E01001218,2021 super output areas - lower layer,151,Arrived in the UK: Aged 45 to 59 years,76
230,2021,E01001218,2021 super output areas - lower layer,151,Arrived in the UK: Aged 60 to 64 years,11
231,2021,E01001218,2021 super output areas - lower layer,151,Arrived in the UK: Aged 65 to 74 years,17
232,2021,E01001218,2021 super output areas - lower layer,151,Arrived in the UK: Aged 75 to 84 years,2
233,2021,E01001218,2021 super output areas - lower layer,151,Arrived in the UK: Aged 85 to 89 years,0
234,2021,E01001218,2021 super output areas - lower layer,151,Arrived in the UK: Aged 90 years and over,0
235,2021,E01001260,2021 super output areas - lower layer,151,Total: All usual residents,2041
236,2021,E01001260,2021 super output areas - lower layer,151,Born in the UK,910
237,2021,E01001260,2021 super output areas - lower layer,151,Arrived in the UK,1131
238,2021,E01001260,2021 super output areas - lower layer,151,Arrived in the UK: Aged 0 to 4 years,72
239,2021,E01001260,2021 super output areas - lower layer,151,Arrived in the UK: Aged 5 to 7 years,34
240,2021,E01001260,2021 super output areas - lower layer,151,Arrived in the UK: Aged 8 to 9 years,32
241,2021,E01001260,2021 super output areas - lower layer,151,Arrived in the UK: Aged 10 to 14 years,77
242,2021,E01001260,2021 super output areas - lower layer,151,Arrived in the UK: Aged 15 years,13
243,2021,E01001260,2021 super output areas - lower layer,151,Arrived in the UK: Aged 16 to 17 years,43
244,2021,E01001260,2021 super output areas - lower layer,151,Arrived in the UK: Aged 18 to 19 years,80
245,2021,E01001260,2021 super output areas - lower layer,151,Arrived in the UK: Aged 20 to 24 years,264
246,2021,E01001260,2021 super output areas - lower layer,151,Arrived in the UK: Aged 25 to 29 years,177
247,2021,E01001260,2021 super output areas - lower layer,151,Arrived in the UK: Aged 30 to 44 years,253
248,2021,E01001260,2021 super output areas - lower layer,151,Arrived in the UK: Aged 45 to 59 years,61
249,2021,E01001260,2021 super output areas - lower layer,151,Arrived in the UK: Aged 60 to 64 years,12
250,2021,E01001260,2021 super output areas - lower layer,151,Arrived in the UK: Aged 65 to 74 years,9
251,2021,E01001260,2021 super output areas - lower layer,151,Arrived in the UK: Aged 75 to 84 years,3
252,2021,E01001260,2021 super output areas - lower layer,151,Arrived in the UK: Aged 85 to 89 years,1
253,2021,E01001260,2021 super output areas - lower layer,151,Arrived in the UK: Aged 90 years and over,0
254,2021,E01001261,2021 super output areas - lower layer,151,Total: All usual residents,2321
255,2021,E01001261,2021 super output areas - lower layer,151,Born in the UK,1042
256,2021,E01001261,2021 super output areas - lower layer,151,Arrived in the UK,1279
257,2021,E01001261,2021 super output areas - lower layer,151,Arrived in the UK: Aged 0 to 4 years,79
258,2021,E01001261,2021 super output areas - lower layer,151,Arrived in the UK: Aged 5 to 7 years,37
259,2021,E01001261,2021 super output areas - lower layer,151,Arrived in the UK: Aged 8 to 9 years,25
260,2021,E01001261,2021 super output areas - lower layer,151,Arrived in the UK: Aged 10 to 14 years,63
261,2021,E01001261,2021 super output areas - lower layer,151,Arrived in the UK: Aged 15 years,14
262,2021,E01001261,2021 super output areas - lower layer,151,Arrived in the UK: Aged 16 to 17 years,48
263,2021,E01001261,2021 super output areas - lower layer,151,Arrived in the UK: Aged 18 to 19 years,98
264,2021,E01001261,2021 super output areas - lower layer,151,Arrived in the UK: Aged 20 to 24 years,286
265,2021,E01001261,2021 super output areas - lower layer,151,Arrived in the UK: Aged 25 to 29 years,249
266,2021,E01001261,2021 super output areas - lower layer,151,Arrived in the UK: Aged 30 to 44 years,291
267,2021,E01001261,2021 super output areas - lower layer,151,Arrived in the UK: Aged 45 to 59 years,63
268,2021,E01001261,2021 super output areas - lower layer,151,Arrived in the UK: Aged 60 to 64 years,15
269,2021,E01001261,2021 super output areas - lower layer,151,Arrived in the UK: Aged 65 to 74 years,11
270,2021,E01001261,2021 super output areas - lower layer,151,Arrived in the UK: Aged 75 to 84 years,0
271,2021,E01001261,2021 super output areas - lower layer,151,Arrived in the UK: Aged 85 to 89 years,0
272,2021,E01001261,2021 super output areas - lower layer,151,Arrived in the UK: Aged 90 years and over,0
273,2021,E01001268,2021 super output areas - lower layer,151,Total: All usual residents,1961
274,2021,E01001268,2021 super output areas - lower layer,151,Born in the UK,1092
275,2021,E01001268,2021 super output areas - lower layer,151,Arrived in the UK,869
276,2021,E01001268,2021 super output areas - lower layer,151,Arrived in the UK: Aged 0 to 4 years,69
277,2021,E01001268,2021 super output areas - lower layer,151,Arrived in the UK: Aged 5 to 7 years,28
278,2021,E01001268,2021 super output areas - lower layer,151,Arrived in the UK: Aged 8 to 9 years,28
279,2021,E01001268,2021 super output areas - lower layer,151,Arrived in the UK: Aged 10 to 14 years,43
280,2021,E01001268,2021 super output areas - lower layer,151,Arrived in the UK: Aged 15 years,20
281,2021,E01001268,2021 super output areas - lower layer,151,Arrived in the UK: Aged 16 to 17 years,40
282,2021,E01001268,2021 super output areas - lower layer,151,Arrived in the UK: Aged 18 to 19 years,63
283,2021,E01001268,2021 super output areas - lower layer,151,Arrived in the UK: Aged 20 to 24 years,199
284,2021,E01001268,2021 super output areas - lower layer,151,Arrived in the UK: Aged 25 to 29 years,163
285,2021,E01001268,2021 super output areas - lower layer,151,Arrived in the UK: Aged 30 to 44 years,160
286,2021,E01001268,2021 super output areas - lower layer,151,Arrived in the UK: Aged 45 to 59 years,39
287,2021,E01001268,2021 super output areas - lower layer,151,Arrived in the UK: Aged 60 to 64 years,6
288,2021,E01001268,2021 super output areas - lower layer,151,Arrived in the UK: Aged 65 to 74 years,9
289,2021,E01001268,2021 super output areas - lower layer,151,Arrived in the UK: Aged 75 to 84 years,2
290,2021,E01001268,2021 super output areas - lower layer,151,Arrived in the UK: Aged 85 to 89 years,0
291,2021,E01001268,2021 super output areas - lower layer,151,Arrived in the UK: Aged 90 years and over,0
292,2021,E01001209,2021 super output areas - lower layer,151,Total: All usual residents,1688
293,2021,E01001209,2021 super output areas - lower layer,151,Born in the UK,1128
294,2021,E01001209,2021 super output areas - lower layer,151,Arrived in the UK,560
295,2021,E01001209,2021 super output areas - lower layer,151,Arrived in the UK: Aged 0 to 4 years,54
296,2021,E01001209,2021 super output areas - lower layer,151,Arrived in the UK: Aged 5 to 7 years,19
297,2021,E01001209,2021 super output areas - lower layer,151,Arrived in the UK: Aged 8 to 9 years,13
298,2021,E01001209,2021 super output areas - lower layer,151,Arrived in the UK: Aged 10 to 14 years,25
299,2021,E01001209,2021 super output areas - lower layer,151,Arrived in the UK: Aged 15 years,1
300,2021,E01001209,2021 super output areas - lower layer,151,Arrived in the UK: Aged 16 to 17 years,18
301,2021,E01001209,2021 super output areas - lower layer,151,Arrived in the UK: Aged 18 to 19 years,39
