,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_NATIDUK_17_NAME,OBS_VALUE
0,2021,E01013883,2021 super output areas - lower layer,151,Total: All usual residents,1449
1,2021,E01013883,2021 super output areas - lower layer,151,British only identity,815
2,2021,E01013883,2021 super output areas - lower layer,151,English only identity,244
3,2021,E01013883,2021 super output areas - lower layer,151,English and British only identity,228
4,2021,E01013883,2021 super output areas - lower layer,151,Welsh only identity,2
5,2021,E01013883,2021 super output areas - lower layer,151,Welsh and British only identity,9
6,2021,E01013883,2021 super output areas - lower layer,151,Any other combination of only UK identities,24
7,2021,E01013883,2021 super output areas - lower layer,151,Scottish only identity,17
8,2021,E01013883,2021 super output areas - lower layer,151,Scottish and British only identity,1
9,2021,E01013883,2021 super output areas - lower layer,151,Northern Irish only identity,3
10,2021,E01013883,2021 super output areas - lower layer,151,Northern Irish and British only identity,0
11,2021,E01013883,2021 super output areas - lower layer,151,Cornish only identity,1
12,2021,E01013883,2021 super output areas - lower layer,151,Cornish and British only identity,0
13,2021,E01013883,2021 super output areas - lower layer,151,Any other combination of only UK identities ,2
14,2021,E01013883,2021 super output areas - lower layer,151,Irish only identity,6
15,2021,E01013883,2021 super output areas - lower layer,151,Irish and at least one UK identity,0
16,2021,E01013883,2021 super output areas - lower layer,151,Other identity only,104
17,2021,E01013883,2021 super output areas - lower layer,151,Other identity and at least one UK identity,17
18,2021,E01013883,2021 super output areas - lower layer,151,Non-UK identity only,110
19,2021,E01013883,2021 super output areas - lower layer,151,UK identity and non-UK identity,17
20,2021,E01013884,2021 super output areas - lower layer,151,Total: All usual residents,1352
21,2021,E01013884,2021 super output areas - lower layer,151,British only identity,687
22,2021,E01013884,2021 super output areas - lower layer,151,English only identity,226
23,2021,E01013884,2021 super output areas - lower layer,151,English and British only identity,211
24,2021,E01013884,2021 super output areas - lower layer,151,Welsh only identity,3
25,2021,E01013884,2021 super output areas - lower layer,151,Welsh and British only identity,1
26,2021,E01013884,2021 super output areas - lower layer,151,Any other combination of only UK identities,12
27,2021,E01013884,2021 super output areas - lower layer,151,Scottish only identity,6
28,2021,E01013884,2021 super output areas - lower layer,151,Scottish and British only identity,5
29,2021,E01013884,2021 super output areas - lower layer,151,Northern Irish only identity,1
30,2021,E01013884,2021 super output areas - lower layer,151,Northern Irish and British only identity,0
31,2021,E01013884,2021 super output areas - lower layer,151,Cornish only identity,0
32,2021,E01013884,2021 super output areas - lower layer,151,Cornish and British only identity,0
33,2021,E01013884,2021 super output areas - lower layer,151,Any other combination of only UK identities ,0
34,2021,E01013884,2021 super output areas - lower layer,151,Irish only identity,4
35,2021,E01013884,2021 super output areas - lower layer,151,Irish and at least one UK identity,1
36,2021,E01013884,2021 super output areas - lower layer,151,Other identity only,165
37,2021,E01013884,2021 super output areas - lower layer,151,Other identity and at least one UK identity,42
38,2021,E01013884,2021 super output areas - lower layer,151,Non-UK identity only,169
39,2021,E01013884,2021 super output areas - lower layer,151,UK identity and non-UK identity,43
40,2021,E01013853,2021 super output areas - lower layer,151,Total: All usual residents,1532
41,2021,E01013853,2021 super output areas - lower layer,151,British only identity,783
42,2021,E01013853,2021 super output areas - lower layer,151,English only identity,314
43,2021,E01013853,2021 super output areas - lower layer,151,English and British only identity,188
44,2021,E01013853,2021 super output areas - lower layer,151,Welsh only identity,2
45,2021,E01013853,2021 super output areas - lower layer,151,Welsh and British only identity,1
46,2021,E01013853,2021 super output areas - lower layer,151,Any other combination of only UK identities,18
47,2021,E01013853,2021 super output areas - lower layer,151,Scottish only identity,3
48,2021,E01013853,2021 super output areas - lower layer,151,Scottish and British only identity,6
49,2021,E01013853,2021 super output areas - lower layer,151,Northern Irish only identity,1
50,2021,E01013853,2021 super output areas - lower layer,151,Northern Irish and British only identity,0
51,2021,E01013853,2021 super output areas - lower layer,151,Cornish only identity,2
52,2021,E01013853,2021 super output areas - lower layer,151,Cornish and British only identity,0
53,2021,E01013853,2021 super output areas - lower layer,151,Any other combination of only UK identities ,6
54,2021,E01013853,2021 super output areas - lower layer,151,Irish only identity,15
55,2021,E01013853,2021 super output areas - lower layer,151,Irish and at least one UK identity,0
56,2021,E01013853,2021 super output areas - lower layer,151,Other identity only,177
57,2021,E01013853,2021 super output areas - lower layer,151,Other identity and at least one UK identity,34
58,2021,E01013853,2021 super output areas - lower layer,151,Non-UK identity only,192
59,2021,E01013853,2021 super output areas - lower layer,151,UK identity and non-UK identity,34
60,2021,E01013854,2021 super output areas - lower layer,151,Total: All usual residents,1458
61,2021,E01013854,2021 super output areas - lower layer,151,British only identity,792
62,2021,E01013854,2021 super output areas - lower layer,151,English only identity,250
63,2021,E01013854,2021 super output areas - lower layer,151,English and British only identity,251
64,2021,E01013854,2021 super output areas - lower layer,151,Welsh only identity,0
65,2021,E01013854,2021 super output areas - lower layer,151,Welsh and British only identity,0
66,2021,E01013854,2021 super output areas - lower layer,151,Any other combination of only UK identities,5
67,2021,E01013854,2021 super output areas - lower layer,151,Scottish only identity,4
68,2021,E01013854,2021 super output areas - lower layer,151,Scottish and British only identity,0
69,2021,E01013854,2021 super output areas - lower layer,151,Northern Irish only identity,1
70,2021,E01013854,2021 super output areas - lower layer,151,Northern Irish and British only identity,0
71,2021,E01013854,2021 super output areas - lower layer,151,Cornish only identity,0
72,2021,E01013854,2021 super output areas - lower layer,151,Cornish and British only identity,0
73,2021,E01013854,2021 super output areas - lower layer,151,Any other combination of only UK identities ,0
74,2021,E01013854,2021 super output areas - lower layer,151,Irish only identity,1
75,2021,E01013854,2021 super output areas - lower layer,151,Irish and at least one UK identity,0
76,2021,E01013854,2021 super output areas - lower layer,151,Other identity only,138
77,2021,E01013854,2021 super output areas - lower layer,151,Other identity and at least one UK identity,21
78,2021,E01013854,2021 super output areas - lower layer,151,Non-UK identity only,139
79,2021,E01013854,2021 super output areas - lower layer,151,UK identity and non-UK identity,21
80,2021,E01013855,2021 super output areas - lower layer,151,Total: All usual residents,1665
81,2021,E01013855,2021 super output areas - lower layer,151,British only identity,851
82,2021,E01013855,2021 super output areas - lower layer,151,English only identity,243
83,2021,E01013855,2021 super output areas - lower layer,151,English and British only identity,243
84,2021,E01013855,2021 super output areas - lower layer,151,Welsh only identity,5
85,2021,E01013855,2021 super output areas - lower layer,151,Welsh and British only identity,1
86,2021,E01013855,2021 super output areas - lower layer,151,Any other combination of only UK identities,11
87,2021,E01013855,2021 super output areas - lower layer,151,Scottish only identity,5
88,2021,E01013855,2021 super output areas - lower layer,151,Scottish and British only identity,3
89,2021,E01013855,2021 super output areas - lower layer,151,Northern Irish only identity,1
90,2021,E01013855,2021 super output areas - lower layer,151,Northern Irish and British only identity,1
91,2021,E01013855,2021 super output areas - lower layer,151,Cornish only identity,0
92,2021,E01013855,2021 super output areas - lower layer,151,Cornish and British only identity,0
93,2021,E01013855,2021 super output areas - lower layer,151,Any other combination of only UK identities ,1
94,2021,E01013855,2021 super output areas - lower layer,151,Irish only identity,7
95,2021,E01013855,2021 super output areas - lower layer,151,Irish and at least one UK identity,0
96,2021,E01013855,2021 super output areas - lower layer,151,Other identity only,269
97,2021,E01013855,2021 super output areas - lower layer,151,Other identity and at least one UK identity,35
98,2021,E01013855,2021 super output areas - lower layer,151,Non-UK identity only,276
99,2021,E01013855,2021 super output areas - lower layer,151,UK identity and non-UK identity,35
100,2021,E01013856,2021 super output areas - lower layer,151,Total: All usual residents,1626
101,2021,E01013856,2021 super output areas - lower layer,151,British only identity,901
102,2021,E01013856,2021 super output areas - lower layer,151,English only identity,245
103,2021,E01013856,2021 super output areas - lower layer,151,English and British only identity,250
104,2021,E01013856,2021 super output areas - lower layer,151,Welsh only identity,0
105,2021,E01013856,2021 super output areas - lower layer,151,Welsh and British only identity,0
106,2021,E01013856,2021 super output areas - lower layer,151,Any other combination of only UK identities,23
107,2021,E01013856,2021 super output areas - lower layer,151,Scottish only identity,15
108,2021,E01013856,2021 super output areas - lower layer,151,Scottish and British only identity,1
109,2021,E01013856,2021 super output areas - lower layer,151,Northern Irish only identity,3
110,2021,E01013856,2021 super output areas - lower layer,151,Northern Irish and British only identity,0
111,2021,E01013856,2021 super output areas - lower layer,151,Cornish only identity,0
112,2021,E01013856,2021 super output areas - lower layer,151,Cornish and British only identity,0
113,2021,E01013856,2021 super output areas - lower layer,151,Any other combination of only UK identities ,4
114,2021,E01013856,2021 super output areas - lower layer,151,Irish only identity,4
115,2021,E01013856,2021 super output areas - lower layer,151,Irish and at least one UK identity,4
116,2021,E01013856,2021 super output areas - lower layer,151,Other identity only,171
117,2021,E01013856,2021 super output areas - lower layer,151,Other identity and at least one UK identity,28
118,2021,E01013856,2021 super output areas - lower layer,151,Non-UK identity only,175
119,2021,E01013856,2021 super output areas - lower layer,151,UK identity and non-UK identity,32
120,2021,E01033397,2021 super output areas - lower layer,151,Total: All usual residents,1963
121,2021,E01033397,2021 super output areas - lower layer,151,British only identity,1052
122,2021,E01033397,2021 super output areas - lower layer,151,English only identity,221
123,2021,E01033397,2021 super output areas - lower layer,151,English and British only identity,212
124,2021,E01033397,2021 super output areas - lower layer,151,Welsh only identity,9
125,2021,E01033397,2021 super output areas - lower layer,151,Welsh and British only identity,2
126,2021,E01033397,2021 super output areas - lower layer,151,Any other combination of only UK identities,22
127,2021,E01033397,2021 super output areas - lower layer,151,Scottish only identity,7
128,2021,E01033397,2021 super output areas - lower layer,151,Scottish and British only identity,6
129,2021,E01033397,2021 super output areas - lower layer,151,Northern Irish only identity,1
130,2021,E01033397,2021 super output areas - lower layer,151,Northern Irish and British only identity,1
131,2021,E01033397,2021 super output areas - lower layer,151,Cornish only identity,0
132,2021,E01033397,2021 super output areas - lower layer,151,Cornish and British only identity,0
