,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_TTWDIST_11_NAME,OBS_VALUE
0,2021,E01023368,2021 super output areas - lower layer,151,Works mainly from home,634
1,2021,E01023368,2021 super output areas - lower layer,151,"Works mainly at an offshore installation, in no fixed place, or outside the UK",58
2,2021,E01023349,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,900
3,2021,E01023349,2021 super output areas - lower layer,151,Less than 2km,203
4,2021,E01023349,2021 super output areas - lower layer,151,2km to less than 5km,70
5,2021,E01023349,2021 super output areas - lower layer,151,5km to less than 10km,54
6,2021,E01023349,2021 super output areas - lower layer,151,10km to less than 20km,78
7,2021,E01023349,2021 super output areas - lower layer,151,20km to less than 30km,44
8,2021,E01023349,2021 super output areas - lower layer,151,30km to less than 40km,21
9,2021,E01023349,2021 super output areas - lower layer,151,40km to less than 60km,10
10,2021,E01023349,2021 super output areas - lower layer,151,60km and over,6
11,2021,E01023349,2021 super output areas - lower layer,151,Works mainly from home,239
12,2021,E01023349,2021 super output areas - lower layer,151,"Works mainly at an offshore installation, in no fixed place, or outside the UK",175
13,2021,E01023350,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,918
14,2021,E01023350,2021 super output areas - lower layer,151,Less than 2km,170
15,2021,E01023350,2021 super output areas - lower layer,151,2km to less than 5km,80
16,2021,E01023350,2021 super output areas - lower layer,151,5km to less than 10km,75
17,2021,E01023350,2021 super output areas - lower layer,151,10km to less than 20km,92
18,2021,E01023350,2021 super output areas - lower layer,151,20km to less than 30km,47
19,2021,E01023350,2021 super output areas - lower layer,151,30km to less than 40km,38
20,2021,E01023350,2021 super output areas - lower layer,151,40km to less than 60km,8
21,2021,E01023350,2021 super output areas - lower layer,151,60km and over,4
22,2021,E01023350,2021 super output areas - lower layer,151,Works mainly from home,235
23,2021,E01023350,2021 super output areas - lower layer,151,"Works mainly at an offshore installation, in no fixed place, or outside the UK",169
24,2021,E01023351,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,858
25,2021,E01023351,2021 super output areas - lower layer,151,Less than 2km,124
26,2021,E01023351,2021 super output areas - lower layer,151,2km to less than 5km,57
27,2021,E01023351,2021 super output areas - lower layer,151,5km to less than 10km,47
28,2021,E01023351,2021 super output areas - lower layer,151,10km to less than 20km,98
29,2021,E01023351,2021 super output areas - lower layer,151,20km to less than 30km,42
30,2021,E01023351,2021 super output areas - lower layer,151,30km to less than 40km,27
31,2021,E01023351,2021 super output areas - lower layer,151,40km to less than 60km,4
32,2021,E01023351,2021 super output areas - lower layer,151,60km and over,7
33,2021,E01023351,2021 super output areas - lower layer,151,Works mainly from home,301
34,2021,E01023351,2021 super output areas - lower layer,151,"Works mainly at an offshore installation, in no fixed place, or outside the UK",151
35,2021,E01023400,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,1018
36,2021,E01023400,2021 super output areas - lower layer,151,Less than 2km,137
37,2021,E01023400,2021 super output areas - lower layer,151,2km to less than 5km,108
38,2021,E01023400,2021 super output areas - lower layer,151,5km to less than 10km,65
39,2021,E01023400,2021 super output areas - lower layer,151,10km to less than 20km,104
40,2021,E01023400,2021 super output areas - lower layer,151,20km to less than 30km,40
41,2021,E01023400,2021 super output areas - lower layer,151,30km to less than 40km,39
42,2021,E01023400,2021 super output areas - lower layer,151,40km to less than 60km,5
43,2021,E01023400,2021 super output areas - lower layer,151,60km and over,15
44,2021,E01023400,2021 super output areas - lower layer,151,Works mainly from home,347
45,2021,E01023400,2021 super output areas - lower layer,151,"Works mainly at an offshore installation, in no fixed place, or outside the UK",158
46,2021,E01035562,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,812
47,2021,E01035562,2021 super output areas - lower layer,151,Less than 2km,143
48,2021,E01035562,2021 super output areas - lower layer,151,2km to less than 5km,80
49,2021,E01035562,2021 super output areas - lower layer,151,5km to less than 10km,48
50,2021,E01035562,2021 super output areas - lower layer,151,10km to less than 20km,65
51,2021,E01035562,2021 super output areas - lower layer,151,20km to less than 30km,28
52,2021,E01035562,2021 super output areas - lower layer,151,30km to less than 40km,35
53,2021,E01035562,2021 super output areas - lower layer,151,40km to less than 60km,10
54,2021,E01035562,2021 super output areas - lower layer,151,60km and over,7
55,2021,E01035562,2021 super output areas - lower layer,151,Works mainly from home,272
56,2021,E01035562,2021 super output areas - lower layer,151,"Works mainly at an offshore installation, in no fixed place, or outside the UK",124
57,2021,E01035563,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,719
58,2021,E01035563,2021 super output areas - lower layer,151,Less than 2km,117
59,2021,E01035563,2021 super output areas - lower layer,151,2km to less than 5km,69
60,2021,E01035563,2021 super output areas - lower layer,151,5km to less than 10km,45
61,2021,E01035563,2021 super output areas - lower layer,151,10km to less than 20km,64
62,2021,E01035563,2021 super output areas - lower layer,151,20km to less than 30km,39
63,2021,E01035563,2021 super output areas - lower layer,151,30km to less than 40km,33
64,2021,E01035563,2021 super output areas - lower layer,151,40km to less than 60km,5
