,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_STUDENT_3_NAME,OBS_VALUE
0,2021,E01022350,2021 super output areas - lower layer,151,Student,363
1,2021,E01022350,2021 super output areas - lower layer,151,Not a student,1725
2,2021,E01022382,2021 super output areas - lower layer,151,Total,1571
3,2021,E01022382,2021 super output areas - lower layer,151,Student,277
4,2021,E01022382,2021 super output areas - lower layer,151,Not a student,1294
5,2021,E01022383,2021 super output areas - lower layer,151,Total,1428
6,2021,E01022383,2021 super output areas - lower layer,151,Student,246
7,2021,E01022383,2021 super output areas - lower layer,151,Not a student,1182
8,2021,E01022384,2021 super output areas - lower layer,151,Total,1364
9,2021,E01022384,2021 super output areas - lower layer,151,Student,199
10,2021,E01022384,2021 super output areas - lower layer,151,Not a student,1165
11,2021,E01022359,2021 super output areas - lower layer,151,Total,1462
12,2021,E01022359,2021 super output areas - lower layer,151,Student,227
13,2021,E01022359,2021 super output areas - lower layer,151,Not a student,1235
14,2021,E01022360,2021 super output areas - lower layer,151,Total,1422
15,2021,E01022360,2021 super output areas - lower layer,151,Student,186
16,2021,E01022360,2021 super output areas - lower layer,151,Not a student,1236
17,2021,E01022361,2021 super output areas - lower layer,151,Total,1140
18,2021,E01022361,2021 super output areas - lower layer,151,Student,172
19,2021,E01022361,2021 super output areas - lower layer,151,Not a student,968
20,2021,E01022362,2021 super output areas - lower layer,151,Total,1097
21,2021,E01022362,2021 super output areas - lower layer,151,Student,128
22,2021,E01022362,2021 super output areas - lower layer,151,Not a student,969
23,2021,E01022363,2021 super output areas - lower layer,151,Total,1921
24,2021,E01022363,2021 super output areas - lower layer,151,Student,302
25,2021,E01022363,2021 super output areas - lower layer,151,Not a student,1619
26,2021,E01022364,2021 super output areas - lower layer,151,Total,1068
27,2021,E01022364,2021 super output areas - lower layer,151,Student,178
28,2021,E01022364,2021 super output areas - lower layer,151,Not a student,890
29,2021,E01022351,2021 super output areas - lower layer,151,Total,1532
30,2021,E01022351,2021 super output areas - lower layer,151,Student,265
31,2021,E01022351,2021 super output areas - lower layer,151,Not a student,1267
32,2021,E01022352,2021 super output areas - lower layer,151,Total,1256
33,2021,E01022352,2021 super output areas - lower layer,151,Student,151
34,2021,E01022352,2021 super output areas - lower layer,151,Not a student,1105
35,2021,E01022353,2021 super output areas - lower layer,151,Total,1517
36,2021,E01022353,2021 super output areas - lower layer,151,Student,223
37,2021,E01022353,2021 super output areas - lower layer,151,Not a student,1294
38,2021,E01022413,2021 super output areas - lower layer,151,Total,1939
39,2021,E01022413,2021 super output areas - lower layer,151,Student,324
40,2021,E01022413,2021 super output areas - lower layer,151,Not a student,1615
41,2021,E01022385,2021 super output areas - lower layer,151,Total,1574
42,2021,E01022385,2021 super output areas - lower layer,151,Student,315
43,2021,E01022385,2021 super output areas - lower layer,151,Not a student,1259
44,2021,E01022386,2021 super output areas - lower layer,151,Total,1486
45,2021,E01022386,2021 super output areas - lower layer,151,Student,167
46,2021,E01022386,2021 super output areas - lower layer,151,Not a student,1319
47,2021,E01022387,2021 super output areas - lower layer,151,Total,1460
48,2021,E01022387,2021 super output areas - lower layer,151,Student,227
49,2021,E01022387,2021 super output areas - lower layer,151,Not a student,1233
50,2021,E01022388,2021 super output areas - lower layer,151,Total,1708
51,2021,E01022388,2021 super output areas - lower layer,151,Student,329
52,2021,E01022388,2021 super output areas - lower layer,151,Not a student,1379
53,2021,E01022372,2021 super output areas - lower layer,151,Total,2290
54,2021,E01022372,2021 super output areas - lower layer,151,Student,410
55,2021,E01022372,2021 super output areas - lower layer,151,Not a student,1880
56,2021,E01022373,2021 super output areas - lower layer,151,Total,1602
57,2021,E01022373,2021 super output areas - lower layer,151,Student,264
58,2021,E01022373,2021 super output areas - lower layer,151,Not a student,1338
59,2021,E01022374,2021 super output areas - lower layer,151,Total,1959
60,2021,E01022374,2021 super output areas - lower layer,151,Student,322
61,2021,E01022374,2021 super output areas - lower layer,151,Not a student,1637
62,2021,E01022375,2021 super output areas - lower layer,151,Total,1170
63,2021,E01022375,2021 super output areas - lower layer,151,Student,298
64,2021,E01022375,2021 super output areas - lower layer,151,Not a student,872
65,2021,E01022381,2021 super output areas - lower layer,151,Total,2119
66,2021,E01022381,2021 super output areas - lower layer,151,Student,440
67,2021,E01022381,2021 super output areas - lower layer,151,Not a student,1679
68,2021,E01022415,2021 super output areas - lower layer,151,Total,1498
69,2021,E01022415,2021 super output areas - lower layer,151,Student,245
70,2021,E01022415,2021 super output areas - lower layer,151,Not a student,1253
71,2021,E01022416,2021 super output areas - lower layer,151,Total,1441
72,2021,E01022416,2021 super output areas - lower layer,151,Student,290
73,2021,E01022416,2021 super output areas - lower layer,151,Not a student,1151
74,2021,E01022417,2021 super output areas - lower layer,151,Total,1711
75,2021,E01022417,2021 super output areas - lower layer,151,Student,278
76,2021,E01022417,2021 super output areas - lower layer,151,Not a student,1433
77,2021,E01022418,2021 super output areas - lower layer,151,Total,1562
78,2021,E01022418,2021 super output areas - lower layer,151,Student,250
79,2021,E01022418,2021 super output areas - lower layer,151,Not a student,1312
80,2021,E01022450,2021 super output areas - lower layer,151,Total,1965
81,2021,E01022450,2021 super output areas - lower layer,151,Student,352
82,2021,E01022450,2021 super output areas - lower layer,151,Not a student,1613
83,2021,E01022451,2021 super output areas - lower layer,151,Total,1393
84,2021,E01022451,2021 super output areas - lower layer,151,Student,204
