,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_NATIDUK_17_NAME,OBS_VALUE
0,2021,E01015733,2021 super output areas - lower layer,151,Total: All usual residents,2125
1,2021,E01015733,2021 super output areas - lower layer,151,British only identity,1363
2,2021,E01015733,2021 super output areas - lower layer,151,English only identity,220
3,2021,E01015733,2021 super output areas - lower layer,151,English and British only identity,139
4,2021,E01015733,2021 super output areas - lower layer,151,Welsh only identity,1
5,2021,E01015733,2021 super output areas - lower layer,151,Welsh and British only identity,0
6,2021,E01015733,2021 super output areas - lower layer,151,Any other combination of only UK identities,22
7,2021,E01015733,2021 super output areas - lower layer,151,Scottish only identity,14
8,2021,E01015733,2021 super output areas - lower layer,151,Scottish and British only identity,2
9,2021,E01015733,2021 super output areas - lower layer,151,Northern Irish only identity,3
10,2021,E01015733,2021 super output areas - lower layer,151,Northern Irish and British only identity,2
11,2021,E01015733,2021 super output areas - lower layer,151,Cornish only identity,0
12,2021,E01015733,2021 super output areas - lower layer,151,Cornish and British only identity,0
13,2021,E01015733,2021 super output areas - lower layer,151,Any other combination of only UK identities ,1
14,2021,E01015733,2021 super output areas - lower layer,151,Irish only identity,50
15,2021,E01015733,2021 super output areas - lower layer,151,Irish and at least one UK identity,1
16,2021,E01015733,2021 super output areas - lower layer,151,Other identity only,290
17,2021,E01015733,2021 super output areas - lower layer,151,Other identity and at least one UK identity,39
18,2021,E01015733,2021 super output areas - lower layer,151,Non-UK identity only,340
19,2021,E01015733,2021 super output areas - lower layer,151,UK identity and non-UK identity,40
20,2021,E01015734,2021 super output areas - lower layer,151,Total: All usual residents,2011
21,2021,E01015734,2021 super output areas - lower layer,151,British only identity,1047
22,2021,E01015734,2021 super output areas - lower layer,151,English only identity,198
23,2021,E01015734,2021 super output areas - lower layer,151,English and British only identity,110
24,2021,E01015734,2021 super output areas - lower layer,151,Welsh only identity,1
25,2021,E01015734,2021 super output areas - lower layer,151,Welsh and British only identity,1
26,2021,E01015734,2021 super output areas - lower layer,151,Any other combination of only UK identities,30
27,2021,E01015734,2021 super output areas - lower layer,151,Scottish only identity,21
28,2021,E01015734,2021 super output areas - lower layer,151,Scottish and British only identity,3
29,2021,E01015734,2021 super output areas - lower layer,151,Northern Irish only identity,5
30,2021,E01015734,2021 super output areas - lower layer,151,Northern Irish and British only identity,0
31,2021,E01015734,2021 super output areas - lower layer,151,Cornish only identity,0
32,2021,E01015734,2021 super output areas - lower layer,151,Cornish and British only identity,0
33,2021,E01015734,2021 super output areas - lower layer,151,Any other combination of only UK identities ,1
34,2021,E01015734,2021 super output areas - lower layer,151,Irish only identity,71
35,2021,E01015734,2021 super output areas - lower layer,151,Irish and at least one UK identity,8
36,2021,E01015734,2021 super output areas - lower layer,151,Other identity only,504
37,2021,E01015734,2021 super output areas - lower layer,151,Other identity and at least one UK identity,41
38,2021,E01015734,2021 super output areas - lower layer,151,Non-UK identity only,575
39,2021,E01015734,2021 super output areas - lower layer,151,UK identity and non-UK identity,49
40,2021,E01015735,2021 super output areas - lower layer,151,Total: All usual residents,1929
41,2021,E01015735,2021 super output areas - lower layer,151,British only identity,760
