,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_TTWDIST_11_NAME,OBS_VALUE
0,2021,E01005698,2021 super output areas - lower layer,151,20km to less than 30km,9
1,2021,E01005698,2021 super output areas - lower layer,151,30km to less than 40km,10
2,2021,E01005698,2021 super output areas - lower layer,151,40km to less than 60km,5
3,2021,E01005698,2021 super output areas - lower layer,151,60km and over,2
4,2021,E01005698,2021 super output areas - lower layer,151,Works mainly from home,151
5,2021,E01005698,2021 super output areas - lower layer,151,"Works mainly at an offshore installation, in no fixed place, or outside the UK",96
6,2021,E01005700,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,741
7,2021,E01005700,2021 super output areas - lower layer,151,Less than 2km,64
8,2021,E01005700,2021 super output areas - lower layer,151,2km to less than 5km,116
9,2021,E01005700,2021 super output areas - lower layer,151,5km to less than 10km,118
10,2021,E01005700,2021 super output areas - lower layer,151,10km to less than 20km,53
11,2021,E01005700,2021 super output areas - lower layer,151,20km to less than 30km,9
12,2021,E01005700,2021 super output areas - lower layer,151,30km to less than 40km,7
13,2021,E01005700,2021 super output areas - lower layer,151,40km to less than 60km,4
14,2021,E01005700,2021 super output areas - lower layer,151,60km and over,6
15,2021,E01005700,2021 super output areas - lower layer,151,Works mainly from home,251
16,2021,E01005700,2021 super output areas - lower layer,151,"Works mainly at an offshore installation, in no fixed place, or outside the UK",113
17,2021,E01005716,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,794
18,2021,E01005716,2021 super output areas - lower layer,151,Less than 2km,29
19,2021,E01005716,2021 super output areas - lower layer,151,2km to less than 5km,59
20,2021,E01005716,2021 super output areas - lower layer,151,5km to less than 10km,127
21,2021,E01005716,2021 super output areas - lower layer,151,10km to less than 20km,123
22,2021,E01005716,2021 super output areas - lower layer,151,20km to less than 30km,19
23,2021,E01005716,2021 super output areas - lower layer,151,30km to less than 40km,10
24,2021,E01005716,2021 super output areas - lower layer,151,40km to less than 60km,3
25,2021,E01005716,2021 super output areas - lower layer,151,60km and over,7
26,2021,E01005716,2021 super output areas - lower layer,151,Works mainly from home,340
27,2021,E01005716,2021 super output areas - lower layer,151,"Works mainly at an offshore installation, in no fixed place, or outside the UK",77
28,2021,E01005717,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,831
29,2021,E01005717,2021 super output areas - lower layer,151,Less than 2km,50
30,2021,E01005717,2021 super output areas - lower layer,151,2km to less than 5km,54
31,2021,E01005717,2021 super output areas - lower layer,151,5km to less than 10km,130
32,2021,E01005717,2021 super output areas - lower layer,151,10km to less than 20km,121
33,2021,E01005717,2021 super output areas - lower layer,151,20km to less than 30km,28
34,2021,E01005717,2021 super output areas - lower layer,151,30km to less than 40km,9
35,2021,E01005717,2021 super output areas - lower layer,151,40km to less than 60km,8
