,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HH_1_NAME,OBS_VALUE
207,2021,E01012149,2021 super output areas - lower layer,151,Number of households,500
208,2021,E01012132,2021 super output areas - lower layer,151,Number of households,884
209,2021,E01012134,2021 super output areas - lower layer,151,Number of households,698
210,2021,E01012137,2021 super output areas - lower layer,151,Number of households,590
211,2021,E01012181,2021 super output areas - lower layer,151,Number of households,714
212,2021,E01012117,2021 super output areas - lower layer,151,Number of households,1055
213,2021,E01012118,2021 super output areas - lower layer,151,Number of households,657
214,2021,E01012119,2021 super output areas - lower layer,151,Number of households,890
215,2021,E01012121,2021 super output areas - lower layer,151,Number of households,630
216,2021,E01032548,2021 super output areas - lower layer,151,Number of households,724
217,2021,E01032549,2021 super output areas - lower layer,151,Number of households,1071
218,2021,E01033472,2021 super output areas - lower layer,151,Number of households,1055
219,2021,E01012120,2021 super output areas - lower layer,151,Number of households,595
220,2021,E01012124,2021 super output areas - lower layer,151,Number of households,686
221,2021,E01012182,2021 super output areas - lower layer,151,Number of households,598
222,2021,E01012183,2021 super output areas - lower layer,151,Number of households,622
223,2021,E01012148,2021 super output areas - lower layer,151,Number of households,652
224,2021,E01012150,2021 super output areas - lower layer,151,Number of households,722
225,2021,E01012151,2021 super output areas - lower layer,151,Number of households,640
226,2021,E01012152,2021 super output areas - lower layer,151,Number of households,760
227,2021,E01032594,2021 super output areas - lower layer,151,Number of households,673
228,2021,E01012146,2021 super output areas - lower layer,151,Number of households,526
229,2021,E01012167,2021 super output areas - lower layer,151,Number of households,826
230,2021,E01012168,2021 super output areas - lower layer,151,Number of households,849
231,2021,E01012170,2021 super output areas - lower layer,151,Number of households,552
232,2021,E01012173,2021 super output areas - lower layer,151,Number of households,523
233,2021,E01012174,2021 super output areas - lower layer,151,Number of households,481
234,2021,E01033470,2021 super output areas - lower layer,151,Number of households,827
235,2021,E01012242,2021 super output areas - lower layer,151,Number of households,617
236,2021,E01012243,2021 super output areas - lower layer,151,Number of households,650
237,2021,E01012244,2021 super output areas - lower layer,151,Number of households,619
238,2021,E01012246,2021 super output areas - lower layer,151,Number of households,571
239,2021,E01012296,2021 super output areas - lower layer,151,Number of households,597
240,2021,E01012297,2021 super output areas - lower layer,151,Number of households,986
241,2021,E01012197,2021 super output areas - lower layer,151,Number of households,790
242,2021,E01012256,2021 super output areas - lower layer,151,Number of households,609
243,2021,E01012257,2021 super output areas - lower layer,151,Number of households,621
244,2021,E01012275,2021 super output areas - lower layer,151,Number of households,629
245,2021,E01012276,2021 super output areas - lower layer,151,Number of households,920
246,2021,E01012277,2021 super output areas - lower layer,151,Number of households,689
247,2021,E01012196,2021 super output areas - lower layer,151,Number of households,671
248,2021,E01012198,2021 super output areas - lower layer,151,Number of households,591
249,2021,E01012214,2021 super output areas - lower layer,151,Number of households,620
250,2021,E01012215,2021 super output areas - lower layer,151,Number of households,506
251,2021,E01012216,2021 super output areas - lower layer,151,Number of households,509
252,2021,E01012245,2021 super output areas - lower layer,151,Number of households,707
253,2021,E01012278,2021 super output areas - lower layer,151,Number of households,495
254,2021,E01012279,2021 super output areas - lower layer,151,Number of households,635
255,2021,E01012280,2021 super output areas - lower layer,151,Number of households,687
256,2021,E01012281,2021 super output areas - lower layer,151,Number of households,632
257,2021,E01012255,2021 super output areas - lower layer,151,Number of households,644
258,2021,E01012269,2021 super output areas - lower layer,151,Number of households,662
259,2021,E01012294,2021 super output areas - lower layer,151,Number of households,555
260,2021,E01012295,2021 super output areas - lower layer,151,Number of households,562
261,2021,E01033476,2021 super output areas - lower layer,151,Number of households,731
262,2021,E01033480,2021 super output areas - lower layer,151,Number of households,1146
263,2021,E01012210,2021 super output areas - lower layer,151,Number of households,638
264,2021,E01012211,2021 super output areas - lower layer,151,Number of households,753
265,2021,E01012212,2021 super output areas - lower layer,151,Number of households,730
266,2021,E01012213,2021 super output areas - lower layer,151,Number of households,708
267,2021,E01012192,2021 super output areas - lower layer,151,Number of households,751
268,2021,E01012193,2021 super output areas - lower layer,151,Number of households,609
269,2021,E01012260,2021 super output areas - lower layer,151,Number of households,830
270,2021,E01012261,2021 super output areas - lower layer,151,Number of households,685
271,2021,E01012247,2021 super output areas - lower layer,151,Number of households,496
272,2021,E01012249,2021 super output areas - lower layer,151,Number of households,636
273,2021,E01012271,2021 super output areas - lower layer,151,Number of households,594
274,2021,E01012272,2021 super output areas - lower layer,151,Number of households,492
275,2021,E01012273,2021 super output areas - lower layer,151,Number of households,634
276,2021,E01012274,2021 super output areas - lower layer,151,Number of households,514
277,2021,E01012248,2021 super output areas - lower layer,151,Number of households,619
278,2021,E01012250,2021 super output areas - lower layer,151,Number of households,866
279,2021,E01032542,2021 super output areas - lower layer,151,Number of households,704
280,2021,E01032543,2021 super output areas - lower layer,151,Number of households,874
281,2021,E01032544,2021 super output areas - lower layer,151,Number of households,795
282,2021,E01012194,2021 super output areas - lower layer,151,Number of households,657
283,2021,E01012195,2021 super output areas - lower layer,151,Number of households,668
284,2021,E01012258,2021 super output areas - lower layer,151,Number of households,511
285,2021,E01012259,2021 super output areas - lower layer,151,Number of households,752
286,2021,E01012268,2021 super output areas - lower layer,151,Number of households,977
287,2021,E01012187,2021 super output areas - lower layer,151,Number of households,527
288,2021,E01012188,2021 super output areas - lower layer,151,Number of households,487
289,2021,E01012189,2021 super output areas - lower layer,151,Number of households,618
290,2021,E01012205,2021 super output areas - lower layer,151,Number of households,634
291,2021,E01012219,2021 super output areas - lower layer,151,Number of households,694
292,2021,E01012251,2021 super output areas - lower layer,151,Number of households,625
293,2021,E01012252,2021 super output areas - lower layer,151,Number of households,639
294,2021,E01012253,2021 super output areas - lower layer,151,Number of households,471
295,2021,E01012254,2021 super output areas - lower layer,151,Number of households,630
296,2021,E01012204,2021 super output areas - lower layer,151,Number of households,647
297,2021,E01012206,2021 super output areas - lower layer,151,Number of households,700
298,2021,E01012207,2021 super output areas - lower layer,151,Number of households,780
299,2021,E01012208,2021 super output areas - lower layer,151,Number of households,638
300,2021,E01012190,2021 super output areas - lower layer,151,Number of households,627
301,2021,E01012191,2021 super output areas - lower layer,151,Number of households,701
302,2021,E01012224,2021 super output areas - lower layer,151,Number of households,747
303,2021,E01012225,2021 super output areas - lower layer,151,Number of households,635
304,2021,E01012226,2021 super output areas - lower layer,151,Number of households,602
305,2021,E01012209,2021 super output areas - lower layer,151,Number of households,676
306,2021,E01012217,2021 super output areas - lower layer,151,Number of households,663
307,2021,E01012218,2021 super output areas - lower layer,151,Number of households,617
308,2021,E01012223,2021 super output areas - lower layer,151,Number of households,627
309,2021,E01012286,2021 super output areas - lower layer,151,Number of households,540
310,2021,E01012287,2021 super output areas - lower layer,151,Number of households,1042
311,2021,E01012288,2021 super output areas - lower layer,151,Number of households,548
312,2021,E01012289,2021 super output areas - lower layer,151,Number of households,499
313,2021,E01012238,2021 super output areas - lower layer,151,Number of households,720
314,2021,E01012239,2021 super output areas - lower layer,151,Number of households,934
315,2021,E01012240,2021 super output areas - lower layer,151,Number of households,740
316,2021,E01012241,2021 super output areas - lower layer,151,Number of households,609
317,2021,E01012290,2021 super output areas - lower layer,151,Number of households,884
318,2021,E01012291,2021 super output areas - lower layer,151,Number of households,738
319,2021,E01012292,2021 super output areas - lower layer,151,Number of households,867
320,2021,E01012282,2021 super output areas - lower layer,151,Number of households,495
321,2021,E01012283,2021 super output areas - lower layer,151,Number of households,531
322,2021,E01012284,2021 super output areas - lower layer,151,Number of households,641
323,2021,E01012285,2021 super output areas - lower layer,151,Number of households,628
324,2021,E01012199,2021 super output areas - lower layer,151,Number of households,599
325,2021,E01012200,2021 super output areas - lower layer,151,Number of households,917
326,2021,E01012201,2021 super output areas - lower layer,151,Number of households,888
327,2021,E01012202,2021 super output areas - lower layer,151,Number of households,646
328,2021,E01012203,2021 super output areas - lower layer,151,Number of households,748
329,2021,E01012270,2021 super output areas - lower layer,151,Number of households,589
330,2021,E01012228,2021 super output areas - lower layer,151,Number of households,532
331,2021,E01012230,2021 super output areas - lower layer,151,Number of households,611
332,2021,E01012233,2021 super output areas - lower layer,151,Number of households,691
333,2021,E01012236,2021 super output areas - lower layer,151,Number of households,542
334,2021,E01012237,2021 super output areas - lower layer,151,Number of households,504
335,2021,E01012235,2021 super output areas - lower layer,151,Number of households,921
336,2021,E01012298,2021 super output areas - lower layer,151,Number of households,553
337,2021,E01012299,2021 super output areas - lower layer,151,Number of households,701
338,2021,E01012300,2021 super output areas - lower layer,151,Number of households,727
339,2021,E01012301,2021 super output areas - lower layer,151,Number of households,558
340,2021,E01012302,2021 super output areas - lower layer,151,Number of households,506
341,2021,E01012303,2021 super output areas - lower layer,151,Number of households,925
342,2021,E01012267,2021 super output areas - lower layer,151,Number of households,839
343,2021,E01035197,2021 super output areas - lower layer,151,Number of households,680
344,2021,E01035198,2021 super output areas - lower layer,151,Number of households,683
345,2021,E01035199,2021 super output areas - lower layer,151,Number of households,661
346,2021,E01012262,2021 super output areas - lower layer,151,Number of households,956
347,2021,E01035200,2021 super output areas - lower layer,151,Number of households,700
348,2021,E01035201,2021 super output areas - lower layer,151,Number of households,712
349,2021,E01035202,2021 super output areas - lower layer,151,Number of households,827
350,2021,E01012227,2021 super output areas - lower layer,151,Number of households,588
351,2021,E01033474,2021 super output areas - lower layer,151,Number of households,999
352,2021,E01033479,2021 super output areas - lower layer,151,Number of households,621
353,2021,E01035203,2021 super output areas - lower layer,151,Number of households,602
354,2021,E01012231,2021 super output areas - lower layer,151,Number of households,680
355,2021,E01012232,2021 super output areas - lower layer,151,Number of households,542
356,2021,E01012234,2021 super output areas - lower layer,151,Number of households,599
357,2021,E01033475,2021 super output areas - lower layer,151,Number of households,584
358,2021,E01035204,2021 super output areas - lower layer,151,Number of households,779
359,2021,E01012334,2021 super output areas - lower layer,151,Number of households,1079
360,2021,E01012335,2021 super output areas - lower layer,151,Number of households,694
361,2021,E01012366,2021 super output areas - lower layer,151,Number of households,888
362,2021,E01033481,2021 super output areas - lower layer,151,Number of households,751
363,2021,E01033482,2021 super output areas - lower layer,151,Number of households,708
364,2021,E01012323,2021 super output areas - lower layer,151,Number of households,656
365,2021,E01012324,2021 super output areas - lower layer,151,Number of households,639
366,2021,E01032545,2021 super output areas - lower layer,151,Number of households,683
367,2021,E01032546,2021 super output areas - lower layer,151,Number of households,710
368,2021,E01012328,2021 super output areas - lower layer,151,Number of households,752
369,2021,E01012329,2021 super output areas - lower layer,151,Number of households,772
370,2021,E01012330,2021 super output areas - lower layer,151,Number of households,449
371,2021,E01012331,2021 super output areas - lower layer,151,Number of households,503
372,2021,E01012349,2021 super output areas - lower layer,151,Number of households,789
373,2021,E01012350,2021 super output areas - lower layer,151,Number of households,748
374,2021,E01012351,2021 super output areas - lower layer,151,Number of households,554
375,2021,E01012352,2021 super output areas - lower layer,151,Number of households,761
376,2021,E01012325,2021 super output areas - lower layer,151,Number of households,659
377,2021,E01012326,2021 super output areas - lower layer,151,Number of households,491
378,2021,E01012332,2021 super output areas - lower layer,151,Number of households,613
379,2021,E01012333,2021 super output areas - lower layer,151,Number of households,709
380,2021,E01012309,2021 super output areas - lower layer,151,Number of households,851
381,2021,E01012310,2021 super output areas - lower layer,151,Number of households,985
382,2021,E01012311,2021 super output areas - lower layer,151,Number of households,626
383,2021,E01012312,2021 super output areas - lower layer,151,Number of households,612
384,2021,E01012313,2021 super output areas - lower layer,151,Number of households,658
385,2021,E01012314,2021 super output areas - lower layer,151,Number of households,620
386,2021,E01012307,2021 super output areas - lower layer,151,Number of households,1038
387,2021,E01012327,2021 super output areas - lower layer,151,Number of households,676
388,2021,E01012342,2021 super output areas - lower layer,151,Number of households,1180
389,2021,E01035183,2021 super output areas - lower layer,151,Number of households,602
390,2021,E01035184,2021 super output areas - lower layer,151,Number of households,615
391,2021,E01012315,2021 super output areas - lower layer,151,Number of households,711
392,2021,E01012360,2021 super output areas - lower layer,151,Number of households,793
393,2021,E01035185,2021 super output areas - lower layer,151,Number of households,651
394,2021,E01035186,2021 super output areas - lower layer,151,Number of households,568
395,2021,E01012336,2021 super output areas - lower layer,151,Number of households,750
396,2021,E01012337,2021 super output areas - lower layer,151,Number of households,751
397,2021,E01012347,2021 super output areas - lower layer,151,Number of households,782
398,2021,E01012348,2021 super output areas - lower layer,151,Number of households,983
399,2021,E01012361,2021 super output areas - lower layer,151,Number of households,799
400,2021,E01012304,2021 super output areas - lower layer,151,Number of households,631
401,2021,E01012305,2021 super output areas - lower layer,151,Number of households,583
402,2021,E01012306,2021 super output areas - lower layer,151,Number of households,596
403,2021,E01012340,2021 super output areas - lower layer,151,Number of households,1033
404,2021,E01012341,2021 super output areas - lower layer,151,Number of households,759
405,2021,E01012317,2021 super output areas - lower layer,151,Number of households,634
406,2021,E01012318,2021 super output areas - lower layer,151,Number of households,979
407,2021,E01012319,2021 super output areas - lower layer,151,Number of households,1089
408,2021,E01012356,2021 super output areas - lower layer,151,Number of households,787
409,2021,E01012357,2021 super output areas - lower layer,151,Number of households,603
410,2021,E01012358,2021 super output areas - lower layer,151,Number of households,714
411,2021,E01012359,2021 super output areas - lower layer,151,Number of households,689
412,2021,E01012338,2021 super output areas - lower layer,151,Number of households,924
413,2021,E01012339,2021 super output areas - lower layer,151,Number of households,827
414,2021,E01012344,2021 super output areas - lower layer,151,Number of households,653
415,2021,E01012345,2021 super output areas - lower layer,151,Number of households,644
416,2021,E01012346,2021 super output areas - lower layer,151,Number of households,923
417,2021,E01012353,2021 super output areas - lower layer,151,Number of households,757
418,2021,E01012354,2021 super output areas - lower layer,151,Number of households,688
419,2021,E01012355,2021 super output areas - lower layer,151,Number of households,698
420,2021,E01012362,2021 super output areas - lower layer,151,Number of households,648
421,2021,E01012363,2021 super output areas - lower layer,151,Number of households,678
422,2021,E01012364,2021 super output areas - lower layer,151,Number of households,705
423,2021,E01012365,2021 super output areas - lower layer,151,Number of households,540
424,2021,E01035187,2021 super output areas - lower layer,151,Number of households,1279
425,2021,E01020613,2021 super output areas - lower layer,151,Number of households,555
426,2021,E01020614,2021 super output areas - lower layer,151,Number of households,685
427,2021,E01020622,2021 super output areas - lower layer,151,Number of households,679
428,2021,E01020623,2021 super output areas - lower layer,151,Number of households,670
429,2021,E01020606,2021 super output areas - lower layer,151,Number of households,691
430,2021,E01020615,2021 super output areas - lower layer,151,Number of households,747
431,2021,E01020616,2021 super output areas - lower layer,151,Number of households,788
