,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_TTWDIST_11_NAME,OBS_VALUE
0,2021,E01011423,2021 super output areas - lower layer,151,"Works mainly at an offshore installation, in no fixed place, or outside the UK",149
1,2021,E01011424,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,728
2,2021,E01011424,2021 super output areas - lower layer,151,Less than 2km,130
3,2021,E01011424,2021 super output areas - lower layer,151,2km to less than 5km,180
4,2021,E01011424,2021 super output areas - lower layer,151,5km to less than 10km,67
5,2021,E01011424,2021 super output areas - lower layer,151,10km to less than 20km,53
6,2021,E01011424,2021 super output areas - lower layer,151,20km to less than 30km,14
7,2021,E01011424,2021 super output areas - lower layer,151,30km to less than 40km,7
8,2021,E01011424,2021 super output areas - lower layer,151,40km to less than 60km,3
9,2021,E01011424,2021 super output areas - lower layer,151,60km and over,8
10,2021,E01011424,2021 super output areas - lower layer,151,Works mainly from home,118
11,2021,E01011424,2021 super output areas - lower layer,151,"Works mainly at an offshore installation, in no fixed place, or outside the UK",148
12,2021,E01011427,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,639
13,2021,E01011427,2021 super output areas - lower layer,151,Less than 2km,144
14,2021,E01011427,2021 super output areas - lower layer,151,2km to less than 5km,143
15,2021,E01011427,2021 super output areas - lower layer,151,5km to less than 10km,57
16,2021,E01011427,2021 super output areas - lower layer,151,10km to less than 20km,40
17,2021,E01011427,2021 super output areas - lower layer,151,20km to less than 30km,12
18,2021,E01011427,2021 super output areas - lower layer,151,30km to less than 40km,8
19,2021,E01011427,2021 super output areas - lower layer,151,40km to less than 60km,2
20,2021,E01011427,2021 super output areas - lower layer,151,60km and over,5
21,2021,E01011427,2021 super output areas - lower layer,151,Works mainly from home,82
22,2021,E01011427,2021 super output areas - lower layer,151,"Works mainly at an offshore installation, in no fixed place, or outside the UK",146
23,2021,E01011431,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,822
24,2021,E01011431,2021 super output areas - lower layer,151,Less than 2km,176
25,2021,E01011431,2021 super output areas - lower layer,151,2km to less than 5km,236
26,2021,E01011431,2021 super output areas - lower layer,151,5km to less than 10km,76
27,2021,E01011431,2021 super output areas - lower layer,151,10km to less than 20km,81
28,2021,E01011431,2021 super output areas - lower layer,151,20km to less than 30km,12
29,2021,E01011431,2021 super output areas - lower layer,151,30km to less than 40km,13
30,2021,E01011431,2021 super output areas - lower layer,151,40km to less than 60km,5
31,2021,E01011431,2021 super output areas - lower layer,151,60km and over,11
32,2021,E01011431,2021 super output areas - lower layer,151,Works mainly from home,110
33,2021,E01011431,2021 super output areas - lower layer,151,"Works mainly at an offshore installation, in no fixed place, or outside the UK",102
34,2021,E01011422,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,637
35,2021,E01011422,2021 super output areas - lower layer,151,Less than 2km,117
36,2021,E01011422,2021 super output areas - lower layer,151,2km to less than 5km,124
37,2021,E01011422,2021 super output areas - lower layer,151,5km to less than 10km,50
38,2021,E01011422,2021 super output areas - lower layer,151,10km to less than 20km,49
39,2021,E01011422,2021 super output areas - lower layer,151,20km to less than 30km,5
40,2021,E01011422,2021 super output areas - lower layer,151,30km to less than 40km,13
41,2021,E01011422,2021 super output areas - lower layer,151,40km to less than 60km,4
42,2021,E01011422,2021 super output areas - lower layer,151,60km and over,13
43,2021,E01011422,2021 super output areas - lower layer,151,Works mainly from home,125
44,2021,E01011422,2021 super output areas - lower layer,151,"Works mainly at an offshore installation, in no fixed place, or outside the UK",137
45,2021,E01011426,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,574
46,2021,E01011426,2021 super output areas - lower layer,151,Less than 2km,98
47,2021,E01011426,2021 super output areas - lower layer,151,2km to less than 5km,118
48,2021,E01011426,2021 super output areas - lower layer,151,5km to less than 10km,41
49,2021,E01011426,2021 super output areas - lower layer,151,10km to less than 20km,48
50,2021,E01011426,2021 super output areas - lower layer,151,20km to less than 30km,5
51,2021,E01011426,2021 super output areas - lower layer,151,30km to less than 40km,24
52,2021,E01011426,2021 super output areas - lower layer,151,40km to less than 60km,12
53,2021,E01011426,2021 super output areas - lower layer,151,60km and over,7
54,2021,E01011426,2021 super output areas - lower layer,151,Works mainly from home,131
55,2021,E01011426,2021 super output areas - lower layer,151,"Works mainly at an offshore installation, in no fixed place, or outside the UK",90
56,2021,E01011428,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,770
57,2021,E01011428,2021 super output areas - lower layer,151,Less than 2km,128
58,2021,E01011428,2021 super output areas - lower layer,151,2km to less than 5km,178
59,2021,E01011428,2021 super output areas - lower layer,151,5km to less than 10km,61
60,2021,E01011428,2021 super output areas - lower layer,151,10km to less than 20km,50
61,2021,E01011428,2021 super output areas - lower layer,151,20km to less than 30km,22
62,2021,E01011428,2021 super output areas - lower layer,151,30km to less than 40km,5
63,2021,E01011428,2021 super output areas - lower layer,151,40km to less than 60km,3
64,2021,E01011428,2021 super output areas - lower layer,151,60km and over,28
65,2021,E01011428,2021 super output areas - lower layer,151,Works mainly from home,121
66,2021,E01011428,2021 super output areas - lower layer,151,"Works mainly at an offshore installation, in no fixed place, or outside the UK",174
67,2021,E01011429,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,677
68,2021,E01011429,2021 super output areas - lower layer,151,Less than 2km,126
69,2021,E01011429,2021 super output areas - lower layer,151,2km to less than 5km,134
70,2021,E01011429,2021 super output areas - lower layer,151,5km to less than 10km,54
71,2021,E01011429,2021 super output areas - lower layer,151,10km to less than 20km,45
72,2021,E01011429,2021 super output areas - lower layer,151,20km to less than 30km,13
73,2021,E01011429,2021 super output areas - lower layer,151,30km to less than 40km,11
74,2021,E01011429,2021 super output areas - lower layer,151,40km to less than 60km,6
75,2021,E01011429,2021 super output areas - lower layer,151,60km and over,17
76,2021,E01011429,2021 super output areas - lower layer,151,Works mainly from home,141
77,2021,E01011429,2021 super output areas - lower layer,151,"Works mainly at an offshore installation, in no fixed place, or outside the UK",130
78,2021,E01011663,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,695
79,2021,E01011663,2021 super output areas - lower layer,151,Less than 2km,95
80,2021,E01011663,2021 super output areas - lower layer,151,2km to less than 5km,142
81,2021,E01011663,2021 super output areas - lower layer,151,5km to less than 10km,137
82,2021,E01011663,2021 super output areas - lower layer,151,10km to less than 20km,67
83,2021,E01011663,2021 super output areas - lower layer,151,20km to less than 30km,11
84,2021,E01011663,2021 super output areas - lower layer,151,30km to less than 40km,7
85,2021,E01011663,2021 super output areas - lower layer,151,40km to less than 60km,2
86,2021,E01011663,2021 super output areas - lower layer,151,60km and over,6
87,2021,E01011663,2021 super output areas - lower layer,151,Works mainly from home,129
88,2021,E01011663,2021 super output areas - lower layer,151,"Works mainly at an offshore installation, in no fixed place, or outside the UK",99
89,2021,E01011664,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,584
90,2021,E01011664,2021 super output areas - lower layer,151,Less than 2km,69
91,2021,E01011664,2021 super output areas - lower layer,151,2km to less than 5km,97
92,2021,E01011664,2021 super output areas - lower layer,151,5km to less than 10km,112
93,2021,E01011664,2021 super output areas - lower layer,151,10km to less than 20km,47
94,2021,E01011664,2021 super output areas - lower layer,151,20km to less than 30km,20
95,2021,E01011664,2021 super output areas - lower layer,151,30km to less than 40km,4
96,2021,E01011664,2021 super output areas - lower layer,151,40km to less than 60km,0
97,2021,E01011664,2021 super output areas - lower layer,151,60km and over,7
98,2021,E01011664,2021 super output areas - lower layer,151,Works mainly from home,124
99,2021,E01011664,2021 super output areas - lower layer,151,"Works mainly at an offshore installation, in no fixed place, or outside the UK",104
100,2021,E01011665,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,619
101,2021,E01011665,2021 super output areas - lower layer,151,Less than 2km,93
102,2021,E01011665,2021 super output areas - lower layer,151,2km to less than 5km,101
103,2021,E01011665,2021 super output areas - lower layer,151,5km to less than 10km,109
104,2021,E01011665,2021 super output areas - lower layer,151,10km to less than 20km,51
105,2021,E01011665,2021 super output areas - lower layer,151,20km to less than 30km,9
106,2021,E01011665,2021 super output areas - lower layer,151,30km to less than 40km,4
107,2021,E01011665,2021 super output areas - lower layer,151,40km to less than 60km,1
108,2021,E01011665,2021 super output areas - lower layer,151,60km and over,9
109,2021,E01011665,2021 super output areas - lower layer,151,Works mainly from home,131
110,2021,E01011665,2021 super output areas - lower layer,151,"Works mainly at an offshore installation, in no fixed place, or outside the UK",111
111,2021,E01011667,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,522
112,2021,E01011667,2021 super output areas - lower layer,151,Less than 2km,87
113,2021,E01011667,2021 super output areas - lower layer,151,2km to less than 5km,126
114,2021,E01011667,2021 super output areas - lower layer,151,5km to less than 10km,86
115,2021,E01011667,2021 super output areas - lower layer,151,10km to less than 20km,57
116,2021,E01011667,2021 super output areas - lower layer,151,20km to less than 30km,4
117,2021,E01011667,2021 super output areas - lower layer,151,30km to less than 40km,4
118,2021,E01011667,2021 super output areas - lower layer,151,40km to less than 60km,2
119,2021,E01011667,2021 super output areas - lower layer,151,60km and over,7
120,2021,E01011667,2021 super output areas - lower layer,151,Works mainly from home,68
121,2021,E01011667,2021 super output areas - lower layer,151,"Works mainly at an offshore installation, in no fixed place, or outside the UK",81
122,2021,E01011323,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,599
