,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_NATIDUK_17_NAME,OBS_VALUE
0,2021,E01028497,2021 super output areas - lower layer,151,Total: All usual residents,1439
1,2021,E01028497,2021 super output areas - lower layer,151,British only identity,833
2,2021,E01028497,2021 super output areas - lower layer,151,English only identity,223
3,2021,E01028497,2021 super output areas - lower layer,151,English and British only identity,248
4,2021,E01028497,2021 super output areas - lower layer,151,Welsh only identity,10
5,2021,E01028497,2021 super output areas - lower layer,151,Welsh and British only identity,1
6,2021,E01028497,2021 super output areas - lower layer,151,Any other combination of only UK identities,18
7,2021,E01028497,2021 super output areas - lower layer,151,Scottish only identity,9
8,2021,E01028497,2021 super output areas - lower layer,151,Scottish and British only identity,3
9,2021,E01028497,2021 super output areas - lower layer,151,Northern Irish only identity,1
10,2021,E01028497,2021 super output areas - lower layer,151,Northern Irish and British only identity,1
11,2021,E01028497,2021 super output areas - lower layer,151,Cornish only identity,0
12,2021,E01028497,2021 super output areas - lower layer,151,Cornish and British only identity,0
13,2021,E01028497,2021 super output areas - lower layer,151,Any other combination of only UK identities ,4
14,2021,E01028497,2021 super output areas - lower layer,151,Irish only identity,9
15,2021,E01028497,2021 super output areas - lower layer,151,Irish and at least one UK identity,4
16,2021,E01028497,2021 super output areas - lower layer,151,Other identity only,64
17,2021,E01028497,2021 super output areas - lower layer,151,Other identity and at least one UK identity,29
18,2021,E01028497,2021 super output areas - lower layer,151,Non-UK identity only,73
19,2021,E01028497,2021 super output areas - lower layer,151,UK identity and non-UK identity,33
20,2021,E01028498,2021 super output areas - lower layer,151,Total: All usual residents,1667
21,2021,E01028498,2021 super output areas - lower layer,151,British only identity,976
22,2021,E01028498,2021 super output areas - lower layer,151,English only identity,268
23,2021,E01028498,2021 super output areas - lower layer,151,English and British only identity,281
24,2021,E01028498,2021 super output areas - lower layer,151,Welsh only identity,7
25,2021,E01028498,2021 super output areas - lower layer,151,Welsh and British only identity,5
26,2021,E01028498,2021 super output areas - lower layer,151,Any other combination of only UK identities,20
27,2021,E01028498,2021 super output areas - lower layer,151,Scottish only identity,9
28,2021,E01028498,2021 super output areas - lower layer,151,Scottish and British only identity,2
29,2021,E01028498,2021 super output areas - lower layer,151,Northern Irish only identity,4
30,2021,E01028498,2021 super output areas - lower layer,151,Northern Irish and British only identity,2
31,2021,E01028498,2021 super output areas - lower layer,151,Cornish only identity,1
32,2021,E01028498,2021 super output areas - lower layer,151,Cornish and British only identity,0
33,2021,E01028498,2021 super output areas - lower layer,151,Any other combination of only UK identities ,2
34,2021,E01028498,2021 super output areas - lower layer,151,Irish only identity,7
35,2021,E01028498,2021 super output areas - lower layer,151,Irish and at least one UK identity,3
36,2021,E01028498,2021 super output areas - lower layer,151,Other identity only,71
37,2021,E01028498,2021 super output areas - lower layer,151,Other identity and at least one UK identity,29
38,2021,E01028498,2021 super output areas - lower layer,151,Non-UK identity only,78
39,2021,E01028498,2021 super output areas - lower layer,151,UK identity and non-UK identity,32
40,2021,E01028500,2021 super output areas - lower layer,151,Total: All usual residents,2019
41,2021,E01028500,2021 super output areas - lower layer,151,British only identity,1171
42,2021,E01028500,2021 super output areas - lower layer,151,English only identity,395
43,2021,E01028500,2021 super output areas - lower layer,151,English and British only identity,253
44,2021,E01028500,2021 super output areas - lower layer,151,Welsh only identity,8
45,2021,E01028500,2021 super output areas - lower layer,151,Welsh and British only identity,1
46,2021,E01028500,2021 super output areas - lower layer,151,Any other combination of only UK identities,42
47,2021,E01028500,2021 super output areas - lower layer,151,Scottish only identity,15
48,2021,E01028500,2021 super output areas - lower layer,151,Scottish and British only identity,5
49,2021,E01028500,2021 super output areas - lower layer,151,Northern Irish only identity,12
50,2021,E01028500,2021 super output areas - lower layer,151,Northern Irish and British only identity,7
51,2021,E01028500,2021 super output areas - lower layer,151,Cornish only identity,0
52,2021,E01028500,2021 super output areas - lower layer,151,Cornish and British only identity,0
53,2021,E01028500,2021 super output areas - lower layer,151,Any other combination of only UK identities ,3
54,2021,E01028500,2021 super output areas - lower layer,151,Irish only identity,14
55,2021,E01028500,2021 super output areas - lower layer,151,Irish and at least one UK identity,1
56,2021,E01028500,2021 super output areas - lower layer,151,Other identity only,104
57,2021,E01028500,2021 super output areas - lower layer,151,Other identity and at least one UK identity,30
58,2021,E01028500,2021 super output areas - lower layer,151,Non-UK identity only,118
