,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_TTWDIST_11_NAME,OBS_VALUE
0,2021,E01022895,2021 super output areas - lower layer,151,60km and over,3
1,2021,E01022895,2021 super output areas - lower layer,151,Works mainly from home,318
2,2021,E01022895,2021 super output areas - lower layer,151,"Works mainly at an offshore installation, in no fixed place, or outside the UK",132
3,2021,E01022896,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,722
4,2021,E01022896,2021 super output areas - lower layer,151,Less than 2km,54
5,2021,E01022896,2021 super output areas - lower layer,151,2km to less than 5km,49
6,2021,E01022896,2021 super output areas - lower layer,151,5km to less than 10km,103
7,2021,E01022896,2021 super output areas - lower layer,151,10km to less than 20km,81
8,2021,E01022896,2021 super output areas - lower layer,151,20km to less than 30km,36
9,2021,E01022896,2021 super output areas - lower layer,151,30km to less than 40km,18
10,2021,E01022896,2021 super output areas - lower layer,151,40km to less than 60km,8
11,2021,E01022896,2021 super output areas - lower layer,151,60km and over,7
12,2021,E01022896,2021 super output areas - lower layer,151,Works mainly from home,268
13,2021,E01022896,2021 super output areas - lower layer,151,"Works mainly at an offshore installation, in no fixed place, or outside the UK",98
14,2021,E01022897,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,847
15,2021,E01022897,2021 super output areas - lower layer,151,Less than 2km,51
16,2021,E01022897,2021 super output areas - lower layer,151,2km to less than 5km,57
17,2021,E01022897,2021 super output areas - lower layer,151,5km to less than 10km,123
18,2021,E01022897,2021 super output areas - lower layer,151,10km to less than 20km,73
19,2021,E01022897,2021 super output areas - lower layer,151,20km to less than 30km,32
20,2021,E01022897,2021 super output areas - lower layer,151,30km to less than 40km,11
21,2021,E01022897,2021 super output areas - lower layer,151,40km to less than 60km,18
22,2021,E01022897,2021 super output areas - lower layer,151,60km and over,7
23,2021,E01022897,2021 super output areas - lower layer,151,Works mainly from home,354
24,2021,E01022897,2021 super output areas - lower layer,151,"Works mainly at an offshore installation, in no fixed place, or outside the UK",121
25,2021,E01022898,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,688
26,2021,E01022898,2021 super output areas - lower layer,151,Less than 2km,59
27,2021,E01022898,2021 super output areas - lower layer,151,2km to less than 5km,32
28,2021,E01022898,2021 super output areas - lower layer,151,5km to less than 10km,93
29,2021,E01022898,2021 super output areas - lower layer,151,10km to less than 20km,56
30,2021,E01022898,2021 super output areas - lower layer,151,20km to less than 30km,30
31,2021,E01022898,2021 super output areas - lower layer,151,30km to less than 40km,18
32,2021,E01022898,2021 super output areas - lower layer,151,40km to less than 60km,11
33,2021,E01022898,2021 super output areas - lower layer,151,60km and over,11
34,2021,E01022898,2021 super output areas - lower layer,151,Works mainly from home,269
35,2021,E01022898,2021 super output areas - lower layer,151,"Works mainly at an offshore installation, in no fixed place, or outside the UK",109
36,2021,E01022846,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,1579
37,2021,E01022846,2021 super output areas - lower layer,151,Less than 2km,17
38,2021,E01022846,2021 super output areas - lower layer,151,2km to less than 5km,127
39,2021,E01022846,2021 super output areas - lower layer,151,5km to less than 10km,241
40,2021,E01022846,2021 super output areas - lower layer,151,10km to less than 20km,301
41,2021,E01022846,2021 super output areas - lower layer,151,20km to less than 30km,61
42,2021,E01022846,2021 super output areas - lower layer,151,30km to less than 40km,21
43,2021,E01022846,2021 super output areas - lower layer,151,40km to less than 60km,27
44,2021,E01022846,2021 super output areas - lower layer,151,60km and over,4
45,2021,E01022846,2021 super output areas - lower layer,151,Works mainly from home,557
46,2021,E01022846,2021 super output areas - lower layer,151,"Works mainly at an offshore installation, in no fixed place, or outside the UK",223
47,2021,E01022847,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,949
48,2021,E01022847,2021 super output areas - lower layer,151,Less than 2km,75
49,2021,E01022847,2021 super output areas - lower layer,151,2km to less than 5km,122
50,2021,E01022847,2021 super output areas - lower layer,151,5km to less than 10km,86
51,2021,E01022847,2021 super output areas - lower layer,151,10km to less than 20km,88
52,2021,E01022847,2021 super output areas - lower layer,151,20km to less than 30km,50
53,2021,E01022847,2021 super output areas - lower layer,151,30km to less than 40km,14
54,2021,E01022847,2021 super output areas - lower layer,151,40km to less than 60km,14
55,2021,E01022847,2021 super output areas - lower layer,151,60km and over,4
56,2021,E01022847,2021 super output areas - lower layer,151,Works mainly from home,322
