,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_NATIDUK_17_NAME,OBS_VALUE
0,2021,E01011262,2021 super output areas - lower layer,151,Total: All usual residents,1757
1,2021,E01011262,2021 super output areas - lower layer,151,British only identity,1377
2,2021,E01011262,2021 super output areas - lower layer,151,English only identity,98
3,2021,E01011262,2021 super output areas - lower layer,151,English and British only identity,93
4,2021,E01011262,2021 super output areas - lower layer,151,Welsh only identity,0
5,2021,E01011262,2021 super output areas - lower layer,151,Welsh and British only identity,0
6,2021,E01011262,2021 super output areas - lower layer,151,Any other combination of only UK identities,5
7,2021,E01011262,2021 super output areas - lower layer,151,Scottish only identity,3
8,2021,E01011262,2021 super output areas - lower layer,151,Scottish and British only identity,1
9,2021,E01011262,2021 super output areas - lower layer,151,Northern Irish only identity,0
10,2021,E01011262,2021 super output areas - lower layer,151,Northern Irish and British only identity,0
11,2021,E01011262,2021 super output areas - lower layer,151,Cornish only identity,0
12,2021,E01011262,2021 super output areas - lower layer,151,Cornish and British only identity,0
13,2021,E01011262,2021 super output areas - lower layer,151,Any other combination of only UK identities ,1
14,2021,E01011262,2021 super output areas - lower layer,151,Irish only identity,1
15,2021,E01011262,2021 super output areas - lower layer,151,Irish and at least one UK identity,0
16,2021,E01011262,2021 super output areas - lower layer,151,Other identity only,156
17,2021,E01011262,2021 super output areas - lower layer,151,Other identity and at least one UK identity,27
18,2021,E01011262,2021 super output areas - lower layer,151,Non-UK identity only,157
19,2021,E01011262,2021 super output areas - lower layer,151,UK identity and non-UK identity,27
20,2021,E01011263,2021 super output areas - lower layer,151,Total: All usual residents,1789
21,2021,E01011263,2021 super output areas - lower layer,151,British only identity,1218
22,2021,E01011263,2021 super output areas - lower layer,151,English only identity,220
23,2021,E01011263,2021 super output areas - lower layer,151,English and British only identity,212
24,2021,E01011263,2021 super output areas - lower layer,151,Welsh only identity,11
25,2021,E01011263,2021 super output areas - lower layer,151,Welsh and British only identity,1
26,2021,E01011263,2021 super output areas - lower layer,151,Any other combination of only UK identities,6
27,2021,E01011263,2021 super output areas - lower layer,151,Scottish only identity,4
28,2021,E01011263,2021 super output areas - lower layer,151,Scottish and British only identity,2
29,2021,E01011263,2021 super output areas - lower layer,151,Northern Irish only identity,0
30,2021,E01011263,2021 super output areas - lower layer,151,Northern Irish and British only identity,0
31,2021,E01011263,2021 super output areas - lower layer,151,Cornish only identity,0
32,2021,E01011263,2021 super output areas - lower layer,151,Cornish and British only identity,0
33,2021,E01011263,2021 super output areas - lower layer,151,Any other combination of only UK identities ,0
34,2021,E01011263,2021 super output areas - lower layer,151,Irish only identity,1
35,2021,E01011263,2021 super output areas - lower layer,151,Irish and at least one UK identity,0
36,2021,E01011263,2021 super output areas - lower layer,151,Other identity only,91
37,2021,E01011263,2021 super output areas - lower layer,151,Other identity and at least one UK identity,29
38,2021,E01011263,2021 super output areas - lower layer,151,Non-UK identity only,92
39,2021,E01011263,2021 super output areas - lower layer,151,UK identity and non-UK identity,29
40,2021,E01011101,2021 super output areas - lower layer,151,Total: All usual residents,1830
41,2021,E01011101,2021 super output areas - lower layer,151,British only identity,1076
42,2021,E01011101,2021 super output areas - lower layer,151,English only identity,167
43,2021,E01011101,2021 super output areas - lower layer,151,English and British only identity,216
44,2021,E01011101,2021 super output areas - lower layer,151,Welsh only identity,2
45,2021,E01011101,2021 super output areas - lower layer,151,Welsh and British only identity,1
46,2021,E01011101,2021 super output areas - lower layer,151,Any other combination of only UK identities,12
47,2021,E01011101,2021 super output areas - lower layer,151,Scottish only identity,4
48,2021,E01011101,2021 super output areas - lower layer,151,Scottish and British only identity,4
49,2021,E01011101,2021 super output areas - lower layer,151,Northern Irish only identity,1
50,2021,E01011101,2021 super output areas - lower layer,151,Northern Irish and British only identity,0
51,2021,E01011101,2021 super output areas - lower layer,151,Cornish only identity,0
52,2021,E01011101,2021 super output areas - lower layer,151,Cornish and British only identity,0
53,2021,E01011101,2021 super output areas - lower layer,151,Any other combination of only UK identities ,3
54,2021,E01011101,2021 super output areas - lower layer,151,Irish only identity,9
55,2021,E01011101,2021 super output areas - lower layer,151,Irish and at least one UK identity,2
56,2021,E01011101,2021 super output areas - lower layer,151,Other identity only,321
57,2021,E01011101,2021 super output areas - lower layer,151,Other identity and at least one UK identity,24
58,2021,E01011101,2021 super output areas - lower layer,151,Non-UK identity only,330
59,2021,E01011101,2021 super output areas - lower layer,151,UK identity and non-UK identity,26
60,2021,E01011103,2021 super output areas - lower layer,151,Total: All usual residents,1376
61,2021,E01011103,2021 super output areas - lower layer,151,British only identity,889
62,2021,E01011103,2021 super output areas - lower layer,151,English only identity,166
63,2021,E01011103,2021 super output areas - lower layer,151,English and British only identity,195
64,2021,E01011103,2021 super output areas - lower layer,151,Welsh only identity,1
65,2021,E01011103,2021 super output areas - lower layer,151,Welsh and British only identity,0
66,2021,E01011103,2021 super output areas - lower layer,151,Any other combination of only UK identities,9
67,2021,E01011103,2021 super output areas - lower layer,151,Scottish only identity,6
68,2021,E01011103,2021 super output areas - lower layer,151,Scottish and British only identity,3
69,2021,E01011103,2021 super output areas - lower layer,151,Northern Irish only identity,0
70,2021,E01011103,2021 super output areas - lower layer,151,Northern Irish and British only identity,0
71,2021,E01011103,2021 super output areas - lower layer,151,Cornish only identity,0
72,2021,E01011103,2021 super output areas - lower layer,151,Cornish and British only identity,0
73,2021,E01011103,2021 super output areas - lower layer,151,Any other combination of only UK identities ,0
74,2021,E01011103,2021 super output areas - lower layer,151,Irish only identity,4
75,2021,E01011103,2021 super output areas - lower layer,151,Irish and at least one UK identity,1
76,2021,E01011103,2021 super output areas - lower layer,151,Other identity only,88
77,2021,E01011103,2021 super output areas - lower layer,151,Other identity and at least one UK identity,23
78,2021,E01011103,2021 super output areas - lower layer,151,Non-UK identity only,92
79,2021,E01011103,2021 super output areas - lower layer,151,UK identity and non-UK identity,24
80,2021,E01011104,2021 super output areas - lower layer,151,Total: All usual residents,1634
81,2021,E01011104,2021 super output areas - lower layer,151,British only identity,1055
82,2021,E01011104,2021 super output areas - lower layer,151,English only identity,191
83,2021,E01011104,2021 super output areas - lower layer,151,English and British only identity,199
84,2021,E01011104,2021 super output areas - lower layer,151,Welsh only identity,1
85,2021,E01011104,2021 super output areas - lower layer,151,Welsh and British only identity,0
86,2021,E01011104,2021 super output areas - lower layer,151,Any other combination of only UK identities,13
87,2021,E01011104,2021 super output areas - lower layer,151,Scottish only identity,9
88,2021,E01011104,2021 super output areas - lower layer,151,Scottish and British only identity,2
89,2021,E01011104,2021 super output areas - lower layer,151,Northern Irish only identity,2
90,2021,E01011104,2021 super output areas - lower layer,151,Northern Irish and British only identity,0
91,2021,E01011104,2021 super output areas - lower layer,151,Cornish only identity,0
92,2021,E01011104,2021 super output areas - lower layer,151,Cornish and British only identity,0
93,2021,E01011104,2021 super output areas - lower layer,151,Any other combination of only UK identities ,0
94,2021,E01011104,2021 super output areas - lower layer,151,Irish only identity,9
95,2021,E01011104,2021 super output areas - lower layer,151,Irish and at least one UK identity,1
96,2021,E01011104,2021 super output areas - lower layer,151,Other identity only,140
97,2021,E01011104,2021 super output areas - lower layer,151,Other identity and at least one UK identity,25
98,2021,E01011104,2021 super output areas - lower layer,151,Non-UK identity only,149
99,2021,E01011104,2021 super output areas - lower layer,151,UK identity and non-UK identity,26
100,2021,E01011105,2021 super output areas - lower layer,151,Total: All usual residents,2482
101,2021,E01011105,2021 super output areas - lower layer,151,British only identity,1642
102,2021,E01011105,2021 super output areas - lower layer,151,English only identity,199
103,2021,E01011105,2021 super output areas - lower layer,151,English and British only identity,224
104,2021,E01011105,2021 super output areas - lower layer,151,Welsh only identity,1
105,2021,E01011105,2021 super output areas - lower layer,151,Welsh and British only identity,2
106,2021,E01011105,2021 super output areas - lower layer,151,Any other combination of only UK identities,20
107,2021,E01011105,2021 super output areas - lower layer,151,Scottish only identity,7
108,2021,E01011105,2021 super output areas - lower layer,151,Scottish and British only identity,4
109,2021,E01011105,2021 super output areas - lower layer,151,Northern Irish only identity,5
110,2021,E01011105,2021 super output areas - lower layer,151,Northern Irish and British only identity,1
111,2021,E01011105,2021 super output areas - lower layer,151,Cornish only identity,0
112,2021,E01011105,2021 super output areas - lower layer,151,Cornish and British only identity,0
113,2021,E01011105,2021 super output areas - lower layer,151,Any other combination of only UK identities ,3
114,2021,E01011105,2021 super output areas - lower layer,151,Irish only identity,5
115,2021,E01011105,2021 super output areas - lower layer,151,Irish and at least one UK identity,4
116,2021,E01011105,2021 super output areas - lower layer,151,Other identity only,332
117,2021,E01011105,2021 super output areas - lower layer,151,Other identity and at least one UK identity,53
118,2021,E01011105,2021 super output areas - lower layer,151,Non-UK identity only,337
119,2021,E01011105,2021 super output areas - lower layer,151,UK identity and non-UK identity,57
120,2021,E01011212,2021 super output areas - lower layer,151,Total: All usual residents,1566
121,2021,E01011212,2021 super output areas - lower layer,151,British only identity,887
122,2021,E01011212,2021 super output areas - lower layer,151,English only identity,320
123,2021,E01011212,2021 super output areas - lower layer,151,English and British only identity,295
124,2021,E01011212,2021 super output areas - lower layer,151,Welsh only identity,1
125,2021,E01011212,2021 super output areas - lower layer,151,Welsh and British only identity,1
126,2021,E01011212,2021 super output areas - lower layer,151,Any other combination of only UK identities,9
127,2021,E01011212,2021 super output areas - lower layer,151,Scottish only identity,5
128,2021,E01011212,2021 super output areas - lower layer,151,Scottish and British only identity,0
129,2021,E01011212,2021 super output areas - lower layer,151,Northern Irish only identity,2
130,2021,E01011212,2021 super output areas - lower layer,151,Northern Irish and British only identity,1
131,2021,E01011212,2021 super output areas - lower layer,151,Cornish only identity,0
132,2021,E01011212,2021 super output areas - lower layer,151,Cornish and British only identity,0
133,2021,E01011212,2021 super output areas - lower layer,151,Any other combination of only UK identities ,1
134,2021,E01011212,2021 super output areas - lower layer,151,Irish only identity,2
135,2021,E01011212,2021 super output areas - lower layer,151,Irish and at least one UK identity,2
136,2021,E01011212,2021 super output areas - lower layer,151,Other identity only,39
137,2021,E01011212,2021 super output areas - lower layer,151,Other identity and at least one UK identity,10
138,2021,E01011212,2021 super output areas - lower layer,151,Non-UK identity only,41
139,2021,E01011212,2021 super output areas - lower layer,151,UK identity and non-UK identity,12
140,2021,E01011213,2021 super output areas - lower layer,151,Total: All usual residents,1537
141,2021,E01011213,2021 super output areas - lower layer,151,British only identity,899
142,2021,E01011213,2021 super output areas - lower layer,151,English only identity,276
143,2021,E01011213,2021 super output areas - lower layer,151,English and British only identity,316
144,2021,E01011213,2021 super output areas - lower layer,151,Welsh only identity,2
145,2021,E01011213,2021 super output areas - lower layer,151,Welsh and British only identity,1
146,2021,E01011213,2021 super output areas - lower layer,151,Any other combination of only UK identities,17
147,2021,E01011213,2021 super output areas - lower layer,151,Scottish only identity,11
148,2021,E01011213,2021 super output areas - lower layer,151,Scottish and British only identity,4
149,2021,E01011213,2021 super output areas - lower layer,151,Northern Irish only identity,1
150,2021,E01011213,2021 super output areas - lower layer,151,Northern Irish and British only identity,0
151,2021,E01011213,2021 super output areas - lower layer,151,Cornish only identity,0
152,2021,E01011213,2021 super output areas - lower layer,151,Cornish and British only identity,0
