,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_NATIDUK_17_NAME,OBS_VALUE
0,2021,E01017673,2021 super output areas - lower layer,151,Total: All usual residents,1385
1,2021,E01017673,2021 super output areas - lower layer,151,British only identity,853
2,2021,E01017673,2021 super output areas - lower layer,151,English only identity,224
3,2021,E01017673,2021 super output areas - lower layer,151,English and British only identity,217
4,2021,E01017673,2021 super output areas - lower layer,151,Welsh only identity,7
5,2021,E01017673,2021 super output areas - lower layer,151,Welsh and British only identity,0
6,2021,E01017673,2021 super output areas - lower layer,151,Any other combination of only UK identities,14
7,2021,E01017673,2021 super output areas - lower layer,151,Scottish only identity,4
8,2021,E01017673,2021 super output areas - lower layer,151,Scottish and British only identity,3
9,2021,E01017673,2021 super output areas - lower layer,151,Northern Irish only identity,0
10,2021,E01017673,2021 super output areas - lower layer,151,Northern Irish and British only identity,0
11,2021,E01017673,2021 super output areas - lower layer,151,Cornish only identity,0
12,2021,E01017673,2021 super output areas - lower layer,151,Cornish and British only identity,0
13,2021,E01017673,2021 super output areas - lower layer,151,Any other combination of only UK identities ,7
14,2021,E01017673,2021 super output areas - lower layer,151,Irish only identity,6
15,2021,E01017673,2021 super output areas - lower layer,151,Irish and at least one UK identity,0
16,2021,E01017673,2021 super output areas - lower layer,151,Other identity only,46
17,2021,E01017673,2021 super output areas - lower layer,151,Other identity and at least one UK identity,18
18,2021,E01017673,2021 super output areas - lower layer,151,Non-UK identity only,52
19,2021,E01017673,2021 super output areas - lower layer,151,UK identity and non-UK identity,18
20,2021,E01017674,2021 super output areas - lower layer,151,Total: All usual residents,1801
21,2021,E01017674,2021 super output areas - lower layer,151,British only identity,1093
22,2021,E01017674,2021 super output areas - lower layer,151,English only identity,356
23,2021,E01017674,2021 super output areas - lower layer,151,English and British only identity,220
24,2021,E01017674,2021 super output areas - lower layer,151,Welsh only identity,11
25,2021,E01017674,2021 super output areas - lower layer,151,Welsh and British only identity,4
26,2021,E01017674,2021 super output areas - lower layer,151,Any other combination of only UK identities,29
27,2021,E01017674,2021 super output areas - lower layer,151,Scottish only identity,16
28,2021,E01017674,2021 super output areas - lower layer,151,Scottish and British only identity,4
29,2021,E01017674,2021 super output areas - lower layer,151,Northern Irish only identity,2
30,2021,E01017674,2021 super output areas - lower layer,151,Northern Irish and British only identity,2
31,2021,E01017674,2021 super output areas - lower layer,151,Cornish only identity,2
32,2021,E01017674,2021 super output areas - lower layer,151,Cornish and British only identity,0
33,2021,E01017674,2021 super output areas - lower layer,151,Any other combination of only UK identities ,3
34,2021,E01017674,2021 super output areas - lower layer,151,Irish only identity,12
35,2021,E01017674,2021 super output areas - lower layer,151,Irish and at least one UK identity,2
36,2021,E01017674,2021 super output areas - lower layer,151,Other identity only,57
37,2021,E01017674,2021 super output areas - lower layer,151,Other identity and at least one UK identity,17
38,2021,E01017674,2021 super output areas - lower layer,151,Non-UK identity only,69
39,2021,E01017674,2021 super output areas - lower layer,151,UK identity and non-UK identity,19
40,2021,E01017659,2021 super output areas - lower layer,151,Total: All usual residents,1643
41,2021,E01017659,2021 super output areas - lower layer,151,British only identity,958
42,2021,E01017659,2021 super output areas - lower layer,151,English only identity,230
43,2021,E01017659,2021 super output areas - lower layer,151,English and British only identity,162
44,2021,E01017659,2021 super output areas - lower layer,151,Welsh only identity,3
45,2021,E01017659,2021 super output areas - lower layer,151,Welsh and British only identity,2
46,2021,E01017659,2021 super output areas - lower layer,151,Any other combination of only UK identities,8
47,2021,E01017659,2021 super output areas - lower layer,151,Scottish only identity,5
48,2021,E01017659,2021 super output areas - lower layer,151,Scottish and British only identity,1
49,2021,E01017659,2021 super output areas - lower layer,151,Northern Irish only identity,1
50,2021,E01017659,2021 super output areas - lower layer,151,Northern Irish and British only identity,0
51,2021,E01017659,2021 super output areas - lower layer,151,Cornish only identity,0
52,2021,E01017659,2021 super output areas - lower layer,151,Cornish and British only identity,0
53,2021,E01017659,2021 super output areas - lower layer,151,Any other combination of only UK identities ,1
54,2021,E01017659,2021 super output areas - lower layer,151,Irish only identity,21
55,2021,E01017659,2021 super output areas - lower layer,151,Irish and at least one UK identity,1
56,2021,E01017659,2021 super output areas - lower layer,151,Other identity only,227
57,2021,E01017659,2021 super output areas - lower layer,151,Other identity and at least one UK identity,31
58,2021,E01017659,2021 super output areas - lower layer,151,Non-UK identity only,248
59,2021,E01017659,2021 super output areas - lower layer,151,UK identity and non-UK identity,32
60,2021,E01017660,2021 super output areas - lower layer,151,Total: All usual residents,1570
61,2021,E01017660,2021 super output areas - lower layer,151,British only identity,866
62,2021,E01017660,2021 super output areas - lower layer,151,English only identity,307
63,2021,E01017660,2021 super output areas - lower layer,151,English and British only identity,204
64,2021,E01017660,2021 super output areas - lower layer,151,Welsh only identity,3
65,2021,E01017660,2021 super output areas - lower layer,151,Welsh and British only identity,3
66,2021,E01017660,2021 super output areas - lower layer,151,Any other combination of only UK identities,14
67,2021,E01017660,2021 super output areas - lower layer,151,Scottish only identity,8
68,2021,E01017660,2021 super output areas - lower layer,151,Scottish and British only identity,1
69,2021,E01017660,2021 super output areas - lower layer,151,Northern Irish only identity,3
70,2021,E01017660,2021 super output areas - lower layer,151,Northern Irish and British only identity,0
71,2021,E01017660,2021 super output areas - lower layer,151,Cornish only identity,0
72,2021,E01017660,2021 super output areas - lower layer,151,Cornish and British only identity,0
73,2021,E01017660,2021 super output areas - lower layer,151,Any other combination of only UK identities ,2
74,2021,E01017660,2021 super output areas - lower layer,151,Irish only identity,4
