,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_WLANGW_3_NAME,OBS_VALUE
286,2021,W01000101,2021 super output areas - lower layer,151,Cannot write Welsh,424
287,2021,W01000101,2021 super output areas - lower layer,151,Can write Welsh,906
288,2021,W01002003,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,2337
289,2021,W01002003,2021 super output areas - lower layer,151,Cannot write Welsh,1391
290,2021,W01002003,2021 super output areas - lower layer,151,Can write Welsh,946
291,2021,W01000080,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1424
292,2021,W01000080,2021 super output areas - lower layer,151,Cannot write Welsh,709
293,2021,W01000080,2021 super output areas - lower layer,151,Can write Welsh,715
294,2021,W01000084,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1047
295,2021,W01000084,2021 super output areas - lower layer,151,Cannot write Welsh,455
296,2021,W01000084,2021 super output areas - lower layer,151,Can write Welsh,592
297,2021,W01001932,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,2694
298,2021,W01001932,2021 super output areas - lower layer,151,Cannot write Welsh,775
299,2021,W01001932,2021 super output areas - lower layer,151,Can write Welsh,1919
300,2021,W01000051,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1945
301,2021,W01000051,2021 super output areas - lower layer,151,Cannot write Welsh,689
302,2021,W01000051,2021 super output areas - lower layer,151,Can write Welsh,1256
303,2021,W01000060,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1227
304,2021,W01000060,2021 super output areas - lower layer,151,Cannot write Welsh,703
305,2021,W01000060,2021 super output areas - lower layer,151,Can write Welsh,524
306,2021,W01000082,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1067
307,2021,W01000082,2021 super output areas - lower layer,151,Cannot write Welsh,433
308,2021,W01000082,2021 super output areas - lower layer,151,Can write Welsh,634
309,2021,W01000083,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1318
310,2021,W01000083,2021 super output areas - lower layer,151,Cannot write Welsh,326
311,2021,W01000083,2021 super output areas - lower layer,151,Can write Welsh,992
312,2021,W01000057,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1358
313,2021,W01000057,2021 super output areas - lower layer,151,Cannot write Welsh,615
314,2021,W01000057,2021 super output areas - lower layer,151,Can write Welsh,743
315,2021,W01000067,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1165
316,2021,W01000067,2021 super output areas - lower layer,151,Cannot write Welsh,554
317,2021,W01000067,2021 super output areas - lower layer,151,Can write Welsh,611
318,2021,W01000068,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1374
319,2021,W01000068,2021 super output areas - lower layer,151,Cannot write Welsh,660
320,2021,W01000068,2021 super output areas - lower layer,151,Can write Welsh,714
321,2021,W01002004,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,2098
322,2021,W01002004,2021 super output areas - lower layer,151,Cannot write Welsh,1419
323,2021,W01002004,2021 super output areas - lower layer,151,Can write Welsh,679
324,2021,W01000085,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1889
325,2021,W01000085,2021 super output areas - lower layer,151,Cannot write Welsh,1259
326,2021,W01000085,2021 super output areas - lower layer,151,Can write Welsh,630
