,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_COB_12_NAME,OBS_VALUE
0,2021,E01032420,2021 super output areas - lower layer,151,Middle East and Asia,14
1,2021,E01032420,2021 super output areas - lower layer,151,The Americas and the Caribbean,8
2,2021,E01032420,2021 super output areas - lower layer,151,Antarctica and Oceania (including Australasia) and Other,1
3,2021,E01032420,2021 super output areas - lower layer,151,British Overseas,0
4,2021,E01032421,2021 super output areas - lower layer,151,Total: All usual residents,1155
5,2021,E01032421,2021 super output areas - lower layer,151,Europe,1135
6,2021,E01032421,2021 super output areas - lower layer,151,Europe: United Kingdom,1109
7,2021,E01032421,2021 super output areas - lower layer,151,Europe: EU countries,24
8,2021,E01032421,2021 super output areas - lower layer,151,Europe: EU countries: European Union EU14,15
9,2021,E01032421,2021 super output areas - lower layer,151,Europe: EU countries: European Union EU8,2
10,2021,E01032421,2021 super output areas - lower layer,151,Europe: EU countries: European Union EU2,2
11,2021,E01032421,2021 super output areas - lower layer,151,Europe: EU countries: All other EU countries,5
12,2021,E01032421,2021 super output areas - lower layer,151,Europe: Non-EU countries - All other non-EU countries,2
13,2021,E01032421,2021 super output areas - lower layer,151,Africa,5
14,2021,E01032421,2021 super output areas - lower layer,151,Middle East and Asia,10
15,2021,E01032421,2021 super output areas - lower layer,151,The Americas and the Caribbean,5
16,2021,E01032421,2021 super output areas - lower layer,151,Antarctica and Oceania (including Australasia) and Other,0
17,2021,E01032421,2021 super output areas - lower layer,151,British Overseas,0
18,2021,E01032422,2021 super output areas - lower layer,151,Total: All usual residents,1438
19,2021,E01032422,2021 super output areas - lower layer,151,Europe,1414
20,2021,E01032422,2021 super output areas - lower layer,151,Europe: United Kingdom,1340
21,2021,E01032422,2021 super output areas - lower layer,151,Europe: EU countries,72
22,2021,E01032422,2021 super output areas - lower layer,151,Europe: EU countries: European Union EU14,11
23,2021,E01032422,2021 super output areas - lower layer,151,Europe: EU countries: European Union EU8,35
24,2021,E01032422,2021 super output areas - lower layer,151,Europe: EU countries: European Union EU2,26
25,2021,E01032422,2021 super output areas - lower layer,151,Europe: EU countries: All other EU countries,0
26,2021,E01032422,2021 super output areas - lower layer,151,Europe: Non-EU countries - All other non-EU countries,2
27,2021,E01032422,2021 super output areas - lower layer,151,Africa,2
28,2021,E01032422,2021 super output areas - lower layer,151,Middle East and Asia,16
