,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HEALTH_6_NAME,OBS_VALUE
0,2021,E01022350,2021 super output areas - lower layer,151,Good health,718
1,2021,E01022350,2021 super output areas - lower layer,151,Fair health,240
2,2021,E01022350,2021 super output areas - lower layer,151,Bad health,54
3,2021,E01022350,2021 super output areas - lower layer,151,Very bad health,15
4,2021,E01022382,2021 super output areas - lower layer,151,Total: All usual residents,1626
5,2021,E01022382,2021 super output areas - lower layer,151,Very good health,787
6,2021,E01022382,2021 super output areas - lower layer,151,Good health,578
7,2021,E01022382,2021 super output areas - lower layer,151,Fair health,198
8,2021,E01022382,2021 super output areas - lower layer,151,Bad health,47
9,2021,E01022382,2021 super output areas - lower layer,151,Very bad health,16
10,2021,E01022383,2021 super output areas - lower layer,151,Total: All usual residents,1501
11,2021,E01022383,2021 super output areas - lower layer,151,Very good health,692
12,2021,E01022383,2021 super output areas - lower layer,151,Good health,476
13,2021,E01022383,2021 super output areas - lower layer,151,Fair health,218
14,2021,E01022383,2021 super output areas - lower layer,151,Bad health,90
15,2021,E01022383,2021 super output areas - lower layer,151,Very bad health,25
16,2021,E01022384,2021 super output areas - lower layer,151,Total: All usual residents,1398
17,2021,E01022384,2021 super output areas - lower layer,151,Very good health,680
18,2021,E01022384,2021 super output areas - lower layer,151,Good health,486
19,2021,E01022384,2021 super output areas - lower layer,151,Fair health,187
20,2021,E01022384,2021 super output areas - lower layer,151,Bad health,31
21,2021,E01022384,2021 super output areas - lower layer,151,Very bad health,14
22,2021,E01022359,2021 super output areas - lower layer,151,Total: All usual residents,1538
23,2021,E01022359,2021 super output areas - lower layer,151,Very good health,699
24,2021,E01022359,2021 super output areas - lower layer,151,Good health,560
25,2021,E01022359,2021 super output areas - lower layer,151,Fair health,209
26,2021,E01022359,2021 super output areas - lower layer,151,Bad health,60
27,2021,E01022359,2021 super output areas - lower layer,151,Very bad health,10
28,2021,E01022360,2021 super output areas - lower layer,151,Total: All usual residents,1480
29,2021,E01022360,2021 super output areas - lower layer,151,Very good health,711
30,2021,E01022360,2021 super output areas - lower layer,151,Good health,532
31,2021,E01022360,2021 super output areas - lower layer,151,Fair health,180
32,2021,E01022360,2021 super output areas - lower layer,151,Bad health,50
33,2021,E01022360,2021 super output areas - lower layer,151,Very bad health,7
34,2021,E01022361,2021 super output areas - lower layer,151,Total: All usual residents,1198
35,2021,E01022361,2021 super output areas - lower layer,151,Very good health,489
36,2021,E01022361,2021 super output areas - lower layer,151,Good health,452
37,2021,E01022361,2021 super output areas - lower layer,151,Fair health,177
38,2021,E01022361,2021 super output areas - lower layer,151,Bad health,71
39,2021,E01022361,2021 super output areas - lower layer,151,Very bad health,9
40,2021,E01022362,2021 super output areas - lower layer,151,Total: All usual residents,1131
41,2021,E01022362,2021 super output areas - lower layer,151,Very good health,466
42,2021,E01022362,2021 super output areas - lower layer,151,Good health,439
43,2021,E01022362,2021 super output areas - lower layer,151,Fair health,161
44,2021,E01022362,2021 super output areas - lower layer,151,Bad health,56
45,2021,E01022362,2021 super output areas - lower layer,151,Very bad health,9
46,2021,E01022363,2021 super output areas - lower layer,151,Total: All usual residents,2043
47,2021,E01022363,2021 super output areas - lower layer,151,Very good health,1023
48,2021,E01022363,2021 super output areas - lower layer,151,Good health,712
49,2021,E01022363,2021 super output areas - lower layer,151,Fair health,243
50,2021,E01022363,2021 super output areas - lower layer,151,Bad health,53
51,2021,E01022363,2021 super output areas - lower layer,151,Very bad health,12
52,2021,E01022364,2021 super output areas - lower layer,151,Total: All usual residents,1136
53,2021,E01022364,2021 super output areas - lower layer,151,Very good health,464
54,2021,E01022364,2021 super output areas - lower layer,151,Good health,365
55,2021,E01022364,2021 super output areas - lower layer,151,Fair health,183
56,2021,E01022364,2021 super output areas - lower layer,151,Bad health,87
57,2021,E01022364,2021 super output areas - lower layer,151,Very bad health,37
58,2021,E01022351,2021 super output areas - lower layer,151,Total: All usual residents,1617
59,2021,E01022351,2021 super output areas - lower layer,151,Very good health,732
60,2021,E01022351,2021 super output areas - lower layer,151,Good health,568
61,2021,E01022351,2021 super output areas - lower layer,151,Fair health,225
62,2021,E01022351,2021 super output areas - lower layer,151,Bad health,71
63,2021,E01022351,2021 super output areas - lower layer,151,Very bad health,21
64,2021,E01022352,2021 super output areas - lower layer,151,Total: All usual residents,1298
65,2021,E01022352,2021 super output areas - lower layer,151,Very good health,625
66,2021,E01022352,2021 super output areas - lower layer,151,Good health,426
67,2021,E01022352,2021 super output areas - lower layer,151,Fair health,195
68,2021,E01022352,2021 super output areas - lower layer,151,Bad health,39
69,2021,E01022352,2021 super output areas - lower layer,151,Very bad health,13
70,2021,E01022353,2021 super output areas - lower layer,151,Total: All usual residents,1629
71,2021,E01022353,2021 super output areas - lower layer,151,Very good health,786
72,2021,E01022353,2021 super output areas - lower layer,151,Good health,580
73,2021,E01022353,2021 super output areas - lower layer,151,Fair health,202
74,2021,E01022353,2021 super output areas - lower layer,151,Bad health,46
75,2021,E01022353,2021 super output areas - lower layer,151,Very bad health,15
76,2021,E01022413,2021 super output areas - lower layer,151,Total: All usual residents,2025
77,2021,E01022413,2021 super output areas - lower layer,151,Very good health,1086
78,2021,E01022413,2021 super output areas - lower layer,151,Good health,650
79,2021,E01022413,2021 super output areas - lower layer,151,Fair health,225
80,2021,E01022413,2021 super output areas - lower layer,151,Bad health,53
81,2021,E01022413,2021 super output areas - lower layer,151,Very bad health,11
82,2021,E01022385,2021 super output areas - lower layer,151,Total: All usual residents,1623
83,2021,E01022385,2021 super output areas - lower layer,151,Very good health,879
84,2021,E01022385,2021 super output areas - lower layer,151,Good health,515
85,2021,E01022385,2021 super output areas - lower layer,151,Fair health,173
86,2021,E01022385,2021 super output areas - lower layer,151,Bad health,47
87,2021,E01022385,2021 super output areas - lower layer,151,Very bad health,9
88,2021,E01022386,2021 super output areas - lower layer,151,Total: All usual residents,1545
89,2021,E01022386,2021 super output areas - lower layer,151,Very good health,710
90,2021,E01022386,2021 super output areas - lower layer,151,Good health,541
