,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_RESUK_6_NAME,OBS_VALUE
0,2021,E01022350,2021 super output areas - lower layer,151,10 years or more,143
1,2021,E01022350,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",16
2,2021,E01022350,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",6
3,2021,E01022350,2021 super output areas - lower layer,151,Less than 2 years,4
4,2021,E01022382,2021 super output areas - lower layer,151,Total: All usual residents,1621
5,2021,E01022382,2021 super output areas - lower layer,151,Born in the UK,1495
6,2021,E01022382,2021 super output areas - lower layer,151,10 years or more,103
7,2021,E01022382,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",5
8,2021,E01022382,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",9
9,2021,E01022382,2021 super output areas - lower layer,151,Less than 2 years,9
10,2021,E01022383,2021 super output areas - lower layer,151,Total: All usual residents,1499
11,2021,E01022383,2021 super output areas - lower layer,151,Born in the UK,1412
12,2021,E01022383,2021 super output areas - lower layer,151,10 years or more,66
13,2021,E01022383,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",6
14,2021,E01022383,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",7
15,2021,E01022383,2021 super output areas - lower layer,151,Less than 2 years,8
16,2021,E01022384,2021 super output areas - lower layer,151,Total: All usual residents,1399
17,2021,E01022384,2021 super output areas - lower layer,151,Born in the UK,1293
18,2021,E01022384,2021 super output areas - lower layer,151,10 years or more,76
19,2021,E01022384,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",7
20,2021,E01022384,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",9
21,2021,E01022384,2021 super output areas - lower layer,151,Less than 2 years,14
22,2021,E01022359,2021 super output areas - lower layer,151,Total: All usual residents,1535
23,2021,E01022359,2021 super output areas - lower layer,151,Born in the UK,1474
24,2021,E01022359,2021 super output areas - lower layer,151,10 years or more,47
25,2021,E01022359,2021 super output areas - lower layer,151,"5 years or more, but less than 10 years",7
26,2021,E01022359,2021 super output areas - lower layer,151,"2 years or more, but less than 5 years",2
