,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_ETH_20_NAME,OBS_VALUE
0,2021,E01027618,2021 super output areas - lower layer,151,Total: All usual residents,2363
1,2021,E01027618,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh",23
2,2021,E01027618,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Bangladeshi",0
3,2021,E01027618,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Chinese",0
4,2021,E01027618,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Indian",14
5,2021,E01027618,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Pakistani",0
6,2021,E01027618,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Other Asian",9
7,2021,E01027618,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African",5
8,2021,E01027618,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African: African",2
9,2021,E01027618,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",1
10,2021,E01027618,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African: Other Black",2
11,2021,E01027618,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups,25
12,2021,E01027618,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: White and Asian,14
13,2021,E01027618,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: White and Black African,7
14,2021,E01027618,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: White and Black Caribbean,0
15,2021,E01027618,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,4
16,2021,E01027618,2021 super output areas - lower layer,151,White,2307
17,2021,E01027618,2021 super output areas - lower layer,151,"White: English, Welsh, Scottish, Northern Irish or British",2266
18,2021,E01027618,2021 super output areas - lower layer,151,White: Irish,10
19,2021,E01027618,2021 super output areas - lower layer,151,White: Gypsy or Irish Traveller,2
20,2021,E01027618,2021 super output areas - lower layer,151,White: Roma,0
21,2021,E01027618,2021 super output areas - lower layer,151,White: Other White,29
22,2021,E01027618,2021 super output areas - lower layer,151,Other ethnic group,3
23,2021,E01027618,2021 super output areas - lower layer,151,Other ethnic group: Arab,0
24,2021,E01027618,2021 super output areas - lower layer,151,Other ethnic group: Any other ethnic group,3
25,2021,E01027624,2021 super output areas - lower layer,151,Total: All usual residents,1231
26,2021,E01027624,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh",13
27,2021,E01027624,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Bangladeshi",0
28,2021,E01027624,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Chinese",2
29,2021,E01027624,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Indian",4
30,2021,E01027624,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Pakistani",7
31,2021,E01027624,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Other Asian",0
32,2021,E01027624,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African",5
33,2021,E01027624,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African: African",0
34,2021,E01027624,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",0
35,2021,E01027624,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African: Other Black",5
36,2021,E01027624,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups,3
