,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HEALTH_6_NAME,OBS_VALUE
0,2021,E01014089,2021 super output areas - lower layer,151,Total: All usual residents,1396
1,2021,E01014089,2021 super output areas - lower layer,151,Very good health,610
2,2021,E01014089,2021 super output areas - lower layer,151,Good health,524
3,2021,E01014089,2021 super output areas - lower layer,151,Fair health,200
4,2021,E01014089,2021 super output areas - lower layer,151,Bad health,49
5,2021,E01014089,2021 super output areas - lower layer,151,Very bad health,13
6,2021,E01013987,2021 super output areas - lower layer,151,Total: All usual residents,1594
7,2021,E01013987,2021 super output areas - lower layer,151,Very good health,763
8,2021,E01013987,2021 super output areas - lower layer,151,Good health,539
9,2021,E01013987,2021 super output areas - lower layer,151,Fair health,214
10,2021,E01013987,2021 super output areas - lower layer,151,Bad health,57
11,2021,E01013987,2021 super output areas - lower layer,151,Very bad health,21
12,2021,E01013988,2021 super output areas - lower layer,151,Total: All usual residents,1815
13,2021,E01013988,2021 super output areas - lower layer,151,Very good health,800
14,2021,E01013988,2021 super output areas - lower layer,151,Good health,612
15,2021,E01013988,2021 super output areas - lower layer,151,Fair health,292
16,2021,E01013988,2021 super output areas - lower layer,151,Bad health,90
17,2021,E01013988,2021 super output areas - lower layer,151,Very bad health,21
18,2021,E01014095,2021 super output areas - lower layer,151,Total: All usual residents,1396
19,2021,E01014095,2021 super output areas - lower layer,151,Very good health,638
20,2021,E01014095,2021 super output areas - lower layer,151,Good health,490
21,2021,E01014095,2021 super output areas - lower layer,151,Fair health,209
22,2021,E01014095,2021 super output areas - lower layer,151,Bad health,46
23,2021,E01014095,2021 super output areas - lower layer,151,Very bad health,13
24,2021,E01035055,2021 super output areas - lower layer,151,Total: All usual residents,1594
25,2021,E01035055,2021 super output areas - lower layer,151,Very good health,884
26,2021,E01035055,2021 super output areas - lower layer,151,Good health,479
27,2021,E01035055,2021 super output areas - lower layer,151,Fair health,181
