,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HIQUAL_8_NAME,OBS_VALUE
31,2021,E01015230,2021 super output areas - lower layer,151,Other qualifications,50
32,2021,E01015202,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1206
33,2021,E01015202,2021 super output areas - lower layer,151,No qualifications,198
34,2021,E01015202,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,141
35,2021,E01015202,2021 super output areas - lower layer,151,Level 2 qualifications,207
36,2021,E01015202,2021 super output areas - lower layer,151,Apprenticeship,93
37,2021,E01015202,2021 super output areas - lower layer,151,Level 3 qualifications,266
38,2021,E01015202,2021 super output areas - lower layer,151,Level 4 qualifications or above,268
39,2021,E01015202,2021 super output areas - lower layer,151,Other qualifications,33
40,2021,E01015203,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1078
41,2021,E01015203,2021 super output areas - lower layer,151,No qualifications,175
42,2021,E01015203,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,115
43,2021,E01015203,2021 super output areas - lower layer,151,Level 2 qualifications,151
44,2021,E01015203,2021 super output areas - lower layer,151,Apprenticeship,94
45,2021,E01015203,2021 super output areas - lower layer,151,Level 3 qualifications,208
46,2021,E01015203,2021 super output areas - lower layer,151,Level 4 qualifications or above,303
47,2021,E01015203,2021 super output areas - lower layer,151,Other qualifications,32
48,2021,E01015204,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1216
49,2021,E01015204,2021 super output areas - lower layer,151,No qualifications,217
50,2021,E01015204,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,135
51,2021,E01015204,2021 super output areas - lower layer,151,Level 2 qualifications,192
52,2021,E01015204,2021 super output areas - lower layer,151,Apprenticeship,80
53,2021,E01015204,2021 super output areas - lower layer,151,Level 3 qualifications,239
54,2021,E01015204,2021 super output areas - lower layer,151,Level 4 qualifications or above,310
55,2021,E01015204,2021 super output areas - lower layer,151,Other qualifications,43
56,2021,E01015205,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1237
57,2021,E01015205,2021 super output areas - lower layer,151,No qualifications,235
58,2021,E01015205,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,164
59,2021,E01015205,2021 super output areas - lower layer,151,Level 2 qualifications,179
60,2021,E01015205,2021 super output areas - lower layer,151,Apprenticeship,112
61,2021,E01015205,2021 super output areas - lower layer,151,Level 3 qualifications,241
62,2021,E01015205,2021 super output areas - lower layer,151,Level 4 qualifications or above,268
63,2021,E01015205,2021 super output areas - lower layer,151,Other qualifications,38
64,2021,E01015206,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1300
65,2021,E01015206,2021 super output areas - lower layer,151,No qualifications,290
66,2021,E01015206,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,178
67,2021,E01015206,2021 super output areas - lower layer,151,Level 2 qualifications,200
68,2021,E01015206,2021 super output areas - lower layer,151,Apprenticeship,96
69,2021,E01015206,2021 super output areas - lower layer,151,Level 3 qualifications,213
70,2021,E01015206,2021 super output areas - lower layer,151,Level 4 qualifications or above,278
71,2021,E01015206,2021 super output areas - lower layer,151,Other qualifications,45
72,2021,E01015190,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1641
73,2021,E01015190,2021 super output areas - lower layer,151,No qualifications,297
74,2021,E01015190,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,232
75,2021,E01015190,2021 super output areas - lower layer,151,Level 2 qualifications,259
76,2021,E01015190,2021 super output areas - lower layer,151,Apprenticeship,110
77,2021,E01015190,2021 super output areas - lower layer,151,Level 3 qualifications,294
78,2021,E01015190,2021 super output areas - lower layer,151,Level 4 qualifications or above,405
79,2021,E01015190,2021 super output areas - lower layer,151,Other qualifications,44
80,2021,E01015191,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1290
81,2021,E01015191,2021 super output areas - lower layer,151,No qualifications,203
82,2021,E01015191,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,152
83,2021,E01015191,2021 super output areas - lower layer,151,Level 2 qualifications,238
84,2021,E01015191,2021 super output areas - lower layer,151,Apprenticeship,92
85,2021,E01015191,2021 super output areas - lower layer,151,Level 3 qualifications,255
86,2021,E01015191,2021 super output areas - lower layer,151,Level 4 qualifications or above,316
87,2021,E01015191,2021 super output areas - lower layer,151,Other qualifications,34
88,2021,E01015192,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1225
89,2021,E01015192,2021 super output areas - lower layer,151,No qualifications,263
90,2021,E01015192,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,146
91,2021,E01015192,2021 super output areas - lower layer,151,Level 2 qualifications,217
92,2021,E01015192,2021 super output areas - lower layer,151,Apprenticeship,80
93,2021,E01015192,2021 super output areas - lower layer,151,Level 3 qualifications,225
94,2021,E01015192,2021 super output areas - lower layer,151,Level 4 qualifications or above,257
95,2021,E01015192,2021 super output areas - lower layer,151,Other qualifications,37
96,2021,E01015193,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1110
97,2021,E01015193,2021 super output areas - lower layer,151,No qualifications,240
98,2021,E01015193,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,145
99,2021,E01015193,2021 super output areas - lower layer,151,Level 2 qualifications,176
100,2021,E01015193,2021 super output areas - lower layer,151,Apprenticeship,84
101,2021,E01015193,2021 super output areas - lower layer,151,Level 3 qualifications,203
102,2021,E01015193,2021 super output areas - lower layer,151,Level 4 qualifications or above,219
103,2021,E01015193,2021 super output areas - lower layer,151,Other qualifications,43
104,2021,E01015194,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1169
105,2021,E01015194,2021 super output areas - lower layer,151,No qualifications,285
106,2021,E01015194,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,165
107,2021,E01015194,2021 super output areas - lower layer,151,Level 2 qualifications,179
108,2021,E01015194,2021 super output areas - lower layer,151,Apprenticeship,95
109,2021,E01015194,2021 super output areas - lower layer,151,Level 3 qualifications,218
110,2021,E01015194,2021 super output areas - lower layer,151,Level 4 qualifications or above,207
111,2021,E01015194,2021 super output areas - lower layer,151,Other qualifications,20
112,2021,E01015196,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1302
113,2021,E01015196,2021 super output areas - lower layer,151,No qualifications,276
114,2021,E01015196,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,210
115,2021,E01015196,2021 super output areas - lower layer,151,Level 2 qualifications,254
116,2021,E01015196,2021 super output areas - lower layer,151,Apprenticeship,66
117,2021,E01015196,2021 super output areas - lower layer,151,Level 3 qualifications,231
118,2021,E01015196,2021 super output areas - lower layer,151,Level 4 qualifications or above,229
119,2021,E01015196,2021 super output areas - lower layer,151,Other qualifications,36
120,2021,E01034171,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,948
121,2021,E01034171,2021 super output areas - lower layer,151,No qualifications,224
122,2021,E01034171,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,135
123,2021,E01034171,2021 super output areas - lower layer,151,Level 2 qualifications,139
124,2021,E01034171,2021 super output areas - lower layer,151,Apprenticeship,68
125,2021,E01034171,2021 super output areas - lower layer,151,Level 3 qualifications,181
126,2021,E01034171,2021 super output areas - lower layer,151,Level 4 qualifications or above,175
127,2021,E01034171,2021 super output areas - lower layer,151,Other qualifications,26
128,2021,E01034172,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1449
129,2021,E01034172,2021 super output areas - lower layer,151,No qualifications,189
130,2021,E01034172,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,166
131,2021,E01034172,2021 super output areas - lower layer,151,Level 2 qualifications,252
132,2021,E01034172,2021 super output areas - lower layer,151,Apprenticeship,89
133,2021,E01034172,2021 super output areas - lower layer,151,Level 3 qualifications,319
134,2021,E01034172,2021 super output areas - lower layer,151,Level 4 qualifications or above,413
135,2021,E01034172,2021 super output areas - lower layer,151,Other qualifications,21
136,2021,E01015229,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1334
137,2021,E01015229,2021 super output areas - lower layer,151,No qualifications,388
138,2021,E01015229,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,133
139,2021,E01015229,2021 super output areas - lower layer,151,Level 2 qualifications,169
140,2021,E01015229,2021 super output areas - lower layer,151,Apprenticeship,109
141,2021,E01015229,2021 super output areas - lower layer,151,Level 3 qualifications,198
142,2021,E01015229,2021 super output areas - lower layer,151,Level 4 qualifications or above,295
143,2021,E01015229,2021 super output areas - lower layer,151,Other qualifications,42
144,2021,E01015231,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1514
145,2021,E01015231,2021 super output areas - lower layer,151,No qualifications,412
146,2021,E01015231,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,202
147,2021,E01015231,2021 super output areas - lower layer,151,Level 2 qualifications,260
148,2021,E01015231,2021 super output areas - lower layer,151,Apprenticeship,116
149,2021,E01015231,2021 super output areas - lower layer,151,Level 3 qualifications,239
150,2021,E01015231,2021 super output areas - lower layer,151,Level 4 qualifications or above,250
151,2021,E01015231,2021 super output areas - lower layer,151,Other qualifications,35
152,2021,E01015232,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1771
153,2021,E01015232,2021 super output areas - lower layer,151,No qualifications,467
154,2021,E01015232,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,217
155,2021,E01015232,2021 super output areas - lower layer,151,Level 2 qualifications,279
156,2021,E01015232,2021 super output areas - lower layer,151,Apprenticeship,125
157,2021,E01015232,2021 super output areas - lower layer,151,Level 3 qualifications,266
158,2021,E01015232,2021 super output areas - lower layer,151,Level 4 qualifications or above,350
159,2021,E01015232,2021 super output areas - lower layer,151,Other qualifications,67
160,2021,E01015233,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1301
161,2021,E01015233,2021 super output areas - lower layer,151,No qualifications,317
162,2021,E01015233,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,152
163,2021,E01015233,2021 super output areas - lower layer,151,Level 2 qualifications,205
164,2021,E01015233,2021 super output areas - lower layer,151,Apprenticeship,99
165,2021,E01015233,2021 super output areas - lower layer,151,Level 3 qualifications,213
166,2021,E01015233,2021 super output areas - lower layer,151,Level 4 qualifications or above,275
167,2021,E01015233,2021 super output areas - lower layer,151,Other qualifications,40
168,2021,E01015234,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1075
169,2021,E01015234,2021 super output areas - lower layer,151,No qualifications,250
170,2021,E01015234,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,154
171,2021,E01015234,2021 super output areas - lower layer,151,Level 2 qualifications,190
172,2021,E01015234,2021 super output areas - lower layer,151,Apprenticeship,66
173,2021,E01015234,2021 super output areas - lower layer,151,Level 3 qualifications,192
174,2021,E01015234,2021 super output areas - lower layer,151,Level 4 qualifications or above,207
175,2021,E01015234,2021 super output areas - lower layer,151,Other qualifications,16
176,2021,E01015235,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1676
177,2021,E01015235,2021 super output areas - lower layer,151,No qualifications,449
178,2021,E01015235,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,172
179,2021,E01015235,2021 super output areas - lower layer,151,Level 2 qualifications,216
180,2021,E01015235,2021 super output areas - lower layer,151,Apprenticeship,129
181,2021,E01015235,2021 super output areas - lower layer,151,Level 3 qualifications,237
182,2021,E01015235,2021 super output areas - lower layer,151,Level 4 qualifications or above,407
183,2021,E01015235,2021 super output areas - lower layer,151,Other qualifications,66
184,2021,E01015219,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1216
185,2021,E01015219,2021 super output areas - lower layer,151,No qualifications,314
186,2021,E01015219,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,151
187,2021,E01015219,2021 super output areas - lower layer,151,Level 2 qualifications,156
188,2021,E01015219,2021 super output areas - lower layer,151,Apprenticeship,111
189,2021,E01015219,2021 super output areas - lower layer,151,Level 3 qualifications,175
190,2021,E01015219,2021 super output areas - lower layer,151,Level 4 qualifications or above,256
191,2021,E01015219,2021 super output areas - lower layer,151,Other qualifications,53
192,2021,E01015220,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1243
193,2021,E01015220,2021 super output areas - lower layer,151,No qualifications,214
194,2021,E01015220,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,137
195,2021,E01015220,2021 super output areas - lower layer,151,Level 2 qualifications,199
196,2021,E01015220,2021 super output areas - lower layer,151,Apprenticeship,117
197,2021,E01015220,2021 super output areas - lower layer,151,Level 3 qualifications,221
198,2021,E01015220,2021 super output areas - lower layer,151,Level 4 qualifications or above,327
199,2021,E01015220,2021 super output areas - lower layer,151,Other qualifications,28
200,2021,E01015221,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1286
201,2021,E01015221,2021 super output areas - lower layer,151,No qualifications,305
202,2021,E01015221,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,163
203,2021,E01015221,2021 super output areas - lower layer,151,Level 2 qualifications,176
204,2021,E01015221,2021 super output areas - lower layer,151,Apprenticeship,116
205,2021,E01015221,2021 super output areas - lower layer,151,Level 3 qualifications,225
206,2021,E01015221,2021 super output areas - lower layer,151,Level 4 qualifications or above,259
207,2021,E01015221,2021 super output areas - lower layer,151,Other qualifications,42
208,2021,E01015222,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1344
209,2021,E01015222,2021 super output areas - lower layer,151,No qualifications,247
210,2021,E01015222,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,157
211,2021,E01015222,2021 super output areas - lower layer,151,Level 2 qualifications,204
212,2021,E01015222,2021 super output areas - lower layer,151,Apprenticeship,93
213,2021,E01015222,2021 super output areas - lower layer,151,Level 3 qualifications,244
214,2021,E01015222,2021 super output areas - lower layer,151,Level 4 qualifications or above,348
215,2021,E01015222,2021 super output areas - lower layer,151,Other qualifications,51
216,2021,E01015223,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1050
217,2021,E01015223,2021 super output areas - lower layer,151,No qualifications,156
218,2021,E01015223,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,140
219,2021,E01015223,2021 super output areas - lower layer,151,Level 2 qualifications,173
220,2021,E01015223,2021 super output areas - lower layer,151,Apprenticeship,89
221,2021,E01015223,2021 super output areas - lower layer,151,Level 3 qualifications,212
222,2021,E01015223,2021 super output areas - lower layer,151,Level 4 qualifications or above,258
223,2021,E01015223,2021 super output areas - lower layer,151,Other qualifications,22
224,2021,E01015197,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1236
225,2021,E01015197,2021 super output areas - lower layer,151,No qualifications,193
226,2021,E01015197,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,123
227,2021,E01015197,2021 super output areas - lower layer,151,Level 2 qualifications,165
228,2021,E01015197,2021 super output areas - lower layer,151,Apprenticeship,93
229,2021,E01015197,2021 super output areas - lower layer,151,Level 3 qualifications,206
230,2021,E01015197,2021 super output areas - lower layer,151,Level 4 qualifications or above,409
231,2021,E01015197,2021 super output areas - lower layer,151,Other qualifications,47
232,2021,E01015198,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1386
233,2021,E01015198,2021 super output areas - lower layer,151,No qualifications,270
234,2021,E01015198,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,165
235,2021,E01015198,2021 super output areas - lower layer,151,Level 2 qualifications,227
236,2021,E01015198,2021 super output areas - lower layer,151,Apprenticeship,121
237,2021,E01015198,2021 super output areas - lower layer,151,Level 3 qualifications,218
238,2021,E01015198,2021 super output areas - lower layer,151,Level 4 qualifications or above,338
239,2021,E01015198,2021 super output areas - lower layer,151,Other qualifications,47
240,2021,E01015199,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1252
241,2021,E01015199,2021 super output areas - lower layer,151,No qualifications,192
242,2021,E01015199,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,102
243,2021,E01015199,2021 super output areas - lower layer,151,Level 2 qualifications,161
244,2021,E01015199,2021 super output areas - lower layer,151,Apprenticeship,92
245,2021,E01015199,2021 super output areas - lower layer,151,Level 3 qualifications,188
246,2021,E01015199,2021 super output areas - lower layer,151,Level 4 qualifications or above,449
247,2021,E01015199,2021 super output areas - lower layer,151,Other qualifications,68
248,2021,E01015200,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,886
249,2021,E01015200,2021 super output areas - lower layer,151,No qualifications,153
250,2021,E01015200,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,118
251,2021,E01015200,2021 super output areas - lower layer,151,Level 2 qualifications,162
252,2021,E01015200,2021 super output areas - lower layer,151,Apprenticeship,61
253,2021,E01015200,2021 super output areas - lower layer,151,Level 3 qualifications,166
254,2021,E01015200,2021 super output areas - lower layer,151,Level 4 qualifications or above,204
255,2021,E01015200,2021 super output areas - lower layer,151,Other qualifications,22
256,2021,E01015201,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1105
257,2021,E01015201,2021 super output areas - lower layer,151,No qualifications,163
258,2021,E01015201,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,122
259,2021,E01015201,2021 super output areas - lower layer,151,Level 2 qualifications,147
260,2021,E01015201,2021 super output areas - lower layer,151,Apprenticeship,89
261,2021,E01015201,2021 super output areas - lower layer,151,Level 3 qualifications,178
262,2021,E01015201,2021 super output areas - lower layer,151,Level 4 qualifications or above,363
263,2021,E01015201,2021 super output areas - lower layer,151,Other qualifications,43
264,2021,E01015183,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1174
265,2021,E01015183,2021 super output areas - lower layer,151,No qualifications,241
266,2021,E01015183,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,131
267,2021,E01015183,2021 super output areas - lower layer,151,Level 2 qualifications,164
268,2021,E01015183,2021 super output areas - lower layer,151,Apprenticeship,111
269,2021,E01015183,2021 super output areas - lower layer,151,Level 3 qualifications,191
270,2021,E01015183,2021 super output areas - lower layer,151,Level 4 qualifications or above,298
271,2021,E01015183,2021 super output areas - lower layer,151,Other qualifications,38
272,2021,E01015184,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1157
273,2021,E01015184,2021 super output areas - lower layer,151,No qualifications,255
274,2021,E01015184,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,121
275,2021,E01015184,2021 super output areas - lower layer,151,Level 2 qualifications,169
276,2021,E01015184,2021 super output areas - lower layer,151,Apprenticeship,117
277,2021,E01015184,2021 super output areas - lower layer,151,Level 3 qualifications,172
278,2021,E01015184,2021 super output areas - lower layer,151,Level 4 qualifications or above,292
279,2021,E01015184,2021 super output areas - lower layer,151,Other qualifications,31
280,2021,E01015185,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1160
281,2021,E01015185,2021 super output areas - lower layer,151,No qualifications,237
282,2021,E01015185,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,131
283,2021,E01015185,2021 super output areas - lower layer,151,Level 2 qualifications,178
284,2021,E01015185,2021 super output areas - lower layer,151,Apprenticeship,90
285,2021,E01015185,2021 super output areas - lower layer,151,Level 3 qualifications,196
286,2021,E01015185,2021 super output areas - lower layer,151,Level 4 qualifications or above,286
287,2021,E01015185,2021 super output areas - lower layer,151,Other qualifications,42
288,2021,E01015186,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1111
289,2021,E01015186,2021 super output areas - lower layer,151,No qualifications,219
290,2021,E01015186,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,135
291,2021,E01015186,2021 super output areas - lower layer,151,Level 2 qualifications,199
292,2021,E01015186,2021 super output areas - lower layer,151,Apprenticeship,64
293,2021,E01015186,2021 super output areas - lower layer,151,Level 3 qualifications,164
294,2021,E01015186,2021 super output areas - lower layer,151,Level 4 qualifications or above,292
295,2021,E01015186,2021 super output areas - lower layer,151,Other qualifications,38
296,2021,E01015187,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1506
297,2021,E01015187,2021 super output areas - lower layer,151,No qualifications,235
298,2021,E01015187,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,138
299,2021,E01015187,2021 super output areas - lower layer,151,Level 2 qualifications,200
300,2021,E01015187,2021 super output areas - lower layer,151,Apprenticeship,108
301,2021,E01015187,2021 super output areas - lower layer,151,Level 3 qualifications,277
302,2021,E01015187,2021 super output areas - lower layer,151,Level 4 qualifications or above,497
303,2021,E01015187,2021 super output areas - lower layer,151,Other qualifications,51
304,2021,E01015188,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1314
305,2021,E01015188,2021 super output areas - lower layer,151,No qualifications,280
306,2021,E01015188,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,134
307,2021,E01015188,2021 super output areas - lower layer,151,Level 2 qualifications,201
308,2021,E01015188,2021 super output areas - lower layer,151,Apprenticeship,112
309,2021,E01015188,2021 super output areas - lower layer,151,Level 3 qualifications,212
310,2021,E01015188,2021 super output areas - lower layer,151,Level 4 qualifications or above,333
311,2021,E01015188,2021 super output areas - lower layer,151,Other qualifications,42
312,2021,E01015189,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,905
313,2021,E01015189,2021 super output areas - lower layer,151,No qualifications,168
314,2021,E01015189,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,105
315,2021,E01015189,2021 super output areas - lower layer,151,Level 2 qualifications,136
316,2021,E01015189,2021 super output areas - lower layer,151,Apprenticeship,77
317,2021,E01015189,2021 super output areas - lower layer,151,Level 3 qualifications,135
318,2021,E01015189,2021 super output areas - lower layer,151,Level 4 qualifications or above,258
319,2021,E01015189,2021 super output areas - lower layer,151,Other qualifications,26
320,2021,E01015244,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1224
321,2021,E01015244,2021 super output areas - lower layer,151,No qualifications,220
322,2021,E01015244,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,144
323,2021,E01015244,2021 super output areas - lower layer,151,Level 2 qualifications,189
324,2021,E01015244,2021 super output areas - lower layer,151,Apprenticeship,105
325,2021,E01015244,2021 super output areas - lower layer,151,Level 3 qualifications,197
326,2021,E01015244,2021 super output areas - lower layer,151,Level 4 qualifications or above,326
327,2021,E01015244,2021 super output areas - lower layer,151,Other qualifications,43
328,2021,E01015245,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1097
329,2021,E01015245,2021 super output areas - lower layer,151,No qualifications,221
330,2021,E01015245,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,145
331,2021,E01015245,2021 super output areas - lower layer,151,Level 2 qualifications,170
332,2021,E01015245,2021 super output areas - lower layer,151,Apprenticeship,79
333,2021,E01015245,2021 super output areas - lower layer,151,Level 3 qualifications,188
334,2021,E01015245,2021 super output areas - lower layer,151,Level 4 qualifications or above,263
335,2021,E01015245,2021 super output areas - lower layer,151,Other qualifications,31
336,2021,E01015246,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1246
337,2021,E01015246,2021 super output areas - lower layer,151,No qualifications,231
338,2021,E01015246,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,123
339,2021,E01015246,2021 super output areas - lower layer,151,Level 2 qualifications,166
340,2021,E01015246,2021 super output areas - lower layer,151,Apprenticeship,105
341,2021,E01015246,2021 super output areas - lower layer,151,Level 3 qualifications,209
342,2021,E01015246,2021 super output areas - lower layer,151,Level 4 qualifications or above,351
343,2021,E01015246,2021 super output areas - lower layer,151,Other qualifications,61
344,2021,E01015247,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1507
345,2021,E01015247,2021 super output areas - lower layer,151,No qualifications,289
346,2021,E01015247,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,162
347,2021,E01015247,2021 super output areas - lower layer,151,Level 2 qualifications,251
348,2021,E01015247,2021 super output areas - lower layer,151,Apprenticeship,142
349,2021,E01015247,2021 super output areas - lower layer,151,Level 3 qualifications,269
350,2021,E01015247,2021 super output areas - lower layer,151,Level 4 qualifications or above,347
351,2021,E01015247,2021 super output areas - lower layer,151,Other qualifications,47
352,2021,E01015248,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1209
353,2021,E01015248,2021 super output areas - lower layer,151,No qualifications,271
354,2021,E01015248,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,158
355,2021,E01015248,2021 super output areas - lower layer,151,Level 2 qualifications,181
356,2021,E01015248,2021 super output areas - lower layer,151,Apprenticeship,92
357,2021,E01015248,2021 super output areas - lower layer,151,Level 3 qualifications,236
358,2021,E01015248,2021 super output areas - lower layer,151,Level 4 qualifications or above,234
359,2021,E01015248,2021 super output areas - lower layer,151,Other qualifications,37
360,2021,E01015207,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1269
361,2021,E01015207,2021 super output areas - lower layer,151,No qualifications,167
362,2021,E01015207,2021 super output areas - lower layer,151,Level 1 and entry level qualifications,132
363,2021,E01015207,2021 super output areas - lower layer,151,Level 2 qualifications,206
364,2021,E01015207,2021 super output areas - lower layer,151,Apprenticeship,102
365,2021,E01015207,2021 super output areas - lower layer,151,Level 3 qualifications,239
366,2021,E01015207,2021 super output areas - lower layer,151,Level 4 qualifications or above,399
367,2021,E01015207,2021 super output areas - lower layer,151,Other qualifications,24
