,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_ARRUK_13_NAME,OBS_VALUE
0,2021,E01012655,2021 super output areas - lower layer,151,Born in the UK,1522
1,2021,E01012655,2021 super output areas - lower layer,151,Arrived before 1951,0
2,2021,E01012655,2021 super output areas - lower layer,151,Arrived 1951 to 1960,6
3,2021,E01012655,2021 super output areas - lower layer,151,Arrived 1961 to 1970,19
4,2021,E01012655,2021 super output areas - lower layer,151,Arrived 1971 to 1980,12
5,2021,E01012655,2021 super output areas - lower layer,151,Arrived 1981 to 1990,11
6,2021,E01012655,2021 super output areas - lower layer,151,Arrived 1991 to 2000,46
7,2021,E01012655,2021 super output areas - lower layer,151,Arrived 2001 to 2010,259
8,2021,E01012655,2021 super output areas - lower layer,151,Arrived 2011 to 2013,77
9,2021,E01012655,2021 super output areas - lower layer,151,Arrived 2014 to 2016,103
10,2021,E01012655,2021 super output areas - lower layer,151,Arrived 2017 to 2019,107
11,2021,E01012655,2021 super output areas - lower layer,151,Arrived 2020 to 2021,40
12,2021,E01012571,2021 super output areas - lower layer,151,Total: All usual residents,1768
13,2021,E01012571,2021 super output areas - lower layer,151,Born in the UK,1109
14,2021,E01012571,2021 super output areas - lower layer,151,Arrived before 1951,0
15,2021,E01012571,2021 super output areas - lower layer,151,Arrived 1951 to 1960,5
16,2021,E01012571,2021 super output areas - lower layer,151,Arrived 1961 to 1970,40
17,2021,E01012571,2021 super output areas - lower layer,151,Arrived 1971 to 1980,77
18,2021,E01012571,2021 super output areas - lower layer,151,Arrived 1981 to 1990,49
19,2021,E01012571,2021 super output areas - lower layer,151,Arrived 1991 to 2000,89
20,2021,E01012571,2021 super output areas - lower layer,151,Arrived 2001 to 2010,156
21,2021,E01012571,2021 super output areas - lower layer,151,Arrived 2011 to 2013,31
22,2021,E01012571,2021 super output areas - lower layer,151,Arrived 2014 to 2016,69
23,2021,E01012571,2021 super output areas - lower layer,151,Arrived 2017 to 2019,95
24,2021,E01012571,2021 super output areas - lower layer,151,Arrived 2020 to 2021,48
25,2021,E01012572,2021 super output areas - lower layer,151,Total: All usual residents,1457
26,2021,E01012572,2021 super output areas - lower layer,151,Born in the UK,925
27,2021,E01012572,2021 super output areas - lower layer,151,Arrived before 1951,0
28,2021,E01012572,2021 super output areas - lower layer,151,Arrived 1951 to 1960,4
29,2021,E01012572,2021 super output areas - lower layer,151,Arrived 1961 to 1970,47
30,2021,E01012572,2021 super output areas - lower layer,151,Arrived 1971 to 1980,99
31,2021,E01012572,2021 super output areas - lower layer,151,Arrived 1981 to 1990,58
32,2021,E01012572,2021 super output areas - lower layer,151,Arrived 1991 to 2000,100
33,2021,E01012572,2021 super output areas - lower layer,151,Arrived 2001 to 2010,93
34,2021,E01012572,2021 super output areas - lower layer,151,Arrived 2011 to 2013,25
35,2021,E01012572,2021 super output areas - lower layer,151,Arrived 2014 to 2016,47
36,2021,E01012572,2021 super output areas - lower layer,151,Arrived 2017 to 2019,46
37,2021,E01012572,2021 super output areas - lower layer,151,Arrived 2020 to 2021,13
38,2021,E01012573,2021 super output areas - lower layer,151,Total: All usual residents,1765
39,2021,E01012573,2021 super output areas - lower layer,151,Born in the UK,1059
40,2021,E01012573,2021 super output areas - lower layer,151,Arrived before 1951,0
41,2021,E01012573,2021 super output areas - lower layer,151,Arrived 1951 to 1960,4
42,2021,E01012573,2021 super output areas - lower layer,151,Arrived 1961 to 1970,86
43,2021,E01012573,2021 super output areas - lower layer,151,Arrived 1971 to 1980,121
44,2021,E01012573,2021 super output areas - lower layer,151,Arrived 1981 to 1990,52
45,2021,E01012573,2021 super output areas - lower layer,151,Arrived 1991 to 2000,81
46,2021,E01012573,2021 super output areas - lower layer,151,Arrived 2001 to 2010,108
47,2021,E01012573,2021 super output areas - lower layer,151,Arrived 2011 to 2013,20
48,2021,E01012573,2021 super output areas - lower layer,151,Arrived 2014 to 2016,87
49,2021,E01012573,2021 super output areas - lower layer,151,Arrived 2017 to 2019,104
50,2021,E01012573,2021 super output areas - lower layer,151,Arrived 2020 to 2021,43
51,2021,E01012575,2021 super output areas - lower layer,151,Total: All usual residents,1295
52,2021,E01012575,2021 super output areas - lower layer,151,Born in the UK,858
53,2021,E01012575,2021 super output areas - lower layer,151,Arrived before 1951,0
54,2021,E01012575,2021 super output areas - lower layer,151,Arrived 1951 to 1960,3
55,2021,E01012575,2021 super output areas - lower layer,151,Arrived 1961 to 1970,48
56,2021,E01012575,2021 super output areas - lower layer,151,Arrived 1971 to 1980,64
57,2021,E01012575,2021 super output areas - lower layer,151,Arrived 1981 to 1990,35
58,2021,E01012575,2021 super output areas - lower layer,151,Arrived 1991 to 2000,37
59,2021,E01012575,2021 super output areas - lower layer,151,Arrived 2001 to 2010,88
60,2021,E01012575,2021 super output areas - lower layer,151,Arrived 2011 to 2013,23
61,2021,E01012575,2021 super output areas - lower layer,151,Arrived 2014 to 2016,52
62,2021,E01012575,2021 super output areas - lower layer,151,Arrived 2017 to 2019,69
63,2021,E01012575,2021 super output areas - lower layer,151,Arrived 2020 to 2021,18
64,2021,E01012630,2021 super output areas - lower layer,151,Total: All usual residents,2295
65,2021,E01012630,2021 super output areas - lower layer,151,Born in the UK,1423
66,2021,E01012630,2021 super output areas - lower layer,151,Arrived before 1951,0
67,2021,E01012630,2021 super output areas - lower layer,151,Arrived 1951 to 1960,11
68,2021,E01012630,2021 super output areas - lower layer,151,Arrived 1961 to 1970,87
69,2021,E01012630,2021 super output areas - lower layer,151,Arrived 1971 to 1980,102
70,2021,E01012630,2021 super output areas - lower layer,151,Arrived 1981 to 1990,72
71,2021,E01012630,2021 super output areas - lower layer,151,Arrived 1991 to 2000,100
72,2021,E01012630,2021 super output areas - lower layer,151,Arrived 2001 to 2010,164
73,2021,E01012630,2021 super output areas - lower layer,151,Arrived 2011 to 2013,39
74,2021,E01012630,2021 super output areas - lower layer,151,Arrived 2014 to 2016,91
75,2021,E01012630,2021 super output areas - lower layer,151,Arrived 2017 to 2019,161
76,2021,E01012630,2021 super output areas - lower layer,151,Arrived 2020 to 2021,45
77,2021,E01012576,2021 super output areas - lower layer,151,Total: All usual residents,1815
78,2021,E01012576,2021 super output areas - lower layer,151,Born in the UK,1213
79,2021,E01012576,2021 super output areas - lower layer,151,Arrived before 1951,1
80,2021,E01012576,2021 super output areas - lower layer,151,Arrived 1951 to 1960,2
81,2021,E01012576,2021 super output areas - lower layer,151,Arrived 1961 to 1970,50
82,2021,E01012576,2021 super output areas - lower layer,151,Arrived 1971 to 1980,46
83,2021,E01012576,2021 super output areas - lower layer,151,Arrived 1981 to 1990,43
84,2021,E01012576,2021 super output areas - lower layer,151,Arrived 1991 to 2000,67
85,2021,E01012576,2021 super output areas - lower layer,151,Arrived 2001 to 2010,127
86,2021,E01012576,2021 super output areas - lower layer,151,Arrived 2011 to 2013,36
87,2021,E01012576,2021 super output areas - lower layer,151,Arrived 2014 to 2016,70
88,2021,E01012576,2021 super output areas - lower layer,151,Arrived 2017 to 2019,112
89,2021,E01012576,2021 super output areas - lower layer,151,Arrived 2020 to 2021,48
90,2021,E01012637,2021 super output areas - lower layer,151,Total: All usual residents,1739
91,2021,E01012637,2021 super output areas - lower layer,151,Born in the UK,1467
92,2021,E01012637,2021 super output areas - lower layer,151,Arrived before 1951,0
93,2021,E01012637,2021 super output areas - lower layer,151,Arrived 1951 to 1960,0
94,2021,E01012637,2021 super output areas - lower layer,151,Arrived 1961 to 1970,2
95,2021,E01012637,2021 super output areas - lower layer,151,Arrived 1971 to 1980,0
96,2021,E01012637,2021 super output areas - lower layer,151,Arrived 1981 to 1990,3
97,2021,E01012637,2021 super output areas - lower layer,151,Arrived 1991 to 2000,9
98,2021,E01012637,2021 super output areas - lower layer,151,Arrived 2001 to 2010,141
99,2021,E01012637,2021 super output areas - lower layer,151,Arrived 2011 to 2013,56
100,2021,E01012637,2021 super output areas - lower layer,151,Arrived 2014 to 2016,36
101,2021,E01012637,2021 super output areas - lower layer,151,Arrived 2017 to 2019,18
102,2021,E01012637,2021 super output areas - lower layer,151,Arrived 2020 to 2021,7
103,2021,E01012638,2021 super output areas - lower layer,151,Total: All usual residents,1640
104,2021,E01012638,2021 super output areas - lower layer,151,Born in the UK,1334
105,2021,E01012638,2021 super output areas - lower layer,151,Arrived before 1951,1
106,2021,E01012638,2021 super output areas - lower layer,151,Arrived 1951 to 1960,2
107,2021,E01012638,2021 super output areas - lower layer,151,Arrived 1961 to 1970,5
108,2021,E01012638,2021 super output areas - lower layer,151,Arrived 1971 to 1980,2
109,2021,E01012638,2021 super output areas - lower layer,151,Arrived 1981 to 1990,6
110,2021,E01012638,2021 super output areas - lower layer,151,Arrived 1991 to 2000,17
111,2021,E01012638,2021 super output areas - lower layer,151,Arrived 2001 to 2010,127
112,2021,E01012638,2021 super output areas - lower layer,151,Arrived 2011 to 2013,54
113,2021,E01012638,2021 super output areas - lower layer,151,Arrived 2014 to 2016,60
114,2021,E01012638,2021 super output areas - lower layer,151,Arrived 2017 to 2019,15
115,2021,E01012638,2021 super output areas - lower layer,151,Arrived 2020 to 2021,17
116,2021,E01012639,2021 super output areas - lower layer,151,Total: All usual residents,2036
117,2021,E01012639,2021 super output areas - lower layer,151,Born in the UK,1595
118,2021,E01012639,2021 super output areas - lower layer,151,Arrived before 1951,1
119,2021,E01012639,2021 super output areas - lower layer,151,Arrived 1951 to 1960,0
120,2021,E01012639,2021 super output areas - lower layer,151,Arrived 1961 to 1970,9
121,2021,E01012639,2021 super output areas - lower layer,151,Arrived 1971 to 1980,24
122,2021,E01012639,2021 super output areas - lower layer,151,Arrived 1981 to 1990,13
123,2021,E01012639,2021 super output areas - lower layer,151,Arrived 1991 to 2000,20
124,2021,E01012639,2021 super output areas - lower layer,151,Arrived 2001 to 2010,161
125,2021,E01012639,2021 super output areas - lower layer,151,Arrived 2011 to 2013,53
126,2021,E01012639,2021 super output areas - lower layer,151,Arrived 2014 to 2016,87
127,2021,E01012639,2021 super output areas - lower layer,151,Arrived 2017 to 2019,58
128,2021,E01012639,2021 super output areas - lower layer,151,Arrived 2020 to 2021,15
129,2021,E01012640,2021 super output areas - lower layer,151,Total: All usual residents,1997
130,2021,E01012640,2021 super output areas - lower layer,151,Born in the UK,1468
131,2021,E01012640,2021 super output areas - lower layer,151,Arrived before 1951,2
132,2021,E01012640,2021 super output areas - lower layer,151,Arrived 1951 to 1960,3
133,2021,E01012640,2021 super output areas - lower layer,151,Arrived 1961 to 1970,12
134,2021,E01012640,2021 super output areas - lower layer,151,Arrived 1971 to 1980,38
135,2021,E01012640,2021 super output areas - lower layer,151,Arrived 1981 to 1990,23
136,2021,E01012640,2021 super output areas - lower layer,151,Arrived 1991 to 2000,27
137,2021,E01012640,2021 super output areas - lower layer,151,Arrived 2001 to 2010,106
138,2021,E01012640,2021 super output areas - lower layer,151,Arrived 2011 to 2013,36
139,2021,E01012640,2021 super output areas - lower layer,151,Arrived 2014 to 2016,69
140,2021,E01012640,2021 super output areas - lower layer,151,Arrived 2017 to 2019,139
141,2021,E01012640,2021 super output areas - lower layer,151,Arrived 2020 to 2021,74
142,2021,E01012641,2021 super output areas - lower layer,151,Total: All usual residents,1852
143,2021,E01012641,2021 super output areas - lower layer,151,Born in the UK,1338
144,2021,E01012641,2021 super output areas - lower layer,151,Arrived before 1951,0
145,2021,E01012641,2021 super output areas - lower layer,151,Arrived 1951 to 1960,4
146,2021,E01012641,2021 super output areas - lower layer,151,Arrived 1961 to 1970,17
147,2021,E01012641,2021 super output areas - lower layer,151,Arrived 1971 to 1980,35
148,2021,E01012641,2021 super output areas - lower layer,151,Arrived 1981 to 1990,32
149,2021,E01012641,2021 super output areas - lower layer,151,Arrived 1991 to 2000,54
150,2021,E01012641,2021 super output areas - lower layer,151,Arrived 2001 to 2010,138
151,2021,E01012641,2021 super output areas - lower layer,151,Arrived 2011 to 2013,55
152,2021,E01012641,2021 super output areas - lower layer,151,Arrived 2014 to 2016,63
153,2021,E01012641,2021 super output areas - lower layer,151,Arrived 2017 to 2019,63
154,2021,E01012641,2021 super output areas - lower layer,151,Arrived 2020 to 2021,53
155,2021,E01012595,2021 super output areas - lower layer,151,Total: All usual residents,2175
156,2021,E01012595,2021 super output areas - lower layer,151,Born in the UK,1903
157,2021,E01012595,2021 super output areas - lower layer,151,Arrived before 1951,4
158,2021,E01012595,2021 super output areas - lower layer,151,Arrived 1951 to 1960,4
159,2021,E01012595,2021 super output areas - lower layer,151,Arrived 1961 to 1970,7
160,2021,E01012595,2021 super output areas - lower layer,151,Arrived 1971 to 1980,13
161,2021,E01012595,2021 super output areas - lower layer,151,Arrived 1981 to 1990,9
162,2021,E01012595,2021 super output areas - lower layer,151,Arrived 1991 to 2000,12
163,2021,E01012595,2021 super output areas - lower layer,151,Arrived 2001 to 2010,69
164,2021,E01012595,2021 super output areas - lower layer,151,Arrived 2011 to 2013,43
165,2021,E01012595,2021 super output areas - lower layer,151,Arrived 2014 to 2016,42
166,2021,E01012595,2021 super output areas - lower layer,151,Arrived 2017 to 2019,43
167,2021,E01012595,2021 super output areas - lower layer,151,Arrived 2020 to 2021,26
168,2021,E01012596,2021 super output areas - lower layer,151,Total: All usual residents,2054
169,2021,E01012596,2021 super output areas - lower layer,151,Born in the UK,1618
170,2021,E01012596,2021 super output areas - lower layer,151,Arrived before 1951,0
171,2021,E01012596,2021 super output areas - lower layer,151,Arrived 1951 to 1960,4
172,2021,E01012596,2021 super output areas - lower layer,151,Arrived 1961 to 1970,14
173,2021,E01012596,2021 super output areas - lower layer,151,Arrived 1971 to 1980,7
174,2021,E01012596,2021 super output areas - lower layer,151,Arrived 1981 to 1990,13
175,2021,E01012596,2021 super output areas - lower layer,151,Arrived 1991 to 2000,19
176,2021,E01012596,2021 super output areas - lower layer,151,Arrived 2001 to 2010,109
177,2021,E01012596,2021 super output areas - lower layer,151,Arrived 2011 to 2013,41
178,2021,E01012596,2021 super output areas - lower layer,151,Arrived 2014 to 2016,78
179,2021,E01012596,2021 super output areas - lower layer,151,Arrived 2017 to 2019,84
180,2021,E01012596,2021 super output areas - lower layer,151,Arrived 2020 to 2021,67
181,2021,E01012622,2021 super output areas - lower layer,151,Total: All usual residents,1596
182,2021,E01012622,2021 super output areas - lower layer,151,Born in the UK,1079
183,2021,E01012622,2021 super output areas - lower layer,151,Arrived before 1951,4
184,2021,E01012622,2021 super output areas - lower layer,151,Arrived 1951 to 1960,0
185,2021,E01012622,2021 super output areas - lower layer,151,Arrived 1961 to 1970,15
186,2021,E01012622,2021 super output areas - lower layer,151,Arrived 1971 to 1980,13
187,2021,E01012622,2021 super output areas - lower layer,151,Arrived 1981 to 1990,12
188,2021,E01012622,2021 super output areas - lower layer,151,Arrived 1991 to 2000,22
189,2021,E01012622,2021 super output areas - lower layer,151,Arrived 2001 to 2010,137
190,2021,E01012622,2021 super output areas - lower layer,151,Arrived 2011 to 2013,87
191,2021,E01012622,2021 super output areas - lower layer,151,Arrived 2014 to 2016,62
192,2021,E01012622,2021 super output areas - lower layer,151,Arrived 2017 to 2019,113
193,2021,E01012622,2021 super output areas - lower layer,151,Arrived 2020 to 2021,52
194,2021,E01012623,2021 super output areas - lower layer,151,Total: All usual residents,1403
195,2021,E01012623,2021 super output areas - lower layer,151,Born in the UK,1268
196,2021,E01012623,2021 super output areas - lower layer,151,Arrived before 1951,0
197,2021,E01012623,2021 super output areas - lower layer,151,Arrived 1951 to 1960,1
198,2021,E01012623,2021 super output areas - lower layer,151,Arrived 1961 to 1970,11
199,2021,E01012623,2021 super output areas - lower layer,151,Arrived 1971 to 1980,5
200,2021,E01012623,2021 super output areas - lower layer,151,Arrived 1981 to 1990,5
201,2021,E01012623,2021 super output areas - lower layer,151,Arrived 1991 to 2000,6
202,2021,E01012623,2021 super output areas - lower layer,151,Arrived 2001 to 2010,28
203,2021,E01012623,2021 super output areas - lower layer,151,Arrived 2011 to 2013,14
204,2021,E01012623,2021 super output areas - lower layer,151,Arrived 2014 to 2016,18
205,2021,E01012623,2021 super output areas - lower layer,151,Arrived 2017 to 2019,42
206,2021,E01012623,2021 super output areas - lower layer,151,Arrived 2020 to 2021,5
207,2021,E01012624,2021 super output areas - lower layer,151,Total: All usual residents,1445
208,2021,E01012624,2021 super output areas - lower layer,151,Born in the UK,1331
209,2021,E01012624,2021 super output areas - lower layer,151,Arrived before 1951,1
210,2021,E01012624,2021 super output areas - lower layer,151,Arrived 1951 to 1960,8
211,2021,E01012624,2021 super output areas - lower layer,151,Arrived 1961 to 1970,3
212,2021,E01012624,2021 super output areas - lower layer,151,Arrived 1971 to 1980,6
213,2021,E01012624,2021 super output areas - lower layer,151,Arrived 1981 to 1990,0
214,2021,E01012624,2021 super output areas - lower layer,151,Arrived 1991 to 2000,6
215,2021,E01012624,2021 super output areas - lower layer,151,Arrived 2001 to 2010,29
216,2021,E01012624,2021 super output areas - lower layer,151,Arrived 2011 to 2013,10
