,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_ETH_20_NAME,OBS_VALUE
0,2021,E01009568,2021 super output areas - lower layer,151,Total: All usual residents,1863
1,2021,E01009568,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh",1123
2,2021,E01009568,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Bangladeshi",86
3,2021,E01009568,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Chinese",12
4,2021,E01009568,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Indian",269
5,2021,E01009568,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Pakistani",584
6,2021,E01009568,2021 super output areas - lower layer,151,"Asian, Asian British or Asian Welsh: Other Asian",172
7,2021,E01009568,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African",126
8,2021,E01009568,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African: African",108
9,2021,E01009568,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",12
10,2021,E01009568,2021 super output areas - lower layer,151,"Black, Black British, Black Welsh, Caribbean or African: Other Black",6
11,2021,E01009568,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups,36
12,2021,E01009568,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: White and Asian,15
13,2021,E01009568,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: White and Black African,2
14,2021,E01009568,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: White and Black Caribbean,10
15,2021,E01009568,2021 super output areas - lower layer,151,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,9
16,2021,E01009568,2021 super output areas - lower layer,151,White,434
17,2021,E01009568,2021 super output areas - lower layer,151,"White: English, Welsh, Scottish, Northern Irish or British",187
18,2021,E01009568,2021 super output areas - lower layer,151,White: Irish,1
19,2021,E01009568,2021 super output areas - lower layer,151,White: Gypsy or Irish Traveller,1
20,2021,E01009568,2021 super output areas - lower layer,151,White: Roma,11
21,2021,E01009568,2021 super output areas - lower layer,151,White: Other White,234
22,2021,E01009568,2021 super output areas - lower layer,151,Other ethnic group,144
23,2021,E01009568,2021 super output areas - lower layer,151,Other ethnic group: Arab,15
