,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_NATIDUK_17_NAME,OBS_VALUE
0,2021,E01004879,2021 super output areas - lower layer,151,Total: All usual residents,1656
1,2021,E01004879,2021 super output areas - lower layer,151,British only identity,1040
2,2021,E01004879,2021 super output areas - lower layer,151,English only identity,130
3,2021,E01004879,2021 super output areas - lower layer,151,English and British only identity,135
4,2021,E01004879,2021 super output areas - lower layer,151,Welsh only identity,0
5,2021,E01004879,2021 super output areas - lower layer,151,Welsh and British only identity,0
6,2021,E01004879,2021 super output areas - lower layer,151,Any other combination of only UK identities,8
7,2021,E01004879,2021 super output areas - lower layer,151,Scottish only identity,3
8,2021,E01004879,2021 super output areas - lower layer,151,Scottish and British only identity,2
9,2021,E01004879,2021 super output areas - lower layer,151,Northern Irish only identity,1
10,2021,E01004879,2021 super output areas - lower layer,151,Northern Irish and British only identity,1
11,2021,E01004879,2021 super output areas - lower layer,151,Cornish only identity,0
12,2021,E01004879,2021 super output areas - lower layer,151,Cornish and British only identity,0
13,2021,E01004879,2021 super output areas - lower layer,151,Any other combination of only UK identities ,1
14,2021,E01004879,2021 super output areas - lower layer,151,Irish only identity,12
15,2021,E01004879,2021 super output areas - lower layer,151,Irish and at least one UK identity,0
16,2021,E01004879,2021 super output areas - lower layer,151,Other identity only,303
17,2021,E01004879,2021 super output areas - lower layer,151,Other identity and at least one UK identity,28
18,2021,E01004879,2021 super output areas - lower layer,151,Non-UK identity only,315
19,2021,E01004879,2021 super output areas - lower layer,151,UK identity and non-UK identity,28
20,2021,E01004830,2021 super output areas - lower layer,151,Total: All usual residents,1754
21,2021,E01004830,2021 super output areas - lower layer,151,British only identity,939
22,2021,E01004830,2021 super output areas - lower layer,151,English only identity,237
23,2021,E01004830,2021 super output areas - lower layer,151,English and British only identity,181
24,2021,E01004830,2021 super output areas - lower layer,151,Welsh only identity,0
25,2021,E01004830,2021 super output areas - lower layer,151,Welsh and British only identity,0
26,2021,E01004830,2021 super output areas - lower layer,151,Any other combination of only UK identities,5
27,2021,E01004830,2021 super output areas - lower layer,151,Scottish only identity,3
28,2021,E01004830,2021 super output areas - lower layer,151,Scottish and British only identity,0
29,2021,E01004830,2021 super output areas - lower layer,151,Northern Irish only identity,1
30,2021,E01004830,2021 super output areas - lower layer,151,Northern Irish and British only identity,1
