,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_ARRUK_13_NAME,OBS_VALUE
0,2021,E01014780,2021 super output areas - lower layer,151,Arrived 1951 to 1960,5
1,2021,E01014780,2021 super output areas - lower layer,151,Arrived 1961 to 1970,5
2,2021,E01014780,2021 super output areas - lower layer,151,Arrived 1971 to 1980,4
3,2021,E01014780,2021 super output areas - lower layer,151,Arrived 1981 to 1990,4
4,2021,E01014780,2021 super output areas - lower layer,151,Arrived 1991 to 2000,7
5,2021,E01014780,2021 super output areas - lower layer,151,Arrived 2001 to 2010,29
6,2021,E01014780,2021 super output areas - lower layer,151,Arrived 2011 to 2013,9
7,2021,E01014780,2021 super output areas - lower layer,151,Arrived 2014 to 2016,12
8,2021,E01014780,2021 super output areas - lower layer,151,Arrived 2017 to 2019,26
9,2021,E01014780,2021 super output areas - lower layer,151,Arrived 2020 to 2021,3
10,2021,E01014781,2021 super output areas - lower layer,151,Total: All usual residents,1733
11,2021,E01014781,2021 super output areas - lower layer,151,Born in the UK,1650
12,2021,E01014781,2021 super output areas - lower layer,151,Arrived before 1951,4
13,2021,E01014781,2021 super output areas - lower layer,151,Arrived 1951 to 1960,4
14,2021,E01014781,2021 super output areas - lower layer,151,Arrived 1961 to 1970,7
15,2021,E01014781,2021 super output areas - lower layer,151,Arrived 1971 to 1980,8
16,2021,E01014781,2021 super output areas - lower layer,151,Arrived 1981 to 1990,3
17,2021,E01014781,2021 super output areas - lower layer,151,Arrived 1991 to 2000,6
18,2021,E01014781,2021 super output areas - lower layer,151,Arrived 2001 to 2010,20
19,2021,E01014781,2021 super output areas - lower layer,151,Arrived 2011 to 2013,8
20,2021,E01014781,2021 super output areas - lower layer,151,Arrived 2014 to 2016,11
21,2021,E01014781,2021 super output areas - lower layer,151,Arrived 2017 to 2019,11
22,2021,E01014781,2021 super output areas - lower layer,151,Arrived 2020 to 2021,1
23,2021,E01014782,2021 super output areas - lower layer,151,Total: All usual residents,1350
24,2021,E01014782,2021 super output areas - lower layer,151,Born in the UK,1272
25,2021,E01014782,2021 super output areas - lower layer,151,Arrived before 1951,4
26,2021,E01014782,2021 super output areas - lower layer,151,Arrived 1951 to 1960,5
27,2021,E01014782,2021 super output areas - lower layer,151,Arrived 1961 to 1970,9
28,2021,E01014782,2021 super output areas - lower layer,151,Arrived 1971 to 1980,7
29,2021,E01014782,2021 super output areas - lower layer,151,Arrived 1981 to 1990,11
30,2021,E01014782,2021 super output areas - lower layer,151,Arrived 1991 to 2000,13
31,2021,E01014782,2021 super output areas - lower layer,151,Arrived 2001 to 2010,18
32,2021,E01014782,2021 super output areas - lower layer,151,Arrived 2011 to 2013,4
33,2021,E01014782,2021 super output areas - lower layer,151,Arrived 2014 to 2016,3
34,2021,E01014782,2021 super output areas - lower layer,151,Arrived 2017 to 2019,4
35,2021,E01014782,2021 super output areas - lower layer,151,Arrived 2020 to 2021,0
36,2021,E01014783,2021 super output areas - lower layer,151,Total: All usual residents,1543
37,2021,E01014783,2021 super output areas - lower layer,151,Born in the UK,1424
38,2021,E01014783,2021 super output areas - lower layer,151,Arrived before 1951,5
39,2021,E01014783,2021 super output areas - lower layer,151,Arrived 1951 to 1960,7
40,2021,E01014783,2021 super output areas - lower layer,151,Arrived 1961 to 1970,8
41,2021,E01014783,2021 super output areas - lower layer,151,Arrived 1971 to 1980,6
42,2021,E01014783,2021 super output areas - lower layer,151,Arrived 1981 to 1990,7
43,2021,E01014783,2021 super output areas - lower layer,151,Arrived 1991 to 2000,12
44,2021,E01014783,2021 super output areas - lower layer,151,Arrived 2001 to 2010,20
45,2021,E01014783,2021 super output areas - lower layer,151,Arrived 2011 to 2013,7
46,2021,E01014783,2021 super output areas - lower layer,151,Arrived 2014 to 2016,13
47,2021,E01014783,2021 super output areas - lower layer,151,Arrived 2017 to 2019,23
48,2021,E01014783,2021 super output areas - lower layer,151,Arrived 2020 to 2021,11
49,2021,E01014784,2021 super output areas - lower layer,151,Total: All usual residents,1629
50,2021,E01014784,2021 super output areas - lower layer,151,Born in the UK,1541
51,2021,E01014784,2021 super output areas - lower layer,151,Arrived before 1951,1
52,2021,E01014784,2021 super output areas - lower layer,151,Arrived 1951 to 1960,7
53,2021,E01014784,2021 super output areas - lower layer,151,Arrived 1961 to 1970,4
54,2021,E01014784,2021 super output areas - lower layer,151,Arrived 1971 to 1980,5
55,2021,E01014784,2021 super output areas - lower layer,151,Arrived 1981 to 1990,9
56,2021,E01014784,2021 super output areas - lower layer,151,Arrived 1991 to 2000,13
57,2021,E01014784,2021 super output areas - lower layer,151,Arrived 2001 to 2010,19
58,2021,E01014784,2021 super output areas - lower layer,151,Arrived 2011 to 2013,8
59,2021,E01014784,2021 super output areas - lower layer,151,Arrived 2014 to 2016,11
60,2021,E01014784,2021 super output areas - lower layer,151,Arrived 2017 to 2019,10
61,2021,E01014784,2021 super output areas - lower layer,151,Arrived 2020 to 2021,1
62,2021,E01014785,2021 super output areas - lower layer,151,Total: All usual residents,1375
63,2021,E01014785,2021 super output areas - lower layer,151,Born in the UK,1300
64,2021,E01014785,2021 super output areas - lower layer,151,Arrived before 1951,3
65,2021,E01014785,2021 super output areas - lower layer,151,Arrived 1951 to 1960,5
66,2021,E01014785,2021 super output areas - lower layer,151,Arrived 1961 to 1970,4
67,2021,E01014785,2021 super output areas - lower layer,151,Arrived 1971 to 1980,5
68,2021,E01014785,2021 super output areas - lower layer,151,Arrived 1981 to 1990,9
69,2021,E01014785,2021 super output areas - lower layer,151,Arrived 1991 to 2000,10
70,2021,E01014785,2021 super output areas - lower layer,151,Arrived 2001 to 2010,7
71,2021,E01014785,2021 super output areas - lower layer,151,Arrived 2011 to 2013,2
72,2021,E01014785,2021 super output areas - lower layer,151,Arrived 2014 to 2016,5
73,2021,E01014785,2021 super output areas - lower layer,151,Arrived 2017 to 2019,18
74,2021,E01014785,2021 super output areas - lower layer,151,Arrived 2020 to 2021,7
75,2021,E01014775,2021 super output areas - lower layer,151,Total: All usual residents,1210
76,2021,E01014775,2021 super output areas - lower layer,151,Born in the UK,1141
77,2021,E01014775,2021 super output areas - lower layer,151,Arrived before 1951,5
78,2021,E01014775,2021 super output areas - lower layer,151,Arrived 1951 to 1960,3
79,2021,E01014775,2021 super output areas - lower layer,151,Arrived 1961 to 1970,10
80,2021,E01014775,2021 super output areas - lower layer,151,Arrived 1971 to 1980,9
81,2021,E01014775,2021 super output areas - lower layer,151,Arrived 1981 to 1990,8
82,2021,E01014775,2021 super output areas - lower layer,151,Arrived 1991 to 2000,9
83,2021,E01014775,2021 super output areas - lower layer,151,Arrived 2001 to 2010,17
84,2021,E01014775,2021 super output areas - lower layer,151,Arrived 2011 to 2013,5
85,2021,E01014775,2021 super output areas - lower layer,151,Arrived 2014 to 2016,2
86,2021,E01014775,2021 super output areas - lower layer,151,Arrived 2017 to 2019,0
87,2021,E01014775,2021 super output areas - lower layer,151,Arrived 2020 to 2021,1
88,2021,E01014776,2021 super output areas - lower layer,151,Total: All usual residents,1215
89,2021,E01014776,2021 super output areas - lower layer,151,Born in the UK,1137
90,2021,E01014776,2021 super output areas - lower layer,151,Arrived before 1951,1
91,2021,E01014776,2021 super output areas - lower layer,151,Arrived 1951 to 1960,1
92,2021,E01014776,2021 super output areas - lower layer,151,Arrived 1961 to 1970,8
93,2021,E01014776,2021 super output areas - lower layer,151,Arrived 1971 to 1980,5
94,2021,E01014776,2021 super output areas - lower layer,151,Arrived 1981 to 1990,6
95,2021,E01014776,2021 super output areas - lower layer,151,Arrived 1991 to 2000,9
96,2021,E01014776,2021 super output areas - lower layer,151,Arrived 2001 to 2010,30
97,2021,E01014776,2021 super output areas - lower layer,151,Arrived 2011 to 2013,5
98,2021,E01014776,2021 super output areas - lower layer,151,Arrived 2014 to 2016,8
99,2021,E01014776,2021 super output areas - lower layer,151,Arrived 2017 to 2019,2
100,2021,E01014776,2021 super output areas - lower layer,151,Arrived 2020 to 2021,3
101,2021,E01014777,2021 super output areas - lower layer,151,Total: All usual residents,1472
102,2021,E01014777,2021 super output areas - lower layer,151,Born in the UK,1348
103,2021,E01014777,2021 super output areas - lower layer,151,Arrived before 1951,0
104,2021,E01014777,2021 super output areas - lower layer,151,Arrived 1951 to 1960,3
105,2021,E01014777,2021 super output areas - lower layer,151,Arrived 1961 to 1970,6
106,2021,E01014777,2021 super output areas - lower layer,151,Arrived 1971 to 1980,4
107,2021,E01014777,2021 super output areas - lower layer,151,Arrived 1981 to 1990,10
108,2021,E01014777,2021 super output areas - lower layer,151,Arrived 1991 to 2000,7
109,2021,E01014777,2021 super output areas - lower layer,151,Arrived 2001 to 2010,29
110,2021,E01014777,2021 super output areas - lower layer,151,Arrived 2011 to 2013,18
111,2021,E01014777,2021 super output areas - lower layer,151,Arrived 2014 to 2016,26
112,2021,E01014777,2021 super output areas - lower layer,151,Arrived 2017 to 2019,20
113,2021,E01014777,2021 super output areas - lower layer,151,Arrived 2020 to 2021,1
114,2021,E01014778,2021 super output areas - lower layer,151,Total: All usual residents,1279
115,2021,E01014778,2021 super output areas - lower layer,151,Born in the UK,1207
116,2021,E01014778,2021 super output areas - lower layer,151,Arrived before 1951,2
117,2021,E01014778,2021 super output areas - lower layer,151,Arrived 1951 to 1960,4
118,2021,E01014778,2021 super output areas - lower layer,151,Arrived 1961 to 1970,13
119,2021,E01014778,2021 super output areas - lower layer,151,Arrived 1971 to 1980,13
120,2021,E01014778,2021 super output areas - lower layer,151,Arrived 1981 to 1990,10
121,2021,E01014778,2021 super output areas - lower layer,151,Arrived 1991 to 2000,4
122,2021,E01014778,2021 super output areas - lower layer,151,Arrived 2001 to 2010,7
123,2021,E01014778,2021 super output areas - lower layer,151,Arrived 2011 to 2013,4
124,2021,E01014778,2021 super output areas - lower layer,151,Arrived 2014 to 2016,8
125,2021,E01014778,2021 super output areas - lower layer,151,Arrived 2017 to 2019,5
126,2021,E01014778,2021 super output areas - lower layer,151,Arrived 2020 to 2021,2
127,2021,E01014779,2021 super output areas - lower layer,151,Total: All usual residents,1112
128,2021,E01014779,2021 super output areas - lower layer,151,Born in the UK,1034
129,2021,E01014779,2021 super output areas - lower layer,151,Arrived before 1951,0
130,2021,E01014779,2021 super output areas - lower layer,151,Arrived 1951 to 1960,7
131,2021,E01014779,2021 super output areas - lower layer,151,Arrived 1961 to 1970,8
132,2021,E01014779,2021 super output areas - lower layer,151,Arrived 1971 to 1980,11
133,2021,E01014779,2021 super output areas - lower layer,151,Arrived 1981 to 1990,5
134,2021,E01014779,2021 super output areas - lower layer,151,Arrived 1991 to 2000,7
135,2021,E01014779,2021 super output areas - lower layer,151,Arrived 2001 to 2010,23
136,2021,E01014779,2021 super output areas - lower layer,151,Arrived 2011 to 2013,5
137,2021,E01014779,2021 super output areas - lower layer,151,Arrived 2014 to 2016,3
138,2021,E01014779,2021 super output areas - lower layer,151,Arrived 2017 to 2019,9
139,2021,E01014779,2021 super output areas - lower layer,151,Arrived 2020 to 2021,0
140,2021,E01014756,2021 super output areas - lower layer,151,Total: All usual residents,1529
141,2021,E01014756,2021 super output areas - lower layer,151,Born in the UK,1414
142,2021,E01014756,2021 super output areas - lower layer,151,Arrived before 1951,1
143,2021,E01014756,2021 super output areas - lower layer,151,Arrived 1951 to 1960,9
144,2021,E01014756,2021 super output areas - lower layer,151,Arrived 1961 to 1970,2
145,2021,E01014756,2021 super output areas - lower layer,151,Arrived 1971 to 1980,5
146,2021,E01014756,2021 super output areas - lower layer,151,Arrived 1981 to 1990,7
147,2021,E01014756,2021 super output areas - lower layer,151,Arrived 1991 to 2000,9
148,2021,E01014756,2021 super output areas - lower layer,151,Arrived 2001 to 2010,29
149,2021,E01014756,2021 super output areas - lower layer,151,Arrived 2011 to 2013,16
150,2021,E01014756,2021 super output areas - lower layer,151,Arrived 2014 to 2016,24
151,2021,E01014756,2021 super output areas - lower layer,151,Arrived 2017 to 2019,9
152,2021,E01014756,2021 super output areas - lower layer,151,Arrived 2020 to 2021,4
153,2021,E01014757,2021 super output areas - lower layer,151,Total: All usual residents,1423
154,2021,E01014757,2021 super output areas - lower layer,151,Born in the UK,1328
155,2021,E01014757,2021 super output areas - lower layer,151,Arrived before 1951,1
156,2021,E01014757,2021 super output areas - lower layer,151,Arrived 1951 to 1960,5
157,2021,E01014757,2021 super output areas - lower layer,151,Arrived 1961 to 1970,7
158,2021,E01014757,2021 super output areas - lower layer,151,Arrived 1971 to 1980,7
159,2021,E01014757,2021 super output areas - lower layer,151,Arrived 1981 to 1990,5
160,2021,E01014757,2021 super output areas - lower layer,151,Arrived 1991 to 2000,7
161,2021,E01014757,2021 super output areas - lower layer,151,Arrived 2001 to 2010,35
162,2021,E01014757,2021 super output areas - lower layer,151,Arrived 2011 to 2013,7
163,2021,E01014757,2021 super output areas - lower layer,151,Arrived 2014 to 2016,15
164,2021,E01014757,2021 super output areas - lower layer,151,Arrived 2017 to 2019,6
165,2021,E01014757,2021 super output areas - lower layer,151,Arrived 2020 to 2021,0
166,2021,E01014761,2021 super output areas - lower layer,151,Total: All usual residents,1528
167,2021,E01014761,2021 super output areas - lower layer,151,Born in the UK,1426
168,2021,E01014761,2021 super output areas - lower layer,151,Arrived before 1951,1
169,2021,E01014761,2021 super output areas - lower layer,151,Arrived 1951 to 1960,6
170,2021,E01014761,2021 super output areas - lower layer,151,Arrived 1961 to 1970,4
171,2021,E01014761,2021 super output areas - lower layer,151,Arrived 1971 to 1980,6
172,2021,E01014761,2021 super output areas - lower layer,151,Arrived 1981 to 1990,5
173,2021,E01014761,2021 super output areas - lower layer,151,Arrived 1991 to 2000,11
174,2021,E01014761,2021 super output areas - lower layer,151,Arrived 2001 to 2010,33
175,2021,E01014761,2021 super output areas - lower layer,151,Arrived 2011 to 2013,14
176,2021,E01014761,2021 super output areas - lower layer,151,Arrived 2014 to 2016,13
177,2021,E01014761,2021 super output areas - lower layer,151,Arrived 2017 to 2019,8
178,2021,E01014761,2021 super output areas - lower layer,151,Arrived 2020 to 2021,1
179,2021,E01014762,2021 super output areas - lower layer,151,Total: All usual residents,1471
180,2021,E01014762,2021 super output areas - lower layer,151,Born in the UK,1392
181,2021,E01014762,2021 super output areas - lower layer,151,Arrived before 1951,4
182,2021,E01014762,2021 super output areas - lower layer,151,Arrived 1951 to 1960,4
183,2021,E01014762,2021 super output areas - lower layer,151,Arrived 1961 to 1970,8
184,2021,E01014762,2021 super output areas - lower layer,151,Arrived 1971 to 1980,2
185,2021,E01014762,2021 super output areas - lower layer,151,Arrived 1981 to 1990,11
186,2021,E01014762,2021 super output areas - lower layer,151,Arrived 1991 to 2000,9
187,2021,E01014762,2021 super output areas - lower layer,151,Arrived 2001 to 2010,12
188,2021,E01014762,2021 super output areas - lower layer,151,Arrived 2011 to 2013,11
189,2021,E01014762,2021 super output areas - lower layer,151,Arrived 2014 to 2016,12
190,2021,E01014762,2021 super output areas - lower layer,151,Arrived 2017 to 2019,5
191,2021,E01014762,2021 super output areas - lower layer,151,Arrived 2020 to 2021,1
192,2021,E01014763,2021 super output areas - lower layer,151,Total: All usual residents,1744
193,2021,E01014763,2021 super output areas - lower layer,151,Born in the UK,1599
194,2021,E01014763,2021 super output areas - lower layer,151,Arrived before 1951,3
195,2021,E01014763,2021 super output areas - lower layer,151,Arrived 1951 to 1960,1
196,2021,E01014763,2021 super output areas - lower layer,151,Arrived 1961 to 1970,5
197,2021,E01014763,2021 super output areas - lower layer,151,Arrived 1971 to 1980,10
198,2021,E01014763,2021 super output areas - lower layer,151,Arrived 1981 to 1990,5
199,2021,E01014763,2021 super output areas - lower layer,151,Arrived 1991 to 2000,10
200,2021,E01014763,2021 super output areas - lower layer,151,Arrived 2001 to 2010,59
201,2021,E01014763,2021 super output areas - lower layer,151,Arrived 2011 to 2013,20
202,2021,E01014763,2021 super output areas - lower layer,151,Arrived 2014 to 2016,18
203,2021,E01014763,2021 super output areas - lower layer,151,Arrived 2017 to 2019,12
204,2021,E01014763,2021 super output areas - lower layer,151,Arrived 2020 to 2021,2
205,2021,E01014737,2021 super output areas - lower layer,151,Total: All usual residents,1606
206,2021,E01014737,2021 super output areas - lower layer,151,Born in the UK,1491
207,2021,E01014737,2021 super output areas - lower layer,151,Arrived before 1951,3
208,2021,E01014737,2021 super output areas - lower layer,151,Arrived 1951 to 1960,5
209,2021,E01014737,2021 super output areas - lower layer,151,Arrived 1961 to 1970,7
210,2021,E01014737,2021 super output areas - lower layer,151,Arrived 1971 to 1980,8
211,2021,E01014737,2021 super output areas - lower layer,151,Arrived 1981 to 1990,10
212,2021,E01014737,2021 super output areas - lower layer,151,Arrived 1991 to 2000,18
213,2021,E01014737,2021 super output areas - lower layer,151,Arrived 2001 to 2010,26
214,2021,E01014737,2021 super output areas - lower layer,151,Arrived 2011 to 2013,6
215,2021,E01014737,2021 super output areas - lower layer,151,Arrived 2014 to 2016,9
216,2021,E01014737,2021 super output areas - lower layer,151,Arrived 2017 to 2019,15
217,2021,E01014737,2021 super output areas - lower layer,151,Arrived 2020 to 2021,8
218,2021,E01014738,2021 super output areas - lower layer,151,Total: All usual residents,1522
219,2021,E01014738,2021 super output areas - lower layer,151,Born in the UK,1396
220,2021,E01014738,2021 super output areas - lower layer,151,Arrived before 1951,0
221,2021,E01014738,2021 super output areas - lower layer,151,Arrived 1951 to 1960,4
222,2021,E01014738,2021 super output areas - lower layer,151,Arrived 1961 to 1970,10
223,2021,E01014738,2021 super output areas - lower layer,151,Arrived 1971 to 1980,10
