,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_BEDROOMS_5_NAME,OBS_VALUE
361,2021,E02003359,2021 super output areas - middle layer,152,1 bedroom,470
362,2021,E02003359,2021 super output areas - middle layer,152,2 bedrooms,867
363,2021,E02003359,2021 super output areas - middle layer,152,3 bedrooms,1085
364,2021,E02003359,2021 super output areas - middle layer,152,4 or more bedrooms,374
365,2021,E02003360,2021 super output areas - middle layer,152,Total: All households,4335
366,2021,E02003360,2021 super output areas - middle layer,152,1 bedroom,139
367,2021,E02003360,2021 super output areas - middle layer,152,2 bedrooms,882
368,2021,E02003360,2021 super output areas - middle layer,152,3 bedrooms,1949
369,2021,E02003360,2021 super output areas - middle layer,152,4 or more bedrooms,1365
370,2021,E02003361,2021 super output areas - middle layer,152,Total: All households,3074
371,2021,E02003361,2021 super output areas - middle layer,152,1 bedroom,392
372,2021,E02003361,2021 super output areas - middle layer,152,2 bedrooms,646
373,2021,E02003361,2021 super output areas - middle layer,152,3 bedrooms,1574
374,2021,E02003361,2021 super output areas - middle layer,152,4 or more bedrooms,462
375,2021,E02003362,2021 super output areas - middle layer,152,Total: All households,2734
376,2021,E02003362,2021 super output areas - middle layer,152,1 bedroom,410
377,2021,E02003362,2021 super output areas - middle layer,152,2 bedrooms,503
378,2021,E02003362,2021 super output areas - middle layer,152,3 bedrooms,1349
379,2021,E02003362,2021 super output areas - middle layer,152,4 or more bedrooms,472
380,2021,E02003363,2021 super output areas - middle layer,152,Total: All households,2672
381,2021,E02003363,2021 super output areas - middle layer,152,1 bedroom,330
382,2021,E02003363,2021 super output areas - middle layer,152,2 bedrooms,683
