,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_ETHNIC_288_NAME,OBS_VALUE
0,2021,E02006177,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Other East Asian/ East Asian unspecified",0
1,2021,E02006177,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Other Middle East",0
2,2021,E02006177,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Other Mixed",1
3,2021,E02006177,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Pakistani or British Pakistani",6
4,2021,E02006177,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Punjabi",0
5,2021,E02006177,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Sikh",5
6,2021,E02006177,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Sinhalese",0
7,2021,E02006177,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Sri Lankan",4
8,2021,E02006177,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Taiwanese",0
9,2021,E02006177,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Tajikistani/Kazakhstani/Kyrgystani/Turkmenistani/Uzbekistani",0
10,2021,E02006177,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Tamil",0
11,2021,E02006177,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Thai",4
12,2021,E02006177,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Turkish",0
13,2021,E02006177,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Vietnamese",0
14,2021,E02006177,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Any other ethnic group",0
15,2021,E02006177,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background",8
16,2021,E02006177,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: African unspecified",2
17,2021,E02006177,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Angolan",0
18,2021,E02006177,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Arab",0
19,2021,E02006177,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Black British",0
20,2021,E02006177,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Cameroonian",0
21,2021,E02006177,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Cote D'Ivoire",0
22,2021,E02006177,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Democratic Republic of the Congo",0
23,2021,E02006177,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: English/Welsh/Scottish/Northern Irish/British",0
24,2021,E02006177,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Eritrean",0
25,2021,E02006177,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Ethiopian",0
26,2021,E02006177,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Gambian",0
27,2021,E02006177,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Ghanaian",0
28,2021,E02006177,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Kenyan",0
29,2021,E02006177,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Malawian",0
30,2021,E02006177,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Mauritian/Seychellois/Maldivian/Sao Tomean/St Helenian",0
31,2021,E02006177,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Mixed Black",0
32,2021,E02006177,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Moroccan",0
33,2021,E02006177,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Nigerian",5
34,2021,E02006177,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Other Black, Black unspecified",0
35,2021,E02006177,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Other Mixed",0
36,2021,E02006177,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Other North African",0
37,2021,E02006177,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Portuguese",0
38,2021,E02006177,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Sierra Leone",0
39,2021,E02006177,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Somali",0
40,2021,E02006177,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Somalilander",0
41,2021,E02006177,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: South African",0
42,2021,E02006177,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Sudanese",0
43,2021,E02006177,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Tanzanian",0
44,2021,E02006177,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Ugandan",0
45,2021,E02006177,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Zambian",0
46,2021,E02006177,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Zimbabwean",1
47,2021,E02006177,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh of African background: Any other ethnic group",0
48,2021,E02006177,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh or Caribbean background",27
49,2021,E02006177,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh or Caribbean background: African unspecified",0
50,2021,E02006177,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh or Caribbean background: Black and European",0
51,2021,E02006177,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh or Caribbean background: Black British",1
52,2021,E02006177,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh or Caribbean background: Black/African American",0
53,2021,E02006177,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh or Caribbean background: Caribbean",24
54,2021,E02006177,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh or Caribbean background: English/Welsh/Scottish/Northern Irish/British",0
55,2021,E02006177,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh or Caribbean background: Ghanaian",0
56,2021,E02006177,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh or Caribbean background: Mauritian/Seychellois/Maldivian/Sao Tomean/St Helenian",0
57,2021,E02006177,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh or Caribbean background: Mixed Black",0
58,2021,E02006177,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh or Caribbean background: Nigerian",0
59,2021,E02006177,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh or Caribbean background: Other Black, Black unspecified",2
60,2021,E02006177,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh or Caribbean background: Other Mixed",0
61,2021,E02006177,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh or Caribbean background: Polynesian/Micronesian/Melanesian",0
62,2021,E02006177,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh or Caribbean background: Somali",0
63,2021,E02006177,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh or Caribbean background: Any other ethnic group",0
64,2021,E02006177,2021 super output areas - middle layer,152,Mixed or Multiple ethnic groups,111
65,2021,E02006177,2021 super output areas - middle layer,152,Mixed or Multiple ethnic groups: African unspecified,0
66,2021,E02006177,2021 super output areas - middle layer,152,Mixed or Multiple ethnic groups: African Asian,0
67,2021,E02006177,2021 super output areas - middle layer,152,Mixed or Multiple ethnic groups: African/Arab,0
68,2021,E02006177,2021 super output areas - middle layer,152,Mixed or Multiple ethnic groups: Anglo Indian,0
69,2021,E02006177,2021 super output areas - middle layer,152,Mixed or Multiple ethnic groups: Arab,0
70,2021,E02006177,2021 super output areas - middle layer,152,Mixed or Multiple ethnic groups: Asian (unspecified) and European,0
71,2021,E02006177,2021 super output areas - middle layer,152,Mixed or Multiple ethnic groups: Black and Asian,0
