,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_AGE_102_NAME,OBS_VALUE
0,2021,E02000831,2021 super output areas - middle layer,152,Aged 23 years,121
1,2021,E02000831,2021 super output areas - middle layer,152,Aged 24 years,174
2,2021,E02000831,2021 super output areas - middle layer,152,Aged 25 to 34 years,2522
3,2021,E02000831,2021 super output areas - middle layer,152,Aged 25 years,192
4,2021,E02000831,2021 super output areas - middle layer,152,Aged 26 years,206
5,2021,E02000831,2021 super output areas - middle layer,152,Aged 27 years,274
6,2021,E02000831,2021 super output areas - middle layer,152,Aged 28 years,318
7,2021,E02000831,2021 super output areas - middle layer,152,Aged 29 years,296
8,2021,E02000831,2021 super output areas - middle layer,152,Aged 30 years,296
9,2021,E02000831,2021 super output areas - middle layer,152,Aged 31 years,269
10,2021,E02000831,2021 super output areas - middle layer,152,Aged 32 years,255
11,2021,E02000831,2021 super output areas - middle layer,152,Aged 33 years,230
12,2021,E02000831,2021 super output areas - middle layer,152,Aged 34 years,186
13,2021,E02000831,2021 super output areas - middle layer,152,Aged 35 to 49 years,2146
14,2021,E02000831,2021 super output areas - middle layer,152,Aged 35 years,179
15,2021,E02000831,2021 super output areas - middle layer,152,Aged 36 years,177
16,2021,E02000831,2021 super output areas - middle layer,152,Aged 37 years,167
17,2021,E02000831,2021 super output areas - middle layer,152,Aged 38 years,138
18,2021,E02000831,2021 super output areas - middle layer,152,Aged 39 years,163
19,2021,E02000831,2021 super output areas - middle layer,152,Aged 40 years,149
20,2021,E02000831,2021 super output areas - middle layer,152,Aged 41 years,148
21,2021,E02000831,2021 super output areas - middle layer,152,Aged 42 years,147
22,2021,E02000831,2021 super output areas - middle layer,152,Aged 43 years,145
23,2021,E02000831,2021 super output areas - middle layer,152,Aged 44 years,132
24,2021,E02000831,2021 super output areas - middle layer,152,Aged 45 years,125
25,2021,E02000831,2021 super output areas - middle layer,152,Aged 46 years,133
26,2021,E02000831,2021 super output areas - middle layer,152,Aged 47 years,104
27,2021,E02000831,2021 super output areas - middle layer,152,Aged 48 years,123
28,2021,E02000831,2021 super output areas - middle layer,152,Aged 49 years,116
29,2021,E02000831,2021 super output areas - middle layer,152,Aged 50 to 64 years,1437
30,2021,E02000831,2021 super output areas - middle layer,152,Aged 50 years,122
31,2021,E02000831,2021 super output areas - middle layer,152,Aged 51 years,96
32,2021,E02000831,2021 super output areas - middle layer,152,Aged 52 years,110
33,2021,E02000831,2021 super output areas - middle layer,152,Aged 53 years,110
34,2021,E02000831,2021 super output areas - middle layer,152,Aged 54 years,115
35,2021,E02000831,2021 super output areas - middle layer,152,Aged 55 years,109
36,2021,E02000831,2021 super output areas - middle layer,152,Aged 56 years,114
37,2021,E02000831,2021 super output areas - middle layer,152,Aged 57 years,90
38,2021,E02000831,2021 super output areas - middle layer,152,Aged 58 years,104
39,2021,E02000831,2021 super output areas - middle layer,152,Aged 59 years,94
40,2021,E02000831,2021 super output areas - middle layer,152,Aged 60 years,79
41,2021,E02000831,2021 super output areas - middle layer,152,Aged 61 years,74
42,2021,E02000831,2021 super output areas - middle layer,152,Aged 62 years,87
43,2021,E02000831,2021 super output areas - middle layer,152,Aged 63 years,70
44,2021,E02000831,2021 super output areas - middle layer,152,Aged 64 years,63
45,2021,E02000831,2021 super output areas - middle layer,152,Aged 65 to 74 years,467
46,2021,E02000831,2021 super output areas - middle layer,152,Aged 65 years,68
47,2021,E02000831,2021 super output areas - middle layer,152,Aged 66 years,53
48,2021,E02000831,2021 super output areas - middle layer,152,Aged 67 years,54
49,2021,E02000831,2021 super output areas - middle layer,152,Aged 68 years,54
50,2021,E02000831,2021 super output areas - middle layer,152,Aged 69 years,31
51,2021,E02000831,2021 super output areas - middle layer,152,Aged 70 years,50
52,2021,E02000831,2021 super output areas - middle layer,152,Aged 71 years,42
53,2021,E02000831,2021 super output areas - middle layer,152,Aged 72 years,39
54,2021,E02000831,2021 super output areas - middle layer,152,Aged 73 years,31
55,2021,E02000831,2021 super output areas - middle layer,152,Aged 74 years,45
56,2021,E02000831,2021 super output areas - middle layer,152,Aged 75 to 84 years,259
57,2021,E02000831,2021 super output areas - middle layer,152,Aged 75 years,30
58,2021,E02000831,2021 super output areas - middle layer,152,Aged 76 years,30
59,2021,E02000831,2021 super output areas - middle layer,152,Aged 77 years,24
60,2021,E02000831,2021 super output areas - middle layer,152,Aged 78 years,37
61,2021,E02000831,2021 super output areas - middle layer,152,Aged 79 years,30
62,2021,E02000831,2021 super output areas - middle layer,152,Aged 80 years,21
63,2021,E02000831,2021 super output areas - middle layer,152,Aged 81 years,24
64,2021,E02000831,2021 super output areas - middle layer,152,Aged 82 years,21
