,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C_SEX_NAME,OBS_VALUE
0,2021,E02002483,2021 super output areas - middle layer,152,All persons,0
1,2021,E02002483,2021 super output areas - middle layer,152,Female,0
2,2021,E02002483,2021 super output areas - middle layer,152,Male,0
3,2021,E02002484,2021 super output areas - middle layer,152,All persons,0
4,2021,E02002484,2021 super output areas - middle layer,152,Female,0
5,2021,E02002484,2021 super output areas - middle layer,152,Male,0
6,2021,E02002485,2021 super output areas - middle layer,152,All persons,2
7,2021,E02002485,2021 super output areas - middle layer,152,Female,2
8,2021,E02002485,2021 super output areas - middle layer,152,Male,0
9,2021,E02002489,2021 super output areas - middle layer,152,All persons,4
10,2021,E02002489,2021 super output areas - middle layer,152,Female,1
11,2021,E02002489,2021 super output areas - middle layer,152,Male,3
12,2021,E02002490,2021 super output areas - middle layer,152,All persons,0
13,2021,E02002490,2021 super output areas - middle layer,152,Female,0
14,2021,E02002490,2021 super output areas - middle layer,152,Male,0
15,2021,E02002491,2021 super output areas - middle layer,152,All persons,0
16,2021,E02002491,2021 super output areas - middle layer,152,Female,0
17,2021,E02002491,2021 super output areas - middle layer,152,Male,0
18,2021,E02002492,2021 super output areas - middle layer,152,All persons,1
19,2021,E02002492,2021 super output areas - middle layer,152,Female,0
20,2021,E02002492,2021 super output areas - middle layer,152,Male,1
21,2021,E02002493,2021 super output areas - middle layer,152,All persons,0
22,2021,E02002493,2021 super output areas - middle layer,152,Female,0
23,2021,E02002493,2021 super output areas - middle layer,152,Male,0
24,2021,E02002494,2021 super output areas - middle layer,152,All persons,3
25,2021,E02002494,2021 super output areas - middle layer,152,Female,1
26,2021,E02002494,2021 super output areas - middle layer,152,Male,2
27,2021,E02006909,2021 super output areas - middle layer,152,All persons,1
28,2021,E02006909,2021 super output areas - middle layer,152,Female,1
29,2021,E02006909,2021 super output areas - middle layer,152,Male,0
30,2021,E02007059,2021 super output areas - middle layer,152,All persons,15
31,2021,E02007059,2021 super output areas - middle layer,152,Female,5
32,2021,E02007059,2021 super output areas - middle layer,152,Male,10
33,2021,E02002496,2021 super output areas - middle layer,152,All persons,135
34,2021,E02002496,2021 super output areas - middle layer,152,Female,62
35,2021,E02002496,2021 super output areas - middle layer,152,Male,73
36,2021,E02002497,2021 super output areas - middle layer,152,All persons,17
37,2021,E02002497,2021 super output areas - middle layer,152,Female,7
38,2021,E02002497,2021 super output areas - middle layer,152,Male,10
39,2021,E02002498,2021 super output areas - middle layer,152,All persons,82
40,2021,E02002498,2021 super output areas - middle layer,152,Female,31
41,2021,E02002498,2021 super output areas - middle layer,152,Male,51
42,2021,E02002499,2021 super output areas - middle layer,152,All persons,1
43,2021,E02002499,2021 super output areas - middle layer,152,Female,1
44,2021,E02002499,2021 super output areas - middle layer,152,Male,0
45,2021,E02002500,2021 super output areas - middle layer,152,All persons,5
46,2021,E02002500,2021 super output areas - middle layer,152,Female,1
47,2021,E02002500,2021 super output areas - middle layer,152,Male,4
48,2021,E02002501,2021 super output areas - middle layer,152,All persons,10
49,2021,E02002501,2021 super output areas - middle layer,152,Female,4
50,2021,E02002501,2021 super output areas - middle layer,152,Male,6
51,2021,E02002502,2021 super output areas - middle layer,152,All persons,3
52,2021,E02002502,2021 super output areas - middle layer,152,Female,2
53,2021,E02002502,2021 super output areas - middle layer,152,Male,1
54,2021,E02002503,2021 super output areas - middle layer,152,All persons,5
55,2021,E02002503,2021 super output areas - middle layer,152,Female,2
56,2021,E02002503,2021 super output areas - middle layer,152,Male,3
57,2021,E02002504,2021 super output areas - middle layer,152,All persons,13
58,2021,E02002504,2021 super output areas - middle layer,152,Female,5
59,2021,E02002504,2021 super output areas - middle layer,152,Male,8
60,2021,E02002505,2021 super output areas - middle layer,152,All persons,1
61,2021,E02002505,2021 super output areas - middle layer,152,Female,1
62,2021,E02002505,2021 super output areas - middle layer,152,Male,0
63,2021,E02002506,2021 super output areas - middle layer,152,All persons,5
64,2021,E02002506,2021 super output areas - middle layer,152,Female,3
65,2021,E02002506,2021 super output areas - middle layer,152,Male,2
66,2021,E02002507,2021 super output areas - middle layer,152,All persons,3
67,2021,E02002507,2021 super output areas - middle layer,152,Female,1
68,2021,E02002507,2021 super output areas - middle layer,152,Male,2
69,2021,E02002508,2021 super output areas - middle layer,152,All persons,0
70,2021,E02002508,2021 super output areas - middle layer,152,Female,0
71,2021,E02002508,2021 super output areas - middle layer,152,Male,0
72,2021,E02002509,2021 super output areas - middle layer,152,All persons,2
73,2021,E02002509,2021 super output areas - middle layer,152,Female,1
74,2021,E02002509,2021 super output areas - middle layer,152,Male,1
75,2021,E02002510,2021 super output areas - middle layer,152,All persons,2
76,2021,E02002510,2021 super output areas - middle layer,152,Female,1
77,2021,E02002510,2021 super output areas - middle layer,152,Male,1
78,2021,E02002512,2021 super output areas - middle layer,152,All persons,2
79,2021,E02002512,2021 super output areas - middle layer,152,Female,2
80,2021,E02002512,2021 super output areas - middle layer,152,Male,0
81,2021,E02002513,2021 super output areas - middle layer,152,All persons,4
82,2021,E02002513,2021 super output areas - middle layer,152,Female,2
83,2021,E02002513,2021 super output areas - middle layer,152,Male,2
84,2021,E02002514,2021 super output areas - middle layer,152,All persons,3
85,2021,E02002514,2021 super output areas - middle layer,152,Female,2
86,2021,E02002514,2021 super output areas - middle layer,152,Male,1
87,2021,E02006811,2021 super output areas - middle layer,152,All persons,4
88,2021,E02006811,2021 super output areas - middle layer,152,Female,3
89,2021,E02006811,2021 super output areas - middle layer,152,Male,1
90,2021,E02002515,2021 super output areas - middle layer,152,All persons,0
91,2021,E02002515,2021 super output areas - middle layer,152,Female,0
92,2021,E02002515,2021 super output areas - middle layer,152,Male,0
93,2021,E02002516,2021 super output areas - middle layer,152,All persons,1
94,2021,E02002516,2021 super output areas - middle layer,152,Female,1
95,2021,E02002516,2021 super output areas - middle layer,152,Male,0
96,2021,E02002517,2021 super output areas - middle layer,152,All persons,3
97,2021,E02002517,2021 super output areas - middle layer,152,Female,2
98,2021,E02002517,2021 super output areas - middle layer,152,Male,1
99,2021,E02002518,2021 super output areas - middle layer,152,All persons,0
100,2021,E02002518,2021 super output areas - middle layer,152,Female,0
101,2021,E02002518,2021 super output areas - middle layer,152,Male,0
102,2021,E02002519,2021 super output areas - middle layer,152,All persons,1
103,2021,E02002519,2021 super output areas - middle layer,152,Female,1
104,2021,E02002519,2021 super output areas - middle layer,152,Male,0
105,2021,E02002520,2021 super output areas - middle layer,152,All persons,3
106,2021,E02002520,2021 super output areas - middle layer,152,Female,1
107,2021,E02002520,2021 super output areas - middle layer,152,Male,2
108,2021,E02002521,2021 super output areas - middle layer,152,All persons,8
109,2021,E02002521,2021 super output areas - middle layer,152,Female,2
110,2021,E02002521,2021 super output areas - middle layer,152,Male,6
111,2021,E02002523,2021 super output areas - middle layer,152,All persons,1
112,2021,E02002523,2021 super output areas - middle layer,152,Female,1
113,2021,E02002523,2021 super output areas - middle layer,152,Male,0
114,2021,E02002524,2021 super output areas - middle layer,152,All persons,1
115,2021,E02002524,2021 super output areas - middle layer,152,Female,1
116,2021,E02002524,2021 super output areas - middle layer,152,Male,0
117,2021,E02002525,2021 super output areas - middle layer,152,All persons,0
118,2021,E02002525,2021 super output areas - middle layer,152,Female,0
119,2021,E02002525,2021 super output areas - middle layer,152,Male,0
120,2021,E02002526,2021 super output areas - middle layer,152,All persons,1
121,2021,E02002526,2021 super output areas - middle layer,152,Female,1
122,2021,E02002526,2021 super output areas - middle layer,152,Male,0
123,2021,E02002527,2021 super output areas - middle layer,152,All persons,2
124,2021,E02002527,2021 super output areas - middle layer,152,Female,0
125,2021,E02002527,2021 super output areas - middle layer,152,Male,2
126,2021,E02002529,2021 super output areas - middle layer,152,All persons,1
127,2021,E02002529,2021 super output areas - middle layer,152,Female,1
128,2021,E02002529,2021 super output areas - middle layer,152,Male,0
129,2021,E02002530,2021 super output areas - middle layer,152,All persons,0
130,2021,E02002530,2021 super output areas - middle layer,152,Female,0
131,2021,E02002530,2021 super output areas - middle layer,152,Male,0
132,2021,E02002532,2021 super output areas - middle layer,152,All persons,0
133,2021,E02002532,2021 super output areas - middle layer,152,Female,0
134,2021,E02002532,2021 super output areas - middle layer,152,Male,0
135,2021,E02002533,2021 super output areas - middle layer,152,All persons,5
136,2021,E02002533,2021 super output areas - middle layer,152,Female,1
137,2021,E02002533,2021 super output areas - middle layer,152,Male,4
138,2021,E02002534,2021 super output areas - middle layer,152,All persons,3
139,2021,E02002534,2021 super output areas - middle layer,152,Female,2
140,2021,E02002534,2021 super output areas - middle layer,152,Male,1
141,2021,E02006812,2021 super output areas - middle layer,152,All persons,0
142,2021,E02006812,2021 super output areas - middle layer,152,Female,0
143,2021,E02006812,2021 super output areas - middle layer,152,Male,0
144,2021,E02006910,2021 super output areas - middle layer,152,All persons,5
145,2021,E02006910,2021 super output areas - middle layer,152,Female,1
146,2021,E02006910,2021 super output areas - middle layer,152,Male,4
147,2021,E02002535,2021 super output areas - middle layer,152,All persons,2
148,2021,E02002535,2021 super output areas - middle layer,152,Female,2
149,2021,E02002535,2021 super output areas - middle layer,152,Male,0
150,2021,E02002536,2021 super output areas - middle layer,152,All persons,0
151,2021,E02002536,2021 super output areas - middle layer,152,Female,0
152,2021,E02002536,2021 super output areas - middle layer,152,Male,0
153,2021,E02002537,2021 super output areas - middle layer,152,All persons,3
154,2021,E02002537,2021 super output areas - middle layer,152,Female,1
155,2021,E02002537,2021 super output areas - middle layer,152,Male,2
156,2021,E02002538,2021 super output areas - middle layer,152,All persons,0
157,2021,E02002538,2021 super output areas - middle layer,152,Female,0
158,2021,E02002538,2021 super output areas - middle layer,152,Male,0
159,2021,E02002539,2021 super output areas - middle layer,152,All persons,7
160,2021,E02002539,2021 super output areas - middle layer,152,Female,4
161,2021,E02002539,2021 super output areas - middle layer,152,Male,3
162,2021,E02002540,2021 super output areas - middle layer,152,All persons,0
163,2021,E02002540,2021 super output areas - middle layer,152,Female,0
164,2021,E02002540,2021 super output areas - middle layer,152,Male,0
165,2021,E02002541,2021 super output areas - middle layer,152,All persons,4
166,2021,E02002541,2021 super output areas - middle layer,152,Female,4
167,2021,E02002541,2021 super output areas - middle layer,152,Male,0
168,2021,E02002542,2021 super output areas - middle layer,152,All persons,1
169,2021,E02002542,2021 super output areas - middle layer,152,Female,1
170,2021,E02002542,2021 super output areas - middle layer,152,Male,0
171,2021,E02002543,2021 super output areas - middle layer,152,All persons,1
172,2021,E02002543,2021 super output areas - middle layer,152,Female,0
173,2021,E02002543,2021 super output areas - middle layer,152,Male,1
174,2021,E02002544,2021 super output areas - middle layer,152,All persons,5
175,2021,E02002544,2021 super output areas - middle layer,152,Female,1
176,2021,E02002544,2021 super output areas - middle layer,152,Male,4
177,2021,E02002545,2021 super output areas - middle layer,152,All persons,0
178,2021,E02002545,2021 super output areas - middle layer,152,Female,0
179,2021,E02002545,2021 super output areas - middle layer,152,Male,0
180,2021,E02002546,2021 super output areas - middle layer,152,All persons,5
181,2021,E02002546,2021 super output areas - middle layer,152,Female,1
182,2021,E02002546,2021 super output areas - middle layer,152,Male,4
183,2021,E02002547,2021 super output areas - middle layer,152,All persons,0
184,2021,E02002547,2021 super output areas - middle layer,152,Female,0
185,2021,E02002547,2021 super output areas - middle layer,152,Male,0
186,2021,E02002549,2021 super output areas - middle layer,152,All persons,1
187,2021,E02002549,2021 super output areas - middle layer,152,Female,1
188,2021,E02002549,2021 super output areas - middle layer,152,Male,0
189,2021,E02002550,2021 super output areas - middle layer,152,All persons,4
190,2021,E02002550,2021 super output areas - middle layer,152,Female,1
191,2021,E02002550,2021 super output areas - middle layer,152,Male,3
192,2021,E02002551,2021 super output areas - middle layer,152,All persons,10
193,2021,E02002551,2021 super output areas - middle layer,152,Female,5
194,2021,E02002551,2021 super output areas - middle layer,152,Male,5
195,2021,E02002552,2021 super output areas - middle layer,152,All persons,7
196,2021,E02002552,2021 super output areas - middle layer,152,Female,3
197,2021,E02002552,2021 super output areas - middle layer,152,Male,4
198,2021,E02002553,2021 super output areas - middle layer,152,All persons,2
199,2021,E02002553,2021 super output areas - middle layer,152,Female,0
200,2021,E02002553,2021 super output areas - middle layer,152,Male,2
201,2021,E02002554,2021 super output areas - middle layer,152,All persons,1
202,2021,E02002554,2021 super output areas - middle layer,152,Female,1
203,2021,E02002554,2021 super output areas - middle layer,152,Male,0
204,2021,E02002555,2021 super output areas - middle layer,152,All persons,13
205,2021,E02002555,2021 super output areas - middle layer,152,Female,0
206,2021,E02002555,2021 super output areas - middle layer,152,Male,13
207,2021,E02002556,2021 super output areas - middle layer,152,All persons,5
208,2021,E02002556,2021 super output areas - middle layer,152,Female,3
209,2021,E02002556,2021 super output areas - middle layer,152,Male,2
210,2021,E02002558,2021 super output areas - middle layer,152,All persons,21
211,2021,E02002558,2021 super output areas - middle layer,152,Female,8
212,2021,E02002558,2021 super output areas - middle layer,152,Male,13
213,2021,E02007060,2021 super output areas - middle layer,152,All persons,16
214,2021,E02007060,2021 super output areas - middle layer,152,Female,6
215,2021,E02007060,2021 super output areas - middle layer,152,Male,10
216,2021,E02007061,2021 super output areas - middle layer,152,All persons,62
217,2021,E02007061,2021 super output areas - middle layer,152,Female,32
218,2021,E02007061,2021 super output areas - middle layer,152,Male,30
219,2021,E02007062,2021 super output areas - middle layer,152,All persons,8
220,2021,E02007062,2021 super output areas - middle layer,152,Female,4
221,2021,E02007062,2021 super output areas - middle layer,152,Male,4
222,2021,E02007063,2021 super output areas - middle layer,152,All persons,3
223,2021,E02007063,2021 super output areas - middle layer,152,Female,1
224,2021,E02007063,2021 super output areas - middle layer,152,Male,2
225,2021,E02002559,2021 super output areas - middle layer,152,All persons,7
226,2021,E02002559,2021 super output areas - middle layer,152,Female,2
227,2021,E02002559,2021 super output areas - middle layer,152,Male,5
228,2021,E02002560,2021 super output areas - middle layer,152,All persons,2
229,2021,E02002560,2021 super output areas - middle layer,152,Female,1
230,2021,E02002560,2021 super output areas - middle layer,152,Male,1
