,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HEATING_13_NAME,OBS_VALUE
255,2021,E02002504,2021 super output areas - middle layer,152,Renewable energy only,1
256,2021,E02002504,2021 super output areas - middle layer,152,District or communal heat networks only,8
257,2021,E02002504,2021 super output areas - middle layer,152,Other central heating only,59
258,2021,E02002504,2021 super output areas - middle layer,152,Two or more types of central heating (not including renewable energy),321
259,2021,E02002504,2021 super output areas - middle layer,152,Two or more types of central heating (including renewable energy),7
260,2021,E02002505,2021 super output areas - middle layer,152,Total: All households,2645
261,2021,E02002505,2021 super output areas - middle layer,152,No central heating,28
262,2021,E02002505,2021 super output areas - middle layer,152,Mains gas only,2166
263,2021,E02002505,2021 super output areas - middle layer,152,Tank or bottled gas only,18
264,2021,E02002505,2021 super output areas - middle layer,152,Electric only,115
265,2021,E02002505,2021 super output areas - middle layer,152,Oil only,0
266,2021,E02002505,2021 super output areas - middle layer,152,Wood only,2
267,2021,E02002505,2021 super output areas - middle layer,152,Solid fuel only,1
268,2021,E02002505,2021 super output areas - middle layer,152,Renewable energy only,5
269,2021,E02002505,2021 super output areas - middle layer,152,District or communal heat networks only,3
270,2021,E02002505,2021 super output areas - middle layer,152,Other central heating only,58
271,2021,E02002505,2021 super output areas - middle layer,152,Two or more types of central heating (not including renewable energy),242
272,2021,E02002505,2021 super output areas - middle layer,152,Two or more types of central heating (including renewable energy),7
273,2021,E02002506,2021 super output areas - middle layer,152,Total: All households,2332
274,2021,E02002506,2021 super output areas - middle layer,152,No central heating,33
275,2021,E02002506,2021 super output areas - middle layer,152,Mains gas only,1832
276,2021,E02002506,2021 super output areas - middle layer,152,Tank or bottled gas only,26
277,2021,E02002506,2021 super output areas - middle layer,152,Electric only,132
278,2021,E02002506,2021 super output areas - middle layer,152,Oil only,3
279,2021,E02002506,2021 super output areas - middle layer,152,Wood only,1
280,2021,E02002506,2021 super output areas - middle layer,152,Solid fuel only,0
281,2021,E02002506,2021 super output areas - middle layer,152,Renewable energy only,2
282,2021,E02002506,2021 super output areas - middle layer,152,District or communal heat networks only,29
283,2021,E02002506,2021 super output areas - middle layer,152,Other central heating only,42
284,2021,E02002506,2021 super output areas - middle layer,152,Two or more types of central heating (not including renewable energy),225
285,2021,E02002506,2021 super output areas - middle layer,152,Two or more types of central heating (including renewable energy),7
286,2021,E02002507,2021 super output areas - middle layer,152,Total: All households,2558
287,2021,E02002507,2021 super output areas - middle layer,152,No central heating,21
288,2021,E02002507,2021 super output areas - middle layer,152,Mains gas only,2249
289,2021,E02002507,2021 super output areas - middle layer,152,Tank or bottled gas only,3
290,2021,E02002507,2021 super output areas - middle layer,152,Electric only,53
291,2021,E02002507,2021 super output areas - middle layer,152,Oil only,1
292,2021,E02002507,2021 super output areas - middle layer,152,Wood only,1
293,2021,E02002507,2021 super output areas - middle layer,152,Solid fuel only,1
294,2021,E02002507,2021 super output areas - middle layer,152,Renewable energy only,0
295,2021,E02002507,2021 super output areas - middle layer,152,District or communal heat networks only,0
296,2021,E02002507,2021 super output areas - middle layer,152,Other central heating only,14
297,2021,E02002507,2021 super output areas - middle layer,152,Two or more types of central heating (not including renewable energy),211
298,2021,E02002507,2021 super output areas - middle layer,152,Two or more types of central heating (including renewable energy),4
299,2021,E02002508,2021 super output areas - middle layer,152,Total: All households,2280
300,2021,E02002508,2021 super output areas - middle layer,152,No central heating,13
301,2021,E02002508,2021 super output areas - middle layer,152,Mains gas only,2024
302,2021,E02002508,2021 super output areas - middle layer,152,Tank or bottled gas only,4
303,2021,E02002508,2021 super output areas - middle layer,152,Electric only,45
304,2021,E02002508,2021 super output areas - middle layer,152,Oil only,1
305,2021,E02002508,2021 super output areas - middle layer,152,Wood only,2
306,2021,E02002508,2021 super output areas - middle layer,152,Solid fuel only,0
307,2021,E02002508,2021 super output areas - middle layer,152,Renewable energy only,2
308,2021,E02002508,2021 super output areas - middle layer,152,District or communal heat networks only,3
309,2021,E02002508,2021 super output areas - middle layer,152,Other central heating only,12
310,2021,E02002508,2021 super output areas - middle layer,152,Two or more types of central heating (not including renewable energy),169
311,2021,E02002508,2021 super output areas - middle layer,152,Two or more types of central heating (including renewable energy),5
312,2021,E02002509,2021 super output areas - middle layer,152,Total: All households,2253
313,2021,E02002509,2021 super output areas - middle layer,152,No central heating,26
314,2021,E02002509,2021 super output areas - middle layer,152,Mains gas only,1889
315,2021,E02002509,2021 super output areas - middle layer,152,Tank or bottled gas only,16
316,2021,E02002509,2021 super output areas - middle layer,152,Electric only,74
317,2021,E02002509,2021 super output areas - middle layer,152,Oil only,1
318,2021,E02002509,2021 super output areas - middle layer,152,Wood only,0
319,2021,E02002509,2021 super output areas - middle layer,152,Solid fuel only,1
320,2021,E02002509,2021 super output areas - middle layer,152,Renewable energy only,2
321,2021,E02002509,2021 super output areas - middle layer,152,District or communal heat networks only,1
322,2021,E02002509,2021 super output areas - middle layer,152,Other central heating only,27
323,2021,E02002509,2021 super output areas - middle layer,152,Two or more types of central heating (not including renewable energy),210
324,2021,E02002509,2021 super output areas - middle layer,152,Two or more types of central heating (including renewable energy),6
325,2021,E02002510,2021 super output areas - middle layer,152,Total: All households,3114
326,2021,E02002510,2021 super output areas - middle layer,152,No central heating,19
327,2021,E02002510,2021 super output areas - middle layer,152,Mains gas only,2737
328,2021,E02002510,2021 super output areas - middle layer,152,Tank or bottled gas only,8
329,2021,E02002510,2021 super output areas - middle layer,152,Electric only,89
330,2021,E02002510,2021 super output areas - middle layer,152,Oil only,4
331,2021,E02002510,2021 super output areas - middle layer,152,Wood only,3
332,2021,E02002510,2021 super output areas - middle layer,152,Solid fuel only,2
333,2021,E02002510,2021 super output areas - middle layer,152,Renewable energy only,2
334,2021,E02002510,2021 super output areas - middle layer,152,District or communal heat networks only,2
335,2021,E02002510,2021 super output areas - middle layer,152,Other central heating only,18
336,2021,E02002510,2021 super output areas - middle layer,152,Two or more types of central heating (not including renewable energy),219
337,2021,E02002510,2021 super output areas - middle layer,152,Two or more types of central heating (including renewable energy),11
338,2021,E02002512,2021 super output areas - middle layer,152,Total: All households,2305
339,2021,E02002512,2021 super output areas - middle layer,152,No central heating,3
340,2021,E02002512,2021 super output areas - middle layer,152,Mains gas only,2039
341,2021,E02002512,2021 super output areas - middle layer,152,Tank or bottled gas only,13
342,2021,E02002512,2021 super output areas - middle layer,152,Electric only,36
343,2021,E02002512,2021 super output areas - middle layer,152,Oil only,4
344,2021,E02002512,2021 super output areas - middle layer,152,Wood only,1
345,2021,E02002512,2021 super output areas - middle layer,152,Solid fuel only,0
346,2021,E02002512,2021 super output areas - middle layer,152,Renewable energy only,1
347,2021,E02002512,2021 super output areas - middle layer,152,District or communal heat networks only,0
348,2021,E02002512,2021 super output areas - middle layer,152,Other central heating only,9
349,2021,E02002512,2021 super output areas - middle layer,152,Two or more types of central heating (not including renewable energy),187
350,2021,E02002512,2021 super output areas - middle layer,152,Two or more types of central heating (including renewable energy),12
351,2021,E02002513,2021 super output areas - middle layer,152,Total: All households,4529
352,2021,E02002513,2021 super output areas - middle layer,152,No central heating,29
353,2021,E02002513,2021 super output areas - middle layer,152,Mains gas only,3769
