,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_2ADDR_4_NAME,OBS_VALUE
288,2021,E02007061,2021 super output areas - middle layer,152,Total: All usual residents,8369
289,2021,E02007061,2021 super output areas - middle layer,152,No second address,8075
290,2021,E02007061,2021 super output areas - middle layer,152,Second address is in the UK,248
291,2021,E02007061,2021 super output areas - middle layer,152,Second address is outside the UK,46
292,2021,E02007062,2021 super output areas - middle layer,152,Total: All usual residents,7671
293,2021,E02007062,2021 super output areas - middle layer,152,No second address,7268
294,2021,E02007062,2021 super output areas - middle layer,152,Second address is in the UK,337
295,2021,E02007062,2021 super output areas - middle layer,152,Second address is outside the UK,66
296,2021,E02007063,2021 super output areas - middle layer,152,Total: All usual residents,9135
297,2021,E02007063,2021 super output areas - middle layer,152,No second address,8712
298,2021,E02007063,2021 super output areas - middle layer,152,Second address is in the UK,351
299,2021,E02007063,2021 super output areas - middle layer,152,Second address is outside the UK,72
300,2021,E02002559,2021 super output areas - middle layer,152,Total: All usual residents,9657
301,2021,E02002559,2021 super output areas - middle layer,152,No second address,9250
302,2021,E02002559,2021 super output areas - middle layer,152,Second address is in the UK,342
303,2021,E02002559,2021 super output areas - middle layer,152,Second address is outside the UK,65
304,2021,E02002560,2021 super output areas - middle layer,152,Total: All usual residents,6239
305,2021,E02002560,2021 super output areas - middle layer,152,No second address,6003
306,2021,E02002560,2021 super output areas - middle layer,152,Second address is in the UK,211
307,2021,E02002560,2021 super output areas - middle layer,152,Second address is outside the UK,25
308,2021,E02002561,2021 super output areas - middle layer,152,Total: All usual residents,5424
309,2021,E02002561,2021 super output areas - middle layer,152,No second address,5240
310,2021,E02002561,2021 super output areas - middle layer,152,Second address is in the UK,150
311,2021,E02002561,2021 super output areas - middle layer,152,Second address is outside the UK,34
312,2021,E02002562,2021 super output areas - middle layer,152,Total: All usual residents,5620
313,2021,E02002562,2021 super output areas - middle layer,152,No second address,5418
314,2021,E02002562,2021 super output areas - middle layer,152,Second address is in the UK,187
315,2021,E02002562,2021 super output areas - middle layer,152,Second address is outside the UK,15
316,2021,E02002563,2021 super output areas - middle layer,152,Total: All usual residents,5549
317,2021,E02002563,2021 super output areas - middle layer,152,No second address,5366
318,2021,E02002563,2021 super output areas - middle layer,152,Second address is in the UK,147
319,2021,E02002563,2021 super output areas - middle layer,152,Second address is outside the UK,36
