,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_NATID_71_NAME,OBS_VALUE
0,2021,E02002483,2021 super output areas - middle layer,152,Total: All usual residents,10239
1,2021,E02002483,2021 super output areas - middle layer,152,UK identity,10136
2,2021,E02002483,2021 super output areas - middle layer,152,UK identity: British only identity,6021
3,2021,E02002483,2021 super output areas - middle layer,152,UK identity: English only identity,1812
4,2021,E02002483,2021 super output areas - middle layer,152,UK identity: English and British only identity,2214
5,2021,E02002483,2021 super output areas - middle layer,152,UK identity:  Welsh only identity,7
6,2021,E02002483,2021 super output areas - middle layer,152,UK identity: Welsh and British only identity,8
7,2021,E02002483,2021 super output areas - middle layer,152,UK identity: Scottish only identity,27
8,2021,E02002483,2021 super output areas - middle layer,152,UK identity:  Scottish and British only identity,10
9,2021,E02002483,2021 super output areas - middle layer,152,UK identity: Northern Irish only identity,5
10,2021,E02002483,2021 super output areas - middle layer,152,UK identity: Northern Irish and British only identity,0
11,2021,E02002483,2021 super output areas - middle layer,152,UK identity: Cornish only identity,0
12,2021,E02002483,2021 super output areas - middle layer,152,UK identity: Cornish and British only identity,0
13,2021,E02002483,2021 super output areas - middle layer,152,UK identity: Any other combination of UK identities (UK only),8
14,2021,E02002483,2021 super output areas - middle layer,152,UK identity: Other identity and at least one UK identity ,24
15,2021,E02002483,2021 super output areas - middle layer,152,Other identity only,103
16,2021,E02002483,2021 super output areas - middle layer,152,Other identity only: Guernsey Islander,0
17,2021,E02002483,2021 super output areas - middle layer,152,Other identity only: Jersey Islander,0
18,2021,E02002483,2021 super output areas - middle layer,152,Other identity only: Isle of Man (Manx),0
19,2021,E02002483,2021 super output areas - middle layer,152,Other identity only: Channel Islander not otherwise specified,0
20,2021,E02002483,2021 super output areas - middle layer,152,Other identity only: Irish only identity,9
21,2021,E02002483,2021 super output areas - middle layer,152,Other identity only: Irish and at least one UK identity,1
22,2021,E02002483,2021 super output areas - middle layer,152,Other identity only: European,62
23,2021,E02002483,2021 super output areas - middle layer,152,Other identity only: European: EU countries,44
24,2021,E02002483,2021 super output areas - middle layer,152,Other identity only: European: EU countries: French,1
25,2021,E02002483,2021 super output areas - middle layer,152,Other identity only: European: EU countries: German,3
26,2021,E02002483,2021 super output areas - middle layer,152,Other identity only: European: EU countries: Italian,2
27,2021,E02002483,2021 super output areas - middle layer,152,Other identity only: European: EU countries: Portuguese,1
28,2021,E02002483,2021 super output areas - middle layer,152,Other identity only: European: EU countries: Spanish (including Canary Islander),0
29,2021,E02002483,2021 super output areas - middle layer,152,Other identity only: European: EU countries: Other member countries in March 2001,3
30,2021,E02002483,2021 super output areas - middle layer,152,Other identity only: European: EU countries:  Lithuanian,0
31,2021,E02002483,2021 super output areas - middle layer,152,Other identity only: European: EU countries:  Polish,22
32,2021,E02002483,2021 super output areas - middle layer,152,Other identity only: European: EU countries: Romanian,3
