,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_OCC_105_NAME,OBS_VALUE
0,2021,E02005752,2021 super output areas - middle layer,152,511 Agricultural and Related Trades,304
1,2021,E02005752,2021 super output areas - middle layer,152,"521 Metal Forming, Welding and Related Trades",28
2,2021,E02005752,2021 super output areas - middle layer,152,"522 Metal Machining, Fitting and Instrument Making Trades",36
3,2021,E02005752,2021 super output areas - middle layer,152,523 Vehicle Trades,25
4,2021,E02005752,2021 super output areas - middle layer,152,524 Electrical and Electronic Trades,34
5,2021,E02005752,2021 super output areas - middle layer,152,"525 Skilled Metal, Electrical and Electronic Trades Supervisors",7
6,2021,E02005752,2021 super output areas - middle layer,152,531 Construction and Building Trades,90
7,2021,E02005752,2021 super output areas - middle layer,152,532 Building Finishing Trades,20
8,2021,E02005752,2021 super output areas - middle layer,152,533 Construction and Building Trades Supervisors,6
9,2021,E02005752,2021 super output areas - middle layer,152,541 Textiles and Garments Trades,7
10,2021,E02005752,2021 super output areas - middle layer,152,542 Printing Trades,2
11,2021,E02005752,2021 super output areas - middle layer,152,543 Food Preparation and Hospitality Trades,39
12,2021,E02005752,2021 super output areas - middle layer,152,544 Other Skilled Trades,12
13,2021,E02005752,2021 super output areas - middle layer,152,611 Teaching and Childcare Support Occupations,52
14,2021,E02005752,2021 super output areas - middle layer,152,612 Animal Care and Control Services,29
15,2021,E02005752,2021 super output areas - middle layer,152,613 Caring Personal Services,135
16,2021,E02005752,2021 super output areas - middle layer,152,621 Leisure and Travel Services,18
17,2021,E02005752,2021 super output areas - middle layer,152,622 Hairdressers and Related Services,33
18,2021,E02005752,2021 super output areas - middle layer,152,623 Housekeeping and Related Services,10
19,2021,E02005752,2021 super output areas - middle layer,152,624 Cleaning and Housekeeping Managers and Supervisors,4
20,2021,E02005752,2021 super output areas - middle layer,152,625 Bed and Breakfast and Guest House Owners and Proprietors,2
21,2021,E02005752,2021 super output areas - middle layer,152,631 Community and Civil Enforcement Occupations,4
22,2021,E02005752,2021 super output areas - middle layer,152,711 Sales Assistants and Retail Cashiers,123
23,2021,E02005752,2021 super output areas - middle layer,152,712 Sales Related Occupations,6
24,2021,E02005752,2021 super output areas - middle layer,152,713 Shopkeepers and Sales Supervisors,32
25,2021,E02005752,2021 super output areas - middle layer,152,721 Customer Service Occupations,18
26,2021,E02005752,2021 super output areas - middle layer,152,722 Customer Service Supervisors,1
27,2021,E02005752,2021 super output areas - middle layer,152,811 Process Operatives,24
28,2021,E02005752,2021 super output areas - middle layer,152,812 Metal Working Machine Operatives,8
29,2021,E02005752,2021 super output areas - middle layer,152,813 Plant and Machine Operatives,11
30,2021,E02005752,2021 super output areas - middle layer,152,814 Assemblers and Routine Operatives,11
31,2021,E02005752,2021 super output areas - middle layer,152,815 Construction Operatives,11
32,2021,E02005752,2021 super output areas - middle layer,152,"816 Production, Factory and Assembly Supervisors",9
33,2021,E02005752,2021 super output areas - middle layer,152,821 Road Transport Drivers,63
34,2021,E02005752,2021 super output areas - middle layer,152,822 Mobile Machine Drivers and Operatives,11
35,2021,E02005752,2021 super output areas - middle layer,152,823 Other Drivers and Transport Operatives,2
36,2021,E02005752,2021 super output areas - middle layer,152,911 Elementary Agricultural Occupations,49
37,2021,E02005752,2021 super output areas - middle layer,152,912 Elementary Construction Occupations,17
38,2021,E02005752,2021 super output areas - middle layer,152,913 Elementary Process Plant Occupations,13
39,2021,E02005752,2021 super output areas - middle layer,152,921 Elementary Administration Occupations,11
40,2021,E02005752,2021 super output areas - middle layer,152,922 Elementary Cleaning Occupations,63
41,2021,E02005752,2021 super output areas - middle layer,152,923 Elementary Security Occupations,14
42,2021,E02005752,2021 super output areas - middle layer,152,924 Elementary Sales Occupations,11
43,2021,E02005752,2021 super output areas - middle layer,152,925 Elementary Storage Occupations,41
44,2021,E02005752,2021 super output areas - middle layer,152,926 Other Elementary Services Occupations,72
45,2021,E02005754,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over in employment the week before the census,3493
46,2021,E02005754,2021 super output areas - middle layer,152,111 Chief Executives and Senior Officials,12
47,2021,E02005754,2021 super output areas - middle layer,152,112 Production Managers and Directors,102
48,2021,E02005754,2021 super output areas - middle layer,152,113 Functional Managers and Directors,134
49,2021,E02005754,2021 super output areas - middle layer,152,"114 Directors in Logistics, Warehousing and Transport",4
50,2021,E02005754,2021 super output areas - middle layer,152,115 Managers and Directors in Retail and Wholesale,81
51,2021,E02005754,2021 super output areas - middle layer,152,116 Senior Officers in Protective Services,25
52,2021,E02005754,2021 super output areas - middle layer,152,117 Health and Social Services Managers and Directors,18
53,2021,E02005754,2021 super output areas - middle layer,152,121 Managers and Proprietors in Agriculture Related Services,50
54,2021,E02005754,2021 super output areas - middle layer,152,122 Managers and Proprietors in Hospitality and Leisure Services,35
55,2021,E02005754,2021 super output areas - middle layer,152,123 Managers and Proprietors in Health and Care Services,14
56,2021,E02005754,2021 super output areas - middle layer,152,"124 Managers in Logistics, Warehousing and Transport",23
57,2021,E02005754,2021 super output areas - middle layer,152,125 Managers and Proprietors in Other Services,80
58,2021,E02005754,2021 super output areas - middle layer,152,211 Natural and Social Science Professionals,20
59,2021,E02005754,2021 super output areas - middle layer,152,212 Engineering Professionals,59
60,2021,E02005754,2021 super output areas - middle layer,152,213 Information Technology Professionals,58
61,2021,E02005754,2021 super output areas - middle layer,152,214 Web and Multimedia Design Professionals,7
62,2021,E02005754,2021 super output areas - middle layer,152,215 Conservation and Environment Professionals,12
63,2021,E02005754,2021 super output areas - middle layer,152,216 Research and Development (R&D) and Other Research Professionals,5
