,GEOGRAPHY_CODE,Family member or partner of staff or owner,Resident,Resident: Female: Aged 0 to 15 years,Resident: Female: Aged 16 to 24 years,Resident: Female: Aged 25 to 34 years,Resident: Female: Aged 35 to 49 years,Resident: Female: Aged 50 to 64 years,Resident: Female: Aged 65 to 74 years,Resident: Female: Aged 75 to 84 years,Resident: Female: Aged 85 years and over,Resident: Male: Aged 0 to 15 years,Resident: Male: Aged 16 to 24 years,Resident: Male: Aged 25 to 34 years,Resident: Male: Aged 35 to 49 years,Resident: Male: Aged 50 to 64 years,Resident: Male: Aged 65 to 74 years,Resident: Male: Aged 75 to 84 years,Resident: Male: Aged 85 years and over,Resident:Female,Resident:Male,Staff or owner,Staying temporarily (no usual UK address),Total: All usual residents in communal establishments
1567,E02001862,0.0,1.0,0.0,0.0,0.011627906976744186,0.0,0.05813953488372093,0.09302325581395349,0.09302325581395349,0.26744186046511625,0.0,0.0,0.011627906976744186,0.08139534883720931,0.11627906976744186,0.08139534883720931,0.11627906976744186,0.06976744186046512,0.5232558139534884,0.47674418604651164,0.0,0.0,86.0
1568,E02001863,0.0,0.9333333333333333,0.0,0.011111111111111112,0.2111111111111111,0.03333333333333333,0.0,0.0,0.0,0.0,0.022222222222222223,0.05555555555555555,0.2111111111111111,0.3,0.08888888888888889,0.0,0.0,0.0,0.25555555555555554,0.6777777777777778,0.011111111111111112,0.05555555555555555,90.0
1569,E02001865,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0
1570,E02001866,0.0,0.9325842696629213,0.02247191011235955,0.02247191011235955,0.056179775280898875,0.07865168539325842,0.15730337078651685,0.056179775280898875,0.0,0.0,0.02247191011235955,0.011235955056179775,0.033707865168539325,0.10112359550561797,0.16853932584269662,0.1348314606741573,0.056179775280898875,0.011235955056179775,0.39325842696629215,0.5393258426966292,0.0,0.06741573033707865,89.0
1571,E02001867,0.0,0.5806451612903226,0.03225806451612903,0.0,0.0,0.0,0.0,0.06451612903225806,0.0,0.0,0.0,0.03225806451612903,0.12903225806451613,0.2903225806451613,0.03225806451612903,0.0,0.0,0.0,0.0967741935483871,0.4838709677419355,0.0,0.41935483870967744,31.0
1572,E02001868,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
1573,E02001869,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,3.0
1574,E02001870,0.0,1.0,0.0,0.0,0.017857142857142856,0.008928571428571428,0.0625,0.05357142857142857,0.10714285714285714,0.14285714285714285,0.0,0.0,0.0,0.008928571428571428,0.125,0.19642857142857142,0.21428571428571427,0.0625,0.39285714285714285,0.6071428571428571,0.0,0.0,112.0
1575,E02001871,0.0,1.0,0.0,0.0,0.0,0.034482758620689655,0.06896551724137931,0.06896551724137931,0.10344827586206896,0.46551724137931033,0.0,0.0,0.0,0.0,0.08620689655172414,0.0,0.034482758620689655,0.13793103448275862,0.7413793103448276,0.25862068965517243,0.0,0.0,58.0
1576,E02001872,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.5227272727272727,0.0,0.045454545454545456,0.13636363636363635,0.0,0.0,0.06818181818181818,0.022727272727272728,0.06818181818181818,0.6590909090909091,0.3409090909090909,0.0,0.0,44.0
1577,E02001873,0.0,0.9806451612903225,0.01935483870967742,0.0,0.12258064516129032,0.08387096774193549,0.12258064516129032,0.025806451612903226,0.0064516129032258064,0.0,0.09032258064516129,0.025806451612903226,0.07741935483870968,0.14193548387096774,0.16774193548387098,0.09032258064516129,0.0064516129032258064,0.0,0.38064516129032255,0.6,0.0,0.01935483870967742,155.0
1578,E02001874,0.0,0.9230769230769231,0.0,0.0,0.11538461538461539,0.15384615384615385,0.07692307692307693,0.038461538461538464,0.0,0.038461538461538464,0.0,0.038461538461538464,0.038461538461538464,0.11538461538461539,0.3076923076923077,0.0,0.0,0.0,0.4230769230769231,0.5,0.0,0.07692307692307693,26.0
1579,E02001875,0.0,1.0,0.0,0.0,0.0,0.08333333333333333,0.125,0.125,0.0,0.041666666666666664,0.0,0.0,0.041666666666666664,0.2916666666666667,0.2916666666666667,0.0,0.0,0.0,0.375,0.625,0.0,0.0,24.0
1580,E02001876,0.0,0.9680528779950427,0.0033048746901679976,0.5258881850729826,0.016937482787110988,0.003442577802258331,0.0006885155604516662,0.0002754062241806665,0.0,0.0,0.006196640044064996,0.3824015422748554,0.021481685486091986,0.005645827595703663,0.0015147342329936656,0.00013770311209033325,0.00013770311209033325,0.0,0.5505370421371523,0.41751583585789037,0.0004131093362709997,0.031534012668686315,7262.0
1581,E02001877,0.0,0.9797979797979798,0.0,0.30303030303030304,0.08080808080808081,0.04040404040404041,0.0707070707070707,0.0,0.0,0.0,0.0,0.3333333333333333,0.13131313131313133,0.0,0.020202020202020204,0.0,0.0,0.0,0.494949494949495,0.48484848484848486,0.0,0.020202020202020204,99.0
1582,E02001878,0.031746031746031744,0.9682539682539683,0.0,0.42857142857142855,0.06349206349206349,0.0,0.0,0.0,0.0,0.0,0.0,0.30158730158730157,0.12698412698412698,0.015873015873015872,0.031746031746031744,0.0,0.0,0.0,0.49206349206349204,0.47619047619047616,0.0,0.0,63.0
1583,E02001879,0.011128775834658187,0.9093799682034976,0.0,0.0,0.003179650238473768,0.0047694753577106515,0.006359300476947536,0.017488076311605722,0.030206677265500796,0.07472178060413355,0.0,0.09538950715421304,0.287758346581876,0.2289348171701113,0.06518282988871224,0.028616852146263912,0.04292527821939587,0.02384737678855326,0.13672496025437203,0.7726550079491256,0.001589825119236884,0.07790143084260731,629.0
1584,E02001880,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.42857142857142855,0.0,0.14285714285714285,0.0,0.0,1.0,0.0,0.0,7.0
1585,E02001881,0.0,1.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.1282051282051282,0.15384615384615385,0.5128205128205128,0.07692307692307693,0.10256410256410256,0.0,0.0,0.02564102564102564,0.9743589743589743,0.0,0.0,39.0
1586,E02001882,0.0,0.9753086419753086,0.0,0.0,0.0,0.0,0.037037037037037035,0.13580246913580246,0.09876543209876543,0.38271604938271603,0.0,0.0,0.0,0.07407407407407407,0.037037037037037035,0.037037037037037035,0.09876543209876543,0.07407407407407407,0.654320987654321,0.32098765432098764,0.0,0.024691358024691357,81.0
1587,E02001884,0.0,0.9473684210526315,0.0,0.10526315789473684,0.07894736842105263,0.13157894736842105,0.0,0.0,0.0,0.0,0.0,0.07894736842105263,0.10526315789473684,0.2894736842105263,0.15789473684210525,0.0,0.0,0.0,0.3157894736842105,0.631578947368421,0.0,0.05263157894736842,38.0
1588,E02001886,0.0,0.8673835125448028,0.0035842293906810036,0.04659498207885305,0.06810035842293907,0.07168458781362007,0.043010752688172046,0.035842293906810034,0.05734767025089606,0.03942652329749104,0.010752688172043012,0.05734767025089606,0.06451612903225806,0.1003584229390681,0.1039426523297491,0.07526881720430108,0.06451612903225806,0.025089605734767026,0.3655913978494624,0.5017921146953405,0.0035842293906810036,0.12903225806451613,279.0
1589,E02001888,0.0,1.0,0.0,0.0,0.0,0.0,0.014084507042253521,0.014084507042253521,0.30985915492957744,0.4647887323943662,0.0,0.0,0.0,0.0,0.0,0.04225352112676056,0.07042253521126761,0.08450704225352113,0.8028169014084507,0.19718309859154928,0.0,0.0,71.0
1590,E02001889,0.0,0.9953703703703703,0.0,0.0,0.0,0.013888888888888888,0.06018518518518518,0.05092592592592592,0.06481481481481481,0.10185185185185185,0.0,0.041666666666666664,0.12037037037037036,0.2037037037037037,0.12037037037037036,0.05092592592592592,0.12962962962962962,0.037037037037037035,0.2916666666666667,0.7037037037037037,0.0,0.004629629629629629,216.0
1591,E02001890,0.0016,0.8208,0.0864,0.112,0.0608,0.072,0.016,0.0096,0.032,0.0208,0.112,0.0736,0.0416,0.0672,0.0592,0.0304,0.0128,0.0144,0.4096,0.4112,0.0064,0.1712,625.0
1592,E02001892,0.0,0.6363636363636364,0.09090909090909091,0.09090909090909091,0.0,0.045454545454545456,0.13636363636363635,0.045454545454545456,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.045454545454545456,0.045454545454545456,0.0,0.045454545454545456,0.4090909090909091,0.22727272727272727,0.2727272727272727,0.09090909090909091,22.0
1593,E02001893,0.0,0.9583333333333334,0.0,0.041666666666666664,0.0,0.0,0.05555555555555555,0.08333333333333333,0.08333333333333333,0.2777777777777778,0.0,0.06944444444444445,0.05555555555555555,0.05555555555555555,0.041666666666666664,0.08333333333333333,0.05555555555555555,0.05555555555555555,0.5416666666666666,0.4166666666666667,0.0,0.041666666666666664,72.0
1594,E02001895,0.0,1.0,0.0,0.017241379310344827,0.0,0.0,0.008620689655172414,0.04310344827586207,0.21551724137931033,0.5172413793103449,0.0,0.0,0.017241379310344827,0.017241379310344827,0.0,0.02586206896551724,0.07758620689655173,0.0603448275862069,0.8017241379310345,0.19827586206896552,0.0,0.0,116.0
1595,E02001897,0.0,0.8080808080808081,0.09090909090909091,0.1414141414141414,0.1111111111111111,0.09595959595959595,0.0,0.0,0.0,0.0,0.10101010101010101,0.10606060606060606,0.09090909090909091,0.020202020202020204,0.050505050505050504,0.0,0.0,0.0,0.4393939393939394,0.3686868686868687,0.0,0.1919191919191919,198.0
1596,E02001898,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1597,E02001899,0.0,0.8979591836734694,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.22448979591836735,0.3469387755102041,0.0,0.0,0.0,0.0,0.02040816326530612,0.061224489795918366,0.08163265306122448,0.14285714285714285,0.5918367346938775,0.30612244897959184,0.10204081632653061,0.0,49.0
1598,E02001900,0.0,0.9926470588235294,0.0,0.1948529411764706,0.03676470588235294,0.011029411764705883,0.0,0.01838235294117647,0.051470588235294115,0.11397058823529412,0.0,0.3125,0.04779411764705882,0.03308823529411765,0.04779411764705882,0.051470588235294115,0.04779411764705882,0.025735294117647058,0.4264705882352941,0.5661764705882353,0.0,0.007352941176470588,272.0
1599,E02001901,0.0,0.8255813953488372,0.0,0.0,0.011627906976744186,0.09302325581395349,0.03488372093023256,0.03488372093023256,0.0,0.0,0.0,0.023255813953488372,0.10465116279069768,0.29069767441860467,0.1511627906976744,0.046511627906976744,0.023255813953488372,0.011627906976744186,0.1744186046511628,0.6511627906976745,0.0,0.1744186046511628,86.0
1600,E02001902,0.0,0.75,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.375,0.375,0.0,0.25,8.0
1601,E02001903,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.2857142857142857,0.5714285714285714,0.0,0.14285714285714285,7.0
1602,E02001904,0.0,1.0,0.0,0.0,0.05555555555555555,0.1111111111111111,0.1388888888888889,0.018518518518518517,0.046296296296296294,0.09259259259259259,0.0,0.0,0.07407407407407407,0.10185185185185185,0.12037037037037036,0.07407407407407407,0.12037037037037036,0.046296296296296294,0.46296296296296297,0.5370370370370371,0.0,0.0,108.0
1603,E02001905,0.00024455857177794083,0.9889948642699926,0.015651748593788213,0.5336268036194669,0.015407190022010272,0.0019564685742235266,0.002445585717779408,0.001222792858889704,0.0046466128637808754,0.010271460014673514,0.008559550012227928,0.36561506480802153,0.014428955734898509,0.005135730007336757,0.002445585717779408,0.001222792858889704,0.002445585717779408,0.003912937148447053,0.5852286622646123,0.40376620200538027,0.002690144289557349,0.008070432868672046,4089.0
1604,E02001906,0.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,5.0
1605,E02001907,0.0,1.0,0.0,0.0,0.09090909090909091,0.06060606060606061,0.030303030303030304,0.030303030303030304,0.0,0.030303030303030304,0.0,0.0,0.12121212121212122,0.48484848484848486,0.09090909090909091,0.06060606060606061,0.0,0.0,0.24242424242424243,0.7575757575757576,0.0,0.0,33.0
1606,E02001908,0.0,0.4166666666666667,0.0,0.0,0.16666666666666666,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.0,0.0,0.5833333333333334,12.0
1607,E02001909,0.0,0.9473684210526315,0.0,0.02631578947368421,0.02631578947368421,0.0,0.05263157894736842,0.0,0.07894736842105263,0.2631578947368421,0.0,0.07894736842105263,0.02631578947368421,0.02631578947368421,0.0,0.21052631578947367,0.15789473684210525,0.0,0.4473684210526316,0.5,0.0,0.05263157894736842,38.0
1608,E02001910,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,3.0
1609,E02001911,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,6.0
1610,E02001913,0.0,0.9761092150170648,0.0,0.22184300341296928,0.09556313993174062,0.010238907849829351,0.05802047781569966,0.013651877133105802,0.06143344709897611,0.10580204778156997,0.0,0.17406143344709898,0.06484641638225255,0.030716723549488054,0.030716723549488054,0.03754266211604096,0.04436860068259386,0.027303754266211604,0.5665529010238908,0.40955631399317405,0.0,0.023890784982935155,293.0
1611,E02001914,0.0,1.0,0.049723756906077346,0.13812154696132597,0.03867403314917127,0.03314917127071823,0.06077348066298342,0.03314917127071823,0.055248618784530384,0.0718232044198895,0.016574585635359115,0.055248618784530384,0.0718232044198895,0.11049723756906077,0.14917127071823205,0.055248618784530384,0.016574585635359115,0.04419889502762431,0.48066298342541436,0.5193370165745856,0.0,0.0,181.0
1612,E02001915,0.012345679012345678,0.9567901234567902,0.0,0.0,0.0,0.006172839506172839,0.006172839506172839,0.037037037037037035,0.24074074074074073,0.3271604938271605,0.0,0.018518518518518517,0.024691358024691357,0.030864197530864196,0.08024691358024691,0.04938271604938271,0.06790123456790123,0.06790123456790123,0.6172839506172839,0.3395061728395062,0.0,0.030864197530864196,162.0
1613,E02001916,0.0,0.4818181818181818,0.00909090909090909,0.0,0.045454545454545456,0.0,0.09090909090909091,0.02727272727272727,0.05454545454545454,0.11818181818181818,0.00909090909090909,0.01818181818181818,0.0,0.03636363636363636,0.00909090909090909,0.0,0.0,0.06363636363636363,0.34545454545454546,0.13636363636363635,0.0,0.5181818181818182,110.0
1614,E02001918,0.0,0.9810126582278481,0.0,0.00949367088607595,0.11392405063291139,0.08860759493670886,0.11392405063291139,0.07278481012658228,0.0379746835443038,0.07911392405063292,0.0,0.015822784810126583,0.07278481012658228,0.14556962025316456,0.11392405063291139,0.06329113924050633,0.0379746835443038,0.015822784810126583,0.5158227848101266,0.4651898734177215,0.0,0.0189873417721519,316.0
1615,E02001919,0.0,0.9779411764705882,0.007352941176470588,0.09558823529411764,0.029411764705882353,0.0,0.03676470588235294,0.022058823529411766,0.08088235294117647,0.3014705882352941,0.0,0.14705882352941177,0.03676470588235294,0.0661764705882353,0.058823529411764705,0.022058823529411766,0.051470588235294115,0.022058823529411766,0.5735294117647058,0.40441176470588236,0.0,0.022058823529411766,136.0
1616,E02001920,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.5555555555555556,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,9.0
1617,E02001921,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.5714285714285714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0
1618,E02001922,0.0,0.9857954545454546,0.00040584415584415587,0.5734577922077922,0.017857142857142856,0.0,0.0,0.0,0.00040584415584415587,0.002435064935064935,0.0,0.36810064935064934,0.018262987012987012,0.0008116883116883117,0.0,0.0016233766233766235,0.00040584415584415587,0.002029220779220779,0.5945616883116883,0.3912337662337662,0.0,0.014204545454545454,2464.0
1619,E02001923,0.0,0.9560439560439561,0.0,0.0,0.04395604395604396,0.0989010989010989,0.21978021978021978,0.0989010989010989,0.0,0.01098901098901099,0.0,0.0,0.06593406593406594,0.15384615384615385,0.14285714285714285,0.12087912087912088,0.0,0.0,0.4725274725274725,0.4835164835164835,0.02197802197802198,0.02197802197802198,91.0
1620,E02001924,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.4,0.6,0.0,0.0,10.0
1621,E02001925,0.0,1.0,0.0,0.056910569105691054,0.08130081300813008,0.056910569105691054,0.0975609756097561,0.04878048780487805,0.08130081300813008,0.23577235772357724,0.0,0.04065040650406504,0.024390243902439025,0.008130081300813009,0.056910569105691054,0.032520325203252036,0.08130081300813008,0.0975609756097561,0.6585365853658537,0.34146341463414637,0.0,0.0,123.0
1622,E02001926,0.011396011396011397,0.9772079772079773,0.0,0.07122507122507123,0.03418803418803419,0.03418803418803419,0.037037037037037035,0.04843304843304843,0.10541310541310542,0.15669515669515668,0.0,0.06267806267806268,0.09401709401709402,0.1396011396011396,0.07977207977207977,0.042735042735042736,0.03133903133903134,0.039886039886039885,0.48717948717948717,0.49002849002849,0.002849002849002849,0.008547008547008548,351.0
1623,E02001927,0.01639344262295082,0.9836065573770492,0.0,0.0,0.00819672131147541,0.00819672131147541,0.00819672131147541,0.04918032786885246,0.22950819672131148,0.38524590163934425,0.0,0.0,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.04918032786885246,0.10655737704918032,0.09016393442622951,0.6885245901639344,0.29508196721311475,0.0,0.0,122.0
1624,E02001928,0.0,0.9558823529411765,0.0,0.029411764705882353,0.0,0.029411764705882353,0.07352941176470588,0.0,0.08823529411764706,0.36764705882352944,0.0,0.04411764705882353,0.04411764705882353,0.014705882352941176,0.07352941176470588,0.0,0.029411764705882353,0.16176470588235295,0.5882352941176471,0.36764705882352944,0.0,0.04411764705882353,68.0
1625,E02001929,0.0,0.6229508196721312,0.14754098360655737,0.03278688524590164,0.09836065573770492,0.11475409836065574,0.0,0.01639344262295082,0.0,0.0,0.11475409836065574,0.0,0.0,0.09836065573770492,0.0,0.0,0.0,0.0,0.4098360655737705,0.21311475409836064,0.0,0.3770491803278688,61.0
1626,E02001932,0.0,0.990909090909091,0.0,0.5545454545454546,0.02727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.3181818181818182,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.5818181818181818,0.4090909090909091,0.0,0.00909090909090909,110.0
1627,E02001933,0.0,1.0,0.0,0.0,0.0,0.0,0.04477611940298507,0.0,0.1791044776119403,0.373134328358209,0.0,0.0,0.0,0.014925373134328358,0.1044776119402985,0.08955223880597014,0.08955223880597014,0.1044776119402985,0.5970149253731343,0.40298507462686567,0.0,0.0,67.0
1628,E02001934,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.16666666666666666,0.6666666666666666,0.0,0.0,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,0.9333333333333333,0.06666666666666667,0.0,0.0,30.0
1629,E02001935,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.696969696969697,0.0,0.0,0.0,0.0,0.0,0.0,0.06060606060606061,0.21212121212121213,0.7272727272727273,0.2727272727272727,0.0,0.0,33.0
1630,E02001936,0.0,1.0,0.0,0.0,0.0,0.023809523809523808,0.09523809523809523,0.14285714285714285,0.09523809523809523,0.19047619047619047,0.0,0.0,0.09523809523809523,0.047619047619047616,0.19047619047619047,0.07142857142857142,0.023809523809523808,0.023809523809523808,0.5476190476190477,0.4523809523809524,0.0,0.0,42.0
1631,E02001937,0.0,1.0,0.0,0.0,0.021739130434782608,0.0,0.13043478260869565,0.08695652173913043,0.08695652173913043,0.1956521739130435,0.0,0.0,0.0,0.021739130434782608,0.10869565217391304,0.15217391304347827,0.13043478260869565,0.06521739130434782,0.5217391304347826,0.4782608695652174,0.0,0.0,46.0
1632,E02001938,0.12745098039215685,0.6568627450980392,0.0,0.0,0.049019607843137254,0.0196078431372549,0.049019607843137254,0.0392156862745098,0.06862745098039216,0.20588235294117646,0.0392156862745098,0.0,0.00980392156862745,0.0392156862745098,0.0,0.049019607843137254,0.058823529411764705,0.029411764705882353,0.43137254901960786,0.22549019607843138,0.00980392156862745,0.20588235294117646,102.0
1633,E02001939,0.0,0.9761904761904762,0.0,0.0,0.0,0.0,0.011904761904761904,0.0,0.27380952380952384,0.47619047619047616,0.0,0.0,0.0,0.0,0.023809523809523808,0.023809523809523808,0.0,0.16666666666666666,0.7619047619047619,0.21428571428571427,0.023809523809523808,0.0,84.0
1634,E02001941,0.0,0.9902912621359223,0.0,0.08737864077669903,0.0,0.0,0.0,0.08737864077669903,0.1941747572815534,0.27184466019417475,0.009708737864077669,0.019417475728155338,0.0,0.0,0.019417475728155338,0.019417475728155338,0.1262135922330097,0.1553398058252427,0.6407766990291263,0.34951456310679613,0.0,0.009708737864077669,103.0
1635,E02001942,0.011494252873563218,0.9425287356321839,0.0,0.011494252873563218,0.034482758620689655,0.034482758620689655,0.0,0.06896551724137931,0.1724137931034483,0.27586206896551724,0.0,0.0,0.022988505747126436,0.034482758620689655,0.034482758620689655,0.11494252873563218,0.034482758620689655,0.10344827586206896,0.5977011494252874,0.3448275862068966,0.022988505747126436,0.022988505747126436,87.0
1636,E02001943,0.0,1.0,0.0,0.0,0.02702702702702703,0.08108108108108109,0.21621621621621623,0.08108108108108109,0.05405405405405406,0.0,0.0,0.0,0.02702702702702703,0.05405405405405406,0.21621621621621623,0.10810810810810811,0.13513513513513514,0.0,0.4594594594594595,0.5405405405405406,0.0,0.0,37.0
1637,E02001944,0.0,0.971830985915493,0.0,0.08450704225352113,0.0,0.014084507042253521,0.09859154929577464,0.028169014084507043,0.014084507042253521,0.0,0.0,0.04225352112676056,0.04225352112676056,0.11267605633802817,0.38028169014084506,0.1267605633802817,0.014084507042253521,0.014084507042253521,0.23943661971830985,0.7323943661971831,0.0,0.028169014084507043,71.0
1638,E02001945,0.0,1.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.18181818181818182,0.2727272727272727,0.09090909090909091,0.0,0.0,0.45454545454545453,0.5454545454545454,0.0,0.0,11.0
1639,E02001946,0.0,0.7738095238095238,0.03571428571428571,0.03571428571428571,0.023809523809523808,0.05952380952380952,0.03571428571428571,0.011904761904761904,0.011904761904761904,0.0,0.03571428571428571,0.05952380952380952,0.15476190476190477,0.11904761904761904,0.19047619047619047,0.0,0.0,0.0,0.21428571428571427,0.5595238095238095,0.0,0.2261904761904762,84.0
1640,E02001947,0.0,1.0,0.0,0.0,0.02127659574468085,0.1276595744680851,0.0,0.06382978723404255,0.0851063829787234,0.425531914893617,0.0,0.0,0.0,0.06382978723404255,0.0,0.0,0.10638297872340426,0.10638297872340426,0.723404255319149,0.2765957446808511,0.0,0.0,47.0
1641,E02001948,0.0,1.0,0.0,0.025974025974025976,0.0,0.1038961038961039,0.07792207792207792,0.06493506493506493,0.19480519480519481,0.2077922077922078,0.0,0.0,0.0,0.05194805194805195,0.05194805194805195,0.05194805194805195,0.12987012987012986,0.03896103896103896,0.6753246753246753,0.3246753246753247,0.0,0.0,77.0
1642,E02001949,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.014285714285714285,0.22857142857142856,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.08571428571428572,0.07142857142857142,0.17142857142857143,0.6714285714285714,0.32857142857142857,0.0,0.0,70.0
1643,E02001950,0.0,1.0,0.0,0.0,0.1111111111111111,0.037037037037037035,0.1111111111111111,0.1111111111111111,0.14814814814814814,0.3333333333333333,0.0,0.037037037037037035,0.0,0.07407407407407407,0.037037037037037035,0.0,0.0,0.0,0.8518518518518519,0.14814814814814814,0.0,0.0,27.0
1644,E02001951,0.0,1.0,0.0,0.0,0.05555555555555555,0.1388888888888889,0.2222222222222222,0.08333333333333333,0.0,0.0,0.0,0.027777777777777776,0.16666666666666666,0.1388888888888889,0.16666666666666666,0.0,0.0,0.0,0.5,0.5,0.0,0.0,36.0
1645,E02001952,0.0,1.0,0.0,0.0,0.09090909090909091,0.2727272727272727,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.18181818181818182,0.0,0.0,0.0,0.5454545454545454,0.45454545454545453,0.0,0.0,11.0
1646,E02001953,0.0,0.9928057553956835,0.02877697841726619,0.0,0.0,0.03597122302158273,0.03597122302158273,0.08633093525179857,0.12949640287769784,0.30935251798561153,0.04316546762589928,0.0,0.0,0.014388489208633094,0.07913669064748201,0.07913669064748201,0.08633093525179857,0.06474820143884892,0.6258992805755396,0.3669064748201439,0.0,0.007194244604316547,139.0
1647,E02001954,0.0,0.9411764705882353,0.29411764705882354,0.0,0.058823529411764705,0.058823529411764705,0.17647058823529413,0.0,0.0,0.0,0.17647058823529413,0.0,0.11764705882352941,0.058823529411764705,0.0,0.0,0.0,0.0,0.5882352941176471,0.35294117647058826,0.0,0.058823529411764705,17.0
1648,E02001955,0.0,0.989247311827957,0.0,0.021505376344086023,0.021505376344086023,0.03225806451612903,0.03225806451612903,0.053763440860215055,0.12903225806451613,0.1935483870967742,0.0,0.03225806451612903,0.043010752688172046,0.0967741935483871,0.11827956989247312,0.08602150537634409,0.043010752688172046,0.08602150537634409,0.4838709677419355,0.5053763440860215,0.0,0.010752688172043012,93.0
1649,E02001956,0.0,0.9850746268656716,0.0,0.0,0.0,0.0,0.04477611940298507,0.014925373134328358,0.0,0.0,0.0,0.05970149253731343,0.208955223880597,0.4626865671641791,0.1791044776119403,0.014925373134328358,0.0,0.0,0.05970149253731343,0.9253731343283582,0.014925373134328358,0.0,67.0
1650,E02001957,0.0,0.9841269841269841,0.015873015873015872,0.0,0.0,0.0,0.031746031746031744,0.031746031746031744,0.09523809523809523,0.5238095238095238,0.0,0.031746031746031744,0.031746031746031744,0.015873015873015872,0.015873015873015872,0.07936507936507936,0.015873015873015872,0.09523809523809523,0.6984126984126984,0.2857142857142857,0.0,0.015873015873015872,63.0
1651,E02001958,0.0,1.0,0.0,0.0,0.0,0.15789473684210525,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.2631578947368421,0.3157894736842105,0.05263157894736842,0.0,0.0,0.2631578947368421,0.7368421052631579,0.0,0.0,19.0
1652,E02001959,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16,0.08,0.4,0.0,0.0,0.0,0.0,0.04,0.16,0.08,0.08,0.64,0.36,0.0,0.0,25.0
1653,E02001961,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
