,GEOGRAPHY_CODE,Bad health,Fair health,Good health,Total: All usual residents,Very bad health,Very good health
33,E02000035,0.03000820536865549,0.10901418356581878,0.31590669323643183,8531.0,0.008557027312155668,0.5365138905169382
34,E02000036,0.030594094628246176,0.10939167556029883,0.31759160441124157,11244.0,0.011383849163998577,0.5310387762362149
35,E02000037,0.028423772609819122,0.09376153562200074,0.30214101144333705,10836.0,0.007659653008490218,0.5680140273163529
36,E02000038,0.03153279223808191,0.11008489597910252,0.3163541375128277,10719.0,0.010542028174269987,0.5314861460957179
37,E02000039,0.0234375,0.08189174107142858,0.3076171875,7168.0,0.008510044642857142,0.5785435267857143
38,E02000040,0.0323957535296049,0.09379446207726826,0.28937287950093027,9137.0,0.009083944401882456,0.5753529604903141
39,E02000041,0.027392913802221048,0.10978318350079323,0.3214172395557906,9455.0,0.008355367530407193,0.5330512956107879
40,E02000042,0.03737347521411887,0.12068518037892552,0.32070248291374687,11559.0,0.009948957522277013,0.5112899039709318
41,E02000043,0.021259738544830317,0.09441436682952595,0.30714380034332495,7573.0,0.006338307143800344,0.5708437871385185
42,E02000044,0.03505201266395296,0.10617367706919946,0.3164857530529172,8844.0,0.013003165988240615,0.5292853912256897
43,E02000045,0.03497101586999905,0.10643352656086667,0.31882543001045327,10523.0,0.011498622065950774,0.5282714054927302
44,E02000046,0.02470199626597731,0.09019100962228924,0.3084877208099957,6963.0,0.008616975441619991,0.5680022978601178
45,E02000047,0.036060019361084224,0.10874475637302355,0.32897708938367215,12396.0,0.011697321716682802,0.5145208131655372
46,E02000048,0.02674316833608869,0.09413595254303218,0.30370514441310903,10283.0,0.007390839249246329,0.5680248954585237
47,E02000049,0.03646031143182681,0.09969616407140144,0.30440562096467905,10532.0,0.011109001139384731,0.5483289023927079
48,E02000050,0.034977837733667375,0.11032954326459819,0.31065715937560223,10378.0,0.012141067643091155,0.531894391983041
49,E02000051,0.026855895196506552,0.1019650655021834,0.31419213973799126,9160.0,0.010152838427947598,0.5468340611353711
50,E02000052,0.0255863539445629,0.09950248756218906,0.3097776424002437,9849.0,0.010660980810234541,0.5544725352827699
51,E02000054,0.029616039837504913,0.09540034071550256,0.32420390512383696,7631.0,0.009042065260123182,0.5417376490630323
52,E02000055,0.024989339019189767,0.09859275053304904,0.306183368869936,11725.0,0.007846481876332623,0.5623880597014925
53,E02000056,0.0203723986856517,0.07535596933187294,0.2883899233296824,9130.0,0.009967141292442498,0.6059145673603505
54,E02000057,0.023087482840384376,0.08061899413453139,0.2633221015849245,8013.0,0.011730937227006116,0.6212404842131536
55,E02000058,0.02474327628361858,0.08987775061124695,0.27070904645476773,10225.0,0.007921760391198044,0.6067481662591687
56,E02000059,0.03294056936441042,0.1100025802012557,0.3520254579857229,11627.0,0.011180872108024426,0.4938505203405866
57,E02000060,0.02872469285343485,0.08842360269942896,0.21482955528638173,11558.0,0.011420661014016266,0.6566014881467382
58,E02000061,0.027195399544746614,0.09811908470109021,0.28297591949203305,8347.0,0.01066251347789625,0.5810470827842339
59,E02000062,0.03894797355561943,0.10908306984765738,0.3285426846795056,6958.0,0.012647312446105202,0.5107789594711124
60,E02000063,0.03639240506329114,0.1104957805907173,0.31526898734177217,7584.0,0.013449367088607595,0.5243934599156118
61,E02000064,0.03431225651783039,0.09874138447707521,0.3149535510937968,6674.0,0.012885825591848966,0.5391069823194486
62,E02000065,0.02877340940096738,0.096614163462731,0.27954855512836413,8063.0,0.009301748728761007,0.5857621232791765
63,E02000066,0.03701346908473857,0.12546399406087602,0.3135009014741754,9429.0,0.011666136387739952,0.51235549899247
64,E02000067,0.032362143136488074,0.10960109503324209,0.33672272193977315,10228.0,0.010461478294876808,0.5108525615956199
65,E02000068,0.036203522504892366,0.1095890410958904,0.31604696673189825,8176.0,0.010396281800391389,0.5277641878669276
66,E02000069,0.03466444814198558,0.12673322240709928,0.3254298391569606,7212.0,0.010953965612867444,0.5022185246810871
67,E02000070,0.036119329388560155,0.1289447731755424,0.3369082840236686,8112.0,0.011094674556213017,0.4869329388560158
68,E02000071,0.029595827900912648,0.11851368970013038,0.3483702737940026,7670.0,0.009126466753585397,0.494393741851369
69,E02000072,0.036211699164345405,0.10871247291860105,0.3142216032188177,12924.0,0.012070566388115135,0.5287836583101208
70,E02000073,0.025079246690285287,0.10973335819504008,0.3528808502703711,10726.0,0.008950214432220773,0.5033563304120828
71,E02000074,0.0445773614716172,0.13260354361810178,0.3352894707143663,8861.0,0.012413948764247828,0.47511567543166683
72,E02000075,0.028925619834710745,0.12221387427998998,0.3453543701477586,7986.0,0.010267968945654895,0.4932381667918858
73,E02000077,0.03206388206388206,0.12395577395577395,0.33181818181818185,8140.0,0.013636363636363636,0.49852579852579854
74,E02000078,0.027984369091138283,0.11269381066431362,0.350560947938989,7933.0,0.00907601159712593,0.49968486070843315
75,E02000079,0.03192702394526796,0.12303306727480046,0.3330672748004561,8770.0,0.0104903078677309,0.5014823261117446
76,E02000080,0.029806259314456036,0.10312965722801788,0.3475409836065574,10065.0,0.006060606060606061,0.5134624937903627
77,E02000081,0.04117505417770286,0.12448832169516012,0.3398747893089333,8306.0,0.009390801830002408,0.4850710329882013
78,E02000082,0.02217223650385604,0.10561268209083119,0.34940017137960583,9336.0,0.00824764353041988,0.5145672664952871
79,E02000083,0.034433794817181396,0.11199858004969826,0.34407170749023785,11268.0,0.012158324458643947,0.49733759318423854
80,E02000084,0.027800269905533064,0.10211426000899686,0.34898785425101214,11115.0,0.008187134502923977,0.5129104813315339
81,E02000085,0.02876523049868107,0.10639366913704308,0.34091194573546035,7961.0,0.007285516894862455,0.516643637733953
82,E02000086,0.02772359988854834,0.10392867093898021,0.33477291724714403,7178.0,0.006408470325996099,0.5271663415993313
83,E02000087,0.027896211475210136,0.10427579485930076,0.31843099037641615,8209.0,0.009623583871360702,0.5397734194177123
84,E02000088,0.030459473412493547,0.10686628807434176,0.3345379452762003,7748.0,0.009292720702116675,0.5188435725348477
85,E02000089,0.030872824291703724,0.11752001016389277,0.32181425485961124,7871.0,0.009909795451657984,0.5198831152331342
86,E02000090,0.03704472346165819,0.10864376880772024,0.32904430839472865,9637.0,0.01400850887205562,0.5112586904638373
87,E02000091,0.03787878787878788,0.11944116489571036,0.34553325462416373,10164.0,0.009445100354191263,0.48770169224714677
88,E02000092,0.05227306382348586,0.1356434177402636,0.3269657929808974,6753.0,0.01791796238708722,0.46719976306826594
89,E02000093,0.028542561252841627,0.10271954197187842,0.3490780500126294,11877.0,0.008588027279616064,0.5110718194830345
90,E02000094,0.03040152963671128,0.10994263862332695,0.32887189292543023,10460.0,0.010994263862332695,0.5197896749521989
91,E02000095,0.026378667686132083,0.10857306699799293,0.34301825480263787,10463.0,0.008697314345789926,0.5133326961674471
92,E02000096,0.029874213836477988,0.1179245283018868,0.34499475890985326,7632.0,0.009040880503144654,0.4981656184486373
93,E02000097,0.03273185060847671,0.1134074695761645,0.3395929500629459,9532.0,0.010700797314309694,0.5035669324381032
94,E02000098,0.036948066803935024,0.12354152367879204,0.3312743079386868,8742.0,0.014985129261038664,0.4932509723175475
95,E02000099,0.027301255230125523,0.09006276150627615,0.34309623430962344,9560.0,0.006171548117154812,0.5333682008368201
96,E02000100,0.024882798413270825,0.11143166245943022,0.35953840605842047,8319.0,0.00865488640461594,0.49549224666426256
97,E02000101,0.03783457436103844,0.11581807204668948,0.33306500301871605,9938.0,0.012779231233648622,0.5005031193399074
98,E02000102,0.034346103038309116,0.12549537648612946,0.3284496217125015,8327.0,0.010327849165365678,0.5013810495976943
99,E02000103,0.035388471177944865,0.1106766917293233,0.33423558897243105,9975.0,0.011428571428571429,0.5082706766917293
100,E02000104,0.037979744136460554,0.11727078891257996,0.3423507462686567,7504.0,0.017857142857142856,0.48454157782515994
101,E02000105,0.033319788703778955,0.10564811052417716,0.3341121495327103,9844.0,0.00914262494920764,0.517777326290126
102,E02000106,0.03757365014971506,0.10673234811165845,0.3368105863034869,10353.0,0.0125567468366657,0.5063266685984739
103,E02000107,0.03345521023765996,0.10749542961608775,0.313254113345521,10940.0,0.009597806215722121,0.5361974405850092
104,E02000108,0.02603305785123967,0.11005509641873278,0.34517906336088156,7260.0,0.009504132231404958,0.5092286501377411
105,E02000110,0.03731343283582089,0.1066797161732322,0.32285294837288964,8174.0,0.010521164668460974,0.5226327379495963
