,GEOGRAPHY_CODE,Living in a couple,Living in a couple: Cohabiting,Living in a couple: Cohabiting: Opposite-sex couple,Living in a couple: Cohabiting: Same-sex couple,Living in a couple: Married or in a civil partnership,Living in a couple: Married or in a civil partnership: Opposite-sex couple,Living in a couple: Married or in a civil partnership: Same-sex couple,"Living in a couple: Separated, but still married or in a civil partnership",Not living in a couple,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,Not living in a couple: Married or in a registered civil partnership,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),Not living in a couple: Single (never married and never registered a civil partnership),Not living in a couple: Widowed or surviving partner from a civil partnership,Total: All usual residents
21,E02000023,0.46393797331410025,0.10764514965741075,0.10295708618824378,0.0046880634691669676,0.3544897223223945,0.35268662098809955,0.0018031013342949874,0.0018031013342949874,0.5360620266858998,0.06491164803461955,0.03317706455102777,0.02614496934727732,0.3847818247385503,0.02704652001442481,5546.0
22,E02000024,0.5908833201043202,0.1201950334505046,0.11702007030275541,0.0031749631477491777,0.47012132894886044,0.46694636580111126,0.0031749631477491777,0.0005669577049552103,0.4091166798956798,0.06179838984011793,0.01757568885361152,0.01632838190271006,0.2597800204104774,0.0536341988887629,8819.0
23,E02000025,0.5284855425135986,0.12281706269682222,0.11852275980532494,0.00429430289149728,0.4049527626681935,0.40208989407386203,0.0028628685943315204,0.0007157171485828801,0.47151445748640136,0.0775837389063842,0.011880904666475808,0.02218723160606928,0.3077583738906384,0.052104208416833664,6986.0
24,E02000026,0.5887345679012346,0.08873456790123457,0.08333333333333333,0.005401234567901234,0.498070987654321,0.4976851851851852,0.00038580246913580245,0.0019290123456790122,0.4112654320987654,0.05941358024691358,0.020061728395061727,0.01253858024691358,0.26080246913580246,0.05844907407407408,5184.0
25,E02000027,0.518552510816835,0.0921725449062541,0.08758358463353874,0.004588960272715353,0.4249377212534417,0.4231021371443556,0.0018355841090861413,0.001442244657139111,0.48144748918316504,0.06686770683099515,0.017962501638914382,0.023993706568768848,0.3210961059394257,0.05152746820506097,7627.0
26,E02000028,0.5714555765595463,0.10245746691871456,0.0998109640831758,0.0026465028355387526,0.4680529300567108,0.4657844990548204,0.002268431001890359,0.000945179584120983,0.4285444234404537,0.06049149338374291,0.014555765595463137,0.017580340264650284,0.28544423440453687,0.05047258979206049,5290.0
27,E02000029,0.5718321226795803,0.11178369652945924,0.1094969061070756,0.0022867904223836427,0.45883777239709445,0.45587839655636264,0.002959375840731773,0.0012106537530266344,0.4281678773204197,0.06255044390637611,0.015469464622006995,0.020446596717783157,0.29203658864675813,0.03766478342749529,7434.0
28,E02000030,0.5998424576604963,0.06616778259157148,0.06196665353813838,0.00420112905343311,0.5311802546934489,0.5290796901667323,0.002100564526716555,0.0024944203754759093,0.40015754233950374,0.05500853354338978,0.02205592753052383,0.01509780753577524,0.2528554549035053,0.05513981882630957,7617.0
29,E02000031,0.6001203550473898,0.09222205506243418,0.08650519031141868,0.005716864751015496,0.5062434180833458,0.5041372047540243,0.0021062133293214985,0.0016548819016097489,0.3998796449526102,0.059726192267188206,0.01730103806228374,0.01338949902211524,0.25650669474951104,0.05295622085151196,6647.0
30,E02000032,0.6030558154038042,0.060180854381041475,0.05675085749922046,0.0034299968818210166,0.5408481446835048,0.5364826941066417,0.004365450576863112,0.0020268163392578734,0.39694418459619585,0.042874961022762705,0.017461802307452447,0.012004989086373558,0.26535703149360773,0.05924540068599938,6414.0
31,E02000033,0.5264121707282716,0.0990280321171996,0.09339343569516834,0.005634596422031272,0.42611635441611495,0.42386251584730245,0.002253838568812509,0.0012677841949570363,0.47358782927172843,0.06578391322721511,0.015917734892238345,0.020566276940414144,0.32469361881955205,0.04662628539230878,7099.0
32,E02000034,0.5539588227165952,0.09686334116346552,0.09354704988254801,0.0033162912809175074,0.4555755147160426,0.45336465386209757,0.002210860853945005,0.0015199668370871908,0.4460411772834047,0.06397678596103358,0.024457648196766615,0.01865413845516098,0.2932154207544563,0.04573718391598729,7237.0
33,E02000035,0.5454545454545454,0.10696920583468396,0.10107558567850303,0.005893620156180934,0.4370119345808163,0.435243848533962,0.0017680860468542803,0.0014734050390452335,0.45454545454545453,0.07146014439369383,0.03447767791365847,0.018712243995874466,0.28245174598497125,0.04744364225725652,6787.0
34,E02000036,0.548458406050029,0.057707969749854565,0.05538103548574753,0.002326934264107039,0.4893542757417103,0.4886561954624782,0.0006980802792321117,0.0013961605584642235,0.4515415939499709,0.05794066317626527,0.02501454333915067,0.027225130890052355,0.2873763816172193,0.0539848749272833,8595.0
35,E02000037,0.6040677140421385,0.05431737912556327,0.05163804652295701,0.00267933260260626,0.5475581536962612,0.5473145780051151,0.00024357569114602363,0.0021921812203142127,0.3959322859578614,0.04360004871513823,0.019851418828400927,0.011691633175009134,0.2691511387163561,0.05163804652295701,8211.0
36,E02000038,0.5447609965430922,0.09917749433782334,0.09226367862677315,0.006913815711050185,0.44415305757539636,0.44129216831565143,0.002860889259744904,0.001430444629872452,0.4552390034569079,0.06210513768029562,0.020741447133150553,0.02157587316724282,0.3108832995589462,0.03993324591727262,8389.0
37,E02000039,0.5949389488586091,0.07149177136789948,0.06795257476552823,0.003539196602371262,0.5209697398690497,0.5192001415678641,0.001769598301185631,0.002477437621659883,0.4050610511413909,0.05432666784639887,0.02512829587683596,0.01645726420102637,0.26243142806582903,0.046717395151300654,5651.0
38,E02000040,0.5564435564435565,0.0939060939060939,0.08962466105323248,0.004281432852861425,0.46182389039531896,0.4586841729698873,0.0031397174254317113,0.0007135721421435707,0.4435564435564436,0.0646496360782075,0.02097902097902098,0.018838304552590265,0.2907092907092907,0.04838019123733409,7007.0
39,E02000041,0.5313892264074525,0.06615363845011475,0.06291346024031322,0.0032401782098015392,0.4641555285540705,0.46334548400162007,0.0008100445524503848,0.0010800594032671796,0.4686107735925476,0.059268259754286484,0.036857027136492505,0.021196165789118402,0.3022816254894019,0.04900769542324828,7407.0
40,E02000042,0.5216304347826087,0.10608695652173913,0.10065217391304347,0.005434782608695652,0.4143478260869565,0.411195652173913,0.0031521739130434784,0.0011956521739130434,0.4783695652173913,0.07108695652173913,0.026630434782608695,0.014891304347826087,0.32,0.04576086956521739,9200.0
41,E02000043,0.6341127922971114,0.07634112792297111,0.07049518569463549,0.005845942228335626,0.5563961485557084,0.5519257221458047,0.004470426409903714,0.001375515818431912,0.3658872077028886,0.04332874828060523,0.023039889958734527,0.014442916093535076,0.2422627235213205,0.04281292984869326,5816.0
42,E02000044,0.48494545454545457,0.07970909090909091,0.07476363636363637,0.004945454545454545,0.4032,0.40174545454545457,0.0014545454545454545,0.0020363636363636365,0.5150545454545454,0.06225454545454545,0.040872727272727276,0.025163636363636364,0.3437090909090909,0.043054545454545456,6875.0
43,E02000045,0.4850139546171581,0.11127290377381385,0.10459895643732557,0.00667394733648829,0.37107147190874895,0.369129959956316,0.001941511952432957,0.002669578934595316,0.5149860453828419,0.08142215750515715,0.01990049751243781,0.022812765441087245,0.35505399830117707,0.03579662662298265,8241.0
44,E02000046,0.5612495612495613,0.138996138996139,0.1274131274131274,0.011583011583011582,0.4206739206739207,0.414004914004914,0.006669006669006669,0.0015795015795015794,0.43875043875043873,0.060723060723060725,0.024394524394524393,0.015444015444015444,0.3001053001053001,0.038083538083538086,5698.0
45,E02000047,0.45861344537815124,0.07121848739495798,0.06827731092436974,0.0029411764705882353,0.38581932773109245,0.383718487394958,0.0021008403361344537,0.0015756302521008404,0.5413865546218487,0.0652310924369748,0.0555672268907563,0.022478991596638655,0.3555672268907563,0.04254201680672269,9520.0
46,E02000048,0.5789018055899084,0.07655206529804601,0.07197625525599802,0.0045758100420479845,0.49987632945832305,0.49666089537472174,0.003215434083601286,0.002473410833539451,0.4210981944100915,0.06245362354687114,0.022137026960178087,0.018674251793222855,0.2681177343556765,0.049715557754142964,8086.0
47,E02000049,0.4387780548628429,0.09002493765586035,0.08603491271820449,0.00399002493765586,0.3475062344139651,0.34663341645885287,0.0008728179551122195,0.0012468827930174563,0.5612219451371571,0.07057356608478803,0.039526184538653364,0.029177057356608478,0.38915211970074814,0.032793017456359104,8020.0
48,E02000050,0.505336371267538,0.09353639525122917,0.08586161410241036,0.007674781148818803,0.40664348243194626,0.40376543950113924,0.002878042930807051,0.005156493584362634,0.49466362873246195,0.06331694447775513,0.021345485070152298,0.018347523683894952,0.3480033577167526,0.04365031778390694,8339.0
49,E02000051,0.5587327158007787,0.09343536045106726,0.08860249697946034,0.004832863471606927,0.4635521546516311,0.4614042153309169,0.0021479393207141898,0.0017452006980802793,0.4412672841992214,0.06470667203651496,0.022956101490132903,0.011679420056383408,0.2795006041079339,0.06242448650825614,7449.0
50,E02000052,0.5373808329152032,0.14024084295032613,0.12870045158053187,0.01154039136979428,0.3957601605619669,0.38798294029101854,0.007777220270948319,0.0013798294029101856,0.4626191670847968,0.07112393376818867,0.019568489713998997,0.018690416457601607,0.31409934771700954,0.039136979427997994,7972.0
51,E02000054,0.4949070331447049,0.10137429264349232,0.09248181083265966,0.00889248181083266,0.3919159256265158,0.39126919967663704,0.0006467259498787389,0.0016168148746968471,0.505092966855295,0.07809215844785772,0.03573160873080032,0.0211802748585287,0.334357316087308,0.03573160873080032,6185.0
52,E02000055,0.4755006391137622,0.0818065615679591,0.07626757562846187,0.005538985939497231,0.3922028121005539,0.39113762249680445,0.0010651896037494673,0.0014912654452492544,0.5244993608862377,0.05986365573072007,0.039944610140605026,0.016510438858116743,0.3667447805709416,0.04143587558585428,9388.0
53,E02000056,0.6151038742279619,0.06428972487366648,0.059797866367209435,0.004491858506457047,0.549129702414374,0.5463222908478383,0.002807411566535654,0.0016844469399213925,0.3848961257720382,0.0495508141493543,0.02428411005053341,0.011229646266142616,0.24143739472206627,0.058394160583941604,7124.0
54,E02000057,0.5211482928486496,0.06386954306098182,0.06013249532869033,0.00373704773229149,0.456089689145575,0.4550704943094955,0.0010191948360794973,0.0011890606420927466,0.47885170715135045,0.052318668252080855,0.042126719891285885,0.014778325123152709,0.32461355529131986,0.045014438593511126,5887.0
55,E02000058,0.5508229677095112,0.07337605226787285,0.06282196255811032,0.010554089709762533,0.47619047619047616,0.47342630983791933,0.0027641663525568537,0.0012564392511622063,0.4491770322904888,0.07048624199019977,0.024751853247895465,0.01570549063952758,0.2832014072119613,0.05503203920090464,7959.0
56,E02000059,0.507642716023708,0.10419049599667256,0.09732764895497556,0.006862847041696995,0.4016845170011438,0.3978371633565561,0.003847353644587709,0.0017677030258916502,0.49235728397629197,0.056878444421337215,0.04169699490485598,0.020692523656025787,0.3346157845481959,0.038473536445877095,9617.0
57,E02000060,0.5347682119205298,0.05119714722363729,0.04610290371879776,0.005094243504839531,0.4830616403464086,0.48229750382068265,0.0007641365257259297,0.0005094243504839531,0.4652317880794702,0.05043301069791136,0.03629648497198166,0.01782985226693836,0.3129139072847682,0.04775853285787061,7852.0
58,E02000061,0.5223042836041359,0.10280649926144757,0.09453471196454949,0.00827178729689808,0.41875923190546527,0.4155096011816839,0.0032496307237813884,0.0007385524372230429,0.4776957163958641,0.0620384047267356,0.03825701624815362,0.016691285081240768,0.32023633677991137,0.040472673559822744,6770.0
59,E02000062,0.43360881542699725,0.09237832874196511,0.08337924701561066,0.008999081726354453,0.3393939393939394,0.33755739210284663,0.0018365472910927456,0.0018365472910927456,0.5663911845730027,0.06887052341597796,0.04426078971533517,0.032874196510560144,0.3843893480257117,0.03599632690541781,5445.0
60,E02000063,0.47305389221556887,0.09414504324683966,0.08682634730538923,0.007318695941450432,0.37608117099135063,0.3740851630073187,0.001996007984031936,0.0028276779773785763,0.5269461077844312,0.06620093147039255,0.036926147704590816,0.025449101796407185,0.3616101131071191,0.03675981370592149,6012.0
61,E02000064,0.45106626047220105,0.10091393754760092,0.09253617669459253,0.008377760853008377,0.349009900990099,0.3455826351865956,0.003427265803503427,0.0011424219345011425,0.5489337395277989,0.07121096725057122,0.030654988575780653,0.024752475247524754,0.38004569687738005,0.04226961157654227,5252.0
62,E02000065,0.4509337860780985,0.10594227504244483,0.09813242784380305,0.007809847198641765,0.3432937181663837,0.3432937181663837,0.0,0.001697792869269949,0.5490662139219016,0.08132427843803056,0.042444821731748725,0.03242784380305603,0.3643463497453311,0.028522920203735144,5890.0
63,E02000066,0.42286348501664817,0.10821309655937847,0.10210876803551609,0.006104328523862375,0.31229189789123196,0.3111820199778024,0.0011098779134295228,0.0023584905660377358,0.5771365149833518,0.08670921198668147,0.03315760266370699,0.03565482796892342,0.3806881243063263,0.04092674805771365,7208.0
64,E02000067,0.49436780154410837,0.14529806353626123,0.13416023288191367,0.011137830654347551,0.3466649791165675,0.3443867864827237,0.0022781926338438173,0.0024047588912795848,0.5056321984558917,0.0758131882040248,0.025692950259460827,0.027211745348690038,0.33476775091760536,0.04214656372611062,7901.0
65,E02000068,0.46810631229235883,0.12624584717607973,0.11893687707641196,0.007308970099667774,0.33920265780730896,0.3352159468438538,0.003986710963455149,0.0026578073089701,0.5318936877076412,0.07691029900332226,0.024750830564784054,0.028737541528239204,0.35282392026578074,0.04867109634551495,6020.0
66,E02000069,0.5503628960878032,0.1409098955567357,0.13489113117365906,0.0060187643830766505,0.40874491060364665,0.4073287307488051,0.0014161798548415648,0.0007080899274207824,0.44963710391219686,0.06726854310497433,0.019118428040361127,0.0201805629314923,0.2850061957868649,0.05806337404850416,5649.0
67,E02000070,0.5936212421791546,0.10071722875019075,0.09674958034488021,0.0039676484053105445,0.49092018922630853,0.4893941706088814,0.0015260186174271325,0.0019838242026552723,0.4063787578208454,0.05692049443003205,0.015717991759499467,0.019533038303067296,0.24767282160842363,0.06653441171982298,6553.0
68,E02000071,0.5499247365780231,0.12175949155377154,0.11874895467469476,0.0030105368790767687,0.4258237163405252,0.4231476835591236,0.002676032781401572,0.0023415286837263757,0.4500752634219769,0.06472654290015052,0.015554440541896638,0.01655795283492223,0.2978758989797625,0.05536042816524502,5979.0
69,E02000072,0.4939898776887389,0.13412062420919443,0.12969211303247574,0.004428511176718684,0.3574441164065795,0.35649514972585405,0.0009489666807254323,0.002425137072964994,0.5060101223112611,0.07264867144664698,0.025305778152678194,0.02815267819485449,0.3396246309574019,0.04027836355967946,9484.0
70,E02000073,0.6292638107270012,0.09612955093602848,0.09165039623291604,0.004479154703112438,0.5321006087056391,0.5314115079820834,0.0006891007235557597,0.0010336510853336397,0.37073618927299873,0.04306879522223498,0.012059262662225796,0.014700815435856208,0.24210405420925693,0.05880326174342483,8707.0
71,E02000074,0.4945103205972771,0.1326306543697848,0.12794612794612795,0.004684526423656858,0.35968379446640314,0.3576343141560533,0.0020494803103498754,0.0021958717610891525,0.5054896794027229,0.0827111696676914,0.01376079636949202,0.02766798418972332,0.3296735470648514,0.05167618211096472,6831.0
72,E02000075,0.6262106537530266,0.09745762711864407,0.09322033898305085,0.00423728813559322,0.5284503631961259,0.5260290556900726,0.002421307506053269,0.0003026634382566586,0.37378934624697335,0.050393462469733655,0.009987893462469734,0.014376513317191284,0.2288135593220339,0.07021791767554479,6608.0
73,E02000077,0.5919655225488687,0.10989687548099122,0.10774203478528552,0.0021548406957057104,0.47929813760197015,0.4777589656764661,0.0015391719255040787,0.0027705094659073418,0.4080344774511313,0.05340926581499154,0.015391719255040789,0.01462213329228875,0.27458827150992765,0.05002308757888256,6497.0
74,E02000078,0.6331230283911672,0.13501577287066246,0.12839116719242902,0.006624605678233439,0.4974763406940063,0.4965299684542587,0.0009463722397476341,0.0006309148264984228,0.3668769716088328,0.04810725552050473,0.014511041009463722,0.014195583596214511,0.23485804416403785,0.055205047318611984,6340.0
75,E02000079,0.5809813287016934,0.1337386018237082,0.12939643942683457,0.004342162396873643,0.44651903314517294,0.44507164567954843,0.0014473874656245477,0.0007236937328122738,0.41901867129830656,0.06585612968591692,0.015197568389057751,0.015197568389057751,0.2556086264292951,0.06715877840497901,6909.0
76,E02000080,0.5824162235686905,0.10807468777049586,0.10461234079386669,0.003462346976629158,0.472981328057376,0.47125015456906144,0.001731173488314579,0.0013602077408185977,0.4175837764313095,0.05032768641028812,0.0164461481389885,0.017435390132311115,0.2704340299245703,0.06294052182515147,8087.0
77,E02000081,0.584652862362972,0.11510353227771011,0.11144945188794153,0.0036540803897685747,0.46817904993909865,0.46635200974421437,0.0018270401948842874,0.0013702801461632156,0.415347137637028,0.06333739342265529,0.012637028014616322,0.015377588306942754,0.25730816077953717,0.06668696711327649,6568.0
78,E02000082,0.6174892703862661,0.11212446351931331,0.10944206008583691,0.002682403433476395,0.5041577253218884,0.502280042918455,0.0018776824034334764,0.0012070815450643778,0.3825107296137339,0.04680793991416309,0.011534334763948498,0.01582618025751073,0.2508047210300429,0.057537553648068666,7456.0
79,E02000083,0.5635296772737531,0.1620401715188445,0.15617242157526517,0.005867749943579328,0.39990972692394494,0.39900699616339425,0.0009027307605506658,0.001579778830963665,0.4364703227262469,0.0699616339426766,0.011509817197020988,0.01997291807718348,0.28650417512976756,0.048521778379598285,8862.0
80,E02000084,0.6345723242274967,0.11755485893416928,0.11307657859381998,0.0044782803403493054,0.516345723242275,0.5150022391401702,0.0013434841021047917,0.0006717420510523958,0.36542767577250335,0.048813255709807435,0.008956560680698611,0.013994626063591581,0.23622928795342588,0.057433945364979845,8932.0
81,E02000085,0.6018808777429467,0.13855799373040753,0.13479623824451412,0.003761755485893417,0.4617554858934169,0.4586206896551724,0.003134796238244514,0.001567398119122257,0.3981191222570533,0.05470219435736677,0.010658307210031349,0.016300940438871474,0.2547021943573668,0.06175548589341693,6380.0
82,E02000086,0.6332535066712282,0.12247690728703386,0.11939787889154978,0.003079028395484092,0.5107765993841943,0.5076975709887103,0.003079028395484092,0.0,0.3667464933287718,0.05097502565856996,0.00752651385562778,0.016421484775915155,0.23622990078686282,0.0555935682517961,5846.0
83,E02000087,0.6380697050938338,0.1298778671432827,0.12570747691391124,0.004170390229371462,0.506404527852249,0.5049151027703307,0.0014894250819183796,0.0017873100983020554,0.36193029490616624,0.05168305034256777,0.01012809055704498,0.012213285671730712,0.2222222222222222,0.06568364611260054,6714.0
84,E02000088,0.6352903637523931,0.1255583918315252,0.12236758136566687,0.003190810465858328,0.507498404594767,0.5031908104658583,0.004307594128908743,0.0022335673261008296,0.3647096362476069,0.04706445437141034,0.008615188257817485,0.014996809189534142,0.23484365028717294,0.05918953414167198,6268.0
85,E02000089,0.6461044176706827,0.11116465863453816,0.10698795180722892,0.004176706827309237,0.5325301204819277,0.5299598393574297,0.002570281124497992,0.0024096385542168677,0.3538955823293173,0.039518072289156624,0.006265060240963855,0.01285140562248996,0.23903614457831326,0.05622489959839357,6225.0
86,E02000090,0.5290464484409367,0.1572001552594126,0.14827273903480398,0.008927416224608617,0.37094061327467975,0.3675766593349722,0.003363953939707595,0.0009056799068443525,0.47095355155906327,0.06727907879415189,0.011256307413636951,0.019795575106740845,0.3112951222667874,0.06132746797774615,7729.0
87,E02000091,0.5598562013181546,0.11743559017375674,0.11312162971839425,0.004313960455362493,0.44170161773517075,0.4385859796285201,0.003115638106650689,0.000718993409227082,0.44014379868184544,0.07034152186938286,0.01078490113840623,0.01713600958657879,0.2620730976632714,0.07980826842420612,8345.0
88,E02000092,0.506391909940851,0.1175348215989315,0.11257393627170387,0.004960885327227629,0.38561343255103986,0.38332379316924253,0.0022896393817973667,0.003243655790879603,0.493608090059149,0.0824270177447052,0.008013737836290785,0.026903262736119062,0.32283915283342873,0.05342491890860523,5241.0
89,E02000093,0.526207605344296,0.06680369989722508,0.06392600205549846,0.0028776978417266188,0.45775950668036997,0.45693730729701953,0.0008221993833504625,0.001644398766700925,0.473792394655704,0.04295991778006167,0.05724563206577595,0.015416238437821172,0.3100719424460432,0.04809866392600205,9730.0
90,E02000094,0.5064904132428248,0.07586042634274145,0.07288317256162916,0.002977253781112302,0.4284863641776825,0.4270572823627486,0.0014290818149339049,0.0021436227224008574,0.49350958675717516,0.04406335596046207,0.049065142312730736,0.02048350601405264,0.33821602953435753,0.04168155293557223,8397.0
91,E02000095,0.5261810565510822,0.04770770304863858,0.04468233651384687,0.003025366534791715,0.4764952292296951,0.47556434721899,0.0009308820107051431,0.0019781242727484293,0.47381894344891784,0.043751454503141725,0.06655806376541773,0.013614149406562718,0.3016057714684664,0.0482895043053293,8594.0
92,E02000096,0.5907193320488118,0.0367694283879255,0.035324341682723186,0.001445086705202312,0.5529865125240848,0.5510597302504817,0.0019267822736030828,0.0009633911368015414,0.40928066795118817,0.04030186255619782,0.0422286448298009,0.009152215799614644,0.2506422607578677,0.06695568400770713,6228.0
