,GEOGRAPHY_CODE,Address one year ago is student term-time or boarding school address in the UK,Address one year ago is the same as the address of enumeration,Migrant from outside the UK: Address one year ago was outside the UK,Migrant from within the UK: Address one year ago was in the UK,Total: All usual residents
0,E02000001,0.022250849045555687,0.7304133973533201,0.06417613303665534,0.1831596205644689,8539.0
1,E02000002,0.0015919666911584618,0.9333823169238306,0.006367866764633847,0.05865784962037717,8166.0
2,E02000003,0.001410810334185698,0.906886517943744,0.01111013138171237,0.080592540340358,11341.0
3,E02000004,0.0010644768856447689,0.9124087591240876,0.005930656934306569,0.08059610705596107,6576.0
4,E02000005,0.001098901098901099,0.9142857142857143,0.00815018315018315,0.07646520146520147,10920.0
5,E02000007,0.001197724323784809,0.9176564527397943,0.007385966663339655,0.07375985627308114,10019.0
6,E02000008,0.0009908536585365854,0.9277439024390244,0.005259146341463415,0.06600609756097561,13120.0
7,E02000009,0.0014169881130441629,0.9123829016767693,0.011808234275368023,0.07439187593481855,12703.0
8,E02000010,0.0014949279231179925,0.9263214095034704,0.005339028296849973,0.06684463427656166,9365.0
9,E02000011,0.0010092272202998846,0.9178200692041523,0.013552479815455595,0.06761822376009227,6936.0
10,E02000012,0.001141051522864917,0.9321513209865707,0.013165979109979813,0.05354164838058457,11393.0
11,E02000013,0.0018338727076591154,0.9199568500539375,0.00668824163969795,0.0715210355987055,9270.0
12,E02000014,0.001537830633586221,0.9267992618412959,0.010457248308386303,0.0612056592167316,9754.0
13,E02000015,0.00123334977799704,0.927109028120375,0.00740009866798224,0.06425752343364578,8108.0
14,E02000016,0.002126014688828759,0.8373598763046,0.021260146888287593,0.13925396211828373,10348.0
15,E02000017,0.001221001221001221,0.8964368964368964,0.016983016983016984,0.08535908535908536,9009.0
16,E02000018,0.0015923566878980893,0.920488322717622,0.008386411889596603,0.06953290870488323,9420.0
17,E02000019,0.0010541851149061775,0.908707569049125,0.008538899430740038,0.08169934640522876,9486.0
18,E02000020,0.0011572399826414003,0.9205120786923188,0.01106610733400839,0.06726457399103139,13826.0
19,E02000021,0.0018520662113670563,0.913647412895011,0.011806922097464985,0.07269359879615696,8639.0
20,E02000022,0.0018562715460090163,0.903739061256961,0.012065765049058605,0.08233890214797136,7542.0
21,E02000023,0.0013887135462694105,0.90809241257417,0.00744855447544502,0.08307031940411565,7921.0
22,E02000024,0.004844419601267002,0.9046021986212036,0.010899944102850754,0.0796534376746786,10734.0
23,E02000025,0.0038887579542776335,0.8952392175347631,0.007777515908555267,0.09309450860240395,8486.0
24,E02000026,0.0020382565067419253,0.9090624020068987,0.0061147695202257765,0.08278457196613359,6378.0
25,E02000027,0.003036649214659686,0.922303664921466,0.006806282722513089,0.06785340314136126,9550.0
26,E02000028,0.003557617942768755,0.8909512761020881,0.01082753286929621,0.09466357308584687,6465.0
27,E02000029,0.0029445788200652013,0.8998843201177832,0.01304027763171732,0.08413082343043432,9509.0
28,E02000030,0.002663257696814744,0.9182912538617236,0.007563651858953873,0.07148183658250773,9387.0
29,E02000031,0.0031553398058252425,0.8934466019417475,0.011529126213592233,0.09186893203883495,8240.0
