,GEOGRAPHY_CODE,Any other combination of only UK identities,Any other combination of only UK identities ,British only identity,Cornish and British only identity,Cornish only identity,English and British only identity,English only identity,Irish and at least one UK identity,Irish only identity,Non-UK identity only,Northern Irish and British only identity,Northern Irish only identity,Other identity and at least one UK identity,Other identity only,Scottish and British only identity,Scottish only identity,Total: All usual residents,UK identity and non-UK identity,Welsh and British only identity,Welsh only identity
20,E02000022,0.003617103733367782,0.001033458209533652,0.603022865262886,0.0,0.0,0.03655858416225294,0.043792791628988505,0.0006459113809585325,0.003100374628600956,0.274641519183568,0.0003875468285751195,0.0003875468285751195,0.03604185505748611,0.2715411445549671,0.000516729104766826,0.001291822761917065,7741.0,0.036687766438444645,0.000775093657150239,0.0009042759333419455
21,E02000023,0.0017458535977054495,0.0003741114852225963,0.6256391071205886,0.0,0.0,0.05250031175957102,0.0683376979673276,0.00012470382840753212,0.0018705574261129816,0.22683626387330091,0.00012470382840753212,0.00012470382840753212,0.024566654196283826,0.22496570644718794,0.00012470382840753212,0.000997630627260257,8019.0,0.024691358024691357,0.0,0.00024940765681506424
22,E02000024,0.009684560044272275,0.0016602102933038186,0.5936174137612986,0.0,9.223390518354546e-05,0.08891348459693783,0.11012728278915329,0.004611695259177273,0.018077845415974913,0.1488655229662424,0.0005534034311012728,0.0020291459140380002,0.03864600627190555,0.1307876775502675,0.0014757424829367274,0.00387382401770891,10842.0,0.043257701531082826,0.001567976388120273,0.003966057922892455
23,E02000025,0.008506175716616174,0.0019808902353763693,0.5690981123281287,0.0,0.00011652295502213937,0.0876252621766488,0.13120484735492893,0.002913073875553484,0.016080167793055232,0.16231647634584012,0.00023304591004427873,0.0018643672803542299,0.03390817991144256,0.1462363085527849,0.001281752505243533,0.0030295968305756233,8582.0,0.036821253786996036,0.0020974131903985084,0.0023304591004427873
24,E02000026,0.009755342211210901,0.0034066274388355527,0.6390523381851967,0.0,0.0001548467017652524,0.09182409414679467,0.09321771446268194,0.002013007122948281,0.00836172189532363,0.11954165376277485,0.0013936203158872716,0.0013936203158872716,0.04041498916073088,0.11117993186745122,0.000774233508826262,0.0026323939300092907,6458.0,0.04242799628367916,0.0009290802105915144,0.0032517807370703003
25,E02000027,0.007877280265339967,0.0010364842454394694,0.5958747927031509,0.0,0.0,0.08115671641791045,0.12240878938640133,0.0020729684908789387,0.016791044776119403,0.14977197346600332,0.00020729684908789387,0.001554726368159204,0.037728026533996685,0.13298092868988393,0.001451077943615257,0.0036276948590381426,9648.0,0.03980099502487562,0.0011401326699834163,0.001969320066334992
26,E02000028,0.007501530924678506,0.0015309246785058174,0.6053276178812003,0.0,0.0,0.07945499081445193,0.08986527862829148,0.001990202082057563,0.017758726270667484,0.17375995101041028,0.0003061849357011635,0.001837109614206981,0.0368952847519902,0.15600122473974282,0.0010716472749540723,0.0027556644213104714,6532.0,0.038885486834047765,0.001990202082057563,0.003214941824862217
27,E02000029,0.005682992353792105,0.0015499070055796653,0.5901012605910312,0.0,0.0,0.07863194874974168,0.10477371357718537,0.0030998140111593306,0.01208927464352139,0.17617276296755527,0.0005166356685265551,0.0009299442033477991,0.03854102087208101,0.16408348832403388,0.0011365984707584211,0.0015499070055796653,9678.0,0.04164083488324034,0.0012399256044637321,0.0017565612729902873
28,E02000030,0.00560431426456593,0.000634450671460294,0.6447076239822354,0.00010574177857671566,0.0,0.07994078460399703,0.10288675055514433,0.0029607698001480384,0.013111980543512742,0.12022840224172571,0.00042296711430686265,0.0010574177857671566,0.04039335941630538,0.10711642169821296,0.0011631595643438722,0.0022205773501110288,9457.0,0.04335412921645342,0.0011631595643438722,0.002114835571534313
29,E02000031,0.009002520705797623,0.0013203697035169847,0.6198535589965191,0.0,0.0,0.08114271996158924,0.07093986316168527,0.0019205377505701596,0.019685511943344135,0.17320849837954627,0.0008402352658744448,0.0020405713599807944,0.04057135998079462,0.15352298643620213,0.0020405713599807944,0.0027607730164446046,8331.0,0.04249189773136478,0.0009602688752850798,0.0024006721882126997
30,E02000032,0.006172061972540622,0.001007683587353571,0.6840911953646555,0.0,0.00012596044841919638,0.060586975689633456,0.06209850107066381,0.0025192089683839275,0.012973926187177227,0.1389343746063736,0.00025192089683839276,0.001007683587353571,0.04257463156568837,0.12596044841919637,0.0012596044841919638,0.0025192089683839275,7939.0,0.0450938405340723,0.0013855649326111601,0.0016374858294495528
31,E02000033,0.00911238609517381,0.001237484531443357,0.6045674429069636,0.0,0.0,0.07424907188660142,0.10473619079761504,0.0030374620317246033,0.01293733828327146,0.1608729890876364,0.0003374957813027337,0.0032624592192597593,0.042074474069074136,0.14793565080436494,0.0013499831252109348,0.0029249634379570257,8889.0,0.04511193610079874,0.0002249971875351558,0.001124985937675779
32,E02000034,0.010124353471992958,0.001430615164520744,0.5952459557609773,0.0,0.0,0.0680092439749092,0.08385605810498514,0.004071750852866733,0.01661714537251018,0.19357323649169142,0.0007703312424342467,0.001650709805216243,0.04214812369318807,0.17695609111918126,0.001870804445911742,0.004401892813909981,9087.0,0.04621987454605481,0.0011004732034774953,0.001870804445911742
33,E02000035,0.00914312507326222,0.0011721955222131052,0.5537451646934709,0.0,0.0,0.06083694760286016,0.058844215215097875,0.002461610596647521,0.01137029656546712,0.2623373578712929,0.00046887820888524205,0.0028132692533114523,0.049583870589614346,0.2509670613058258,0.0018755128355409682,0.0028132692533114523,8531.0,0.05204548118626187,0.0005860977611065526,0.002461610596647521
34,E02000036,0.0038239217429968876,0.0005335704757670075,0.6423299244108492,0.0,0.0,0.06625166740773678,0.06429524232992441,0.0006224988883948421,0.008448199199644287,0.18194753223654958,8.89284126278346e-05,0.0005335704757670075,0.038417074255224545,0.1734993330369053,0.0008003557136505113,0.0018674966651845266,11245.0,0.03903957314361939,0.0006224988883948421,0.0016896398399288573
35,E02000037,0.0034148592524227044,0.0010152284263959391,0.6889709275496078,0.0,0.0,0.07568066451315182,0.05916012921089063,0.0009229349330872173,0.005076142131979695,0.13225657591139825,0.0002768804799261652,0.00046146746654360867,0.03885556068297185,0.12718043377941854,0.0006460544531610522,0.0010152284263959391,10835.0,0.03977849561605907,0.0002768804799261652,0.00046146746654360867
36,E02000038,0.008395522388059701,0.0008395522388059701,0.6067164179104477,0.0,0.00027985074626865673,0.05895522388059701,0.07341417910447762,0.002798507462686567,0.014272388059701492,0.20009328358208955,0.0006529850746268657,0.002052238805970149,0.04701492537313433,0.18582089552238806,0.0013992537313432835,0.003171641791044776,10720.0,0.049813432835820896,0.0009328358208955224,0.0016791044776119403
37,E02000039,0.005022321428571429,0.00013950892857142856,0.6487165178571429,0.0,0.0,0.07952008928571429,0.05901227678571429,0.0005580357142857143,0.015345982142857142,0.17075892857142858,0.00013950892857142856,0.0006975446428571429,0.03362165178571429,0.15541294642857142,0.0016741071428571428,0.0023716517857142855,7168.0,0.0341796875,0.0009765625,0.0018136160714285715
38,E02000040,0.008534850640113799,0.001422475106685633,0.6339862129335814,0.0,0.0,0.07112375533428165,0.07495349600612758,0.001641317430791115,0.009519641098588468,0.16259984681037312,0.000328263486158223,0.000765948134369187,0.04508151876572929,0.15308020571178466,0.002735529051318525,0.00328263486158223,9139.0,0.04672283619652041,0.000875369296421928,0.001203632782580151
39,E02000041,0.0039132734003172924,0.00021152829190904283,0.6004230565838181,0.0,0.0,0.060602855631940775,0.054785827604442096,0.0011634056054997356,0.009518773135906928,0.24029613960867266,0.00010576414595452142,0.0015864621893178213,0.03786356425171867,0.23077736647276573,0.0006345848757271285,0.0013749338974087784,9455.0,0.0390269698572184,0.00021152829190904283,0.0007403490216816499
40,E02000042,0.008134302526825891,0.001124956732433368,0.5548632744894427,0.0,0.0,0.0546036690896504,0.05823814468674282,0.0019903080650744203,0.014884042921426099,0.2647109726548979,0.00025960539979231567,0.0013845621322256837,0.05417099342332987,0.2498269297334718,0.0017307026652821046,0.0036344755970924196,11556.0,0.05616130148840429,0.0009518864659051575,0.002336448598130841
41,E02000043,0.005813185361342317,0.0010569427929713305,0.5971726780288017,0.0,0.0,0.06777645659928656,0.050072664817016777,0.001321178491214163,0.009116131589377725,0.2252609327520148,0.0001321178491214163,0.0009248249438499141,0.05060113621350244,0.21614480116263707,0.0014532963403355794,0.002246003435064077,7569.0,0.05192231470471661,0.0001321178491214163,0.0018496498876998282
42,E02000044,0.005654189754608165,0.0003392513852764899,0.5853217233970373,0.0,0.0,0.055524143390252176,0.07938482415469864,0.0014700893361981229,0.012778468845414451,0.23103019337328962,0.0003392513852764899,0.0009046703607373063,0.04071016623317879,0.21825172452787517,0.0009046703607373063,0.0031663462625805723,8843.0,0.04218025556937691,0.0,0.0009046703607373063
43,E02000045,0.009123740733700817,0.0009503896597605018,0.5888614331876069,0.0,9.503896597605019e-05,0.05977950959893556,0.07717164037255275,0.0038965976050180573,0.014350883862383578,0.2090857251473104,0.0004751948298802509,0.0012355065576886524,0.04913514540961794,0.19473484128492682,0.0019007793195210036,0.004466831400874358,10522.0,0.053031743014636,0.001045428625736552,0.0019007793195210036
44,E02000046,0.011061629076282144,0.0015802327251831633,0.5405832495331131,0.0,0.00014365752047119666,0.05559546042235311,0.04482114638701336,0.0027294928889527365,0.012210889240051717,0.2797011923574199,0.0010056026432983766,0.0015802327251831633,0.06320930900732653,0.2674903031173682,0.0031604654503663266,0.0035914380117799166,6961.0,0.06593880189627926,0.0010056026432983766,0.00129291768424077
45,E02000047,0.00355039134995562,0.0004034535624949568,0.5647542967804405,0.0,0.0,0.03372871782457839,0.06382635358670218,0.0012103606874848704,0.013475348987331558,0.2970225127087872,0.00032276284999596547,0.001533123537480836,0.03501976922456225,0.28354716372145566,0.0004841442749939482,0.0008069071249899136,12393.0,0.036230129912047125,0.0002420721374969741,0.0006455256999919309
46,E02000048,0.006805366517596733,0.0012638537818393933,0.6169550845809839,0.0,0.0,0.07923391016916197,0.05930390822477154,0.0016527318685592067,0.00991639121135524,0.19016138440598873,0.00019443904335990667,0.00116663426015944,0.04442932140773868,0.1802449931946335,0.0021388294769589733,0.00204160995527902,10286.0,0.04608205327629788,0.0009721952167995333,0.00048609760839976666
47,E02000049,0.0033232054690467147,0.000569692366122294,0.6125142423091531,9.494872768704899e-05,0.0,0.049278389669578426,0.05563995442461071,0.0018040258260539309,0.008545385491834409,0.23034561336878087,0.000284846183061147,0.0007595898214963919,0.04595518420053171,0.22180022787694645,0.00047474363843524496,0.001139384732244588,10532.0,0.04775921002658565,0.00037979491074819596,0.0007595898214963919
48,E02000050,0.01079414032382421,0.0022166538164996143,0.5872205088666153,0.0,0.00019275250578257516,0.062066306861989204,0.0675597532767926,0.0026985350809560524,0.015709329221279877,0.21559367771781032,0.00048188126445643795,0.0015420200462606013,0.04992289899768697,0.19988434849653045,0.0029876638396299153,0.0033731688511950656,10376.0,0.052621434078643024,0.00019275250578257516,0.003951426368542791
49,E02000051,0.00611353711790393,0.0007641921397379913,0.6108078602620087,0.0,0.0,0.05480349344978166,0.058624454148471616,0.0005458515283842794,0.008733624454148471,0.2252183406113537,0.0001091703056768559,0.0007641921397379913,0.04224890829694323,0.21648471615720524,0.000982532751091703,0.0034934497816593887,9160.0,0.04279475982532751,0.0004366812227074236,0.001200873362445415
50,E02000052,0.012079991878997056,0.0019287381991675973,0.5464419855852197,0.0,0.00010151253679829459,0.07968734138666125,0.0731905390315704,0.0023347883463607755,0.01918586945487768,0.2251548066186174,0.00020302507359658918,0.0023347883463607755,0.05573038270226373,0.20596893716373973,0.00243630088315907,0.0050756268399147295,9851.0,0.058065171048624506,0.001725713125571008,0.0036544513247386053
51,E02000054,0.0048499147987940755,0.0006553938917289291,0.5497443963822257,0.0,0.0,0.05688818980207105,0.04849914798794075,0.0011797090051120724,0.006685017695635077,0.2911259667059903,0.00039323633503735744,0.0017040241184952155,0.04640188753440818,0.2844409490103552,0.00026215755669157164,0.0018351028968410013,7629.0,0.04758159653952025,0.0,0.0013107877834578582
52,E02000055,0.0029853292391675197,0.000597065847833504,0.5185090412828386,0.0,0.0,0.06499488229273286,0.04802115319003753,0.000597065847833504,0.007420675537359263,0.31712726032070965,8.5295121119072e-05,0.0005117707267144319,0.045974070283179805,0.3097065847833504,0.0007676560900716479,0.0010235414534288639,11724.0,0.0465711361310133,0.0007676560900716479,0.0010235414534288639
53,E02000056,0.006682002409902509,0.0010954102311315588,0.6333661956402673,0.0,0.00010954102311315588,0.08062219301128272,0.05466097053346478,0.0012049512542447146,0.009968233103297185,0.16803592945558113,0.0004381640924526235,0.0006572461386789353,0.050388870632051705,0.15806769635228393,0.0020812794391499617,0.0023003614853762734,9129.0,0.051593821886296416,0.0023003614853762734,0.002738525577828897
54,E02000057,0.003619118931735929,0.0002495944090852365,0.5906651691002122,0.0,0.0,0.08249095220267066,0.05341320354424061,0.0027455384999376014,0.006115063022588294,0.23099962560838638,0.0002495944090852365,0.0008735804317983277,0.03494321727193311,0.2248845625857981,0.00012479720454261825,0.00212155247722451,8013.0,0.03768875577187071,0.00037439161362785476,0.0007487832272557095
55,E02000058,0.006649066197320817,0.0011733646230566149,0.5814999511098073,9.77803852547179e-05,0.0,0.08203774322870833,0.052996968808057106,0.001075584237801897,0.008702454287669893,0.21052116945340765,0.0004889019262735895,0.0013689253935660506,0.06081939962843454,0.20181871516573777,0.0011733646230566149,0.0023467292461132297,10227.0,0.06189498386623643,0.0014667057788207685,0.002933411557641537
56,E02000059,0.0039576701367977285,0.0006022541512518283,0.5292953626430353,0.0,8.603630732168976e-05,0.032779833089563795,0.05187989331497892,0.0013765809171470361,0.016432934698442744,0.32848662135421147,0.0005162178439301385,0.0009463993805385873,0.051449711778370474,0.3120536866557687,0.00034414522928675903,0.0014626172244687258,11623.0,0.05282629269551751,0.00034414522928675903,0.0004301815366084488
57,E02000060,0.003027681660899654,0.00043252595155709344,0.6480968858131488,0.0,0.0,0.09671280276816609,0.046972318339100344,0.0009515570934256056,0.0031141868512110727,0.17465397923875434,0.00017301038062283736,0.0007785467128027682,0.02837370242214533,0.17153979238754324,0.0007785467128027682,0.0008650519031141869,11560.0,0.029325259515570933,0.00034602076124567473,0.0008650519031141869
58,E02000061,0.007911771757372333,0.001678254615200192,0.5330855909853752,0.0,0.0,0.06545192999280748,0.04603212658834812,0.0004795013186286262,0.005634140493886358,0.2818269000239751,0.0005993766482857828,0.0014385039558858787,0.06341404938863582,0.2761927595300887,0.0019180052745145048,0.0022776312634859744,8342.0,0.06389355070726445,0.000839127307600096,0.0009590026372572524
59,E02000062,0.005173900546133947,0.00043115837884449555,0.5770336303535498,0.0,0.00014371945961483184,0.037798217878700774,0.05274504167864329,0.0015809140557631503,0.016815176774935325,0.2775222765162403,0.0,0.0015809140557631503,0.04527162977867203,0.26070709974130496,0.001006036217303823,0.002012072434607646,6958.0,0.046852543834435184,0.0012934751365334866,0.0015809140557631503
60,E02000063,0.0038243439272055914,0.0005274957140973229,0.5536067519451404,0.0,0.0,0.038770934986153235,0.051035210338916,0.002241856784913623,0.01437425820915205,0.3010681788210471,0.00026374785704866147,0.0013187392852433075,0.04839773176842938,0.286693920611895,0.00026374785704866147,0.001450613213767638,7583.0,0.050639588553343,0.00013187392852433074,0.0009231174996703152
61,E02000064,0.008093525179856115,0.001498800959232614,0.5680455635491607,0.0,0.0,0.05245803357314149,0.05440647482014389,0.002997601918465228,0.013339328537170264,0.25914268585131894,0.0008992805755395684,0.0013489208633093526,0.05185851318944844,0.24580335731414868,0.0010491606714628297,0.0032973621103117505,6672.0,0.05485611510791367,0.001199040767386091,0.0017985611510791368
62,E02000065,0.002728512960436562,0.0004960932655339203,0.5959320352226218,0.0,0.0,0.05754681880193476,0.07801066600520898,0.0003720699491504403,0.008929678779610567,0.23229567158625822,0.0,0.0011162098474513209,0.032494108892471785,0.22336599280664765,0.00024804663276696017,0.0008681632146843607,8063.0,0.032866178841622226,0.00012402331638348009,0.0004960932655339203
63,E02000066,0.004666949512091642,0.000742469240560034,0.5659736953754773,0.0,0.0,0.0803988120492151,0.11412812897751379,0.0006364022061943148,0.006045820958845991,0.20587611370386083,0.00021213406873143826,0.001484938481120068,0.027577428935086974,0.19983029274501485,0.0005303351718285957,0.0016970725498515061,9428.0,0.02821383114128129,0.00010606703436571913,0.0006364022061943148
64,E02000067,0.0032242305813385444,0.0007816316560820713,0.5438202247191011,9.770395701025892e-05,0.00029311187103077673,0.0877381533952125,0.13307278944797266,0.0008793356130923302,0.005276013678553982,0.2023448949682462,9.770395701025892e-05,0.0006839276990718125,0.027747923790913533,0.19706888128969224,0.00029311187103077673,0.0009770395701025891,10235.0,0.028627259404005862,0.00019540791402051784,0.0009770395701025891
65,E02000068,0.004768892149669846,0.0011005135730007337,0.5792369772560528,0.00012227928588897041,0.0,0.0904866715578381,0.12154561017363659,0.0008559550012227928,0.00586940572267058,0.1793837123991196,0.00012227928588897041,0.0009782342871117633,0.022254830031792613,0.17351430667644901,0.0004891171435558817,0.0019564685742235266,8178.0,0.023110785033015408,0.00024455857177794083,0.001222792858889704
66,E02000069,0.004851677294150264,0.0006930967563071804,0.5627945661214305,0.0,0.0,0.10590518436373718,0.15830329914056002,0.0009703354588300526,0.01067369004713058,0.1394510673690047,0.0005544774050457444,0.0006930967563071804,0.025367341280842805,0.12877737732187414,0.0011089548100914888,0.0018020515663986693,7214.0,0.02633767673967286,0.0002772387025228722,0.0020792902689215414
67,E02000070,0.004686151190035763,0.0006165988407941793,0.5513626834381551,0.00012331976815883587,0.00012331976815883587,0.10987791342952276,0.21556295474164508,0.0011098779134295228,0.008139104698483167,0.09137994820569738,0.0,0.0006165988407941793,0.023677395486496486,0.08324084350721421,0.0012331976815883586,0.001973116290541374,8109.0,0.024787273399926008,0.0006165988407941793,0.0017264767542237022
68,E02000071,0.005474452554744526,0.0013034410844629822,0.5591762252346194,0.0,0.0,0.12161105318039625,0.20815954118873828,0.0010427528675703858,0.00586548488008342,0.08511470281543274,0.0,0.0018248175182481751,0.016553701772679875,0.07924921793534932,0.0006517205422314911,0.001694473409801877,7672.0,0.01759645464025026,0.0009124087591240876,0.0019551616266944736
69,E02000072,0.004796534117282996,0.0009283614420547734,0.6002630357419155,0.0,0.0,0.09306823456599103,0.12718551756150395,0.0008509979885502089,0.005956985919851462,0.14552065604208572,0.00023209036051369334,0.00030945381401825775,0.02738666254061581,0.13956367012223425,0.0007736345350456444,0.0025529939656506267,12926.0,0.02823766052916602,0.0003868172675228222,0.0005415441745319511
70,E02000073,0.004661570016781652,0.0006526198023494313,0.5495058735782211,0.0,0.0,0.12455715084840574,0.22282304680216297,0.0012120082043632296,0.006805892224501212,0.07150848405743054,9.323140033563304e-05,0.00037292560134253216,0.023121387283236993,0.06470259183292933,0.0008390826030206974,0.002703710609733358,10726.0,0.024333395487600225,0.0005593884020137983,0.002051090807383927
71,E02000074,0.004965579505699131,0.0006771244780498814,0.5676560207651506,0.0,0.0,0.1206410111725539,0.18948199977429184,0.0012413948764247828,0.0051912876650490915,0.09389459428958356,0.000451416318699921,0.0007899785577248617,0.020426588421171427,0.08870330662453448,0.0007899785577248617,0.002257081593499605,8861.0,0.021667983297596206,0.0005642703983749013,0.0011285407967498026
72,E02000075,0.006261740763932373,0.0005009392611145899,0.5496556042579838,0.0,0.00012523481527864746,0.11747025673137132,0.24383218534752663,0.0010018785222291797,0.008515967438948028,0.05522855353788353,0.0006261740763932373,0.0002504696305572949,0.0247964934251722,0.046712586098935506,0.0015028177833437697,0.003256105197244834,7985.0,0.025798371947401377,0.0003757044458359424,0.001377582968065122
73,E02000077,0.004791154791154792,0.0013513513513513514,0.5395577395577396,0.0,0.0,0.11191646191646192,0.20466830466830466,0.0007371007371007371,0.006511056511056511,0.10651105651105651,0.0,0.0007371007371007371,0.030098280098280097,0.1,0.0008599508599508599,0.0018427518427518428,8140.0,0.030835380835380836,0.0006142506142506142,0.0011056511056511057
