,GEOGRAPHY_CODE,Not a student,Student,Total
106,E02000111,0.7714906480256943,0.2285093519743057,10586.0
107,E02000112,0.7922089579032403,0.20779104209675972,11141.0
108,E02000113,0.6990801576872536,0.3009198423127464,9132.0
109,E02000114,0.8116060961313013,0.1883939038686987,8530.0
110,E02000115,0.807214233487692,0.19278576651230805,8206.0
111,E02000116,0.7501574902356054,0.24984250976439462,7937.0
112,E02000117,0.726417471650567,0.27358252834943303,11905.0
113,E02000118,0.7876943247799213,0.21230567522007868,10678.0
114,E02000119,0.727549158726941,0.27245084127305896,9866.0
115,E02000120,0.8222482435597189,0.17775175644028102,8540.0
116,E02000121,0.7737264480111654,0.22627355198883461,11464.0
117,E02000122,0.7876835867044576,0.21231641329554238,7762.0
118,E02000123,0.7615613732559963,0.23843862674400376,12758.0
119,E02000124,0.802907915993538,0.19709208400646203,9285.0
120,E02000125,0.8054629530056996,0.19453704699430047,9299.0
121,E02000126,0.7515143704085578,0.2484856295914422,7759.0
122,E02000127,0.7785335485358543,0.22146645146414573,8674.0
123,E02000128,0.7930654925701706,0.20693450742982938,7268.0
124,E02000130,0.8185279187817259,0.1814720812182741,7880.0
125,E02000131,0.8353426069036579,0.1646573930963421,9705.0
126,E02000132,0.8543615401348705,0.14563845986512944,9194.0
127,E02000133,0.8026883830455259,0.1973116169544741,10192.0
128,E02000134,0.806222060031019,0.19377793996898093,10961.0
129,E02000135,0.7898034132642039,0.21019658673579608,9258.0
130,E02000136,0.8065706902916205,0.1934293097083795,5418.0
131,E02000137,0.818998229193018,0.18100177080698204,7906.0
132,E02000138,0.8637269556552067,0.13627304434479323,8028.0
133,E02000139,0.8079866425490468,0.1920133574509531,7187.0
134,E02000140,0.7657264103844234,0.23427358961557662,8012.0
135,E02000141,0.8173550022364694,0.18264499776353063,6707.0
136,E02000142,0.7924596482775235,0.2075403517224765,8302.0
137,E02000144,0.8173423901507111,0.1826576098492889,9422.0
138,E02000145,0.7652397890347111,0.23476021096528885,8153.0
139,E02000146,0.809718839938012,0.19028116006198806,9034.0
140,E02000147,0.7898261429491307,0.21017385705086927,7765.0
141,E02000148,0.8040880503144654,0.1959119496855346,6360.0
142,E02000149,0.803877898598192,0.19612210140180794,7633.0
143,E02000150,0.7797340556513174,0.2202659443486826,8122.0
144,E02000151,0.8134825095595525,0.18651749044044752,7061.0
145,E02000152,0.7689200107729599,0.23107998922704012,7426.0
146,E02000153,0.775457257750681,0.22454274224931897,7709.0
147,E02000154,0.8228855721393035,0.1771144278606965,8040.0
148,E02000155,0.8370894093386361,0.16291059066136396,6789.0
149,E02000156,0.8113979044211602,0.18860209557883975,11739.0
150,E02000157,0.791494684177611,0.208505315822389,7995.0
151,E02000158,0.7835841313269494,0.21641586867305063,7310.0
152,E02000159,0.8168600381847555,0.18313996181524453,6809.0
153,E02000160,0.791065911431514,0.2089340885684861,7768.0
154,E02000161,0.7923888013574112,0.20761119864258878,8251.0
155,E02000162,0.8018466950021984,0.19815330499780157,6823.0
156,E02000163,0.8118946937661984,0.18810530623380167,7331.0
157,E02000165,0.8075672480047296,0.19243275199527046,6766.0
158,E02000166,0.8084389323267727,0.19156106767322728,7418.0
159,E02000167,0.8154093097913323,0.18459069020866772,6853.0
160,E02000168,0.8138568748324846,0.1861431251675154,7462.0
161,E02000169,0.785109228711547,0.21489077128845296,6729.0
162,E02000170,0.8048,0.1952,7500.0
163,E02000171,0.8073042489697314,0.1926957510302686,7037.0
164,E02000172,0.7428752374920836,0.2571247625079164,9474.0
165,E02000173,0.8051245551601424,0.19487544483985766,7025.0
166,E02000174,0.7665889061689994,0.2334110938310005,7716.0
167,E02000175,0.8133827274832137,0.18661727251678628,8638.0
168,E02000176,0.8370383650053783,0.16296163499462174,5578.0
169,E02000177,0.7725524258592877,0.22744757414071226,8059.0
170,E02000178,0.823005698005698,0.176994301994302,8424.0
171,E02000179,0.7668374816983895,0.23316251830161056,5464.0
172,E02000180,0.7621192052980132,0.23788079470198675,7550.0
173,E02000181,0.8292843072882469,0.17071569271175313,7615.0
174,E02000182,0.772153799939922,0.2278462000600781,6658.0
175,E02000183,0.8016379789006107,0.19836202109938922,7204.0
176,E02000184,0.68306971294669,0.3169302870533099,8535.0
177,E02000185,0.7663973384030418,0.23360266159695817,8416.0
178,E02000186,0.7332220367278798,0.2667779632721202,5990.0
179,E02000187,0.6465582247118389,0.3534417752881612,9283.0
180,E02000188,0.654065934065934,0.34593406593406595,6825.0
181,E02000191,0.5420972062763108,0.45790279372368925,5226.0
182,E02000192,0.7605743717808647,0.23942562821913532,6407.0
183,E02000193,0.7089937973811165,0.29100620261888355,5804.0
184,E02000194,0.8188490214352283,0.18115097856477166,8584.0
185,E02000195,0.7865799911855443,0.21342000881445572,9076.0
186,E02000196,0.8043887991383952,0.19561120086160474,7428.0
187,E02000197,0.7806761024681249,0.21932389753187506,8549.0
188,E02000198,0.7651305498736614,0.23486945012633859,8311.0
189,E02000199,0.7759078830823738,0.2240921169176262,7903.0
190,E02000200,0.8064134421961898,0.1935865578038102,8451.0
191,E02000201,0.7757725587144623,0.2242274412855377,8090.0
192,E02000202,0.7590119371232715,0.24098806287672853,8461.0
193,E02000203,0.7708782327586207,0.2291217672413793,7424.0
194,E02000204,0.7636826944382894,0.2363173055617106,9026.0
195,E02000206,0.7616710078140653,0.23832899218593467,9982.0
196,E02000207,0.7755613951266125,0.2244386048733875,8372.0
197,E02000208,0.7342854269335211,0.26571457306647894,9943.0
198,E02000209,0.715875805506737,0.28412419449326304,8535.0
199,E02000210,0.7827687776141384,0.21723122238586157,8148.0
200,E02000211,0.8163992869875223,0.1836007130124777,7854.0
201,E02000212,0.7267137326349351,0.2732862673650649,8782.0
202,E02000213,0.7738288944078102,0.22617110559218978,11677.0
203,E02000214,0.8105749486652978,0.18942505133470225,5844.0
204,E02000215,0.8166147075004585,0.18338529249954152,10906.0
205,E02000216,0.8018501939719487,0.19814980602805132,6702.0
206,E02000217,0.7816112881201639,0.21838871187983613,10985.0
207,E02000218,0.7300856870834656,0.26991431291653445,6302.0
208,E02000219,0.8365397735025242,0.16346022649747577,7329.0
209,E02000221,0.7421006004528005,0.25789939954719954,10159.0
210,E02000222,0.8122674194790196,0.18773258052098038,7793.0
211,E02000223,0.6508728179551122,0.3491271820448878,8020.0
212,E02000224,0.7982303257809358,0.20176967421906422,7459.0
213,E02000225,0.7526821005081875,0.24731789949181254,7084.0
214,E02000226,0.8036058353977429,0.1963941646022571,7266.0
215,E02000227,0.8045078614923202,0.1954921385076797,11003.0
216,E02000228,0.8067427661268914,0.19325723387310859,7534.0
217,E02000229,0.736617797476986,0.263382202523014,5866.0
218,E02000230,0.817453069507864,0.18254693049213597,9855.0
219,E02000231,0.8099973481835057,0.1900026518164943,7542.0
220,E02000232,0.8100237047070775,0.18997629529292245,5906.0
221,E02000233,0.7872626449336246,0.2127373550663754,5951.0
222,E02000234,0.788457168825267,0.21154283117473302,8802.0
223,E02000235,0.8195106939529159,0.18048930604708416,6499.0
224,E02000236,0.7915874524714829,0.20841254752851712,8416.0
225,E02000237,0.8159663865546218,0.18403361344537816,7140.0
226,E02000238,0.7732183566260283,0.22678164337397166,10089.0
227,E02000239,0.7905027932960894,0.20949720670391062,8592.0
228,E02000240,0.7466653963414634,0.2533346036585366,10496.0
229,E02000241,0.7663887291546866,0.2336112708453134,6956.0
230,E02000242,0.7807339449541284,0.21926605504587157,6540.0
231,E02000243,0.78429471643238,0.21570528356761998,8252.0
232,E02000244,0.78617536309844,0.21382463690155998,7436.0
233,E02000245,0.7359755380453957,0.2640244619546043,8503.0
234,E02000246,0.7272418862377021,0.27275811376229786,8843.0
235,E02000247,0.7506232023010546,0.24937679769894536,10430.0
236,E02000248,0.7878533445284075,0.2121466554715925,7146.0
237,E02000249,0.7746693794506613,0.22533062054933875,7864.0
238,E02000250,0.787103046014258,0.21289695398574207,6172.0
239,E02000251,0.7702187182095626,0.22978128179043744,7864.0
240,E02000252,0.658210490229688,0.34178950977031197,11668.0
241,E02000253,0.7423306567840231,0.25766934321597695,9714.0
242,E02000254,0.7731994064604497,0.2268005935395503,8761.0
243,E02000255,0.7708871662360034,0.22911283376399655,9288.0
244,E02000256,0.8311703227288388,0.16882967727116113,8707.0
245,E02000258,0.77502691065662,0.22497308934337998,6503.0
246,E02000259,0.7637063161269638,0.23629368387303623,6238.0
247,E02000260,0.7554196179437648,0.24458038205623525,9318.0
248,E02000261,0.7834566240753195,0.21654337592468056,11896.0
249,E02000262,0.7901333029508943,0.20986669704910563,8777.0
250,E02000263,0.7486469769599505,0.2513530230400495,12934.0
251,E02000264,0.81871921182266,0.1812807881773399,8120.0
252,E02000265,0.8003614228647518,0.19963857713524824,10514.0
253,E02000266,0.7514657980456027,0.2485342019543974,12280.0
254,E02000267,0.7776035541617666,0.22239644583823337,7653.0
255,E02000268,0.8166078141018339,0.18339218589816608,8779.0
256,E02000269,0.8080742095636269,0.19192579043637314,7654.0
257,E02000270,0.800359308331462,0.19964069166853807,8906.0
258,E02000271,0.8073267933782955,0.19267320662170448,6524.0
259,E02000272,0.7805451127819549,0.21945488721804512,6384.0
260,E02000275,0.7660758183464873,0.23392418165351275,7729.0
261,E02000276,0.785387407290516,0.214612592709484,6337.0
262,E02000277,0.7292880488844679,0.2707119511155322,7037.0
263,E02000278,0.7150112866817155,0.2849887133182844,8860.0
264,E02000279,0.7110446711220542,0.28895532887794584,11372.0
265,E02000280,0.7781642032045709,0.22183579679542914,8051.0
266,E02000281,0.7420537897310513,0.25794621026894865,8998.0
267,E02000282,0.6862595419847328,0.3137404580152672,9170.0
268,E02000283,0.7276585122316526,0.2723414877683475,8012.0
269,E02000284,0.7977886977886978,0.2022113022113022,8140.0
270,E02000285,0.8048158188486685,0.19518418115133152,6271.0
271,E02000286,0.8181929181929182,0.1818070818070818,8190.0
272,E02000287,0.8107409534750144,0.18925904652498565,6964.0
273,E02000288,0.6933422999327505,0.3066577000672495,11896.0
274,E02000289,0.7913501782669353,0.20864982173306465,6451.0
275,E02000290,0.7025264873675632,0.2974735126324368,6135.0
276,E02000291,0.7928987811340753,0.20710121886592475,9435.0
277,E02000292,0.7541304347826087,0.2458695652173913,9200.0
278,E02000293,0.8040629095674967,0.19593709043250326,6104.0
279,E02000294,0.7259979644916883,0.27400203550831165,8843.0
280,E02000295,0.7850662089259441,0.2149337910740559,8156.0
281,E02000296,0.7827965840107007,0.21720341598929932,9719.0
282,E02000297,0.8189100755951709,0.18108992440482907,8863.0
283,E02000298,0.8114249037227215,0.18857509627727856,7790.0
284,E02000299,0.7128366955933731,0.28716330440662685,8873.0
285,E02000300,0.7341400806747341,0.26585991932526587,8181.0
286,E02000301,0.7139571353894407,0.28604286461055933,9565.0
287,E02000302,0.7959882583170255,0.20401174168297456,8176.0
288,E02000303,0.7320261437908496,0.2679738562091503,7803.0
289,E02000304,0.7992389450203385,0.20076105497966146,7621.0
290,E02000305,0.8231685312161674,0.17683146878383255,8313.0
291,E02000306,0.7171550094517959,0.28284499054820417,8464.0
292,E02000307,0.7379426289797205,0.2620573710202795,9517.0
293,E02000308,0.7872857663789959,0.212714233621004,8227.0
294,E02000309,0.7116036267057423,0.2883963732942577,10919.0
295,E02000311,0.7899363443467717,0.21006365565322824,9897.0
296,E02000312,0.8209636035351136,0.17903639646488645,10523.0
297,E02000313,0.7207266721717589,0.2792733278282411,6055.0
298,E02000314,0.7270020612260478,0.27299793877395223,13099.0
299,E02000315,0.699902142002827,0.300097857997173,9197.0
300,E02000317,0.7384331535623049,0.2615668464376951,7046.0
301,E02000318,0.7529732891401832,0.24702671085981673,10258.0
302,E02000319,0.7706728820429671,0.22932711795703284,9868.0
303,E02000320,0.7590288315629742,0.2409711684370258,6590.0
304,E02000321,0.7538247566063978,0.24617524339360222,7190.0
305,E02000323,0.7364146361885623,0.26358536381143766,11943.0
306,E02000324,0.7539779681762546,0.2460220318237454,7353.0
307,E02000326,0.8012846795134618,0.1987153204865382,7317.0
308,E02000327,0.7555048116131137,0.2444951883868863,6131.0
309,E02000328,0.8190538123882296,0.18094618761177045,6151.0
310,E02000329,0.7860646034162015,0.2139353965837984,5913.0
311,E02000331,0.7726324028176363,0.22736759718236368,7666.0
312,E02000332,0.7894285714285715,0.21057142857142858,7000.0
313,E02000333,0.823340651916906,0.17665934808309408,5921.0
314,E02000334,0.7868378812199037,0.2131621187800963,6230.0
315,E02000335,0.8072774110449203,0.1927225889550797,6211.0
316,E02000337,0.7674127797924222,0.23258722020757785,7997.0
317,E02000339,0.8083670715249662,0.19163292847503374,5928.0
318,E02000340,0.8212463275088913,0.1787536724911087,6467.0
319,E02000341,0.7442420996250669,0.25575790037493307,7468.0
320,E02000342,0.7066510303233372,0.29334896967666274,5969.0
321,E02000343,0.7898627243928195,0.21013727560718057,6629.0
322,E02000344,0.8091348558093016,0.19086514419069844,5999.0
323,E02000345,0.6532014289640011,0.3467985710359989,7278.0
324,E02000346,0.7811385853939046,0.21886141460609546,8695.0
325,E02000347,0.6628003314001657,0.3371996685998343,7242.0
326,E02000348,0.6591635403640406,0.34083645963595943,7197.0
327,E02000350,0.7860004216740459,0.21399957832595404,9486.0
328,E02000351,0.8270788182958823,0.17292118170411772,8767.0
329,E02000352,0.7772285121990113,0.22277148780098868,6271.0
330,E02000353,0.8235134031841067,0.17648659681589332,7349.0
331,E02000354,0.7925229558373414,0.2074770441626585,9148.0
332,E02000355,0.817473711540958,0.18252628845904192,7703.0
333,E02000356,0.8264586770661467,0.1735413229338533,6667.0
334,E02000357,0.7404945904173107,0.25950540958268936,6470.0
335,E02000358,0.8252105611810353,0.1747894388189647,10567.0
336,E02000359,0.7896678966789668,0.21033210332103322,6233.0
337,E02000360,0.7648195876288659,0.23518041237113402,10864.0
338,E02000361,0.8225238157379616,0.17747618426203837,7663.0
339,E02000362,0.7978018669075579,0.20219813309244203,6642.0
340,E02000363,0.724540152534769,0.27545984746523106,11145.0
341,E02000364,0.8211882768844794,0.17881172311552057,8769.0
342,E02000366,0.7860300618921309,0.21396993810786913,7917.0
343,E02000367,0.8192056309703368,0.18079436902966314,9945.0
344,E02000368,0.7886860539163659,0.21131394608363405,9422.0
345,E02000369,0.8112437185929648,0.18875628140703518,12736.0
346,E02000370,0.7815942200639583,0.21840577993604168,8443.0
347,E02000372,0.7638976295363961,0.23610237046360394,9534.0
348,E02000373,0.7119687640786905,0.2880312359213095,6659.0
349,E02000374,0.7470983506414173,0.2529016493585828,6548.0
350,E02000375,0.794860934632218,0.205139065367782,7083.0
351,E02000376,0.8358255451713396,0.16417445482866044,6420.0
352,E02000377,0.7921866521975041,0.20781334780249594,7372.0
353,E02000378,0.8281402142161636,0.17185978578383643,6162.0
354,E02000379,0.7917804282224458,0.20821957177755424,6959.0
355,E02000380,0.8179006379277015,0.18209936207229846,5173.0
356,E02000381,0.8061351388696973,0.1938648611303026,7237.0
357,E02000382,0.7929224517439891,0.20707754825601082,5906.0
358,E02000383,0.800711743772242,0.199288256227758,8149.0
359,E02000384,0.781861816344575,0.21813818365542503,7917.0
360,E02000385,0.8254437869822485,0.17455621301775148,5408.0
361,E02000386,0.7743533296642818,0.22564667033571822,7268.0
362,E02000387,0.7743332178732248,0.2256667821267752,5774.0
363,E02000388,0.8198915009041592,0.18010849909584087,8295.0
364,E02000389,0.7822864779492164,0.21771352205078362,8231.0
365,E02000390,0.814498204821337,0.18550179517866303,5849.0
366,E02000391,0.805629092935767,0.19437090706423296,7177.0
367,E02000392,0.7904718382268936,0.20952816177310638,8753.0
368,E02000393,0.8097962102252413,0.19020378977475866,5594.0
369,E02000394,0.8097701149425287,0.19022988505747127,8700.0
370,E02000395,0.8262555391432792,0.17374446085672082,5416.0
371,E02000396,0.7692307692307693,0.23076923076923078,6500.0
372,E02000397,0.8103771061781225,0.1896228938218775,7478.0
373,E02000398,0.7410296411856474,0.2589703588143526,7051.0
374,E02000400,0.7701682342032057,0.2298317657967943,7549.0
375,E02000401,0.7540783656045129,0.24592163439548712,6559.0
376,E02000402,0.7586319751268205,0.24136802487317952,6111.0
377,E02000403,0.8126513748397207,0.18734862516027925,7019.0
378,E02000404,0.7852081488042516,0.21479185119574845,6774.0
379,E02000405,0.7549820320156811,0.24501796798431885,6122.0
380,E02000406,0.8195699594889374,0.18043004051106262,6418.0
381,E02000407,0.7837573385518591,0.2162426614481409,7154.0
382,E02000408,0.7521002972728448,0.24789970272715522,7737.0
383,E02000409,0.793307772743116,0.20669222725688394,5738.0
384,E02000410,0.7708504688271097,0.22914953117289028,6079.0
385,E02000411,0.7075892857142857,0.2924107142857143,10752.0
386,E02000412,0.8035052721573098,0.19649472784269023,7018.0
387,E02000413,0.7569264364678586,0.2430735635321414,7327.0
388,E02000414,0.8003908011423418,0.1996091988576582,6653.0
389,E02000415,0.8080572179243906,0.1919427820756094,6851.0
390,E02000416,0.8299447791164659,0.17005522088353414,7968.0
391,E02000417,0.8140872065165309,0.1859127934834691,6261.0
392,E02000418,0.8085271317829458,0.19147286821705425,5160.0
393,E02000419,0.836423118865867,0.16357688113413305,8253.0
394,E02000420,0.827193214948317,0.172806785051683,7546.0
395,E02000421,0.7671641791044777,0.23283582089552238,8040.0
396,E02000422,0.7931778929188256,0.20682210708117443,6948.0
397,E02000423,0.8465986912189926,0.15340130878100747,6571.0
398,E02000424,0.8263042799125273,0.17369572008747267,6402.0
399,E02000425,0.6139700837107177,0.3860299162892823,7287.0
400,E02000426,0.8009071764134132,0.19909282358658675,6173.0
401,E02000427,0.8529458472288391,0.14705415277116088,6297.0
402,E02000428,0.7781699016889337,0.2218300983110663,7934.0
403,E02000429,0.8302473938073751,0.16975260619262486,6427.0
404,E02000430,0.8435155412647374,0.1564844587352626,6531.0
405,E02000431,0.8501074498567335,0.14989255014326647,5584.0
406,E02000432,0.8569711538461539,0.14302884615384615,5824.0
407,E02000433,0.8179484044504218,0.1820515955495782,8179.0
408,E02000434,0.8039616750995802,0.19603832490041986,9289.0
409,E02000435,0.7698782698782699,0.23012173012173012,7722.0
410,E02000436,0.8202614379084967,0.17973856209150327,5508.0
411,E02000437,0.7828027013989387,0.21719729860106127,8292.0
412,E02000438,0.7688461057632204,0.2311538942367796,7999.0
413,E02000439,0.7670487437767743,0.23295125622322566,8637.0
414,E02000440,0.7772146319964742,0.22278536800352577,9076.0
415,E02000441,0.7863953322897396,0.21360466771026043,7027.0
416,E02000442,0.7717124358115651,0.2282875641884349,8958.0
417,E02000443,0.7453056332401119,0.25469436675988816,10012.0
418,E02000444,0.771501768939856,0.22849823106014394,8197.0
419,E02000445,0.7619396828306902,0.23806031716930975,10909.0
420,E02000447,0.775175644028103,0.22482435597189696,7686.0
421,E02000448,0.7964880684376408,0.2035119315623593,6663.0
422,E02000449,0.7927095366448467,0.2072904633551534,7791.0
423,E02000451,0.7960691823899371,0.2039308176100629,6360.0
424,E02000452,0.7711979995453512,0.2288020004546488,8798.0
425,E02000453,0.7858606557377049,0.21413934426229508,7808.0
426,E02000454,0.7623549634722819,0.2376450365277181,6981.0
427,E02000455,0.8082853427456809,0.19171465725431916,10766.0
428,E02000456,0.7873205093470604,0.2126794906529396,7382.0
429,E02000457,0.7882335506816834,0.21176644931831654,6748.0
430,E02000459,0.7643612132352942,0.23563878676470587,8704.0
431,E02000460,0.7487894350696992,0.2512105649303008,6815.0
432,E02000461,0.7223190932868352,0.27768090671316475,6882.0
433,E02000462,0.7708175337479145,0.22918246625208555,6593.0
434,E02000463,0.7489433643279797,0.2510566356720203,8281.0
435,E02000464,0.7769665243146439,0.22303347568535611,7259.0
436,E02000465,0.7628972823583602,0.2371027176416398,8684.0
437,E02000466,0.7919478981645944,0.20805210183540557,8445.0
438,E02000467,0.7165614101234801,0.28343858987651993,10609.0
439,E02000468,0.7830165391261417,0.2169834608738583,8102.0
440,E02000469,0.7686036169581975,0.23139638304180254,6746.0
441,E02000470,0.8397941305300044,0.16020586946999563,9132.0
442,E02000471,0.82576571735626,0.1742342826437399,7444.0
443,E02000472,0.8001122334455668,0.19988776655443322,8910.0
444,E02000473,0.8030333876221498,0.19696661237785015,9824.0
445,E02000474,0.7849512853621317,0.2150487146378683,8519.0
446,E02000475,0.8320610687022901,0.16793893129770993,9039.0
447,E02000476,0.8177710843373494,0.1822289156626506,8632.0
448,E02000477,0.8285809386441806,0.17141906135581939,9013.0
449,E02000478,0.8343771746694503,0.16562282533054976,5748.0
450,E02000479,0.7938957475994513,0.2061042524005487,8748.0
451,E02000480,0.76781355798756,0.23218644201243996,12701.0
452,E02000481,0.8120736259492857,0.18792637405071438,7769.0
453,E02000482,0.8090404440919905,0.1909595559080095,6305.0
454,E02000483,0.8383637807783956,0.16163621922160445,7554.0
455,E02000484,0.8174593319259903,0.18254066807400968,8053.0
456,E02000485,0.8209946135538019,0.17900538644619818,7983.0
457,E02000486,0.8438533429187635,0.1561466570812365,6955.0
458,E02000487,0.8267176579190294,0.1732823420809706,7583.0
459,E02000488,0.8459718936969528,0.15402810630304717,7187.0
460,E02000489,0.7966625463535228,0.20333745364647712,8090.0
461,E02000490,0.8002273014269479,0.19977269857305216,7919.0
462,E02000491,0.7633734452421883,0.23662655475781172,9889.0
463,E02000492,0.8239469217713316,0.17605307822866842,6481.0
464,E02000493,0.7697484377503605,0.23025156224963947,6241.0
465,E02000494,0.8184453227931489,0.18155467720685112,7590.0
