,GEOGRAPHY_CODE,Divorced or civil partnership dissolved,Divorced or civil partnership dissolved: Divorced,Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved,Married or in a registered civil partnership,Married or in a registered civil partnership: In a registered civil partnership,Married or in a registered civil partnership: In a registered civil partnership: Opposite sex,Married or in a registered civil partnership: In a registered civil partnership: Same sex,Married or in a registered civil partnership: Married,Married or in a registered civil partnership: Married: Opposite sex,Married or in a registered civil partnership: Married: Same sex,Never married and never registered a civil partnership,"Separated, but still legally married or still legally in a civil partnership","Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership","Separated, but still legally married or still legally in a civil partnership: Separated, but still married",Total: All usual residents aged 16 and over,Widowed or surviving civil partnership partner,Widowed or surviving civil partnership partner: Surviving partner from civil partnership,Widowed or surviving civil partnership partner: Widowed
25,E02000027,0.0826970363659894,0.0826970363659894,0.0,0.4419567749449981,0.003105991976187395,0.0012941633234114145,0.0018118286527759803,0.43885078296881064,0.4380742849747638,0.0007764979940468488,0.3922609033259997,0.026271515465251714,0.00012941633234114146,0.026142099132910573,7727.0,0.056813769897761095,0.0,0.056813769897761095
26,E02000028,0.07920045257401472,0.07920045257401472,0.0,0.4851970582689044,0.0018857250612860645,0.0003771450122572129,0.0015085800490288515,0.4833113332076183,0.4819913256647181,0.0013200075429002452,0.36451065434659624,0.01961154063737507,0.00018857250612860644,0.019422968131246464,5303.0,0.05148029417310956,0.0,0.05148029417310956
27,E02000029,0.0797257327238505,0.07959128798063995,0.00013444474321054048,0.4763377251949449,0.002554450121000269,0.0016133369185264857,0.0009411132024737832,0.47378327507394463,0.47163215918257595,0.0021511158913686476,0.38155418123151386,0.023393385318634042,0.0,0.023393385318634042,7438.0,0.038988975531056735,0.0,0.038988975531056735
28,E02000030,0.06945704289231566,0.06932745885706881,0.0001295840352468576,0.5544900868213036,0.002202928599196579,0.0007775042114811456,0.0014254243877154335,0.552287158222107,0.5507321497991448,0.0015550084229622911,0.2963586886095633,0.01878968511079435,0.0,0.01878968511079435,7717.0,0.060904496566023064,0.0,0.060904496566023064
29,E02000031,0.07312775330396476,0.07298091042584434,0.00014684287812041116,0.5180616740088105,0.0014684287812041115,0.000881057268722467,0.0005873715124816446,0.5165932452276064,0.5148311306901615,0.001762114537444934,0.33069016152716596,0.015712187958883995,0.0,0.015712187958883995,6810.0,0.06240822320117474,0.0,0.06240822320117474
30,E02000032,0.05386890860968395,0.05371321812237272,0.00015569048731122528,0.5607971352950335,0.004203643157403083,0.00031138097462245055,0.0038922621827806323,0.5565934921376304,0.5547252062898956,0.0018682858477347033,0.30935699828740465,0.015101977269188853,0.0,0.015101977269188853,6423.0,0.06087498053868909,0.0,0.06087498053868909
31,E02000033,0.08341497550734779,0.08313505948215535,0.00027991602519244227,0.4452064380685794,0.0013995801259622112,0.0,0.0013995801259622112,0.4438068579426172,0.44268719384184746,0.001119664100769769,0.3956613016095171,0.025752274317704688,0.00013995801259622114,0.025612316305108466,7145.0,0.049965010496850946,0.00027991602519244227,0.0496850944716585
32,E02000034,0.07485235544568054,0.07485235544568054,0.0,0.4820766378244747,0.0013734377145996428,0.00041203131437989287,0.0009614064002197501,0.480703200109875,0.4787803873094355,0.0019228128004395001,0.37124021425628345,0.021288284576294465,0.0,0.021288284576294465,7281.0,0.05054250789726686,0.0001373437714599643,0.050405164125806895
33,E02000035,0.08102766798418973,0.08102766798418973,0.0,0.4712027103331451,0.005081874647092038,0.003952569169960474,0.001129305477131564,0.46612083568605306,0.4647092038396386,0.001411631846414455,0.367871259175607,0.021315640880858272,0.000282326369282891,0.02103331451157538,7084.0,0.05858272162619989,0.0001411631846414455,0.05844155844155844
34,E02000036,0.0674222273620909,0.0674222273620909,0.0,0.5160171157626923,0.00046258818087197874,0.0,0.00046258818087197874,0.5155545275818203,0.5146293512200764,0.0009251763617439575,0.3304036081878108,0.030530819937550597,0.00046258818087197874,0.030068231756678616,8647.0,0.05562622874985544,0.00011564704521799469,0.05551058170463745
35,E02000037,0.05322128851540616,0.05309950066983315,0.00012178784557301182,0.5702106929728413,0.00048715138229204726,0.00012178784557301182,0.00036536353671903543,0.5697235415905493,0.5694799658994032,0.00024357569114602363,0.30934112775545003,0.014979905005480453,0.0,0.014979905005480453,8211.0,0.05224698575082207,0.0,0.05224698575082207
36,E02000038,0.07638004860548547,0.07603286656636964,0.0003471820391158431,0.4585117463256568,0.0024302742738109015,0.0018516375419511631,0.0005786367318597385,0.45608147205184585,0.45318828839254716,0.002893183659298692,0.389422520541604,0.02511283416271265,0.0,0.02511283416271265,8641.0,0.05057285036454114,0.0001157273463719477,0.050457123018169195
37,E02000039,0.06924571630453984,0.06906906906906907,0.0001766472354707649,0.5564387917329093,0.0019431195901784136,0.0007065889418830596,0.0012365306482953543,0.554495672142731,0.5534357887299064,0.0010598834128245894,0.30612965907083556,0.02066772655007949,0.0005299417064122947,0.020137784843667197,5661.0,0.04751810634163575,0.0,0.04751810634163575
38,E02000040,0.0780581988691215,0.07736863880844022,0.0006895600606812854,0.48145083436767344,0.0024824162184526274,0.0008274720728175424,0.0016549441456350847,0.4789684181492208,0.4770376499793132,0.0019307681699075989,0.3723624327678941,0.019445593711212246,0.00013791201213625708,0.019307681699075988,7251.0,0.048682940284098745,0.0,0.048682940284098745
39,E02000041,0.06740969517926682,0.06740969517926682,0.0,0.5049013025379347,0.001074258090506244,0.000268564522626561,0.0008056935678796831,0.5038270444474285,0.5028870686182355,0.0009399758291929637,0.3502081375050356,0.023633677991137372,0.000268564522626561,0.02336511346851081,7447.0,0.053847186786625485,0.0001342822613132805,0.05371290452531221
40,E02000042,0.08437832093517535,0.08405951115834219,0.0003188097768331562,0.4363443145589798,0.0024442082890541975,0.0009564293304994687,0.001487778958554729,0.4339001062699256,0.4312433581296493,0.002656748140276302,0.4110520722635494,0.0179596174282678,0.00010626992561105207,0.017853347502656748,9410.0,0.05026567481402763,0.0,0.05026567481402763
41,E02000043,0.05756495160468671,0.05756495160468671,0.0,0.5758193241636951,0.00271692986924775,0.0006792324673119375,0.0020376974019358125,0.5731023942944473,0.5695364238410596,0.003565970453387672,0.30276787230429614,0.017660044150110375,0.0,0.017660044150110375,5889.0,0.04618780777721175,0.0,0.04618780777721175
42,E02000044,0.07403636363636364,0.07389090909090909,0.00014545454545454546,0.4509090909090909,0.001309090909090909,0.0005818181818181818,0.0007272727272727272,0.4496,0.44785454545454545,0.0017454545454545455,0.40174545454545457,0.02909090909090909,0.00014545454545454546,0.028945454545454545,6875.0,0.044218181818181816,0.0,0.044218181818181816
43,E02000045,0.09439884113954611,0.09427812650893289,0.00012071463061323032,0.39546112988894255,0.002655721873491067,0.0014485755673587638,0.0012071463061323032,0.3928054080154515,0.3911154031868663,0.0016900048285852245,0.4431434089811685,0.027643650410429745,0.0,0.027643650410429745,8284.0,0.039352969579913084,0.0,0.039352969579913084
44,E02000046,0.07684210526315789,0.07649122807017544,0.0003508771929824561,0.45105263157894737,0.002456140350877193,0.0003508771929824561,0.002105263157894737,0.44859649122807016,0.4435087719298246,0.005087719298245614,0.4143859649122807,0.018421052631578946,0.0,0.018421052631578946,5700.0,0.03929824561403509,0.00017543859649122806,0.03912280701754386
45,E02000047,0.07344809598330725,0.07323943661971831,0.00020865936358894105,0.44611371935315597,0.001773604590505999,0.0010432968179447052,0.0007303077725612937,0.44434011476264995,0.4417318727177882,0.0026082420448617634,0.4094940010432968,0.025247782994261867,0.00010432968179447053,0.025143453312467395,9585.0,0.045696400625978094,0.0,0.045696400625978094
46,E02000048,0.07554401582591494,0.07529673590504452,0.0002472799208704253,0.5258407517309595,0.0023491592482690407,0.0009891196834817012,0.0013600395647873392,0.5234915924826904,0.520895153313551,0.0025964391691394658,0.3251730959446093,0.022626112759643918,0.00012363996043521266,0.022502472799208705,8088.0,0.0508160237388724,0.00012363996043521266,0.05069238377843719
47,E02000049,0.07942643391521197,0.07917705735660847,0.00024937655860349125,0.39600997506234414,0.001745635910224439,0.000997506234413965,0.0007481296758104738,0.3942643391521197,0.39364089775561095,0.0006234413965087282,0.45835411471321696,0.03229426433915212,0.00012468827930174563,0.03216957605985037,8020.0,0.03391521197007481,0.0,0.03391521197007481
48,E02000050,0.07446808510638298,0.07434855366961511,0.00011953143676786995,0.4311498924217069,0.002988285919196749,0.0007171886206072197,0.002271097298589529,0.4281616065025102,0.42660769782452784,0.0015539086779823093,0.4260100406406885,0.02438441310064547,0.0,0.02438441310064547,8366.0,0.04398756873057614,0.0002390628735357399,0.043748505857040404
49,E02000051,0.07660483117576404,0.07660483117576404,0.0,0.48605365007340184,0.0016014947284131856,0.0002669157880688643,0.0013345789403443214,0.48445215534498864,0.48285066061657544,0.0016014947284131856,0.3584679033764847,0.014947284131856399,0.0,0.014947284131856399,7493.0,0.06392633124249299,0.00013345789403443215,0.06379287334845857
50,E02000052,0.08265395710523016,0.08252853380158033,0.00012542330364981815,0.4182867176721435,0.0052677787532923615,0.001755926251097454,0.003511852502194908,0.4130189389188511,0.4080020067728584,0.005016932145992726,0.43710021321961623,0.021698231531418536,0.0,0.021698231531418536,7973.0,0.04026088047159162,0.00012542330364981815,0.040135457167941806
51,E02000054,0.09017842790548143,0.09017842790548143,0.0,0.42967368590258803,0.001125221025558592,0.0009644751647645073,0.00016074586079408456,0.4285484648770294,0.42710175212988266,0.0014467127471467609,0.4192252049509725,0.02475486256228902,0.0,0.02475486256228902,6221.0,0.03616781867866902,0.0,0.03616781867866902
52,E02000055,0.0708794102159031,0.0707740916271722,0.00010531858873091101,0.43201685097419695,0.001158504476040021,0.000631911532385466,0.000526592943654555,0.4308583464981569,0.4296998420221169,0.001158504476040021,0.43675618746708794,0.01885202738283307,0.00021063717746182202,0.01864139020537125,9495.0,0.041495523959978936,0.00010531858873091101,0.041390205371248025
