,GEOGRAPHY_CODE,Can read Welsh,Cannot read Welsh,Total: All usual residents aged 3 years and over
0,W02000001,0.5232273838630807,0.4767726161369193,8180.0
1,W02000002,0.49109292248435243,0.5089070775156476,6231.0
2,W02000003,0.359396299902629,0.640603700097371,10270.0
3,W02000004,0.4451648503241826,0.5548351496758174,7249.0
4,W02000005,0.4359710434348477,0.5640289565651523,8012.0
5,W02000006,0.6885558983399441,0.3114441016600558,6807.0
6,W02000007,0.5193775250635942,0.4806224749364058,6683.0
7,W02000008,0.5661348430262481,0.43386515697375194,5829.0
8,W02000009,0.6080511182108627,0.3919488817891374,7825.0
9,W02000010,0.2713205764233404,0.7286794235766596,8466.0
10,W02000011,0.4714462299134734,0.5285537700865266,8090.0
11,W02000012,0.6572038688606959,0.3427961311393041,7961.0
12,W02000013,0.7168964411670408,0.2831035588329593,6238.0
13,W02000014,0.6340088374219107,0.3659911625780893,6563.0
14,W02000015,0.75177304964539,0.24822695035460993,8178.0
15,W02000016,0.7304643261608154,0.2695356738391846,6181.0
16,W02000017,0.7075458871515976,0.29245411284840245,7355.0
17,W02000018,0.7015635622025833,0.29843643779741674,5884.0
18,W02000019,0.6217337841992008,0.3782662158007993,6506.0
19,W02000020,0.6608613046231793,0.3391386953768208,6316.0
20,W02000021,0.7002248974732107,0.29977510252678924,7559.0
21,W02000022,0.5192201581754644,0.4807798418245356,5437.0
22,W02000023,0.641432720232333,0.358567279767667,5165.0
23,W02000024,0.6399136224581609,0.36008637754183914,5557.0
24,W02000025,0.4984989993328886,0.5015010006671115,5996.0
25,W02000026,0.3617393842112943,0.6382606157887056,6853.0
26,W02000027,0.16118102613746368,0.8388189738625363,8264.0
27,W02000028,0.1850832951245606,0.8149167048754394,6543.0
28,W02000029,0.19801811037075004,0.80198188962925,5853.0
29,W02000030,0.16148636916131273,0.8385136308386872,5759.0
30,W02000031,0.10792537874045324,0.8920746212595467,7987.0
31,W02000032,0.22967852340789635,0.7703214765921037,8181.0
32,W02000033,0.17788675880517166,0.8221132411948283,6729.0
33,W02000034,0.20661597972522341,0.7933840202747766,7497.0
34,W02000035,0.18736257377618332,0.8126374262238167,8641.0
35,W02000036,0.18794390821344018,0.8120560917865598,10982.0
36,W02000037,0.25356371490280777,0.7464362850971922,6945.0
37,W02000038,0.28105436573311365,0.7189456342668863,6070.0
38,W02000039,0.3336833814649514,0.6663166185350485,7618.0
39,W02000040,0.5274281274281274,0.47257187257187255,6435.0
40,W02000041,0.4997590941941701,0.5002409058058299,8302.0
41,W02000042,0.11954425942156004,0.88045574057844,5705.0
42,W02000043,0.14521193092621665,0.8547880690737834,5096.0
43,W02000044,0.15541843424604704,0.8445815657539529,5186.0
44,W02000045,0.10255854293148309,0.897441457068517,9224.0
45,W02000047,0.11874882936879566,0.8812511706312044,5339.0
46,W02000049,0.18173388966156698,0.818266110338433,6471.0
47,W02000050,0.1616583641330548,0.8383416358669452,6223.0
48,W02000051,0.2188948995363215,0.7811051004636785,5176.0
49,W02000052,0.26044683491932147,0.7395531650806785,4834.0
50,W02000053,0.39083994173814535,0.6091600582618547,6179.0
51,W02000054,0.2776199231154939,0.7223800768845061,5983.0
52,W02000055,0.3554227774760094,0.6445772225239906,5523.0
53,W02000056,0.4114624505928854,0.5885375494071147,5060.0
54,W02000057,0.2832483971724478,0.7167516028275522,6083.0
55,W02000058,0.1565008025682183,0.8434991974317817,4984.0
56,W02000059,0.1488561579442181,0.8511438420557819,6382.0
57,W02000060,0.117947236664741,0.882052763335259,10386.0
58,W02000061,0.10559345156889495,0.894406548431105,7330.0
59,W02000062,0.11890346451395896,0.881096535486041,5946.0
60,W02000063,0.1701297065860723,0.8298702934139277,7941.0
61,W02000064,0.07087280108254398,0.929127198917456,5912.0
62,W02000065,0.08497939462839278,0.9150206053716072,7037.0
63,W02000066,0.07165370876234503,0.928346291237655,9518.0
64,W02000067,0.09341569986439656,0.9065843001356034,6637.0
65,W02000068,0.07065324649694099,0.9293467535030591,5067.0
66,W02000069,0.12833088115089095,0.871669118849109,6117.0
67,W02000070,0.10098095787651472,0.8990190421234853,10398.0
68,W02000071,0.12988522446607584,0.8701147755339241,6883.0
69,W02000072,0.06259946949602122,0.9374005305039788,11310.0
