,GEOGRAPHY_CODE,Can speak Welsh,Cannot speak Welsh,Total: All usual residents aged 3 years and over
288,W02000307,0.14788283985991724,0.8521171601400828,6282.0
289,W02000308,0.1180058651026393,0.8819941348973607,8525.0
290,W02000309,0.1034325637910085,0.8965674362089915,6584.0
291,W02000310,0.10494548286604362,0.8950545171339563,5136.0
292,W02000311,0.13259376650818805,0.8674062334918119,9465.0
293,W02000312,0.10937721662647185,0.8906227833735282,7049.0
294,W02000313,0.13713674798328312,0.8628632520167169,10289.0
295,W02000314,0.054378311000311624,0.9456216889996883,6418.0
296,W02000315,0.06633858267716536,0.9336614173228347,5080.0
297,W02000316,0.07014555589965933,0.9298544441003407,6458.0
298,W02000317,0.052869889465974165,0.9471301105340258,7509.0
299,W02000318,0.07206284153005464,0.9279371584699454,8784.0
300,W02000319,0.06456149322423932,0.9354385067757607,7822.0
301,W02000320,0.06174089068825911,0.9382591093117408,7904.0
302,W02000321,0.05897866219132102,0.941021337808679,8342.0
303,W02000322,0.058805371199259146,0.9411946288007409,6479.0
304,W02000323,0.09248753653085783,0.9075124634691422,5817.0
305,W02000324,0.10890652557319223,0.8910934744268078,6804.0
306,W02000325,0.07442585766940743,0.9255741423305925,7054.0
307,W02000326,0.07863466915191053,0.9213653308480895,8584.0
308,W02000327,0.06351139725073951,0.9364886027492605,5747.0
309,W02000328,0.0908716540837337,0.9091283459162663,7285.0
310,W02000329,0.08961538461538461,0.9103846153846153,7800.0
311,W02000330,0.07312826465467208,0.926871735345328,6892.0
312,W02000331,0.07682437850842021,0.9231756214915798,6235.0
313,W02000332,0.08092328581126952,0.9190767141887305,7365.0
314,W02000333,0.08135313531353135,0.9186468646864686,6060.0
315,W02000334,0.07608356719675709,0.9239164328032429,6414.0
316,W02000335,0.0820701898129182,0.9179298101870818,7323.0
317,W02000336,0.09599422591122339,0.9040057740887766,8313.0
318,W02000337,0.087508440243079,0.912491559756921,7405.0
319,W02000338,0.09339930010860384,0.9066006998913961,8287.0
320,W02000339,0.08004446914952751,0.9199555308504724,10794.0
321,W02000340,0.08909479686386315,0.9109052031361369,7015.0
322,W02000341,0.0780714635340186,0.9219285364659814,8172.0
323,W02000342,0.08699444020494931,0.9130055597950507,9173.0
324,W02000343,0.07069052419354839,0.9293094758064516,7936.0
325,W02000344,0.09146708388494404,0.9085329161150559,8309.0
326,W02000345,0.0847261506814091,0.9152738493185909,7778.0
327,W02000346,0.09686875416389074,0.9031312458361093,7505.0
328,W02000347,0.08158029758850692,0.9184197024114931,7796.0
329,W02000348,0.06268616301110208,0.9373138369888979,7386.0
330,W02000349,0.06621434853624827,0.9337856514637517,7959.0
331,W02000350,0.07809246147438567,0.9219075385256144,9604.0
332,W02000351,0.07429618524071298,0.925703814759287,6003.0
333,W02000352,0.08080036658011303,0.919199633419887,6547.0
334,W02000353,0.08489889574071419,0.9151011042592858,6973.0
335,W02000354,0.07563920454545454,0.9243607954545454,5632.0
336,W02000355,0.0848417433511983,0.9151582566488017,9889.0
337,W02000356,0.06494275562574023,0.9350572443742597,5066.0
338,W02000357,0.06264179480715906,0.937358205192841,7934.0
339,W02000358,0.09489747257987602,0.905102527420124,6291.0
340,W02000359,0.0653239461723554,0.9346760538276446,11221.0
341,W02000360,0.06974981046247157,0.9302501895375285,6595.0
342,W02000361,0.07337989567677482,0.9266201043232252,11311.0
343,W02000362,0.07962633451957295,0.9203736654804271,6744.0
344,W02000363,0.05649919542284999,0.94350080457715,5593.0
345,W02000364,0.0687366407919901,0.93126335920801,8889.0
346,W02000365,0.08944174757281553,0.9105582524271845,8240.0
347,W02000366,0.09003293888007807,0.9099670611199219,8197.0
348,W02000367,0.13308749580958767,0.8669125041904123,5966.0
349,W02000368,0.1244114451285766,0.8755885548714234,5522.0
350,W02000369,0.11245841828522374,0.8875415817147763,9319.0
351,W02000370,0.13227265637186086,0.8677273436281391,6411.0
352,W02000371,0.12002720163209793,0.8799727983679021,8823.0
353,W02000372,0.16488833746898263,0.8351116625310173,8060.0
354,W02000373,0.06950375496981298,0.930496245030187,6791.0
355,W02000374,0.11442006269592477,0.8855799373040752,5742.0
356,W02000375,0.08291921056368025,0.9170807894363198,7043.0
357,W02000376,0.16292395849465696,0.8370760415053431,6457.0
358,W02000377,0.09444072337575352,0.9055592766242465,7465.0
359,W02000378,0.14311270125223613,0.8568872987477638,7267.0
360,W02000379,0.07740585774058577,0.9225941422594143,6214.0
361,W02000380,0.190563086548488,0.809436913451512,7672.0
362,W02000381,0.08866371120962635,0.9113362887903736,6316.0
363,W02000382,0.085124826629681,0.914875173370319,5768.0
364,W02000383,0.08027491408934707,0.9197250859106529,7275.0
365,W02000384,0.1674814412456998,0.8325185587543003,5523.0
366,W02000385,0.12132024977698483,0.8786797502230151,6726.0
367,W02000386,0.20594594594594595,0.794054054054054,7400.0
368,W02000387,0.11898066783831283,0.8810193321616872,5690.0
369,W02000388,0.08906305664410402,0.9109369433558959,5614.0
370,W02000389,0.13284313725490196,0.8671568627450981,8160.0
371,W02000390,0.13391105297580116,0.8660889470241988,6116.0
372,W02000391,0.12593556784900747,0.8740644321509925,9219.0
373,W02000392,0.18068644560791158,0.8193135543920884,8595.0
374,W02000393,0.1028787163756489,0.8971212836243511,6357.0
375,W02000394,0.11056979453505614,0.8894302054649439,9442.0
376,W02000395,0.14467359280508607,0.8553264071949139,6449.0
377,W02000396,0.12343494828524769,0.8765650517147523,7348.0
378,W02000397,0.11542765787370105,0.884572342126299,6255.0
379,W02000398,0.0874249527099268,0.9125750472900732,12159.0
380,W02000399,0.09554441396272823,0.9044555860372718,10571.0
381,W02000400,0.2297407467797163,0.7702592532202837,6133.0
382,W02000401,0.2867315039944425,0.7132684960055575,5758.0
383,W02000402,0.07477051956153641,0.9252294804384636,11221.0
384,W02000403,0.09554904051172708,0.9044509594882729,7504.0
385,W02000404,0.10248041775456919,0.8975195822454308,6128.0
386,W02000405,0.07872946925478486,0.9212705307452151,7367.0
387,W02000406,0.2123875715453802,0.7876124284546198,9784.0
388,W02000407,0.08600971330095566,0.9139902866990444,6383.0
389,W02000408,0.09283930058284763,0.9071606994171524,7206.0
390,W02000409,0.08668039821489873,0.9133196017851013,5826.0
391,W02000410,0.11441592708083473,0.8855840729191653,8338.0
392,W02000411,0.09954538328891675,0.9004546167110833,6379.0
393,W02000412,0.11766489764973465,0.8823351023502654,6595.0
394,W02000414,0.16436251920122888,0.8356374807987711,5859.0
395,W02000415,0.057621849672476966,0.942378150327523,9007.0
396,W02000416,0.3155701101518309,0.6844298898481691,10077.0
397,W02000417,0.41321978913219787,0.5867802108678021,9864.0
398,W02000418,0.3835742334363773,0.6164257665636227,11969.0
399,W02000419,0.15251457725947523,0.8474854227405247,10976.0
400,W02000421,0.5179080541696365,0.4820919458303635,11224.0
401,W02000422,0.10417539449797514,0.8958246055020248,7161.0
402,W02000423,0.07953493157732278,0.9204650684226773,9719.0
403,W02000424,0.09862595419847328,0.9013740458015267,6550.0
404,W02000425,0.08449498654927855,0.9155050134507214,8178.0
405,W02000426,0.10311949424810861,0.8968805057518914,9649.0
406,W02000427,0.08620848284110774,0.9137915171588923,10869.0
407,W02000428,0.08625730994152046,0.9137426900584795,10260.0
