,GEOGRAPHY_CODE,Disabled under the Equality Act,Disabled under the Equality Act: Day-to-day activities limited a little,Disabled under the Equality Act: Day-to-day activities limited a lot,Not disabled under the Equality Act,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Not disabled under the Equality Act: No long term physical or mental health conditions,Total: All usual residents
81,E02000085,0.1278733827408617,0.07561864087426202,0.052254741866599674,0.8721266172591383,0.06079638236402462,0.8113302348951137,7961.0
82,E02000086,0.12566174421844525,0.07899136249651714,0.04667038172192811,0.8743382557815548,0.06074115352465868,0.8135971022568961,7178.0
83,E02000087,0.13692288951151174,0.08429772201242539,0.05262516749908637,0.8630771104884882,0.0678523571689609,0.7952247533195274,8209.0
84,E02000088,0.1327741935483871,0.08129032258064516,0.051483870967741936,0.867225806451613,0.07135483870967742,0.7958709677419354,7750.0
85,E02000089,0.14410979794128861,0.08158597026305757,0.06252382767823103,0.8558902020587114,0.06620917524463082,0.7896810268140806,7869.0
86,E02000090,0.1597344673789026,0.08909864121979048,0.07063582615911213,0.8402655326210974,0.0697023130380666,0.7705632195830308,9641.0
87,E02000091,0.16420700511609604,0.09336875245966154,0.07083825265643448,0.835792994883904,0.06837859110586383,0.7674144037780402,10164.0
88,E02000092,0.19336689369262658,0.09890435297601421,0.09446254071661238,0.8066331063073734,0.058779982232750966,0.7478531240746225,6754.0
89,E02000093,0.10372989812242149,0.0575061042350762,0.04622379388734529,0.8962701018775785,0.03334175296792119,0.8629283489096573,11877.0
90,E02000094,0.1122263645922952,0.05907657011757958,0.05314979447471561,0.8877736354077048,0.03709014434566485,0.85068349106204,10461.0
91,E02000095,0.10409099598547122,0.0582106671764481,0.04588032880902313,0.8959090040145288,0.03689543108392277,0.859013572930606,10462.0
92,E02000096,0.12211740041928722,0.06564465408805031,0.056472746331236896,0.8778825995807128,0.04284591194968553,0.8350366876310272,7632.0
93,E02000097,0.1197818334382211,0.06429620306272289,0.05548563037549822,0.8802181665617789,0.036605831760016784,0.8436123348017621,9534.0
94,E02000098,0.13429421185083504,0.06245710363761153,0.07183710821322352,0.865705788149165,0.036948066803935024,0.82875772134523,8742.0
95,E02000099,0.09602510460251046,0.054602510460251046,0.04142259414225941,0.9039748953974895,0.03138075313807531,0.8725941422594142,9560.0
96,E02000100,0.11972592859718716,0.0721240533717995,0.04760187522538767,0.8802740714028129,0.04111071042192571,0.8391633609808872,8319.0
97,E02000101,0.14198027772187563,0.06782048701952104,0.0741597907023546,0.8580197222781244,0.032199637754075264,0.8258200845240491,9938.0
98,E02000102,0.12199807877041306,0.06075888568683958,0.061239193083573486,0.878001921229587,0.028578290105667627,0.8494236311239193,8328.0
99,E02000103,0.12774491126040308,0.06878572144790936,0.058959189812493734,0.8722550887395969,0.0354958387646646,0.8367592499749323,9973.0
100,E02000104,0.14603597601598933,0.07275149900066623,0.07328447701532312,0.8539640239840106,0.03530979347101932,0.8186542305129914,7505.0
101,E02000105,0.1123641166311084,0.06400487656202378,0.04835924006908463,0.8876358833688915,0.032916793660469366,0.8547190897084223,9843.0
102,E02000106,0.12042491549975858,0.06402704007725736,0.05639787542250121,0.8795750845002415,0.03206180589087397,0.8475132786093674,10355.0
103,E02000107,0.12149190968095804,0.06792211353871469,0.05356979614224335,0.878508090319042,0.04259987201755188,0.8359082183014901,10939.0
104,E02000108,0.1056619369059099,0.058823529411764705,0.0468384074941452,0.8943380630940901,0.03747072599531616,0.8568673370987739,7259.0
105,E02000110,0.13492354740061163,0.07290519877675841,0.06201834862385321,0.8650764525993884,0.0545565749235474,0.810519877675841,8175.0
106,E02000111,0.10510457284650833,0.052552286423254164,0.052552286423254164,0.8948954271534917,0.02676355902162354,0.8681318681318682,11284.0
107,E02000112,0.0993276023491361,0.05089794876159673,0.04842965358753937,0.9006723976508639,0.031321814622521066,0.8693505830283428,11749.0
108,E02000113,0.1628245067497404,0.0814122533748702,0.0814122533748702,0.8371754932502596,0.03374870197300104,0.8034267912772586,9630.0
109,E02000114,0.12294353045798133,0.07125389061805247,0.05168963983992886,0.8770564695420187,0.04301911960871498,0.8340373499333037,8996.0
110,E02000115,0.14463001623753188,0.07921595917420553,0.06541405706332637,0.8553699837624681,0.05358385525400139,0.8017861285084668,8622.0
111,E02000116,0.14048426716575038,0.0763832027137677,0.06410106445198269,0.8595157328342496,0.03941981518306235,0.8200959176511873,8549.0
112,E02000117,0.15071075159035577,0.07327416948087646,0.0774365821094793,0.8492892484096443,0.0366763527841043,0.81261289562554,12733.0
113,E02000118,0.08491986186133003,0.04383246258744355,0.04108739927388648,0.91508013813867,0.027981935712388203,0.8870982024262818,11293.0
114,E02000119,0.14447058823529413,0.06927058823529411,0.0752,0.8555294117647059,0.033976470588235295,0.8215529411764706,10625.0
115,E02000120,0.12531884218698014,0.07108794499279139,0.054230897194188755,0.8746811578130198,0.05655983142952201,0.8181213263834979,9017.0
116,E02000121,0.08627450980392157,0.04820261437908497,0.0380718954248366,0.9137254901960784,0.02949346405228758,0.8842320261437908,12240.0
117,E02000122,0.12643678160919541,0.07275617510393739,0.05368060650525801,0.8735632183908046,0.04536561506480802,0.8281976033259966,8178.0
118,E02000123,0.13507143909264988,0.07320665782884077,0.0618647812638091,0.8649285609073502,0.03925467668286935,0.8256738842244807,13578.0
119,E02000124,0.1117138838657826,0.06801285915209966,0.043701024713682944,0.8882861161342174,0.05676110106489853,0.8315250150693189,9954.0
120,E02000125,0.12756539235412476,0.07132796780684104,0.056237424547283706,0.8724346076458752,0.05090543259557344,0.8215291750503018,9940.0
121,E02000126,0.15436241610738255,0.0835875533862111,0.07077486272117145,0.8456375838926175,0.04466137888956681,0.8009762050030507,8195.0
122,E02000127,0.17256162915326903,0.08821007502679529,0.08435155412647374,0.827438370846731,0.05637727759914255,0.7710610932475884,9330.0
123,E02000128,0.1381612737544941,0.08294812532100668,0.055213148433487416,0.861838726245506,0.062403697996918334,0.7994350282485876,7788.0
124,E02000130,0.13444879553815117,0.08318500059333096,0.051263794944820223,0.8655512044618489,0.07879435148926071,0.7867568529725881,8427.0
125,E02000131,0.130758226037196,0.08183118741058655,0.048927038626609444,0.869241773962804,0.06962327134000953,0.7996185026227944,10485.0
126,E02000132,0.1257880821639211,0.0798250966036201,0.045962985560301,0.8742119178360789,0.07362212731340248,0.8005897905226764,9834.0
127,E02000133,0.11308472054310426,0.06760903933785921,0.04547568120524505,0.8869152794568957,0.069282990793267,0.8176322886636288,10753.0
128,E02000134,0.13556293081439877,0.08084418347374692,0.05471874734065186,0.8644370691856013,0.06680282529146456,0.7976342438941366,11751.0
129,E02000135,0.18326410698004256,0.0963428224090771,0.08692128457096546,0.8167358930199574,0.05055212237868504,0.7661837706412724,9871.0
130,E02000136,0.17096100278551532,0.08983286908077995,0.08112813370473537,0.8290389972144847,0.06006267409470752,0.7689763231197771,5744.0
131,E02000137,0.12476190476190477,0.07416666666666667,0.050595238095238096,0.8752380952380953,0.06857142857142857,0.8066666666666666,8400.0
132,E02000138,0.13018934493708104,0.08397036340115253,0.046218981535928495,0.869810655062919,0.07009290838527578,0.7997177466776432,8503.0
133,E02000139,0.12756028001037076,0.07765102411200415,0.0499092558983666,0.8724397199896292,0.07453979777028778,0.7978999222193415,7714.0
134,E02000140,0.19504608294930875,0.10529953917050691,0.08974654377880184,0.8049539170506912,0.05460829493087557,0.7503456221198157,8680.0
135,E02000141,0.13092769252039266,0.07783768837273607,0.05309000414765657,0.8690723074796074,0.07313701092216231,0.795935296557445,7233.0
136,E02000142,0.1215833049790178,0.07236021322445277,0.049223091754565046,0.8784166950209822,0.06816377452648294,0.8102529204944993,8817.0
137,E02000144,0.1133856702772533,0.07592169333200835,0.037463976945244955,0.8866143297227467,0.06479181158700188,0.8218225181357448,10063.0
138,E02000145,0.178377153218495,0.09360834088848595,0.08476881233000906,0.821622846781505,0.05020398912058024,0.7714188576609248,8824.0
139,E02000146,0.14048649762935478,0.08049886621315193,0.05998763141620284,0.8595135023706453,0.07101628530199959,0.7884972170686456,9702.0
140,E02000147,0.10659340659340659,0.07142857142857142,0.035164835164835165,0.8934065934065935,0.0713064713064713,0.8221001221001221,8190.0
141,E02000148,0.1224155882790421,0.0795775695374089,0.0428380187416332,0.8775844117209579,0.06738063364569388,0.810203778075264,6723.0
142,E02000149,0.1520940484937546,0.08804800391868724,0.06404604457506735,0.8479059515062454,0.06171932402645114,0.7861866274797943,8166.0
143,E02000150,0.12752465946453734,0.08067167684358854,0.0468529826209488,0.8724753405354626,0.0742132456552372,0.7982620948802255,8516.0
144,E02000151,0.11958106854036855,0.07941137478456847,0.04016969375580008,0.8804189314596315,0.0686729418003447,0.8117459896592868,7543.0
145,E02000152,0.1592364686675876,0.0836368202938591,0.0755996483737285,0.8407635313324124,0.05638578425216627,0.7843777470802461,7963.0
146,E02000153,0.10983586326052079,0.06997408367271381,0.039861779587806984,0.8901641367394793,0.06318647414537826,0.826977662594101,8103.0
147,E02000154,0.13144934333958724,0.08454502814258912,0.04690431519699812,0.8685506566604128,0.07117729831144465,0.797373358348968,8528.0
148,E02000155,0.16967155835080364,0.09811320754716982,0.07155835080363382,0.8303284416491964,0.07505241090146751,0.7552760307477289,7155.0
149,E02000156,0.1399983730578378,0.08752948832668998,0.05246888473114781,0.8600016269421622,0.0729683559749451,0.7870332709672171,12293.0
150,E02000157,0.1284809370144616,0.09047448308832318,0.0380064539261384,0.8715190629855384,0.07553483924943229,0.7959842237361061,8367.0
151,E02000158,0.15870570107858242,0.0901386748844376,0.06856702619414484,0.8412942989214176,0.0659989727786338,0.7752953261427837,7788.0
152,E02000159,0.12210200927357033,0.07222144161865955,0.04988056765491078,0.8778979907264297,0.06927076015174934,0.8086272305746803,7117.0
153,E02000160,0.13418845584607794,0.08682782437099161,0.04736063147508633,0.865811544153922,0.07461766156882092,0.7911938825851011,8108.0
154,E02000161,0.1250287290278097,0.08021144564467939,0.04481728338313031,0.8749712709721903,0.06940933118823259,0.8055619397839577,8702.0
155,E02000162,0.16458362589523942,0.09970509759865187,0.06487852829658756,0.8354163741047606,0.06698497402050274,0.7684314000842578,7121.0
156,E02000163,0.14087610160705027,0.0904613789528253,0.05041472265422499,0.8591238983929497,0.07490927941938828,0.7842146189735615,7716.0
157,E02000165,0.12967094255437814,0.0844952593418851,0.04517568321249303,0.8703290574456218,0.07027328499721137,0.8000557724484105,7172.0
158,E02000166,0.17258752099211988,0.0935279679627955,0.07905955302932438,0.8274124790078801,0.06975842914352151,0.7576540498643586,7741.0
159,E02000167,0.10961378160600167,0.07252014448457905,0.03709363712142262,0.8903862183939983,0.07182550708530147,0.8185607113086969,7198.0
160,E02000168,0.1553820555484449,0.09177012671189044,0.06361192883655446,0.8446179444515551,0.06975553564571868,0.7748624088058365,7813.0
161,E02000169,0.09725512052389577,0.06256095861780689,0.03469416190608889,0.9027448794761043,0.055594259439877385,0.8471506200362269,7177.0
162,E02000170,0.12721071248105104,0.07289034866093987,0.05432036382011117,0.872789287518949,0.06316321374431531,0.8096260737746337,7916.0
163,E02000171,0.15288864835610877,0.09443918278987959,0.058449465566229195,0.8471113516438912,0.06291435529698282,0.7841969963469084,7391.0
164,E02000172,0.1949389877975595,0.09781956391278256,0.09711942388477696,0.8050610122024405,0.05181036207241448,0.753250650130026,9998.0
165,E02000173,0.10503136260509809,0.06325904177232083,0.04177232083277726,0.894968637394902,0.05311624182570399,0.8418523955691979,7493.0
166,E02000174,0.17266542980828695,0.09721706864564007,0.07544836116264687,0.8273345701917131,0.061100803957946814,0.7662337662337663,8085.0
167,E02000175,0.13331131660061646,0.07639806252752092,0.056913254073095554,0.8666886833993835,0.059885512989872304,0.8068031704095112,9084.0
168,E02000176,0.10923233006425431,0.06712884680419344,0.04210348326006087,0.8907676699357457,0.05867433209333784,0.8320933378424078,5914.0
169,E02000177,0.18072573044297832,0.095311027332705,0.08541470311027333,0.8192742695570217,0.052426955702167766,0.7668473138548539,8488.0
170,E02000178,0.1620801976861732,0.08334269347410984,0.07873750421206335,0.8379198023138268,0.05301583735819387,0.784903964955633,8903.0
171,E02000179,0.12754480598573167,0.07342961545153993,0.054115190534191754,0.8724551940142683,0.05916130154863407,0.8132938924656342,5747.0
172,E02000180,0.16653973089616653,0.09507489210459508,0.07146483879157146,0.8334602691038334,0.05927900482355928,0.7741812642802742,7878.0
173,E02000181,0.11243189697870233,0.06822684497275879,0.04420505200594354,0.8875681030212976,0.060549777117384844,0.8270183259039128,8076.0
174,E02000182,0.11888701517706576,0.06815626756604834,0.050730747611017424,0.8811129848229342,0.044969083754918496,0.8361439010680157,7116.0
175,E02000183,0.15702805954419707,0.08813068106968779,0.06889737847450929,0.8429719404558029,0.05993940192333026,0.7830325385324727,7591.0
176,E02000184,0.17315677252833578,0.09639771069464706,0.0767590618336887,0.8268432274716643,0.057569296375266525,0.7692739310963977,8911.0
177,E02000185,0.16978158072506191,0.08714253546498536,0.08263904526007657,0.8302184192749381,0.04244539518126548,0.7877730240936726,8882.0
178,E02000186,0.1441426964486582,0.08452514864213402,0.05961754780652419,0.8558573035513418,0.06202796079061546,0.7938293427607264,6223.0
179,E02000187,0.17825020441537204,0.09341782502044153,0.0848323793949305,0.821749795584628,0.042722812755519216,0.7790269828291088,9784.0
180,E02000188,0.16657381615598885,0.08454038997214484,0.08203342618384402,0.8334261838440111,0.04637883008356546,0.7870473537604457,7180.0
181,E02000191,0.13846730372868654,0.09181187933295859,0.04665542439572794,0.8615326962713135,0.06595465617388045,0.795578040097433,5337.0
182,E02000192,0.17194773990088602,0.08905241027181258,0.08289532962907344,0.828052260099114,0.056765280072082897,0.7712869800270311,6659.0
183,E02000193,0.16258389261744965,0.09110738255033557,0.0714765100671141,0.8374161073825503,0.05889261744966443,0.7785234899328859,5960.0
184,E02000194,0.14156986212137662,0.09065248072956247,0.050917381391814134,0.8584301378786234,0.07045923352513299,0.7879709043534904,9211.0
185,E02000195,0.12664524821224998,0.06891905896984143,0.05772618924240854,0.87335475178775,0.05596434863716447,0.8173904031505855,9649.0
186,E02000196,0.1552944149608289,0.08099570381602224,0.07429871114480667,0.844705585039171,0.04725802375537023,0.7974475612838009,7914.0
187,E02000197,0.12609418282548476,0.06725761772853185,0.05883656509695291,0.8739058171745152,0.04864265927977839,0.8252631578947368,9025.0
188,E02000198,0.1376012601260126,0.07763276327632763,0.05996849684968497,0.8623987398739874,0.052655265526552655,0.8097434743474348,8888.0
189,E02000199,0.12086997860708343,0.07154742096505824,0.04932255764202519,0.8791300213929165,0.05787972426907535,0.8212502971238412,8414.0
190,E02000200,0.13868935794010387,0.08199801082992596,0.05669134711017792,0.8613106420598962,0.06111172505249199,0.8001989170074041,9049.0
191,E02000201,0.14634146341463414,0.08617119190059826,0.060170271514035895,0.8536585365853658,0.051081454210768526,0.8025770823745974,8692.0
192,E02000202,0.13250448028673836,0.07616487455197132,0.056339605734767026,0.8674955197132617,0.04390681003584229,0.8235887096774194,8928.0
193,E02000203,0.14375392341494037,0.07131198995605775,0.07244193345888261,0.8562460765850597,0.042435655994978026,0.8138104205900816,7965.0
194,E02000204,0.12615225271879854,0.06711548420507508,0.059036768513723456,0.8738477472812014,0.04174003107198343,0.832107716209218,9655.0
195,E02000206,0.14172136451881298,0.07793288342423962,0.06378848109457336,0.858278635481187,0.047517796061754644,0.8107608394194323,10817.0
196,E02000207,0.15833239689852793,0.08349252725025284,0.07483986964827509,0.841667603101472,0.056073716147881786,0.7855938869535903,8899.0
197,E02000208,0.14167357083678542,0.07079075761760104,0.07088281321918438,0.8583264291632146,0.04252968793151063,0.815796741231704,10863.0
198,E02000209,0.11755624172915748,0.06594618438464932,0.05161005734450816,0.8824437582708425,0.04378032642258491,0.8386634318482576,9068.0
199,E02000210,0.12990589855405096,0.07918292403029607,0.05072297452375488,0.870094101445949,0.057608446178563234,0.8124856552673858,8714.0
200,E02000211,0.1354846507130771,0.08085569253081944,0.05462895818225767,0.8645153492869229,0.06478124244621707,0.7997341068407058,8274.0
201,E02000212,0.1344466758270796,0.07462213296691682,0.059824542860162776,0.8655533241729204,0.03699397526688511,0.8285593489060353,9461.0
202,E02000213,0.1325207063603688,0.07032348804500703,0.06219721831536178,0.8674792936396312,0.04446007188623222,0.8230192217533989,12798.0
203,E02000214,0.13277742142398974,0.08434894162924952,0.04842847979474022,0.8672225785760103,0.07087876844130853,0.7963438101347017,6236.0
204,E02000215,0.14637239979705732,0.08134618636901741,0.06502621342803991,0.8536276002029427,0.05200405885337392,0.8016235413495687,11826.0
