,GEOGRAPHY_CODE,Disabled under the Equality Act,Disabled under the Equality Act: Day-to-day activities limited a little,Disabled under the Equality Act: Day-to-day activities limited a lot,Not disabled under the Equality Act,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Not disabled under the Equality Act: No long term physical or mental health conditions,Total: All usual residents
1359,E02001422,0.267551050827247,0.12654643016843048,0.14100462065881653,0.732448949172753,0.06304963481889998,0.669399314353853,6709.0
1360,E02001423,0.18527532704593855,0.0993306966839063,0.08594463036203225,0.8147246729540615,0.07468816550045634,0.7400365074536052,6574.0
1361,E02001425,0.22930115071568902,0.11451024417625597,0.11479090653943307,0.770698849284311,0.06979137431003836,0.7009074749742726,10689.0
1362,E02001426,0.22542715414293588,0.11831710453793863,0.10711004960499725,0.7745728458570641,0.07734705125849715,0.6972257945985669,5443.0
1363,E02001427,0.22084024322830292,0.11295374976967017,0.10788649345863276,0.779159756771697,0.06486088078127879,0.7142988759904183,10854.0
1364,E02001428,0.19619799139167862,0.10634863701578193,0.0898493543758967,0.8038020086083214,0.07227403156384506,0.7315279770444764,5576.0
1365,E02001429,0.21224367609639275,0.11779673701541685,0.0944469390809759,0.7877563239036073,0.08202364915431822,0.705732674749289,6681.0
1366,E02001430,0.19708029197080293,0.11576642335766424,0.08131386861313869,0.8029197080291971,0.08554744525547445,0.7173722627737227,6850.0
1367,E02001431,0.29674418604651165,0.13568106312292358,0.16106312292358804,0.7032558139534884,0.07096345514950166,0.6322923588039867,7525.0
1368,E02001432,0.28821923561528767,0.1370222595548089,0.1511969760604788,0.7117807643847123,0.06299874002519949,0.6487820243595128,9524.0
1369,E02001433,0.19855014095851792,0.11303530675258423,0.08551483420593368,0.801449859041482,0.07021076654584509,0.731239092495637,7449.0
1370,E02001434,0.20469343461747153,0.11082474226804123,0.09386869234943028,0.7953065653825285,0.07419967444384157,0.721106890938687,7372.0
1371,E02001435,0.21054417920579252,0.11256929516913677,0.09797488403665573,0.7894558207942075,0.0683335218916167,0.7211222989025908,8839.0
1372,E02001436,0.20822994210090984,0.11279983457402812,0.09543010752688172,0.7917700578990902,0.07113316790736146,0.7206368899917287,9672.0
1373,E02001437,0.22647407567101432,0.1150156300528188,0.11145844561819554,0.7735259243289857,0.0747008731270885,0.6988250512018972,9277.0
1374,E02001438,0.18548387096774194,0.10303114571746384,0.08245272525027808,0.8145161290322581,0.08203559510567297,0.7324805339265851,7192.0
1375,E02001439,0.2229144506913843,0.11791521045433824,0.10499924023704604,0.7770855493086157,0.06868257103783619,0.7084029782707795,6581.0
1376,E02001440,0.19714333167247966,0.11144328184686929,0.08570004982561036,0.8028566683275203,0.09134695233349942,0.7115097159940209,6021.0
1377,E02001441,0.17896066972042332,0.10361712209761491,0.0753435476228084,0.8210393302795767,0.07834465329331859,0.7426946769862581,6331.0
1378,E02001442,0.20029722589167767,0.10336856010568032,0.09692866578599736,0.7997027741083224,0.07992073976221929,0.719782034346103,6056.0
1379,E02001443,0.176293408929837,0.10170092133238838,0.07459248759744862,0.823706591070163,0.07618710134656272,0.7475194897236003,5644.0
1380,E02001444,0.17769038255273506,0.10278870218090812,0.07490168037182696,0.8223096174472649,0.07186271004647837,0.7504469074007866,5594.0
1381,E02001445,0.17986243231377141,0.09498024293867993,0.08488218937509147,0.8201375676862286,0.0744914386067613,0.7456461290794673,6833.0
1382,E02001446,0.19683319683319683,0.10128310128310128,0.09555009555009555,0.8031668031668031,0.07111657111657112,0.732050232050232,7326.0
1383,E02001447,0.21120263591433278,0.1156507413509061,0.09555189456342669,0.7887973640856673,0.06672158154859967,0.7220757825370675,6070.0
1384,E02001448,0.17518897287683416,0.09352304728027272,0.08166592559656144,0.8248110271231659,0.07218022824959242,0.7526307988735734,6747.0
1385,E02001449,0.2032967032967033,0.10321051497522085,0.10008618832148244,0.7967032967032966,0.07369101486748546,0.7230122818358112,9282.0
1386,E02001450,0.17417812313209802,0.09874476987447699,0.07543335325762104,0.825821876867902,0.07722653915122535,0.7485953377166766,8365.0
1387,E02001451,0.2865506858481097,0.12796922047507528,0.15858146537303447,0.7134493141518903,0.05035128805620609,0.6630980260956841,5978.0
1388,E02001452,0.29021981522777957,0.11978337050015929,0.17043644472762026,0.7097801847722205,0.05320165657852819,0.6565785281936922,6278.0
1389,E02001453,0.16488878801634135,0.09282796187017703,0.07206082614616433,0.8351112119836587,0.07047208352246936,0.7646391284611893,8812.0
1390,E02001454,0.1871224601867106,0.09514003294892916,0.09198242723778144,0.8128775398132894,0.06013179571663921,0.7527457440966502,7284.0
1391,E02001455,0.19862146574764383,0.10437473624982417,0.09424672949781966,0.8013785342523562,0.062034041356027574,0.7393444928963286,7109.0
1392,E02001456,0.19881305637982197,0.11087132452117615,0.0879417318586458,0.8011869436201781,0.08322093336930132,0.7179660102508767,7414.0
1393,E02001457,0.2631964809384164,0.12390029325513197,0.13929618768328444,0.7368035190615836,0.06466275659824047,0.6721407624633431,6820.0
1394,E02001458,0.18988164910911692,0.1098972558200026,0.07998439328911432,0.8101183508908831,0.07608271556769411,0.7340356353231889,7689.0
1395,E02001459,0.22502552136502843,0.11900247921831705,0.10602304214671139,0.7749744786349716,0.054105293860288756,0.7208691847746828,6857.0
1396,E02001460,0.2720262925041082,0.12122361269118949,0.15080267981291873,0.7279737074958917,0.06535204146125648,0.6626216660346353,7911.0
1397,E02001461,0.1899174272055628,0.09850789511806461,0.09140953208749819,0.8100825727944372,0.06446472548167463,0.7456178473127626,6903.0
1398,E02001462,0.2682227148259225,0.1243969226757074,0.14382579215021515,0.7317772851740775,0.06337201721215283,0.6684052679619247,7669.0
1399,E02001463,0.23896173401123896,0.10957987690660959,0.12938185710462938,0.761038265988761,0.055124431362055124,0.7059138346267059,7474.0
1400,E02001464,0.2631504524886878,0.1228789592760181,0.14027149321266968,0.7368495475113123,0.05514705882352941,0.6817024886877828,7072.0
1401,E02001465,0.3008711480951762,0.135353010011702,0.16551813808347418,0.6991288519048238,0.05291899622935899,0.6462098556754649,7691.0
1402,E02001466,0.2327948661208232,0.11108652356716088,0.12170834255366232,0.7672051338791768,0.052113299402522684,0.7150918344766541,9038.0
1403,E02001467,0.276366030283081,0.14272547728768928,0.1336405529953917,0.7236339697169191,0.08084265964450296,0.6427913100724161,7595.0
1404,E02001468,0.2564102564102564,0.1289940828402367,0.12741617357001972,0.7435897435897436,0.07652859960552268,0.6670611439842209,7605.0
1405,E02001469,0.20239033359600736,0.11229314420803782,0.09009718938796953,0.7976096664039927,0.07433674809561334,0.7232729183083793,7614.0
1406,E02001470,0.18305615811038806,0.10339840925524223,0.07965774885514582,0.816943841889612,0.0824295010845987,0.7345143408050132,8298.0
1407,E02001471,0.28195693649495773,0.14200054510765875,0.13995639138729898,0.7180430635050422,0.0681384573453257,0.6499046061597166,7338.0
1408,E02001472,0.23247232472324722,0.12702242407039455,0.10544990065285269,0.7675276752767528,0.06982685211467499,0.6977008231620778,7046.0
1409,E02001473,0.2364137568915726,0.12916776056707796,0.10724599632449462,0.7635862431084274,0.06944079810974009,0.6941454449986874,7618.0
1410,E02001474,0.28746045441472534,0.13272936439459304,0.1547310900201323,0.7125395455852747,0.054932412999712396,0.6576071325855622,6954.0
1411,E02001475,0.2982318885933344,0.1436394930370834,0.15459239555625098,0.7017681114066656,0.05632921295571898,0.6454388984509466,6391.0
1412,E02001476,0.28056011101299355,0.1305664185694462,0.14999369244354738,0.7194398889870064,0.054749590008830576,0.6646902989781759,7927.0
1413,E02001477,0.2818181818181818,0.12350649350649351,0.15831168831168832,0.7181818181818181,0.05103896103896104,0.6671428571428571,7700.0
1414,E02001478,0.25557734738906596,0.12723706790880118,0.12834027948026477,0.7444226526109341,0.06950232900220642,0.6749203236087277,8158.0
1415,E02001479,0.18312655086848637,0.10951199338296112,0.07361455748552523,0.8168734491315136,0.07956989247311828,0.7373035566583954,6045.0
1416,E02001480,0.21249670445557606,0.10954389665172687,0.10295280780384919,0.7875032955444239,0.08225678882151331,0.7052465067229107,7586.0
1417,E02001481,0.21561108362196932,0.10860959920831272,0.1070014844136566,0.7843889163780307,0.07323107372587828,0.7111578426521524,8084.0
1418,E02001482,0.3302661029594628,0.1503357373787615,0.17993036558070133,0.6697338970405372,0.060308380999751304,0.6094255160407859,8042.0
1419,E02001483,0.2080266629634773,0.11595611720594362,0.09207054575753368,0.7919733370365227,0.07401749756978197,0.7179558394667407,7201.0
1420,E02001484,0.20641803989592367,0.10308511956387065,0.10333292033205303,0.7935819601040763,0.07285342584562012,0.7207285342584562,8071.0
1421,E02001485,0.25130434782608696,0.11753623188405797,0.13376811594202898,0.7486956521739131,0.06231884057971015,0.6863768115942029,6900.0
1422,E02001486,0.2578980490874764,0.12297042164883575,0.13492762743864065,0.7421019509125236,0.08244178728760226,0.6596601636249213,7945.0
1423,E02001487,0.27556787885251144,0.13330489495574277,0.1422629838967687,0.7244321211474886,0.0627066225871814,0.6617254985603072,9377.0
1424,E02001488,0.23978558665872543,0.1278141751042287,0.11197141155449672,0.7602144133412746,0.07516378796902919,0.6850506253722454,8395.0
1425,E02001489,0.18630849220103987,0.11240406041099282,0.07390443179004705,0.8136915077989602,0.08999752413963852,0.7236939836593216,8078.0
1426,E02001490,0.18343483556638246,0.10292326431181487,0.08051157125456761,0.8165651644336175,0.07369062119366626,0.7428745432399513,8210.0
1427,E02001491,0.2748068924539513,0.12522281639928698,0.14958407605466428,0.7251931075460487,0.05303030303030303,0.6721628045157457,6732.0
1428,E02001492,0.2019788918205805,0.11649076517150396,0.08548812664907651,0.7980211081794195,0.07783641160949868,0.7201846965699208,7580.0
1429,E02001493,0.31684940702618036,0.14141866189304095,0.17543074513313942,0.6831505929738196,0.054374580443052135,0.6287760125307675,8938.0
1430,E02001494,0.15269674114131207,0.09620037000142308,0.056496371139889,0.847303258858688,0.07869645652483279,0.7686068023338551,7027.0
1431,E02001495,0.24389633153875048,0.12119694503568298,0.12269938650306748,0.7561036684612495,0.05959684487291849,0.696506823588331,7987.0
1432,E02001496,0.19138044914134741,0.1071664464993395,0.08421400264200793,0.8086195508586526,0.06704095112285337,0.7415785997357992,6056.0
1433,E02001497,0.26164786660127515,0.1315595880333497,0.13008827856792546,0.7383521333987249,0.06890632663070133,0.6694458067680236,8156.0
1434,E02001498,0.18417782686732018,0.10479083252795802,0.07938699433936214,0.8158221731326798,0.07427861383404667,0.7415435592986331,7243.0
1435,E02001499,0.19894019682059047,0.11476154428463285,0.0841786525359576,0.8010598031794095,0.07827403482210446,0.7227857683573051,6605.0
1436,E02001500,0.18925552222525224,0.10853558767384783,0.08071993455140442,0.8107444777747478,0.07826561221707118,0.7324788655576766,7334.0
1437,E02001501,0.19114792286786592,0.10236831888184289,0.08877960398602304,0.808852077132134,0.07493205642552091,0.7339200207066132,7727.0
1438,E02001502,0.20411734431291817,0.10149253731343283,0.10262480699948533,0.7958826556870818,0.07359752959341224,0.7222851260936696,9715.0
1439,E02001503,0.20499867056633875,0.10715235309758044,0.09784631746875831,0.7950013294336613,0.08082956660462642,0.7141717628290348,7522.0
1440,E02001504,0.17282359679266895,0.09621993127147767,0.0766036655211913,0.827176403207331,0.08404925544100803,0.743127147766323,6984.0
1441,E02001505,0.22585621721690835,0.12048750385683431,0.10536871336007406,0.7741437827830916,0.07204566491823511,0.7020981178648565,6482.0
1442,E02001506,0.14469962665459893,0.0882452766150017,0.05645435003959724,0.8553003733454011,0.09243127050571331,0.7628691028396878,8839.0
1443,E02001507,0.1692241502939911,0.10497633730101821,0.0642478129929729,0.8307758497060089,0.07873225297576365,0.7520435967302452,6973.0
1444,E02001508,0.2118341739451347,0.11391315044900972,0.09792102349612498,0.7881658260548653,0.07233362037150941,0.7158322056833559,8129.0
1445,E02001509,0.2116987640126473,0.11210117849956884,0.09959758551307847,0.7883012359873527,0.06582351250359299,0.7224777234837597,6958.0
1446,E02001510,0.24312004052000674,0.127975687995948,0.11514435252405876,0.7568799594799932,0.06365017727502954,0.6932297822049637,5923.0
1447,E02001511,0.24297385620915032,0.11503267973856209,0.12794117647058822,0.7570261437908496,0.057679738562091507,0.6993464052287581,6120.0
1448,E02001512,0.20599601826911818,0.11172268415505328,0.09427333411406488,0.7940039817308818,0.07834641058671976,0.7156575711441621,8539.0
1449,E02001513,0.20306311064166888,0.11064166886717719,0.09242144177449169,0.7969368893583312,0.07604964351729601,0.7208872458410351,7574.0
1450,E02001514,0.23566469529442016,0.10953972743635897,0.1261249678580612,0.7643353047055799,0.05901259964001029,0.7053227050655696,7778.0
1451,E02001515,0.2631143300569064,0.12322814278323849,0.13988618727366786,0.7368856699430937,0.05773409208484222,0.6791515778582514,9665.0
1452,E02001516,0.21512551636479185,0.10883380997775659,0.10629170638703528,0.7848744836352082,0.057515093740069904,0.7273593898951383,6294.0
1453,E02001517,0.22032836195011907,0.11116681288382002,0.10916154906629903,0.7796716380498809,0.0587792956510841,0.7208923423987968,7979.0
1454,E02001518,0.2090107737512243,0.1147894221351616,0.09422135161606268,0.7909892262487757,0.06836434867776689,0.7226248775710088,10210.0
1455,E02001519,0.22109355405066466,0.10709806872335088,0.11399548532731377,0.7789064459493353,0.058439929771758214,0.7204665161775772,7974.0
1456,E02001520,0.18537254565720654,0.10331818571551059,0.08205435994169596,0.8146274543427935,0.0692789162308154,0.7453485381119781,11663.0
1457,E02001521,0.17947233479447522,0.10040526011082623,0.079067074683649,0.8205276652055248,0.0629393763956662,0.7575882888098586,12091.0
1458,E02001522,0.2625880374224745,0.12940187112372542,0.13318616629874908,0.7374119625775255,0.05392620624408704,0.6834857563334384,9513.0
1459,E02001523,0.20041383387525866,0.11557788944723618,0.08483594442802246,0.7995861661247413,0.06340526160212828,0.7361809045226131,6766.0
1460,E02001524,0.16395597174305898,0.10004928536224741,0.06390668638081157,0.836044028256941,0.08756366025956958,0.7484803679973715,6087.0
1461,E02001525,0.24815470918216712,0.12149394744611751,0.1266607617360496,0.7518452908178329,0.05698258045467966,0.6948627103631533,6774.0
1462,E02001526,0.2485957310223078,0.11250200609853957,0.13609372492376826,0.7514042689776922,0.05264002567806131,0.6987642432996308,6231.0
1463,E02001527,0.22255689424364122,0.11730254350736279,0.10525435073627845,0.7774431057563588,0.071285140562249,0.7061579651941098,5976.0
1464,E02001528,0.25,0.12523381967826414,0.12476618032173588,0.75,0.0609801720912832,0.6890198279087167,10692.0
1465,E02001529,0.26351494594021624,0.1291074835700657,0.13440746237015053,0.7364850540597837,0.06497774008903964,0.6715073139707441,9434.0
1466,E02001530,0.23647518126045733,0.11907417735638595,0.11740100390407139,0.7635248187395427,0.05828220858895705,0.7052426101505856,7172.0
1467,E02001531,0.23988102935471356,0.1206517522306996,0.11922927712401396,0.7601189706452864,0.0687960687960688,0.6913229018492176,7733.0
1468,E02001532,0.17028744900863296,0.10112892514941656,0.06915852385921639,0.8297125509913671,0.08025804003415236,0.7494545109572147,10541.0
1469,E02001533,0.23329470838161454,0.11729110338612077,0.11600360499549375,0.7667052916183855,0.061156173554783054,0.7055491180636024,7767.0
1470,E02001534,0.20896767466110533,0.10802919708029197,0.10093847758081334,0.7910323253388947,0.06944734098018769,0.721584984358707,9590.0
1471,E02001535,0.17246689251616878,0.10224822913458577,0.070218663381583,0.8275331074838312,0.07945796119494919,0.748075146288882,6494.0
1472,E02001536,0.21312420712720562,0.10990658516895399,0.10321762195825164,0.7868757928727944,0.07899896205743283,0.7078768308153616,8671.0
1473,E02001537,0.22001419446415899,0.1250295718003312,0.09498462266382778,0.7799858055358411,0.07546723444523303,0.704518571090608,8454.0
1474,E02001538,0.2451661822317705,0.12991280171869077,0.11525338051307975,0.7548338177682294,0.06963225072665234,0.6852015670415772,7913.0
1475,E02001539,0.21684053651266766,0.11326378539493294,0.10357675111773472,0.7831594634873323,0.06363636363636363,0.7195230998509687,6710.0
1476,E02001540,0.2105746742398931,0.11209488807216839,0.0984797861677247,0.7894253257601069,0.06515202138322754,0.7242733043768794,11972.0
1477,E02001541,0.2292288775689443,0.11268224134902512,0.1165466362199192,0.7707711224310557,0.06745125592833304,0.7033198665027226,11386.0
1478,E02001542,0.22647570606344533,0.1121670459108553,0.11430866015259002,0.7735242939365546,0.05795743541694552,0.7155668585196091,7471.0
1479,E02001543,0.2392638036809816,0.12180470347648262,0.11745910020449898,0.7607361963190185,0.06071063394683027,0.7000255623721882,7824.0
1480,E02001544,0.21311672683513838,0.11239470517448857,0.10072202166064982,0.7868832731648616,0.06341756919374247,0.7234657039711191,8310.0
1481,E02001545,0.17809354647720543,0.10621669626998224,0.0718768502072232,0.8219064535227946,0.075902901124926,0.7460035523978685,8445.0
1482,E02001546,0.23834841628959277,0.14739819004524887,0.09095022624434389,0.7616515837104072,0.0757918552036199,0.6858597285067873,8840.0
1483,E02001547,0.21137911986742772,0.11001657153378752,0.10136254833364021,0.7886208801325723,0.06020990609464187,0.7284109740379304,10862.0
1484,E02001548,0.2303363761410529,0.11966987620357634,0.11066649993747656,0.7696636238589472,0.057646617481555584,0.7120170063773915,7997.0
1485,E02001549,0.1837517991364145,0.10235087158164081,0.08140092755477371,0.8162482008635855,0.06940668479130017,0.7468415160722853,6253.0
1486,E02001550,0.19710855815154255,0.10842906931715503,0.0886794888343875,0.8028914418484575,0.06751000387246676,0.7353814379759908,7747.0
1487,E02001551,0.18850652652992034,0.10306831666384132,0.085438209866079,0.8114934734700797,0.06662146126462112,0.7448720122054585,5899.0
1488,E02001552,0.19568909209666885,0.10359242325277597,0.09209666884389288,0.8043109079033312,0.05774003919007185,0.7465708687132593,7655.0
1489,E02001553,0.2019390853001665,0.10753109391832337,0.09440799138184311,0.7980609146998335,0.06199196944471648,0.736068945255117,10211.0
1490,E02001554,0.1750791271031151,0.09861735798767284,0.07646176911544228,0.8249208728968849,0.06530068299183742,0.7596201899050474,6003.0
1491,E02001555,0.19980861244019138,0.10755980861244019,0.09224880382775119,0.8001913875598086,0.06832535885167464,0.731866028708134,5225.0
1492,E02001556,0.2034546845960424,0.10702962720017492,0.0964250573958675,0.7965453154039576,0.05881709850224117,0.7377282169017164,9147.0
1493,E02001557,0.16902531393262907,0.09467809447877218,0.07434721945385689,0.8309746860673709,0.06707195535180387,0.763902730715567,10034.0
1494,E02001558,0.21168614357262103,0.11569282136894825,0.09599332220367279,0.788313856427379,0.07362270450751252,0.7146911519198664,5990.0
1495,E02001559,0.17196608373078962,0.10068892421833599,0.07127715951245363,0.8280339162692104,0.07485426603073662,0.7531796502384738,7548.0
1496,E02001560,0.18882008652133345,0.10238357791161252,0.08643650860972092,0.8111799134786666,0.051149376537450164,0.7600305369412164,11789.0
1497,E02001561,0.19043837357052096,0.1019695044472681,0.08846886912325286,0.809561626429479,0.05241423125794155,0.7571473951715375,6296.0
1498,E02001562,0.2323024054982818,0.1254295532646048,0.10687285223367697,0.7676975945017183,0.06512027491408935,0.7025773195876288,5820.0
1499,E02001563,0.17993079584775087,0.10331191300049432,0.07661888284725656,0.8200692041522492,0.07624814631735047,0.7438210578348987,8092.0
1500,E02001564,0.15690580771107857,0.09736456808199122,0.05954123962908736,0.8430941922889215,0.07576866764275256,0.7673255246461689,8196.0
1501,E02001565,0.14968682091269334,0.0857727214623546,0.06391409945033874,0.8503131790873066,0.07477949635689633,0.7755336827304103,7823.0
1502,E02001566,0.1549083313993966,0.08517057321884428,0.06973775818055233,0.8450916686006034,0.05534926897191924,0.7897423996286842,8618.0
1503,E02001567,0.20872166609135887,0.11206995742722356,0.09665170866413532,0.7912783339086411,0.07191347370843401,0.7193648602002071,8691.0
1504,E02001568,0.21463911525029103,0.11030267753201398,0.10433643771827707,0.785360884749709,0.06155413271245634,0.7238067520372526,6872.0
1505,E02001569,0.24392491074513417,0.12656915812507197,0.11735575262006219,0.7560750892548659,0.06599101692963262,0.6900840723252332,8683.0
1506,E02001570,0.2646175839885633,0.11551107934238741,0.14910650464617584,0.7353824160114367,0.051322373123659754,0.684060042887777,6995.0
1507,E02001571,0.19689031603853305,0.10799391583572757,0.08889640020280548,0.803109683961467,0.07182693932736184,0.7312827446341051,5917.0
1508,E02001572,0.22569043031470779,0.11586384071933205,0.10982658959537572,0.7743095696852922,0.057032755298651254,0.7172768143866409,7785.0
1509,E02001573,0.2275511533950215,0.11403623093965855,0.11351492245536296,0.7724488466049785,0.058125895998957386,0.7143229506060211,7673.0
1510,E02001574,0.18136439267886856,0.09816971713810316,0.08319467554076539,0.8186356073211315,0.0723793677204659,0.7462562396006656,6010.0
1511,E02001575,0.22556962025316454,0.10759493670886076,0.1179746835443038,0.7744303797468355,0.05405063291139241,0.720379746835443,7900.0
1512,E02001576,0.15386823596957083,0.08827328835940865,0.0655949476101622,0.8461317640304291,0.07635998277594373,0.7697717812544854,6967.0
1513,E02001577,0.1988213399503722,0.11088709677419355,0.08793424317617866,0.8011786600496278,0.08064516129032258,0.7205334987593052,6448.0
1514,E02001578,0.19778901362584625,0.10780701002656612,0.08998200359928014,0.8022109863741538,0.0704430542462936,0.7317679321278602,11669.0
1515,E02001579,0.24997491219267437,0.12955343702960362,0.12042147516307075,0.7500250878073257,0.0682388359257401,0.6817862518815856,9965.0
1516,E02001580,0.2293470629534285,0.12520477416335127,0.10414228879007723,0.7706529370465715,0.06845307746314065,0.7021998595834309,8546.0
1517,E02001581,0.21339113680154143,0.11384071933204881,0.09955041746949261,0.7866088631984586,0.05956968529222865,0.72703917790623,6228.0
1518,E02001582,0.22163005329520344,0.119329260366567,0.10230079292863642,0.7783699467047965,0.06746392824645782,0.7109060184583388,7693.0
1519,E02001583,0.21508078994614005,0.12118491921005387,0.09389587073608617,0.78491921005386,0.0689407540394973,0.7159784560143626,5570.0
1520,E02001584,0.18001800180018002,0.1074107410741074,0.07260726072607261,0.81998199819982,0.0816081608160816,0.7383738373837384,6666.0
1521,E02001585,0.2577172708564192,0.13424093715371221,0.12347633370270698,0.7422827291435808,0.06094665189172075,0.6813360772518601,6317.0
1522,E02001586,0.27088152145977895,0.13749678745823696,0.13338473400154202,0.729118478540221,0.07298894885633513,0.6561295296838859,7782.0
1523,E02001587,0.2577035634360475,0.12566706834222757,0.13203649509381993,0.7422964365639525,0.059907040798760545,0.682389395765192,5809.0
1524,E02001588,0.25530734008602746,0.13084501179408908,0.12446232829193839,0.7446926599139725,0.06119050922714028,0.6835021506868323,7207.0
1525,E02001589,0.1816816816816817,0.09847347347347347,0.0832082082082082,0.8183183183183184,0.0752002002002002,0.7431181181181181,7992.0
1526,E02001590,0.26703106252499664,0.12478336221837089,0.14224770030662579,0.7329689374750034,0.05292627649646714,0.6800426609785362,7501.0
1527,E02001591,0.21340281143965098,0.10809500727096462,0.10530780416868638,0.786597188560349,0.04726126999515269,0.7393359185651963,8252.0
1528,E02001592,0.19836829836829836,0.11258741258741259,0.08578088578088579,0.8016317016317016,0.07051282051282051,0.7311188811188811,8580.0
1529,E02001593,0.2128781570913128,0.10949208992506244,0.10338606716625034,0.7871218429086873,0.04440743824590619,0.742714404662781,7206.0
1530,E02001594,0.2128287707997853,0.09715512614063339,0.1156736446591519,0.7871712292002148,0.040257648953301126,0.7469135802469136,7452.0
1531,E02001595,0.20229053646775166,0.11151295961422544,0.09077757685352622,0.7977094635322484,0.07715491259795057,0.7205545509342978,8295.0
1532,E02001596,0.2223428640366751,0.12015924719507781,0.1021836168415973,0.7776571359633249,0.0738327904451683,0.7038243455181566,8289.0
1533,E02001597,0.23938183347350714,0.12121530698065601,0.11816652649285113,0.7606181665264928,0.06171152228763667,0.6989066442388562,9512.0
1534,E02001598,0.2075080369179716,0.10556880638805351,0.10193923052991807,0.7924919630820284,0.07103598465207923,0.7214559784299492,9643.0
1535,E02001600,0.16373636281669823,0.08781895230366964,0.07591741051302858,0.8362636371833018,0.06185195203318006,0.7744116851501217,11091.0
1536,E02001602,0.1926392572944297,0.11052166224580018,0.08211759504862953,0.8073607427055703,0.0680813439434129,0.7392793987621574,9048.0
1537,E02001603,0.22232607824809722,0.12284684203498464,0.09947923621311257,0.7776739217519028,0.07143810922686607,0.7062358125250368,7489.0
1538,E02001604,0.17318293613773217,0.09821049953354254,0.07497243660418963,0.8268170638622678,0.06844203205834959,0.7583750318039183,11791.0
1539,E02001605,0.20503932808958805,0.1089188108252233,0.09612051726436475,0.794960671910412,0.07305692574323423,0.7219037461671777,7501.0
1540,E02001606,0.2155397833395592,0.11741999750965011,0.0981197858299091,0.7844602166604407,0.07371435686713983,0.710745859793301,8031.0
1541,E02001607,0.20685407100459177,0.1128905812520999,0.09396348975249189,0.7931459289954083,0.0720125433979169,0.7211333855974913,8929.0
1542,E02001608,0.17532927347401217,0.10239342869281971,0.07293584478119247,0.8246707265259878,0.0730774677807676,0.7515932587452202,7061.0
1543,E02001609,0.1929762743716232,0.11392999765092789,0.07904627672069532,0.8070237256283768,0.07834155508574113,0.7286821705426356,8514.0
1544,E02001610,0.18695802983003815,0.10348017111804833,0.08347785871198983,0.8130419701699618,0.07804370447450572,0.7349982656954561,8649.0
1545,E02001611,0.22491214369386958,0.116751269035533,0.10816087465833658,0.7750878563061304,0.07887543928153065,0.6962124170245998,7683.0
1546,E02001612,0.1968672125311499,0.1201495194019224,0.07671769312922748,0.8031327874688501,0.08205767176931292,0.7210751156995372,5618.0
1547,E02001613,0.21611040422824704,0.11823431535675834,0.0978760888714887,0.783889595771753,0.0718410492316727,0.7120485465400802,10217.0
1548,E02001614,0.20149118021458448,0.1210220040007274,0.08046917621385706,0.7985088197854155,0.08237861429350792,0.7161302054919076,10998.0
1549,E02001615,0.19837489492855143,0.11515830764920146,0.08321658727934995,0.8016251050714486,0.08013449145418886,0.7214906136172597,7138.0
1550,E02001616,0.2407967032967033,0.12142857142857143,0.11936813186813187,0.7592032967032967,0.06662087912087912,0.6925824175824176,7280.0
1551,E02001617,0.21027721433400948,0.10835023664638269,0.10192697768762678,0.7897227856659905,0.05645706558485463,0.7332657200811359,5916.0
1552,E02001618,0.1679443933353777,0.10293366043136053,0.06501073290401717,0.8320556066646223,0.08422774200143106,0.7478278646631913,9783.0
1553,E02001619,0.24444444444444444,0.12281219272369714,0.12163225172074729,0.7555555555555555,0.0640117994100295,0.6915437561455261,10170.0
1554,E02001620,0.24128073184676957,0.12278444825614637,0.11849628359062321,0.7587192681532304,0.05946255002858777,0.6992567181246426,6996.0
1555,E02001621,0.23877146631439894,0.1287978863936592,0.10997357992073976,0.7612285336856011,0.056638044914134746,0.7045904887714664,6056.0
1556,E02001622,0.2409211691762622,0.13086802480070858,0.1100531443755536,0.7590788308237378,0.06576616474756422,0.6933126660761736,9032.0
1557,E02001623,0.24081332680058795,0.11060754532092111,0.13020578147966683,0.759186673199412,0.043606075453209214,0.7155805977462029,8164.0
1558,E02001624,0.20589180503481522,0.11215854311730049,0.09373326191751473,0.7941081949651848,0.060739153722549545,0.7333690412426352,9335.0
1559,E02001625,0.25828065739570166,0.12895069532237674,0.1293299620733249,0.7417193426042984,0.05790139064475348,0.6838179519595449,7910.0
1560,E02001626,0.18491149682075958,0.11290599759408833,0.07200549922667125,0.8150885031792404,0.09073724007561437,0.7243512631036261,5819.0
1561,E02001627,0.19747340425531915,0.12400265957446809,0.07347074468085106,0.8025265957446809,0.08543882978723404,0.7170877659574468,6016.0
1562,E02001628,0.17260989855517983,0.08438364586535506,0.08822625268982477,0.8273901014448202,0.03104826314171534,0.7963418383031048,6506.0
1563,E02001629,0.22246022031823745,0.11046511627906977,0.11199510403916768,0.7775397796817626,0.05094859241126071,0.7265911872705019,6536.0
1564,E02001630,0.18091429806549228,0.08008213552361396,0.10083216254187831,0.8190857019345077,0.039014373716632446,0.7800713282178753,9253.0
1565,E02001631,0.2008722082727633,0.12158054711246201,0.07929166116030131,0.7991277917272367,0.08457777190432139,0.7145500198229153,7567.0
