,GEOGRAPHY_CODE,All other sexual orientations,Bisexual,Gay or Lesbian,Not answered,Straight or Heterosexual,Total: All usual residents aged 16 years and over
3862,E02004028,0.0019075568598679383,0.00719002201027146,0.00880410858400587,0.0582538517975055,0.9238444607483492,6815.0
3863,E02004029,0.0016463615409944023,0.010372077708264735,0.015146526177148501,0.0707935462627593,0.9020414883108331,6074.0
3864,E02004030,0.0009686168151879117,0.007361487795428129,0.012979465323518017,0.07283998450213096,0.905850445563735,5162.0
3865,E02004031,0.0013568521031207597,0.013738127544097693,0.014246947082767978,0.08887381275440977,0.8817842605156038,5896.0
3866,E02004032,0.001533528509689112,0.005994702356057437,0.012825874808308936,0.06914819461870905,0.9104976997072355,7173.0
3867,E02004033,0.0025242460475621096,0.010362694300518135,0.02006111332536203,0.06363757140959214,0.9034143749169656,7527.0
3868,E02004034,0.0010191948360794973,0.005605571598437235,0.009852216748768473,0.06403940886699508,0.9194836079497197,5887.0
3869,E02004035,0.0012574097359439554,0.004850008981498114,0.009340758038440812,0.06484641638225255,0.9197054068618645,5567.0
3870,E02004036,0.0015359168241965973,0.010396975425330813,0.012523629489603024,0.07466918714555766,0.9008742911153119,8464.0
3871,E02004037,0.0016773406526379995,0.010521500457456541,0.011893870082342177,0.05535224153705398,0.9205550472705093,6558.0
3872,E02004038,0.00324625135260473,0.014994589581078991,0.021487092286288454,0.07280878033699181,0.8874632864430361,6469.0
3873,E02004039,0.001076757421935087,0.009075526842024303,0.01338255652976465,0.05829872327334256,0.9181664359329333,6501.0
3874,E02004040,0.0019307504183292573,0.005277384476766637,0.01415883640108122,0.05779379585532243,0.9208392328485004,7769.0
3875,E02004041,0.004079634464751959,0.01060704960835509,0.015828981723237597,0.0662532637075718,0.9032310704960835,6128.0
3876,E02004043,0.0008233163181294253,0.010538448872056645,0.01136176519018607,0.0749217849497777,0.9023546846698501,6073.0
3877,E02004044,0.0013603591348115903,0.006801795674057951,0.006665759760576792,0.05890355053734186,0.9262685348932118,7351.0
3878,E02004045,0.001466992665036675,0.007823960880195598,0.011858190709046455,0.06161369193154034,0.917237163814181,8180.0
3879,E02004046,0.0028896166441918707,0.009246773261413986,0.013292236563282605,0.06280100173376998,0.9117703717973416,5191.0
3880,E02004047,0.001216298398540442,0.009527670788566795,0.021285221974457733,0.06608554632069734,0.9018852625177377,4933.0
3881,E02004048,0.0010595090941197245,0.013950203072576373,0.01642239095885573,0.06463005474130319,0.903937842133145,5663.0
3882,E02004049,0.0017870439314966492,0.007297096053611318,0.011466865227103499,0.06924795234549516,0.9102010424422934,6715.0
3883,E02004050,0.0016015374759769379,0.007687379884689302,0.013773222293401666,0.0746316463805253,0.9023062139654068,6244.0
3884,E02004051,0.003229813664596273,0.009440993788819876,0.017267080745341615,0.06770186335403727,0.902360248447205,8050.0
3885,E02004052,0.002361111111111111,0.0077777777777777776,0.017777777777777778,0.050138888888888886,0.9219444444444445,7200.0
3886,E02004053,0.0018773466833541927,0.01032540675844806,0.011420525657071339,0.07384230287859825,0.9025344180225282,6392.0
3887,E02004054,0.0018146467919637071,0.006999351911860013,0.01373946856772521,0.05482825664290344,0.9226182760855476,7715.0
3888,E02004055,0.002416709822199206,0.0112204384602106,0.013119281891938547,0.06542378732953565,0.9078197824961161,5793.0
3889,E02004056,0.0027065753860850182,0.010826301544340073,0.01608024199968158,0.06034071007801305,0.9100461709918802,6281.0
3890,E02004057,0.0023794416243654824,0.014593908629441625,0.017449238578680203,0.06218274111675127,0.9033946700507615,6304.0
3891,E02004058,0.0019880715705765406,0.011469643676403119,0.014987001070500076,0.06621807615843402,0.9053372075240863,6539.0
3892,E02004059,0.0012980691221807562,0.009411001135810481,0.014278760343988317,0.0623073178646763,0.9127048515333441,6163.0
3893,E02004060,0.0009813542688910696,0.007196597971867844,0.011285574092247301,0.06329735034347399,0.9172391233235198,6114.0
3894,E02004061,0.002250442051117184,0.012216685420350426,0.016396077800996625,0.0739430959652789,0.8951936987622569,6221.0
3895,E02004062,0.0018552875695732839,0.010667903525046383,0.012213976499690785,0.06679035250463822,0.9084724799010513,6468.0
3896,E02004063,0.0019786910197869103,0.00928462709284627,0.0106544901065449,0.06666666666666667,0.9114155251141552,6570.0
3897,E02004064,0.003292806484295846,0.02077001013171226,0.02735562310030395,0.07408814589665653,0.8744934143870314,7896.0
3898,E02004065,0.001156570767673847,0.0054937111464507735,0.011276564984820008,0.05912968049732543,0.9229434726037299,6917.0
3899,E02004066,0.0027120058412433506,0.013247105455304057,0.01262125795347867,0.059872744341295504,0.9115468864086784,9587.0
3900,E02004067,0.0025252525252525255,0.014763014763014764,0.012626262626262626,0.06818181818181818,0.9019036519036518,5148.0
