,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_ACCTYPE_9_NAME,OBS_VALUE
27,2021,E02006478,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",10
28,2021,E02006478,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,1
29,2021,E02006479,2021 super output areas - middle layer,152,Total,4120
30,2021,E02006479,2021 super output areas - middle layer,152,Detached,255
31,2021,E02006479,2021 super output areas - middle layer,152,Semi-detached,886
32,2021,E02006479,2021 super output areas - middle layer,152,Terraced,1667
33,2021,E02006479,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,1042
34,2021,E02006479,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",171
35,2021,E02006479,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",31
36,2021,E02006479,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",68
37,2021,E02006479,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,0
38,2021,E02006480,2021 super output areas - middle layer,152,Total,3217
39,2021,E02006480,2021 super output areas - middle layer,152,Detached,454
40,2021,E02006480,2021 super output areas - middle layer,152,Semi-detached,1266
41,2021,E02006480,2021 super output areas - middle layer,152,Terraced,1064
42,2021,E02006480,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,370
43,2021,E02006480,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",43
44,2021,E02006480,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",0
45,2021,E02006480,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",19
46,2021,E02006480,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,1
47,2021,E02006481,2021 super output areas - middle layer,152,Total,3037
48,2021,E02006481,2021 super output areas - middle layer,152,Detached,480
49,2021,E02006481,2021 super output areas - middle layer,152,Semi-detached,893
50,2021,E02006481,2021 super output areas - middle layer,152,Terraced,1300
51,2021,E02006481,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,292
52,2021,E02006481,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",40
53,2021,E02006481,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",9
54,2021,E02006481,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",23
55,2021,E02006481,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,0
56,2021,E02006482,2021 super output areas - middle layer,152,Total,3030
57,2021,E02006482,2021 super output areas - middle layer,152,Detached,795
58,2021,E02006482,2021 super output areas - middle layer,152,Semi-detached,1066
59,2021,E02006482,2021 super output areas - middle layer,152,Terraced,787
60,2021,E02006482,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,326
61,2021,E02006482,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",38
62,2021,E02006482,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",6
63,2021,E02006482,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",12
64,2021,E02006482,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,0
65,2021,E02006483,2021 super output areas - middle layer,152,Total,3197
66,2021,E02006483,2021 super output areas - middle layer,152,Detached,180
67,2021,E02006483,2021 super output areas - middle layer,152,Semi-detached,1052
68,2021,E02006483,2021 super output areas - middle layer,152,Terraced,1262
69,2021,E02006483,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,594
70,2021,E02006483,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",41
71,2021,E02006483,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",18
72,2021,E02006483,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",13
73,2021,E02006483,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,37
74,2021,E02006484,2021 super output areas - middle layer,152,Total,3384
75,2021,E02006484,2021 super output areas - middle layer,152,Detached,788
76,2021,E02006484,2021 super output areas - middle layer,152,Semi-detached,1038
77,2021,E02006484,2021 super output areas - middle layer,152,Terraced,1068
78,2021,E02006484,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,416
79,2021,E02006484,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",34
80,2021,E02006484,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",12
81,2021,E02006484,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",27
82,2021,E02006484,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,1
83,2021,E02006485,2021 super output areas - middle layer,152,Total,2810
84,2021,E02006485,2021 super output areas - middle layer,152,Detached,1963
85,2021,E02006485,2021 super output areas - middle layer,152,Semi-detached,673
86,2021,E02006485,2021 super output areas - middle layer,152,Terraced,132
87,2021,E02006485,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,25
88,2021,E02006485,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",8
89,2021,E02006485,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",0
90,2021,E02006485,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",8
91,2021,E02006485,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,1
92,2021,E02006486,2021 super output areas - middle layer,152,Total,3074
93,2021,E02006486,2021 super output areas - middle layer,152,Detached,892
94,2021,E02006486,2021 super output areas - middle layer,152,Semi-detached,1087
95,2021,E02006486,2021 super output areas - middle layer,152,Terraced,664
96,2021,E02006486,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,387
97,2021,E02006486,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",26
98,2021,E02006486,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",4
99,2021,E02006486,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",13
100,2021,E02006486,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,1
101,2021,E02006487,2021 super output areas - middle layer,152,Total,3056
102,2021,E02006487,2021 super output areas - middle layer,152,Detached,270
103,2021,E02006487,2021 super output areas - middle layer,152,Semi-detached,1642
104,2021,E02006487,2021 super output areas - middle layer,152,Terraced,568
105,2021,E02006487,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,489
106,2021,E02006487,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",30
107,2021,E02006487,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",15
108,2021,E02006487,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",38
109,2021,E02006487,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,4
110,2021,E02006488,2021 super output areas - middle layer,152,Total,2801
111,2021,E02006488,2021 super output areas - middle layer,152,Detached,734
112,2021,E02006488,2021 super output areas - middle layer,152,Semi-detached,1476
113,2021,E02006488,2021 super output areas - middle layer,152,Terraced,282
114,2021,E02006488,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,190
115,2021,E02006488,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",9
116,2021,E02006488,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",5
117,2021,E02006488,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",20
118,2021,E02006488,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,85
119,2021,E02006489,2021 super output areas - middle layer,152,Total,3368
120,2021,E02006489,2021 super output areas - middle layer,152,Detached,612
121,2021,E02006489,2021 super output areas - middle layer,152,Semi-detached,1254
122,2021,E02006489,2021 super output areas - middle layer,152,Terraced,1134
123,2021,E02006489,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,323
124,2021,E02006489,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",10
125,2021,E02006489,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",9
126,2021,E02006489,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",15
127,2021,E02006489,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,11
128,2021,E02006490,2021 super output areas - middle layer,152,Total,3113
129,2021,E02006490,2021 super output areas - middle layer,152,Detached,682
130,2021,E02006490,2021 super output areas - middle layer,152,Semi-detached,1688
131,2021,E02006490,2021 super output areas - middle layer,152,Terraced,592
132,2021,E02006490,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,105
133,2021,E02006490,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",22
134,2021,E02006490,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",6
135,2021,E02006490,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",18
136,2021,E02006490,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,0
137,2021,E02006806,2021 super output areas - middle layer,152,Total,3492
138,2021,E02006806,2021 super output areas - middle layer,152,Detached,614
139,2021,E02006806,2021 super output areas - middle layer,152,Semi-detached,1952
140,2021,E02006806,2021 super output areas - middle layer,152,Terraced,519
141,2021,E02006806,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,318
142,2021,E02006806,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",27
143,2021,E02006806,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",1
144,2021,E02006806,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",16
145,2021,E02006806,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,45
146,2021,E02006493,2021 super output areas - middle layer,152,Total,4368
147,2021,E02006493,2021 super output areas - middle layer,152,Detached,1587
148,2021,E02006493,2021 super output areas - middle layer,152,Semi-detached,1169
149,2021,E02006493,2021 super output areas - middle layer,152,Terraced,1120
150,2021,E02006493,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,455
151,2021,E02006493,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",26
152,2021,E02006493,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",2
153,2021,E02006493,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",5
154,2021,E02006493,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,4
155,2021,E02006494,2021 super output areas - middle layer,152,Total,3280
156,2021,E02006494,2021 super output areas - middle layer,152,Detached,204
157,2021,E02006494,2021 super output areas - middle layer,152,Semi-detached,744
158,2021,E02006494,2021 super output areas - middle layer,152,Terraced,1133
159,2021,E02006494,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,966
160,2021,E02006494,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",113
161,2021,E02006494,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",50
162,2021,E02006494,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",66
163,2021,E02006494,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,4
164,2021,E02006495,2021 super output areas - middle layer,152,Total,3326
165,2021,E02006495,2021 super output areas - middle layer,152,Detached,1099
166,2021,E02006495,2021 super output areas - middle layer,152,Semi-detached,1212
167,2021,E02006495,2021 super output areas - middle layer,152,Terraced,730
168,2021,E02006495,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,199
169,2021,E02006495,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",11
170,2021,E02006495,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",18
171,2021,E02006495,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",26
172,2021,E02006495,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,31
173,2021,E02006496,2021 super output areas - middle layer,152,Total,2968
174,2021,E02006496,2021 super output areas - middle layer,152,Detached,211
175,2021,E02006496,2021 super output areas - middle layer,152,Semi-detached,516
176,2021,E02006496,2021 super output areas - middle layer,152,Terraced,1664
177,2021,E02006496,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,382
178,2021,E02006496,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",128
179,2021,E02006496,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",42
180,2021,E02006496,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",23
181,2021,E02006496,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,2
182,2021,E02006497,2021 super output areas - middle layer,152,Total,3459
183,2021,E02006497,2021 super output areas - middle layer,152,Detached,302
184,2021,E02006497,2021 super output areas - middle layer,152,Semi-detached,1012
185,2021,E02006497,2021 super output areas - middle layer,152,Terraced,1430
186,2021,E02006497,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,564
187,2021,E02006497,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",108
188,2021,E02006497,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",27
189,2021,E02006497,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",16
190,2021,E02006497,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,0
191,2021,E02006498,2021 super output areas - middle layer,152,Total,5344
192,2021,E02006498,2021 super output areas - middle layer,152,Detached,2112
193,2021,E02006498,2021 super output areas - middle layer,152,Semi-detached,1842
194,2021,E02006498,2021 super output areas - middle layer,152,Terraced,1035
195,2021,E02006498,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,305
196,2021,E02006498,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",27
197,2021,E02006498,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",2
198,2021,E02006498,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",13
199,2021,E02006498,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,8
200,2021,E02006499,2021 super output areas - middle layer,152,Total,2601
201,2021,E02006499,2021 super output areas - middle layer,152,Detached,604
202,2021,E02006499,2021 super output areas - middle layer,152,Semi-detached,1653
203,2021,E02006499,2021 super output areas - middle layer,152,Terraced,196
204,2021,E02006499,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,130
205,2021,E02006499,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",4
206,2021,E02006499,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",1
207,2021,E02006499,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",10
208,2021,E02006499,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,3
209,2021,E02006500,2021 super output areas - middle layer,152,Total,2448
210,2021,E02006500,2021 super output areas - middle layer,152,Detached,767
211,2021,E02006500,2021 super output areas - middle layer,152,Semi-detached,675
212,2021,E02006500,2021 super output areas - middle layer,152,Terraced,410
213,2021,E02006500,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,446
214,2021,E02006500,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",77
215,2021,E02006500,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",30
216,2021,E02006500,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",39
217,2021,E02006500,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,4
218,2021,E02006501,2021 super output areas - middle layer,152,Total,4203
219,2021,E02006501,2021 super output areas - middle layer,152,Detached,1065
220,2021,E02006501,2021 super output areas - middle layer,152,Semi-detached,2036
221,2021,E02006501,2021 super output areas - middle layer,152,Terraced,653
222,2021,E02006501,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,395
223,2021,E02006501,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",20
224,2021,E02006501,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",9
225,2021,E02006501,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",22
226,2021,E02006501,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,3
227,2021,E02006502,2021 super output areas - middle layer,152,Total,4718
228,2021,E02006502,2021 super output areas - middle layer,152,Detached,1378
229,2021,E02006502,2021 super output areas - middle layer,152,Semi-detached,2475
230,2021,E02006502,2021 super output areas - middle layer,152,Terraced,420
231,2021,E02006502,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,388
232,2021,E02006502,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",24
233,2021,E02006502,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",6
234,2021,E02006502,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",25
235,2021,E02006502,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,2
236,2021,E02006503,2021 super output areas - middle layer,152,Total,4225
237,2021,E02006503,2021 super output areas - middle layer,152,Detached,2170
238,2021,E02006503,2021 super output areas - middle layer,152,Semi-detached,912
239,2021,E02006503,2021 super output areas - middle layer,152,Terraced,735
240,2021,E02006503,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,252
241,2021,E02006503,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",28
242,2021,E02006503,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",30
243,2021,E02006503,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",19
244,2021,E02006503,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,79
245,2021,E02007048,2021 super output areas - middle layer,152,Total,3028
246,2021,E02007048,2021 super output areas - middle layer,152,Detached,1481
247,2021,E02007048,2021 super output areas - middle layer,152,Semi-detached,867
248,2021,E02007048,2021 super output areas - middle layer,152,Terraced,568
249,2021,E02007048,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,61
250,2021,E02007048,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",11
251,2021,E02007048,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",10
252,2021,E02007048,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",11
253,2021,E02007048,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,19
254,2021,E02007049,2021 super output areas - middle layer,152,Total,3049
255,2021,E02007049,2021 super output areas - middle layer,152,Detached,1373
256,2021,E02007049,2021 super output areas - middle layer,152,Semi-detached,825
257,2021,E02007049,2021 super output areas - middle layer,152,Terraced,522
258,2021,E02007049,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,293
259,2021,E02007049,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",3
260,2021,E02007049,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",7
261,2021,E02007049,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",9
262,2021,E02007049,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,17
263,2021,E02006504,2021 super output areas - middle layer,152,Total,2380
264,2021,E02006504,2021 super output areas - middle layer,152,Detached,1554
265,2021,E02006504,2021 super output areas - middle layer,152,Semi-detached,526
266,2021,E02006504,2021 super output areas - middle layer,152,Terraced,147
267,2021,E02006504,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,32
268,2021,E02006504,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",15
269,2021,E02006504,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",21
270,2021,E02006504,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",9
271,2021,E02006504,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,76
272,2021,E02006505,2021 super output areas - middle layer,152,Total,3233
273,2021,E02006505,2021 super output areas - middle layer,152,Detached,1152
274,2021,E02006505,2021 super output areas - middle layer,152,Semi-detached,877
275,2021,E02006505,2021 super output areas - middle layer,152,Terraced,540
276,2021,E02006505,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,344
277,2021,E02006505,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",31
278,2021,E02006505,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",28
279,2021,E02006505,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",19
280,2021,E02006505,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,242
281,2021,E02006506,2021 super output areas - middle layer,152,Total,2642
282,2021,E02006506,2021 super output areas - middle layer,152,Detached,605
283,2021,E02006506,2021 super output areas - middle layer,152,Semi-detached,1160
284,2021,E02006506,2021 super output areas - middle layer,152,Terraced,522
285,2021,E02006506,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,276
286,2021,E02006506,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",25
287,2021,E02006506,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",8
288,2021,E02006506,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",41
289,2021,E02006506,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,5
290,2021,E02006507,2021 super output areas - middle layer,152,Total,4806
291,2021,E02006507,2021 super output areas - middle layer,152,Detached,1523
292,2021,E02006507,2021 super output areas - middle layer,152,Semi-detached,1792
293,2021,E02006507,2021 super output areas - middle layer,152,Terraced,841
294,2021,E02006507,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,534
295,2021,E02006507,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",26
296,2021,E02006507,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",20
297,2021,E02006507,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",23
298,2021,E02006507,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,47
299,2021,E02006508,2021 super output areas - middle layer,152,Total,4677
300,2021,E02006508,2021 super output areas - middle layer,152,Detached,2135
301,2021,E02006508,2021 super output areas - middle layer,152,Semi-detached,1656
302,2021,E02006508,2021 super output areas - middle layer,152,Terraced,658
303,2021,E02006508,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,140
304,2021,E02006508,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",25
305,2021,E02006508,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",26
306,2021,E02006508,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",22
307,2021,E02006508,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,15
308,2021,E02006509,2021 super output areas - middle layer,152,Total,2805
309,2021,E02006509,2021 super output areas - middle layer,152,Detached,523
310,2021,E02006509,2021 super output areas - middle layer,152,Semi-detached,1053
311,2021,E02006509,2021 super output areas - middle layer,152,Terraced,789
312,2021,E02006509,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,322
313,2021,E02006509,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",36
314,2021,E02006509,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",28
315,2021,E02006509,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",50
316,2021,E02006509,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,4
317,2021,E02006510,2021 super output areas - middle layer,152,Total,2971
318,2021,E02006510,2021 super output areas - middle layer,152,Detached,1406
319,2021,E02006510,2021 super output areas - middle layer,152,Semi-detached,878
320,2021,E02006510,2021 super output areas - middle layer,152,Terraced,335
321,2021,E02006510,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,90
322,2021,E02006510,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",23
323,2021,E02006510,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",21
324,2021,E02006510,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",6
325,2021,E02006510,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,212
326,2021,E02006511,2021 super output areas - middle layer,152,Total,4548
327,2021,E02006511,2021 super output areas - middle layer,152,Detached,2041
328,2021,E02006511,2021 super output areas - middle layer,152,Semi-detached,1468
329,2021,E02006511,2021 super output areas - middle layer,152,Terraced,774
330,2021,E02006511,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,178
331,2021,E02006511,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",35
332,2021,E02006511,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",31
333,2021,E02006511,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",14
334,2021,E02006511,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,7
335,2021,E02006512,2021 super output areas - middle layer,152,Total,5707
336,2021,E02006512,2021 super output areas - middle layer,152,Detached,1250
337,2021,E02006512,2021 super output areas - middle layer,152,Semi-detached,1555
338,2021,E02006512,2021 super output areas - middle layer,152,Terraced,1202
339,2021,E02006512,2021 super output areas - middle layer,152,In a purpose-built block of flats or tenement,1457
340,2021,E02006512,2021 super output areas - middle layer,152,"Part of a converted or shared house, including bedsits",148
341,2021,E02006512,2021 super output areas - middle layer,152,"Part of another converted building, for example, former school, church or warehouse",46
342,2021,E02006512,2021 super output areas - middle layer,152,"In a commercial building, for example, in an office building, hotel or over a shop",38
343,2021,E02006512,2021 super output areas - middle layer,152,A caravan or other mobile or temporary structure,11
