,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_AGE_SEX_20_NAME,OBS_VALUE
0,2021,E02002163,2021 super output areas - middle layer,152,Staff or owner,0
1,2021,E02002163,2021 super output areas - middle layer,152,Family member or partner of staff or owner,2
2,2021,E02002163,2021 super output areas - middle layer,152,Staying temporarily (no usual UK address),0
3,2021,E02002164,2021 super output areas - middle layer,152,Total: All usual residents in communal establishments,618
4,2021,E02002164,2021 super output areas - middle layer,152,Resident,589
5,2021,E02002164,2021 super output areas - middle layer,152,Resident:Male,251
6,2021,E02002164,2021 super output areas - middle layer,152,Resident: Male: Aged 0 to 15 years,0
7,2021,E02002164,2021 super output areas - middle layer,152,Resident: Male: Aged 16 to 24 years,222
8,2021,E02002164,2021 super output areas - middle layer,152,Resident: Male: Aged 25 to 34 years,25
9,2021,E02002164,2021 super output areas - middle layer,152,Resident: Male: Aged 35 to 49 years,4
10,2021,E02002164,2021 super output areas - middle layer,152,Resident: Male: Aged 50 to 64 years,0
11,2021,E02002164,2021 super output areas - middle layer,152,Resident: Male: Aged 65 to 74 years,0
12,2021,E02002164,2021 super output areas - middle layer,152,Resident: Male: Aged 75 to 84 years,0
13,2021,E02002164,2021 super output areas - middle layer,152,Resident: Male: Aged 85 years and over,0
14,2021,E02002164,2021 super output areas - middle layer,152,Resident:Female,338
15,2021,E02002164,2021 super output areas - middle layer,152,Resident: Female: Aged 0 to 15 years,0
16,2021,E02002164,2021 super output areas - middle layer,152,Resident: Female: Aged 16 to 24 years,286
17,2021,E02002164,2021 super output areas - middle layer,152,Resident: Female: Aged 25 to 34 years,41
18,2021,E02002164,2021 super output areas - middle layer,152,Resident: Female: Aged 35 to 49 years,11
19,2021,E02002164,2021 super output areas - middle layer,152,Resident: Female: Aged 50 to 64 years,0
20,2021,E02002164,2021 super output areas - middle layer,152,Resident: Female: Aged 65 to 74 years,0
21,2021,E02002164,2021 super output areas - middle layer,152,Resident: Female: Aged 75 to 84 years,0
22,2021,E02002164,2021 super output areas - middle layer,152,Resident: Female: Aged 85 years and over,0
23,2021,E02002164,2021 super output areas - middle layer,152,Staff or owner,0
24,2021,E02002164,2021 super output areas - middle layer,152,Family member or partner of staff or owner,0
25,2021,E02002164,2021 super output areas - middle layer,152,Staying temporarily (no usual UK address),29
26,2021,E02002165,2021 super output areas - middle layer,152,Total: All usual residents in communal establishments,156
27,2021,E02002165,2021 super output areas - middle layer,152,Resident,155
28,2021,E02002165,2021 super output areas - middle layer,152,Resident:Male,69
29,2021,E02002165,2021 super output areas - middle layer,152,Resident: Male: Aged 0 to 15 years,0
30,2021,E02002165,2021 super output areas - middle layer,152,Resident: Male: Aged 16 to 24 years,1
31,2021,E02002165,2021 super output areas - middle layer,152,Resident: Male: Aged 25 to 34 years,15
32,2021,E02002165,2021 super output areas - middle layer,152,Resident: Male: Aged 35 to 49 years,22
33,2021,E02002165,2021 super output areas - middle layer,152,Resident: Male: Aged 50 to 64 years,9
34,2021,E02002165,2021 super output areas - middle layer,152,Resident: Male: Aged 65 to 74 years,4
35,2021,E02002165,2021 super output areas - middle layer,152,Resident: Male: Aged 75 to 84 years,9
36,2021,E02002165,2021 super output areas - middle layer,152,Resident: Male: Aged 85 years and over,9
37,2021,E02002165,2021 super output areas - middle layer,152,Resident:Female,86
38,2021,E02002165,2021 super output areas - middle layer,152,Resident: Female: Aged 0 to 15 years,0
39,2021,E02002165,2021 super output areas - middle layer,152,Resident: Female: Aged 16 to 24 years,2
