,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_WLANG_9_NAME,OBS_VALUE
1168,2021,W02000139,2021 super output areas - middle layer,152,Can speak and other combinations of skills in Welsh,7
1169,2021,W02000139,2021 super output areas - middle layer,152,No skills in Welsh,6333
1170,2021,W02000140,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7054
1171,2021,W02000140,2021 super output areas - middle layer,152,Can understand spoken Welsh only,278
1172,2021,W02000140,2021 super output areas - middle layer,152,"Can speak, read and write Welsh",429
1173,2021,W02000140,2021 super output areas - middle layer,152,Can speak but cannot read or write Welsh,93
1174,2021,W02000140,2021 super output areas - middle layer,152,Can speak and read but cannot write Welsh,47
1175,2021,W02000140,2021 super output areas - middle layer,152,Can read but cannot speak or write Welsh,72
1176,2021,W02000140,2021 super output areas - middle layer,152,Can write but cannot speak or read Welsh,5
1177,2021,W02000140,2021 super output areas - middle layer,152,Can read and write but cannot speak Welsh,24
1178,2021,W02000140,2021 super output areas - middle layer,152,Can speak and other combinations of skills in Welsh,8
1179,2021,W02000140,2021 super output areas - middle layer,152,No skills in Welsh,6098
1180,2021,W02000141,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5684
1181,2021,W02000141,2021 super output areas - middle layer,152,Can understand spoken Welsh only,251
1182,2021,W02000141,2021 super output areas - middle layer,152,"Can speak, read and write Welsh",531
1183,2021,W02000141,2021 super output areas - middle layer,152,Can speak but cannot read or write Welsh,95
1184,2021,W02000141,2021 super output areas - middle layer,152,Can speak and read but cannot write Welsh,46
1185,2021,W02000141,2021 super output areas - middle layer,152,Can read but cannot speak or write Welsh,64
1186,2021,W02000141,2021 super output areas - middle layer,152,Can write but cannot speak or read Welsh,6
1187,2021,W02000141,2021 super output areas - middle layer,152,Can read and write but cannot speak Welsh,28
1188,2021,W02000141,2021 super output areas - middle layer,152,Can speak and other combinations of skills in Welsh,5
1189,2021,W02000141,2021 super output areas - middle layer,152,No skills in Welsh,4658
1190,2021,W02000142,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5401
1191,2021,W02000142,2021 super output areas - middle layer,152,Can understand spoken Welsh only,413
1192,2021,W02000142,2021 super output areas - middle layer,152,"Can speak, read and write Welsh",2322
1193,2021,W02000142,2021 super output areas - middle layer,152,Can speak but cannot read or write Welsh,325
1194,2021,W02000142,2021 super output areas - middle layer,152,Can speak and read but cannot write Welsh,143
1195,2021,W02000142,2021 super output areas - middle layer,152,Can read but cannot speak or write Welsh,63
1196,2021,W02000142,2021 super output areas - middle layer,152,Can write but cannot speak or read Welsh,22
1197,2021,W02000142,2021 super output areas - middle layer,152,Can read and write but cannot speak Welsh,61
1198,2021,W02000142,2021 super output areas - middle layer,152,Can speak and other combinations of skills in Welsh,47
1199,2021,W02000142,2021 super output areas - middle layer,152,No skills in Welsh,2005
1200,2021,W02000143,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5463
1201,2021,W02000143,2021 super output areas - middle layer,152,Can understand spoken Welsh only,514
1202,2021,W02000143,2021 super output areas - middle layer,152,"Can speak, read and write Welsh",1759
1203,2021,W02000143,2021 super output areas - middle layer,152,Can speak but cannot read or write Welsh,285
1204,2021,W02000143,2021 super output areas - middle layer,152,Can speak and read but cannot write Welsh,137
1205,2021,W02000143,2021 super output areas - middle layer,152,Can read but cannot speak or write Welsh,104
1206,2021,W02000143,2021 super output areas - middle layer,152,Can write but cannot speak or read Welsh,4
1207,2021,W02000143,2021 super output areas - middle layer,152,Can read and write but cannot speak Welsh,28
1208,2021,W02000143,2021 super output areas - middle layer,152,Can speak and other combinations of skills in Welsh,13
1209,2021,W02000143,2021 super output areas - middle layer,152,No skills in Welsh,2619
1210,2021,W02000144,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7451
1211,2021,W02000144,2021 super output areas - middle layer,152,Can understand spoken Welsh only,527
1212,2021,W02000144,2021 super output areas - middle layer,152,"Can speak, read and write Welsh",2866
1213,2021,W02000144,2021 super output areas - middle layer,152,Can speak but cannot read or write Welsh,343
1214,2021,W02000144,2021 super output areas - middle layer,152,Can speak and read but cannot write Welsh,207
1215,2021,W02000144,2021 super output areas - middle layer,152,Can read but cannot speak or write Welsh,101
1216,2021,W02000144,2021 super output areas - middle layer,152,Can write but cannot speak or read Welsh,16
1217,2021,W02000144,2021 super output areas - middle layer,152,Can read and write but cannot speak Welsh,35
1218,2021,W02000144,2021 super output areas - middle layer,152,Can speak and other combinations of skills in Welsh,41
1219,2021,W02000144,2021 super output areas - middle layer,152,No skills in Welsh,3315
1220,2021,W02000145,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6951
1221,2021,W02000145,2021 super output areas - middle layer,152,Can understand spoken Welsh only,687
1222,2021,W02000145,2021 super output areas - middle layer,152,"Can speak, read and write Welsh",2563
1223,2021,W02000145,2021 super output areas - middle layer,152,Can speak but cannot read or write Welsh,382
1224,2021,W02000145,2021 super output areas - middle layer,152,Can speak and read but cannot write Welsh,203
1225,2021,W02000145,2021 super output areas - middle layer,152,Can read but cannot speak or write Welsh,107
1226,2021,W02000145,2021 super output areas - middle layer,152,Can write but cannot speak or read Welsh,15
1227,2021,W02000145,2021 super output areas - middle layer,152,Can read and write but cannot speak Welsh,36
1228,2021,W02000145,2021 super output areas - middle layer,152,Can speak and other combinations of skills in Welsh,27
1229,2021,W02000145,2021 super output areas - middle layer,152,No skills in Welsh,2931
1230,2021,W02000146,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6396
1231,2021,W02000146,2021 super output areas - middle layer,152,Can understand spoken Welsh only,549
1232,2021,W02000146,2021 super output areas - middle layer,152,"Can speak, read and write Welsh",2700
1233,2021,W02000146,2021 super output areas - middle layer,152,Can speak but cannot read or write Welsh,304
1234,2021,W02000146,2021 super output areas - middle layer,152,Can speak and read but cannot write Welsh,179
1235,2021,W02000146,2021 super output areas - middle layer,152,Can read but cannot speak or write Welsh,102
1236,2021,W02000146,2021 super output areas - middle layer,152,Can write but cannot speak or read Welsh,12
1237,2021,W02000146,2021 super output areas - middle layer,152,Can read and write but cannot speak Welsh,33
1238,2021,W02000146,2021 super output areas - middle layer,152,Can speak and other combinations of skills in Welsh,21
1239,2021,W02000146,2021 super output areas - middle layer,152,No skills in Welsh,2496
1240,2021,W02000147,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8230
1241,2021,W02000147,2021 super output areas - middle layer,152,Can understand spoken Welsh only,929
1242,2021,W02000147,2021 super output areas - middle layer,152,"Can speak, read and write Welsh",2637
1243,2021,W02000147,2021 super output areas - middle layer,152,Can speak but cannot read or write Welsh,386
1244,2021,W02000147,2021 super output areas - middle layer,152,Can speak and read but cannot write Welsh,205
1245,2021,W02000147,2021 super output areas - middle layer,152,Can read but cannot speak or write Welsh,142
1246,2021,W02000147,2021 super output areas - middle layer,152,Can write but cannot speak or read Welsh,9
1247,2021,W02000147,2021 super output areas - middle layer,152,Can read and write but cannot speak Welsh,61
1248,2021,W02000147,2021 super output areas - middle layer,152,Can speak and other combinations of skills in Welsh,33
1249,2021,W02000147,2021 super output areas - middle layer,152,No skills in Welsh,3828
1250,2021,W02000148,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5080
1251,2021,W02000148,2021 super output areas - middle layer,152,Can understand spoken Welsh only,612
1252,2021,W02000148,2021 super output areas - middle layer,152,"Can speak, read and write Welsh",1312
1253,2021,W02000148,2021 super output areas - middle layer,152,Can speak but cannot read or write Welsh,257
1254,2021,W02000148,2021 super output areas - middle layer,152,Can speak and read but cannot write Welsh,144
1255,2021,W02000148,2021 super output areas - middle layer,152,Can read but cannot speak or write Welsh,97
1256,2021,W02000148,2021 super output areas - middle layer,152,Can write but cannot speak or read Welsh,17
1257,2021,W02000148,2021 super output areas - middle layer,152,Can read and write but cannot speak Welsh,45
1258,2021,W02000148,2021 super output areas - middle layer,152,Can speak and other combinations of skills in Welsh,26
1259,2021,W02000148,2021 super output areas - middle layer,152,No skills in Welsh,2570
1260,2021,W02000149,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6275
1261,2021,W02000149,2021 super output areas - middle layer,152,Can understand spoken Welsh only,773
1262,2021,W02000149,2021 super output areas - middle layer,152,"Can speak, read and write Welsh",1892
1263,2021,W02000149,2021 super output areas - middle layer,152,Can speak but cannot read or write Welsh,379
1264,2021,W02000149,2021 super output areas - middle layer,152,Can speak and read but cannot write Welsh,194
1265,2021,W02000149,2021 super output areas - middle layer,152,Can read but cannot speak or write Welsh,91
1266,2021,W02000149,2021 super output areas - middle layer,152,Can write but cannot speak or read Welsh,10
1267,2021,W02000149,2021 super output areas - middle layer,152,Can read and write but cannot speak Welsh,43
1268,2021,W02000149,2021 super output areas - middle layer,152,Can speak and other combinations of skills in Welsh,31
1269,2021,W02000149,2021 super output areas - middle layer,152,No skills in Welsh,2862
1270,2021,W02000151,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7169
1271,2021,W02000151,2021 super output areas - middle layer,152,Can understand spoken Welsh only,671
1272,2021,W02000151,2021 super output areas - middle layer,152,"Can speak, read and write Welsh",2897
1273,2021,W02000151,2021 super output areas - middle layer,152,Can speak but cannot read or write Welsh,615
1274,2021,W02000151,2021 super output areas - middle layer,152,Can speak and read but cannot write Welsh,267
1275,2021,W02000151,2021 super output areas - middle layer,152,Can read but cannot speak or write Welsh,69
1276,2021,W02000151,2021 super output areas - middle layer,152,Can write but cannot speak or read Welsh,25
1277,2021,W02000151,2021 super output areas - middle layer,152,Can read and write but cannot speak Welsh,44
1278,2021,W02000151,2021 super output areas - middle layer,152,Can speak and other combinations of skills in Welsh,37
1279,2021,W02000151,2021 super output areas - middle layer,152,No skills in Welsh,2544
1280,2021,W02000152,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8419
1281,2021,W02000152,2021 super output areas - middle layer,152,Can understand spoken Welsh only,1069
1282,2021,W02000152,2021 super output areas - middle layer,152,"Can speak, read and write Welsh",3073
1283,2021,W02000152,2021 super output areas - middle layer,152,Can speak but cannot read or write Welsh,668
1284,2021,W02000152,2021 super output areas - middle layer,152,Can speak and read but cannot write Welsh,372
1285,2021,W02000152,2021 super output areas - middle layer,152,Can read but cannot speak or write Welsh,128
1286,2021,W02000152,2021 super output areas - middle layer,152,Can write but cannot speak or read Welsh,17
1287,2021,W02000152,2021 super output areas - middle layer,152,Can read and write but cannot speak Welsh,59
1288,2021,W02000152,2021 super output areas - middle layer,152,Can speak and other combinations of skills in Welsh,52
1289,2021,W02000152,2021 super output areas - middle layer,152,No skills in Welsh,2981
1290,2021,W02000153,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8457
1291,2021,W02000153,2021 super output areas - middle layer,152,Can understand spoken Welsh only,773
1292,2021,W02000153,2021 super output areas - middle layer,152,"Can speak, read and write Welsh",3371
1293,2021,W02000153,2021 super output areas - middle layer,152,Can speak but cannot read or write Welsh,492
1294,2021,W02000153,2021 super output areas - middle layer,152,Can speak and read but cannot write Welsh,280
1295,2021,W02000153,2021 super output areas - middle layer,152,Can read but cannot speak or write Welsh,121
1296,2021,W02000153,2021 super output areas - middle layer,152,Can write but cannot speak or read Welsh,15
1297,2021,W02000153,2021 super output areas - middle layer,152,Can read and write but cannot speak Welsh,63
1298,2021,W02000153,2021 super output areas - middle layer,152,Can speak and other combinations of skills in Welsh,41
1299,2021,W02000153,2021 super output areas - middle layer,152,No skills in Welsh,3301
1300,2021,W02000154,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7609
1301,2021,W02000154,2021 super output areas - middle layer,152,Can understand spoken Welsh only,985
1302,2021,W02000154,2021 super output areas - middle layer,152,"Can speak, read and write Welsh",2667
1303,2021,W02000154,2021 super output areas - middle layer,152,Can speak but cannot read or write Welsh,669
1304,2021,W02000154,2021 super output areas - middle layer,152,Can speak and read but cannot write Welsh,298
1305,2021,W02000154,2021 super output areas - middle layer,152,Can read but cannot speak or write Welsh,133
1306,2021,W02000154,2021 super output areas - middle layer,152,Can write but cannot speak or read Welsh,12
1307,2021,W02000154,2021 super output areas - middle layer,152,Can read and write but cannot speak Welsh,61
1308,2021,W02000154,2021 super output areas - middle layer,152,Can speak and other combinations of skills in Welsh,30
1309,2021,W02000154,2021 super output areas - middle layer,152,No skills in Welsh,2754
1310,2021,W02000156,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8190
1311,2021,W02000156,2021 super output areas - middle layer,152,Can understand spoken Welsh only,849
1312,2021,W02000156,2021 super output areas - middle layer,152,"Can speak, read and write Welsh",3620
1313,2021,W02000156,2021 super output areas - middle layer,152,Can speak but cannot read or write Welsh,638
1314,2021,W02000156,2021 super output areas - middle layer,152,Can speak and read but cannot write Welsh,353
1315,2021,W02000156,2021 super output areas - middle layer,152,Can read but cannot speak or write Welsh,89
1316,2021,W02000156,2021 super output areas - middle layer,152,Can write but cannot speak or read Welsh,4
1317,2021,W02000156,2021 super output areas - middle layer,152,Can read and write but cannot speak Welsh,59
1318,2021,W02000156,2021 super output areas - middle layer,152,Can speak and other combinations of skills in Welsh,36
1319,2021,W02000156,2021 super output areas - middle layer,152,No skills in Welsh,2542
1320,2021,W02000157,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,9795
1321,2021,W02000157,2021 super output areas - middle layer,152,Can understand spoken Welsh only,909
1322,2021,W02000157,2021 super output areas - middle layer,152,"Can speak, read and write Welsh",4661
1323,2021,W02000157,2021 super output areas - middle layer,152,Can speak but cannot read or write Welsh,697
1324,2021,W02000157,2021 super output areas - middle layer,152,Can speak and read but cannot write Welsh,292
1325,2021,W02000157,2021 super output areas - middle layer,152,Can read but cannot speak or write Welsh,104
1326,2021,W02000157,2021 super output areas - middle layer,152,Can write but cannot speak or read Welsh,18
1327,2021,W02000157,2021 super output areas - middle layer,152,Can read and write but cannot speak Welsh,34
1328,2021,W02000157,2021 super output areas - middle layer,152,Can speak and other combinations of skills in Welsh,44
1329,2021,W02000157,2021 super output areas - middle layer,152,No skills in Welsh,3036
1330,2021,W02000158,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5701
1331,2021,W02000158,2021 super output areas - middle layer,152,Can understand spoken Welsh only,716
1332,2021,W02000158,2021 super output areas - middle layer,152,"Can speak, read and write Welsh",1646
1333,2021,W02000158,2021 super output areas - middle layer,152,Can speak but cannot read or write Welsh,418
1334,2021,W02000158,2021 super output areas - middle layer,152,Can speak and read but cannot write Welsh,169
1335,2021,W02000158,2021 super output areas - middle layer,152,Can read but cannot speak or write Welsh,87
1336,2021,W02000158,2021 super output areas - middle layer,152,Can write but cannot speak or read Welsh,21
1337,2021,W02000158,2021 super output areas - middle layer,152,Can read and write but cannot speak Welsh,44
1338,2021,W02000158,2021 super output areas - middle layer,152,Can speak and other combinations of skills in Welsh,23
1339,2021,W02000158,2021 super output areas - middle layer,152,No skills in Welsh,2577
1340,2021,W02000159,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6051
1341,2021,W02000159,2021 super output areas - middle layer,152,Can understand spoken Welsh only,795
1342,2021,W02000159,2021 super output areas - middle layer,152,"Can speak, read and write Welsh",1778
1343,2021,W02000159,2021 super output areas - middle layer,152,Can speak but cannot read or write Welsh,494
1344,2021,W02000159,2021 super output areas - middle layer,152,Can speak and read but cannot write Welsh,170
1345,2021,W02000159,2021 super output areas - middle layer,152,Can read but cannot speak or write Welsh,95
1346,2021,W02000159,2021 super output areas - middle layer,152,Can write but cannot speak or read Welsh,19
1347,2021,W02000159,2021 super output areas - middle layer,152,Can read and write but cannot speak Welsh,33
1348,2021,W02000159,2021 super output areas - middle layer,152,Can speak and other combinations of skills in Welsh,16
1349,2021,W02000159,2021 super output areas - middle layer,152,No skills in Welsh,2651
1350,2021,W02000160,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7456
1351,2021,W02000160,2021 super output areas - middle layer,152,Can understand spoken Welsh only,962
1352,2021,W02000160,2021 super output areas - middle layer,152,"Can speak, read and write Welsh",1957
1353,2021,W02000160,2021 super output areas - middle layer,152,Can speak but cannot read or write Welsh,391
1354,2021,W02000160,2021 super output areas - middle layer,152,Can speak and read but cannot write Welsh,190
1355,2021,W02000160,2021 super output areas - middle layer,152,Can read but cannot speak or write Welsh,144
1356,2021,W02000160,2021 super output areas - middle layer,152,Can write but cannot speak or read Welsh,16
1357,2021,W02000160,2021 super output areas - middle layer,152,Can read and write but cannot speak Welsh,54
1358,2021,W02000160,2021 super output areas - middle layer,152,Can speak and other combinations of skills in Welsh,31
1359,2021,W02000160,2021 super output areas - middle layer,152,No skills in Welsh,3711
1360,2021,W02000161,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5049
1361,2021,W02000161,2021 super output areas - middle layer,152,Can understand spoken Welsh only,670
1362,2021,W02000161,2021 super output areas - middle layer,152,"Can speak, read and write Welsh",896
1363,2021,W02000161,2021 super output areas - middle layer,152,Can speak but cannot read or write Welsh,251
1364,2021,W02000161,2021 super output areas - middle layer,152,Can speak and read but cannot write Welsh,78
1365,2021,W02000161,2021 super output areas - middle layer,152,Can read but cannot speak or write Welsh,93
1366,2021,W02000161,2021 super output areas - middle layer,152,Can write but cannot speak or read Welsh,9
1367,2021,W02000161,2021 super output areas - middle layer,152,Can read and write but cannot speak Welsh,59
1368,2021,W02000161,2021 super output areas - middle layer,152,Can speak and other combinations of skills in Welsh,17
1369,2021,W02000161,2021 super output areas - middle layer,152,No skills in Welsh,2976
1370,2021,W02000162,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8060
1371,2021,W02000162,2021 super output areas - middle layer,152,Can understand spoken Welsh only,959
1372,2021,W02000162,2021 super output areas - middle layer,152,"Can speak, read and write Welsh",1765
1373,2021,W02000162,2021 super output areas - middle layer,152,Can speak but cannot read or write Welsh,387
1374,2021,W02000162,2021 super output areas - middle layer,152,Can speak and read but cannot write Welsh,189
1375,2021,W02000162,2021 super output areas - middle layer,152,Can read but cannot speak or write Welsh,171
1376,2021,W02000162,2021 super output areas - middle layer,152,Can write but cannot speak or read Welsh,19
1377,2021,W02000162,2021 super output areas - middle layer,152,Can read and write but cannot speak Welsh,59
1378,2021,W02000162,2021 super output areas - middle layer,152,Can speak and other combinations of skills in Welsh,25
1379,2021,W02000162,2021 super output areas - middle layer,152,No skills in Welsh,4486
1380,2021,W02000163,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5180
1381,2021,W02000163,2021 super output areas - middle layer,152,Can understand spoken Welsh only,649
1382,2021,W02000163,2021 super output areas - middle layer,152,"Can speak, read and write Welsh",1009
1383,2021,W02000163,2021 super output areas - middle layer,152,Can speak but cannot read or write Welsh,234
1384,2021,W02000163,2021 super output areas - middle layer,152,Can speak and read but cannot write Welsh,85
1385,2021,W02000163,2021 super output areas - middle layer,152,Can read but cannot speak or write Welsh,105
1386,2021,W02000163,2021 super output areas - middle layer,152,Can write but cannot speak or read Welsh,12
1387,2021,W02000163,2021 super output areas - middle layer,152,Can read and write but cannot speak Welsh,45
1388,2021,W02000163,2021 super output areas - middle layer,152,Can speak and other combinations of skills in Welsh,21
1389,2021,W02000163,2021 super output areas - middle layer,152,No skills in Welsh,3020
1390,2021,W02000164,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7222
1391,2021,W02000164,2021 super output areas - middle layer,152,Can understand spoken Welsh only,961
1392,2021,W02000164,2021 super output areas - middle layer,152,"Can speak, read and write Welsh",1655
1393,2021,W02000164,2021 super output areas - middle layer,152,Can speak but cannot read or write Welsh,357
1394,2021,W02000164,2021 super output areas - middle layer,152,Can speak and read but cannot write Welsh,154
1395,2021,W02000164,2021 super output areas - middle layer,152,Can read but cannot speak or write Welsh,153
1396,2021,W02000164,2021 super output areas - middle layer,152,Can write but cannot speak or read Welsh,24
1397,2021,W02000164,2021 super output areas - middle layer,152,Can read and write but cannot speak Welsh,50
1398,2021,W02000164,2021 super output areas - middle layer,152,Can speak and other combinations of skills in Welsh,22
1399,2021,W02000164,2021 super output areas - middle layer,152,No skills in Welsh,3846
1400,2021,W02000165,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6385
1401,2021,W02000165,2021 super output areas - middle layer,152,Can understand spoken Welsh only,697
1402,2021,W02000165,2021 super output areas - middle layer,152,"Can speak, read and write Welsh",916
1403,2021,W02000165,2021 super output areas - middle layer,152,Can speak but cannot read or write Welsh,270
1404,2021,W02000165,2021 super output areas - middle layer,152,Can speak and read but cannot write Welsh,111
1405,2021,W02000165,2021 super output areas - middle layer,152,Can read but cannot speak or write Welsh,127
1406,2021,W02000165,2021 super output areas - middle layer,152,Can write but cannot speak or read Welsh,15
1407,2021,W02000165,2021 super output areas - middle layer,152,Can read and write but cannot speak Welsh,64
1408,2021,W02000165,2021 super output areas - middle layer,152,Can speak and other combinations of skills in Welsh,18
1409,2021,W02000165,2021 super output areas - middle layer,152,No skills in Welsh,4167
1410,2021,W02000166,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8823
1411,2021,W02000166,2021 super output areas - middle layer,152,Can understand spoken Welsh only,1073
1412,2021,W02000166,2021 super output areas - middle layer,152,"Can speak, read and write Welsh",1585
1413,2021,W02000166,2021 super output areas - middle layer,152,Can speak but cannot read or write Welsh,344
1414,2021,W02000166,2021 super output areas - middle layer,152,Can speak and read but cannot write Welsh,151
1415,2021,W02000166,2021 super output areas - middle layer,152,Can read but cannot speak or write Welsh,145
1416,2021,W02000166,2021 super output areas - middle layer,152,Can write but cannot speak or read Welsh,20
1417,2021,W02000166,2021 super output areas - middle layer,152,Can read and write but cannot speak Welsh,70
1418,2021,W02000166,2021 super output areas - middle layer,152,Can speak and other combinations of skills in Welsh,23
1419,2021,W02000166,2021 super output areas - middle layer,152,No skills in Welsh,5412
1420,2021,W02000167,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,9932
1421,2021,W02000167,2021 super output areas - middle layer,152,Can understand spoken Welsh only,1002
1422,2021,W02000167,2021 super output areas - middle layer,152,"Can speak, read and write Welsh",1333
1423,2021,W02000167,2021 super output areas - middle layer,152,Can speak but cannot read or write Welsh,341
1424,2021,W02000167,2021 super output areas - middle layer,152,Can speak and read but cannot write Welsh,163
1425,2021,W02000167,2021 super output areas - middle layer,152,Can read but cannot speak or write Welsh,170
1426,2021,W02000167,2021 super output areas - middle layer,152,Can write but cannot speak or read Welsh,18
1427,2021,W02000167,2021 super output areas - middle layer,152,Can read and write but cannot speak Welsh,63
1428,2021,W02000167,2021 super output areas - middle layer,152,Can speak and other combinations of skills in Welsh,25
1429,2021,W02000167,2021 super output areas - middle layer,152,No skills in Welsh,6817
1430,2021,W02000418,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,11969
1431,2021,W02000418,2021 super output areas - middle layer,152,Can understand spoken Welsh only,1251
1432,2021,W02000418,2021 super output areas - middle layer,152,"Can speak, read and write Welsh",3613
1433,2021,W02000418,2021 super output areas - middle layer,152,Can speak but cannot read or write Welsh,647
1434,2021,W02000418,2021 super output areas - middle layer,152,Can speak and read but cannot write Welsh,295
1435,2021,W02000418,2021 super output areas - middle layer,152,Can read but cannot speak or write Welsh,201
1436,2021,W02000418,2021 super output areas - middle layer,152,Can write but cannot speak or read Welsh,12
1437,2021,W02000418,2021 super output areas - middle layer,152,Can read and write but cannot speak Welsh,74
1438,2021,W02000418,2021 super output areas - middle layer,152,Can speak and other combinations of skills in Welsh,36
1439,2021,W02000418,2021 super output areas - middle layer,152,No skills in Welsh,5840
1440,2021,W02000168,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6343
1441,2021,W02000168,2021 super output areas - middle layer,152,Can understand spoken Welsh only,614
1442,2021,W02000168,2021 super output areas - middle layer,152,"Can speak, read and write Welsh",1251
1443,2021,W02000168,2021 super output areas - middle layer,152,Can speak but cannot read or write Welsh,237
1444,2021,W02000168,2021 super output areas - middle layer,152,Can speak and read but cannot write Welsh,105
1445,2021,W02000168,2021 super output areas - middle layer,152,Can read but cannot speak or write Welsh,115
1446,2021,W02000168,2021 super output areas - middle layer,152,Can write but cannot speak or read Welsh,9
1447,2021,W02000168,2021 super output areas - middle layer,152,Can read and write but cannot speak Welsh,33
1448,2021,W02000168,2021 super output areas - middle layer,152,Can speak and other combinations of skills in Welsh,15
1449,2021,W02000168,2021 super output areas - middle layer,152,No skills in Welsh,3964
1450,2021,W02000169,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8881
1451,2021,W02000169,2021 super output areas - middle layer,152,Can understand spoken Welsh only,709
1452,2021,W02000169,2021 super output areas - middle layer,152,"Can speak, read and write Welsh",1465
1453,2021,W02000169,2021 super output areas - middle layer,152,Can speak but cannot read or write Welsh,276
1454,2021,W02000169,2021 super output areas - middle layer,152,Can speak and read but cannot write Welsh,140
1455,2021,W02000169,2021 super output areas - middle layer,152,Can read but cannot speak or write Welsh,148
1456,2021,W02000169,2021 super output areas - middle layer,152,Can write but cannot speak or read Welsh,10
1457,2021,W02000169,2021 super output areas - middle layer,152,Can read and write but cannot speak Welsh,79
1458,2021,W02000169,2021 super output areas - middle layer,152,Can speak and other combinations of skills in Welsh,25
1459,2021,W02000169,2021 super output areas - middle layer,152,No skills in Welsh,6029
1460,2021,W02000170,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8483
1461,2021,W02000170,2021 super output areas - middle layer,152,Can understand spoken Welsh only,452
1462,2021,W02000170,2021 super output areas - middle layer,152,"Can speak, read and write Welsh",756
1463,2021,W02000170,2021 super output areas - middle layer,152,Can speak but cannot read or write Welsh,154
1464,2021,W02000170,2021 super output areas - middle layer,152,Can speak and read but cannot write Welsh,81
1465,2021,W02000170,2021 super output areas - middle layer,152,Can read but cannot speak or write Welsh,126
1466,2021,W02000170,2021 super output areas - middle layer,152,Can write but cannot speak or read Welsh,20
1467,2021,W02000170,2021 super output areas - middle layer,152,Can read and write but cannot speak Welsh,61
1468,2021,W02000170,2021 super output areas - middle layer,152,Can speak and other combinations of skills in Welsh,14
1469,2021,W02000170,2021 super output areas - middle layer,152,No skills in Welsh,6819
1470,2021,W02000171,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8187
1471,2021,W02000171,2021 super output areas - middle layer,152,Can understand spoken Welsh only,550
1472,2021,W02000171,2021 super output areas - middle layer,152,"Can speak, read and write Welsh",1008
1473,2021,W02000171,2021 super output areas - middle layer,152,Can speak but cannot read or write Welsh,171
1474,2021,W02000171,2021 super output areas - middle layer,152,Can speak and read but cannot write Welsh,89
1475,2021,W02000171,2021 super output areas - middle layer,152,Can read but cannot speak or write Welsh,127
1476,2021,W02000171,2021 super output areas - middle layer,152,Can write but cannot speak or read Welsh,5
1477,2021,W02000171,2021 super output areas - middle layer,152,Can read and write but cannot speak Welsh,44
1478,2021,W02000171,2021 super output areas - middle layer,152,Can speak and other combinations of skills in Welsh,6
1479,2021,W02000171,2021 super output areas - middle layer,152,No skills in Welsh,6187
1480,2021,W02000172,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,9923
1481,2021,W02000172,2021 super output areas - middle layer,152,Can understand spoken Welsh only,634
1482,2021,W02000172,2021 super output areas - middle layer,152,"Can speak, read and write Welsh",954
1483,2021,W02000172,2021 super output areas - middle layer,152,Can speak but cannot read or write Welsh,238
1484,2021,W02000172,2021 super output areas - middle layer,152,Can speak and read but cannot write Welsh,130
1485,2021,W02000172,2021 super output areas - middle layer,152,Can read but cannot speak or write Welsh,159
1486,2021,W02000172,2021 super output areas - middle layer,152,Can write but cannot speak or read Welsh,17
1487,2021,W02000172,2021 super output areas - middle layer,152,Can read and write but cannot speak Welsh,45
