,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_COB_12_NAME,OBS_VALUE
0,2021,W02000264,2021 super output areas - middle layer,152,Antarctica and Oceania (including Australasia) and Other,5
1,2021,W02000264,2021 super output areas - middle layer,152,British Overseas,0
2,2021,W02000265,2021 super output areas - middle layer,152,Total: All usual residents,9194
3,2021,W02000265,2021 super output areas - middle layer,152,Europe,9065
4,2021,W02000265,2021 super output areas - middle layer,152,Europe: United Kingdom,9006
5,2021,W02000265,2021 super output areas - middle layer,152,Europe: EU countries,53
6,2021,W02000265,2021 super output areas - middle layer,152,Europe: EU countries: European Union EU14,26
7,2021,W02000265,2021 super output areas - middle layer,152,Europe: EU countries: European Union EU8,11
8,2021,W02000265,2021 super output areas - middle layer,152,Europe: EU countries: European Union EU2,8
9,2021,W02000265,2021 super output areas - middle layer,152,Europe: EU countries: All other EU countries,8
10,2021,W02000265,2021 super output areas - middle layer,152,Europe: Non-EU countries - All other non-EU countries,6
11,2021,W02000265,2021 super output areas - middle layer,152,Africa,28
12,2021,W02000265,2021 super output areas - middle layer,152,Middle East and Asia,79
13,2021,W02000265,2021 super output areas - middle layer,152,The Americas and the Caribbean,8
14,2021,W02000265,2021 super output areas - middle layer,152,Antarctica and Oceania (including Australasia) and Other,14
15,2021,W02000265,2021 super output areas - middle layer,152,British Overseas,0
16,2021,W02000266,2021 super output areas - middle layer,152,Total: All usual residents,7495
17,2021,W02000266,2021 super output areas - middle layer,152,Europe,7383
18,2021,W02000266,2021 super output areas - middle layer,152,Europe: United Kingdom,7256
19,2021,W02000266,2021 super output areas - middle layer,152,Europe: EU countries,120
20,2021,W02000266,2021 super output areas - middle layer,152,Europe: EU countries: European Union EU14,50
21,2021,W02000266,2021 super output areas - middle layer,152,Europe: EU countries: European Union EU8,59
22,2021,W02000266,2021 super output areas - middle layer,152,Europe: EU countries: European Union EU2,3
23,2021,W02000266,2021 super output areas - middle layer,152,Europe: EU countries: All other EU countries,8
24,2021,W02000266,2021 super output areas - middle layer,152,Europe: Non-EU countries - All other non-EU countries,7
25,2021,W02000266,2021 super output areas - middle layer,152,Africa,22
26,2021,W02000266,2021 super output areas - middle layer,152,Middle East and Asia,76
27,2021,W02000266,2021 super output areas - middle layer,152,The Americas and the Caribbean,6
28,2021,W02000266,2021 super output areas - middle layer,152,Antarctica and Oceania (including Australasia) and Other,8
29,2021,W02000266,2021 super output areas - middle layer,152,British Overseas,0
30,2021,W02000267,2021 super output areas - middle layer,152,Total: All usual residents,6339
31,2021,W02000267,2021 super output areas - middle layer,152,Europe,6227
32,2021,W02000267,2021 super output areas - middle layer,152,Europe: United Kingdom,6072
33,2021,W02000267,2021 super output areas - middle layer,152,Europe: EU countries,144
34,2021,W02000267,2021 super output areas - middle layer,152,Europe: EU countries: European Union EU14,59
35,2021,W02000267,2021 super output areas - middle layer,152,Europe: EU countries: European Union EU8,69
36,2021,W02000267,2021 super output areas - middle layer,152,Europe: EU countries: European Union EU2,12
37,2021,W02000267,2021 super output areas - middle layer,152,Europe: EU countries: All other EU countries,4
38,2021,W02000267,2021 super output areas - middle layer,152,Europe: Non-EU countries - All other non-EU countries,11
39,2021,W02000267,2021 super output areas - middle layer,152,Africa,41
40,2021,W02000267,2021 super output areas - middle layer,152,Middle East and Asia,59
41,2021,W02000267,2021 super output areas - middle layer,152,The Americas and the Caribbean,7
42,2021,W02000267,2021 super output areas - middle layer,152,Antarctica and Oceania (including Australasia) and Other,5
43,2021,W02000267,2021 super output areas - middle layer,152,British Overseas,0
44,2021,W02000268,2021 super output areas - middle layer,152,Total: All usual residents,8919
45,2021,W02000268,2021 super output areas - middle layer,152,Europe,8787
46,2021,W02000268,2021 super output areas - middle layer,152,Europe: United Kingdom,8674
47,2021,W02000268,2021 super output areas - middle layer,152,Europe: EU countries,103
48,2021,W02000268,2021 super output areas - middle layer,152,Europe: EU countries: European Union EU14,70
49,2021,W02000268,2021 super output areas - middle layer,152,Europe: EU countries: European Union EU8,24
50,2021,W02000268,2021 super output areas - middle layer,152,Europe: EU countries: European Union EU2,7
51,2021,W02000268,2021 super output areas - middle layer,152,Europe: EU countries: All other EU countries,2
52,2021,W02000268,2021 super output areas - middle layer,152,Europe: Non-EU countries - All other non-EU countries,10
53,2021,W02000268,2021 super output areas - middle layer,152,Africa,33
54,2021,W02000268,2021 super output areas - middle layer,152,Middle East and Asia,78
55,2021,W02000268,2021 super output areas - middle layer,152,The Americas and the Caribbean,12
56,2021,W02000268,2021 super output areas - middle layer,152,Antarctica and Oceania (including Australasia) and Other,9
57,2021,W02000268,2021 super output areas - middle layer,152,British Overseas,0
58,2021,W02000269,2021 super output areas - middle layer,152,Total: All usual residents,8195
59,2021,W02000269,2021 super output areas - middle layer,152,Europe,8100
60,2021,W02000269,2021 super output areas - middle layer,152,Europe: United Kingdom,8012
61,2021,W02000269,2021 super output areas - middle layer,152,Europe: EU countries,73
62,2021,W02000269,2021 super output areas - middle layer,152,Europe: EU countries: European Union EU14,34
63,2021,W02000269,2021 super output areas - middle layer,152,Europe: EU countries: European Union EU8,30
64,2021,W02000269,2021 super output areas - middle layer,152,Europe: EU countries: European Union EU2,8
65,2021,W02000269,2021 super output areas - middle layer,152,Europe: EU countries: All other EU countries,1
66,2021,W02000269,2021 super output areas - middle layer,152,Europe: Non-EU countries - All other non-EU countries,15
67,2021,W02000269,2021 super output areas - middle layer,152,Africa,25
68,2021,W02000269,2021 super output areas - middle layer,152,Middle East and Asia,47
69,2021,W02000269,2021 super output areas - middle layer,152,The Americas and the Caribbean,11
70,2021,W02000269,2021 super output areas - middle layer,152,Antarctica and Oceania (including Australasia) and Other,11
71,2021,W02000269,2021 super output areas - middle layer,152,British Overseas,1
72,2021,W02000270,2021 super output areas - middle layer,152,Total: All usual residents,6592
73,2021,W02000270,2021 super output areas - middle layer,152,Europe,6511
74,2021,W02000270,2021 super output areas - middle layer,152,Europe: United Kingdom,6332
75,2021,W02000270,2021 super output areas - middle layer,152,Europe: EU countries,169
76,2021,W02000270,2021 super output areas - middle layer,152,Europe: EU countries: European Union EU14,76
77,2021,W02000270,2021 super output areas - middle layer,152,Europe: EU countries: European Union EU8,44
78,2021,W02000270,2021 super output areas - middle layer,152,Europe: EU countries: European Union EU2,20
79,2021,W02000270,2021 super output areas - middle layer,152,Europe: EU countries: All other EU countries,29
80,2021,W02000270,2021 super output areas - middle layer,152,Europe: Non-EU countries - All other non-EU countries,10
81,2021,W02000270,2021 super output areas - middle layer,152,Africa,28
82,2021,W02000270,2021 super output areas - middle layer,152,Middle East and Asia,39
83,2021,W02000270,2021 super output areas - middle layer,152,The Americas and the Caribbean,9
84,2021,W02000270,2021 super output areas - middle layer,152,Antarctica and Oceania (including Australasia) and Other,5
85,2021,W02000270,2021 super output areas - middle layer,152,British Overseas,0
86,2021,W02000271,2021 super output areas - middle layer,152,Total: All usual residents,5450
87,2021,W02000271,2021 super output areas - middle layer,152,Europe,5402
88,2021,W02000271,2021 super output areas - middle layer,152,Europe: United Kingdom,5329
