,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_AGE_SEX_20_NAME,OBS_VALUE
269,2021,E02001336,2021 super output areas - middle layer,152,Resident: Female: Aged 35 to 49 years,3
270,2021,E02001336,2021 super output areas - middle layer,152,Resident: Female: Aged 50 to 64 years,4
271,2021,E02001336,2021 super output areas - middle layer,152,Resident: Female: Aged 65 to 74 years,3
272,2021,E02001336,2021 super output areas - middle layer,152,Resident: Female: Aged 75 to 84 years,16
273,2021,E02001336,2021 super output areas - middle layer,152,Resident: Female: Aged 85 years and over,20
274,2021,E02001336,2021 super output areas - middle layer,152,Staff or owner,0
275,2021,E02001336,2021 super output areas - middle layer,152,Family member or partner of staff or owner,0
276,2021,E02001336,2021 super output areas - middle layer,152,Staying temporarily (no usual UK address),0
277,2021,E02001337,2021 super output areas - middle layer,152,Total: All usual residents in communal establishments,43
278,2021,E02001337,2021 super output areas - middle layer,152,Resident,43
279,2021,E02001337,2021 super output areas - middle layer,152,Resident:Male,8
280,2021,E02001337,2021 super output areas - middle layer,152,Resident: Male: Aged 0 to 15 years,0
281,2021,E02001337,2021 super output areas - middle layer,152,Resident: Male: Aged 16 to 24 years,0
282,2021,E02001337,2021 super output areas - middle layer,152,Resident: Male: Aged 25 to 34 years,1
283,2021,E02001337,2021 super output areas - middle layer,152,Resident: Male: Aged 35 to 49 years,1
284,2021,E02001337,2021 super output areas - middle layer,152,Resident: Male: Aged 50 to 64 years,1
285,2021,E02001337,2021 super output areas - middle layer,152,Resident: Male: Aged 65 to 74 years,0
286,2021,E02001337,2021 super output areas - middle layer,152,Resident: Male: Aged 75 to 84 years,0
287,2021,E02001337,2021 super output areas - middle layer,152,Resident: Male: Aged 85 years and over,5
288,2021,E02001337,2021 super output areas - middle layer,152,Resident:Female,35
289,2021,E02001337,2021 super output areas - middle layer,152,Resident: Female: Aged 0 to 15 years,0
290,2021,E02001337,2021 super output areas - middle layer,152,Resident: Female: Aged 16 to 24 years,2
291,2021,E02001337,2021 super output areas - middle layer,152,Resident: Female: Aged 25 to 34 years,0
292,2021,E02001337,2021 super output areas - middle layer,152,Resident: Female: Aged 35 to 49 years,0
293,2021,E02001337,2021 super output areas - middle layer,152,Resident: Female: Aged 50 to 64 years,0
294,2021,E02001337,2021 super output areas - middle layer,152,Resident: Female: Aged 65 to 74 years,2
295,2021,E02001337,2021 super output areas - middle layer,152,Resident: Female: Aged 75 to 84 years,7
296,2021,E02001337,2021 super output areas - middle layer,152,Resident: Female: Aged 85 years and over,24
297,2021,E02001337,2021 super output areas - middle layer,152,Staff or owner,0
298,2021,E02001337,2021 super output areas - middle layer,152,Family member or partner of staff or owner,0
299,2021,E02001337,2021 super output areas - middle layer,152,Staying temporarily (no usual UK address),0
300,2021,E02001338,2021 super output areas - middle layer,152,Total: All usual residents in communal establishments,31
301,2021,E02001338,2021 super output areas - middle layer,152,Resident,31
302,2021,E02001338,2021 super output areas - middle layer,152,Resident:Male,9
303,2021,E02001338,2021 super output areas - middle layer,152,Resident: Male: Aged 0 to 15 years,0
304,2021,E02001338,2021 super output areas - middle layer,152,Resident: Male: Aged 16 to 24 years,0
305,2021,E02001338,2021 super output areas - middle layer,152,Resident: Male: Aged 25 to 34 years,0
306,2021,E02001338,2021 super output areas - middle layer,152,Resident: Male: Aged 35 to 49 years,0
307,2021,E02001338,2021 super output areas - middle layer,152,Resident: Male: Aged 50 to 64 years,0
308,2021,E02001338,2021 super output areas - middle layer,152,Resident: Male: Aged 65 to 74 years,1
309,2021,E02001338,2021 super output areas - middle layer,152,Resident: Male: Aged 75 to 84 years,3
310,2021,E02001338,2021 super output areas - middle layer,152,Resident: Male: Aged 85 years and over,5
311,2021,E02001338,2021 super output areas - middle layer,152,Resident:Female,22
312,2021,E02001338,2021 super output areas - middle layer,152,Resident: Female: Aged 0 to 15 years,0
313,2021,E02001338,2021 super output areas - middle layer,152,Resident: Female: Aged 16 to 24 years,0
314,2021,E02001338,2021 super output areas - middle layer,152,Resident: Female: Aged 25 to 34 years,0
315,2021,E02001338,2021 super output areas - middle layer,152,Resident: Female: Aged 35 to 49 years,0
316,2021,E02001338,2021 super output areas - middle layer,152,Resident: Female: Aged 50 to 64 years,0
317,2021,E02001338,2021 super output areas - middle layer,152,Resident: Female: Aged 65 to 74 years,0
